Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),H(5),O(6),H2(7),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),CH2O(19),F(37),HF(38),CHF(40),CHF3(41),CF2(42),CF3(44),CHFO(46),CF3O(47),CF2O(48),CF(49),CFO(50),CHFCF2(54),CH2CF2(56),CF2CF2(60),CHF2-CH2(63),CH3-CF2(64),CHF2-CHF(66),CH2F-CF2(67),CHF2-CF2(68),CHFCF[Z](71),CF2CH(72),CHF2(81),[O]OC(F)F(128),FC(F)C(F)F(130),FC1OO1(136),[O]C([O])F(138),CHO2(142),CFO2(143),[O]C(F)F(146),[O]O[C](F)F(147),CF2O2(152),O2(176),O[C](F)F(220),C2F4O2(252),F[C]C(F)F(276),FC1OC1(F)F(286),C2HF4O2(406),CF3O2(416),C3H2F5(444),C2HF3O(467),C2H2F3O2(603),C2HF2O3(899),FC1(F)OO1(932),C2H2F3(962),C2HF2O(1007),C3H2F5O2(1017),C3H2F5O2(1096),C3H3F4(1175),FC1(F)CO1(1224),C2HF2O3(2126),CHF(88),CF2(89),OO[C](F)F(503),F[C]C(F)F(182),CH2F(91)
0.0035220488239998894,0.06224165709676052,3.76,0.0,0.03230673638261324,0.17633879901420524,0.783070456908932,2.5657970933643572e-05,1.968658367564208e-06,1.4913025182215549e-06,0.0031445139321730976,0.00010287648207195154,2.1924691907783975e-06,0.021351634962370282,0.02829564526993513,5.785225423906027e-10,1.151727963404172e-08,2.3294989805499348e-09,0.09941072335056264,5.285229730920772e-13,0.0001084804724451699,6.011063784689345e-13,9.01005911224912e-08,1.779729695516493e-05,2.1858135690661473e-11,0.7859888095383302,7.254252699400292e-07,3.393487745378621e-09,5.5441367932881245e-05,7.484702391339639e-05,5.161684179648706e-07,6.052222134382357e-09,1.3242450339141555e-08,4.529358550568455e-09,1.2682323231029434e-09,8.411642263114501e-08,5.231995790227868e-10,5.466324333754586e-09,4.132707406197883e-05,4.296733212732136e-07,6.481106909358432e-05,9.748031469901322e-12,1.0642965913548861e-14,1.0168771775206372e-12,4.453753733716448e-08,2.2302938426179756e-11,1.1098405120513422e-14,1.3992934520820079e-11,3.197618977991751e-05,2.7201341604760177e-09,3.3365466393559443e-18,5.412771830016969e-11,1.4728223226662667e-12,2.47453986482469e-09,3.5396592420445527e-09,9.408220807533343e-11,8.715134190365998e-16,7.394311965074782e-10,4.978949821594652e-09,7.055703285371758e-09,3.125496150488192e-07,1.638176176881263e-07,2.291730296325797e-12,1.4241549222202296e-13,1.1779303968336528e-10,5.406430772744689e-11,5.663112125484242e-14,2.9239033235990083e-07,4.207369787845318e-05,5.510592273632944e-12,4.868188316340926e-11,8.893944494837616e-09
0.0035305709023897174,0.06224176704757981,3.76,0.0,0.032115204188087804,0.17613618941098036,0.7832572175521224,2.5648442027515664e-05,1.965443108917304e-06,1.4888189464995412e-06,0.003133240002880911,0.0001027146961822764,2.1857973472466066e-06,0.021346798137546964,0.0283187697704879,5.758874680302336e-10,1.145511148704259e-08,2.3217241384566216e-09,0.0994466273808014,5.247355543331973e-13,0.0001077535564231999,5.98057836756727e-13,8.962632539735264e-08,1.7694824494910893e-05,2.1736691023641824e-11,0.7861663883945028,7.247510357779426e-07,3.372818306963081e-09,5.504247985063311e-05,7.440181797891074e-05,5.108377001937679e-07,6.0098595100268795e-09,1.3154876597771832e-08,4.492561079497403e-09,1.2599632222363245e-09,8.324811032516895e-08,5.204297555205682e-10,5.437382913612733e-09,4.110764539892783e-05,4.2690012087820387e-07,6.41727900079902e-05,9.68458321199856e-12,1.057369318223727e-14,1.0098884674737477e-12,4.424269520831457e-08,2.2182242943222585e-11,1.1007364075213776e-14,1.3878765377147037e-11,3.193944978946755e-05,2.7164394091029254e-09,3.2982886728058394e-18,5.380322313774504e-11,1.4607638652657607e-12,2.446177643290299e-09,3.516975659962882e-09,9.290925449665864e-11,8.638020693029294e-16,7.344904770907049e-10,4.942109296404482e-09,6.998141869919215e-09,3.1081889976086784e-07,1.6279282240935912e-07,2.260554221049914e-12,1.404781099298636e-13,1.1647046653487663e-10,5.368185703679619e-11,5.621209309284764e-14,2.908219544692095e-07,4.1777400598355964e-05,5.474987704561364e-12,4.8180631405040746e-11,8.844823809328165e-09
0.0035390929807795454,0.06224187568905212,3.76,0.0,0.03192490245795971,0.17593482409431635,0.7834428029045621,2.5639020828191442e-05,1.9622328050275158e-06,1.4863404673664203e-06,0.003122006950922422,0.00010255334584762874,2.1791561807599335e-06,0.021341903529864436,0.028341840724631955,5.732611843680955e-10,1.1393279744230666e-08,2.3140054592310785e-09,0.09948231268597273,5.209777204358827e-13,0.00010703092994679388,5.950254153670288e-13,8.915366489245464e-08,1.7593039314132962e-05,2.1615963763515776e-11,0.786342816605105,7.24078419638018e-07,3.3523107253252406e-09,5.46470072652686e-05,7.395865437823163e-05,5.055607792221385e-07,5.967726517388649e-09,1.3067719703873382e-08,4.456105104079025e-09,1.251756430895828e-09,8.23887737645062e-08,5.176697002463884e-10,5.40854359406239e-09,4.0889431106527336e-05,4.24147777854795e-07,6.354063741362072e-05,9.621600389725699e-12,1.0504928607170307e-14,1.0029517054799381e-12,4.395004206709051e-08,2.2062407905961865e-11,1.0917098950658853e-14,1.3765565266764022e-11,3.190293543031409e-05,2.7127444211937582e-09,3.2604800983981365e-18,5.348065204043268e-11,1.4488240035889278e-12,2.4181548109263162e-09,3.4944226756972757e-09,9.17519520731305e-11,8.56168073749781e-16,7.295885813475933e-10,4.905546155092061e-09,6.941069007971181e-09,3.090984464591947e-07,1.617736625618127e-07,2.229840098003089e-12,1.3856943485373796e-13,1.1516194067128247e-10,5.330197348189672e-11,5.579621992566791e-14,2.8926189702537e-07,4.148305683593406e-05,5.4396510596732415e-12,4.7684665113911445e-11,8.795981823227902e-09
0.0035476150591693735,0.062241983031651266,3.76,0.0,0.03173582197285151,0.1757346938618826,0.7836272215918841,2.5629706854039478e-05,1.9590274922647656e-06,1.4838670913302673e-06,0.0031108146968156264,0.00010239243012250777,2.172545528818828e-06,0.02133695156551436,0.028364858481597824,5.706437273568834e-10,1.1331782899784758e-08,2.3063425227353554e-09,0.09951778079257943,5.172492402645797e-13,0.00010631257708604756,5.920090276809118e-13,8.868261659327798e-08,1.7491936019046738e-05,2.1495950755395008e-11,0.7865181028363878,7.234074067061317e-07,3.3319634198327024e-09,5.42549180106717e-05,7.351753184998111e-05,5.003371439479675e-07,5.925822989689447e-09,1.2980980211096655e-08,4.4199872375215306e-09,1.2436114462957265e-09,8.153831943032015e-08,5.149194412011005e-10,5.379806662693612e-09,4.0672424082326716e-05,4.214161055645802e-07,6.291455393637675e-05,9.559078968323935e-12,1.0436667783272414e-14,9.960665072494695e-13,4.36595589523133e-08,2.1943425805294768e-11,1.0827602888363808e-14,1.3653325674638849e-11,3.186664503376322e-05,2.7090493101135073e-09,3.2231155359162985e-18,5.3159995494509086e-11,1.437001409346586e-12,2.39046706688453e-09,3.4719997709045576e-09,9.06100810791294e-11,8.486105984339424e-16,7.247251737618838e-10,4.86925834323891e-09,6.884480406604093e-09,3.073882009040413e-07,1.6076011973450428e-07,2.1995805659546767e-12,1.3668900954097424e-13,1.1386732848722029e-10,5.292464205505966e-11,5.5383478385635466e-14,2.877101156574195e-07,4.119065596716481e-05,5.404579942935757e-12,4.719392773268069e-11,8.747417089376401e-09
0.0035561371375592015,0.06224208908579928,3.76,0.0,0.031547953596721974,0.17553578959328478,0.7838104821628687,2.562049979647639e-05,1.9558272272271346e-06,1.4813988421523007e-06,0.0030996631603177863,0.00010223194805394492,2.1659652302702962e-06,0.021331942667128997,0.02838782338785988,5.680351308385203e-10,1.1270619444401743e-08,2.298734918126249e-09,0.09955303321464679,5.13549889352212e-13,0.00010559848180974877,5.890085978818075e-13,8.821318721772486e-08,1.7391509267314215e-05,2.1376648833637073e-11,0.7866922556764019,7.227379823222244e-07,3.311774898627954e-09,5.386618022709026e-05,7.307844898026255e-05,4.951662873945642e-07,5.884148814965211e-09,1.2894658717936491e-08,4.384204186722464e-09,1.2355277770694027e-09,8.069665522251662e-08,5.121790150965418e-10,5.351172516950447e-09,4.045661706067251e-05,4.187049162654813e-07,6.229448273031131e-05,9.497014954298218e-12,1.0368906350593524e-14,9.892324864677249e-13,4.337122709551433e-08,2.182528913306707e-11,1.0738869091548695e-14,1.3542038163325949e-11,3.1830576945978993e-05,2.705354215080393e-09,3.1861896703902163e-18,5.2841243990953115e-11,1.4252947756719033e-12,2.3631101680574998e-09,3.4497064210631896e-09,8.948342326419628e-11,8.411288335716734e-16,7.19899920635319e-10,4.833243790367281e-09,6.828371811962169e-09,3.056881086229047e-07,1.5975217462323364e-07,2.1697683533950096e-12,1.348363821227972e-13,1.1258649564586197e-10,5.254984778485728e-11,5.497384492313898e-14,2.861665662217112e-07,4.090018738796942e-05,5.369771944269535e-12,4.670836226004983e-11,8.69912818126718e-09
0.0035646592159490295,0.06224219386178061,3.76,0.0,0.03136128827494303,0.17533810224853713,0.7839925930912272,2.5611399150820305e-05,1.952632057304097e-06,1.4789357460269073e-06,0.0030885522604411557,0.00010207189869983255,2.1594151247705974e-06,0.021326877253840866,0.02841073578719995,5.654354289623001e-10,1.1209787866203057e-08,2.2911822295949827e-09,0.09958807145396645,5.098794451265995e-13,0.00010488862799035026,5.860240502903825e-13,8.77453832975868e-08,1.7291753766190003e-05,2.125805481581277e-11,0.7868652836364178,7.220701319851836e-07,3.2917436772012368e-09,5.348076235506106e-05,7.264140420656213e-05,4.900477066725436e-07,5.842703861029995e-09,1.2808755789528189e-08,4.348752692994279e-09,1.2275049345082218e-09,7.986369116212636e-08,5.094484578694284e-10,5.3226415262086815e-09,4.024200301097247e-05,4.160140261132646e-07,6.168036746410028e-05,9.435404394466653e-12,1.03016399931597e-14,9.824492624255942e-13,4.3085027914843755e-08,2.1707990519604098e-11,1.0650890825521455e-14,1.3431694371524312e-11,3.179472952770617e-05,2.7016592623076755e-09,3.14969725075218e-18,5.2524388026122535e-11,1.4137028119631621e-12,2.336079960042657e-09,3.427542101288679e-09,8.837176386007304e-11,8.337219774986828e-16,7.151124916314194e-10,4.797500457971246e-09,6.772739008601629e-09,3.039981153913594e-07,1.5874980839489402e-07,2.1403963211129825e-12,1.330111089420629e-13,1.1131930919218279e-10,5.2177575737195915e-11,5.4567296352287656e-14,2.8463120478282134e-07,4.061164051463202e-05,5.3352247034876825e-12,4.6227912584860645e-11,8.651113703053222e-09
0.0035731812943388575,0.062242297369802246,3.76,0.0,0.031175817033489758,0.17514162286716217,0.7841735627763141,2.5602404382734183e-05,1.9494420164703344e-06,1.4764778171797845e-06,0.0030774819154823934,0.00010191228112017504,2.152895052845656e-06,0.021321755741332417,0.02843359602071724,5.628446543658855e-10,1.1149286651791598e-08,2.283684044656883e-09,0.09962289700021372,5.062376823658308e-13,0.00010418299940714833,5.830553006340658e-13,8.727921116932782e-08,1.7192664271172865e-05,2.114016553111959e-11,0.7870371951518114,7.214038413459504e-07,3.2718682372592953e-09,5.309863313259776e-05,7.22063958212295e-05,4.849809029998984e-07,5.801487913993315e-09,1.272327185338718e-08,4.313629482838926e-09,1.219542428860442e-09,7.903933722292816e-08,5.067277953267862e-10,5.2942139498255316e-09,4.002857500952624e-05,4.1334325461204353e-07,6.107215231666723e-05,9.374243375428974e-12,1.0234864438391296e-14,9.757164587174222e-13,4.2800943011972525e-08,2.1591522700510015e-11,1.0563661417444715e-14,1.3322286012822838e-11,3.1759101154107096e-05,2.6979645598671214e-09,3.1136330888220477e-18,5.2209418102710926e-11,1.4022242391629296e-12,2.309372329629484e-09,3.4055062879837344e-09,8.727489240749501e-11,8.263892270915574e-16,7.103625602718344e-10,4.762026333460345e-09,6.717577818860658e-09,3.0231816733565316e-07,1.5775300228111502e-07,2.1114574706804097e-12,1.312127550897471e-13,1.1006563823860012e-10,5.180781101662551e-11,5.4163809781335016e-14,2.8310398761775336e-07,4.032500478779855e-05,5.300935903270223e-12,4.575252389962363e-11,8.603372233761695e-09
0.0035817033727286855,0.062242399619969135,3.76,0.0,0.030991530989406303,0.17494634257828173,0.7843533995334624,2.5593515154275206e-05,1.9462571524128213e-06,1.4740250716626586e-06,0.0030664520429421003,0.00010175309436780938,2.1464048562939587e-06,0.021316578541387753,0.028456404426488082,5.602628370244391e-10,1.1089114285495414e-08,2.2762399621001547e-09,0.09965751132937983,5.026243789335399e-13,0.00010348157973944048,5.801022705723797e-13,8.681467684985683e-08,1.7094235582492688e-05,2.1022977800208875e-11,0.7872079985724639,7.207390962213428e-07,3.2521471134040516e-09,5.2719761634656054e-05,7.177342195539421e-05,4.799653821853221e-07,5.760500761629852e-09,1.2638207300756962e-08,4.278831335041943e-09,1.2116397773994666e-09,7.822350382755931e-08,5.040170562550268e-10,5.265890101037012e-09,3.981632599161692e-05,4.1069242092328886e-07,6.046978204665169e-05,9.313528026874947e-12,1.0168575460782569e-14,9.690336975568749e-13,4.251895418807038e-08,2.147587842843338e-11,1.0477174256021004e-14,1.3213804877313066e-11,3.1723690216591436e-05,2.694270233558799e-09,3.077992062652422e-18,5.189632473193604e-11,1.390857795939179e-12,2.2829831989946336e-09,3.3835984506754274e-09,8.619260068110928e-11,8.191297942021083e-16,7.056498019834406e-10,4.7268193930209236e-09,6.66288410362028e-09,3.006482103311022e-07,1.567617366201898e-07,2.0829449078294087e-12,1.2944089213984847e-13,1.088253519446038e-10,5.1440538772040216e-11,5.376336219110647e-14,2.815848713115334e-07,4.004026967241542e-05,5.266903221980884e-12,4.528214143270025e-11,8.555902340574112e-09
0.0035902254511185135,0.06224250062237874,3.76,0.0,0.030808421323273025,0.1747522525737499,0.784532111619409,2.55847310062278e-05,1.9430775106886844e-06,1.4715775325682778e-06,0.003055462559761552,0.00010159433750419042,2.1399443778201786e-06,0.02131134606304251,0.028479161340482922,5.57690006957992e-10,1.1029269250115861e-08,2.2688495783058008e-09,0.09969191590787131,4.990393147661737e-13,0.00010278435259599518,5.771648829587113e-13,8.635178624177453e-08,1.6996462540063764e-05,2.0906488444727317e-11,0.7873777021883746,7.200758825508119e-07,3.2325788602461358e-09,5.2344117172449124e-05,7.134248062833742e-05,4.750006532746454e-07,5.719742194705893e-09,1.255356252470565e-08,4.2443550714753306e-09,1.2037965008423112e-09,7.741610334186661e-08,5.013162712263734e-10,5.237670292728369e-09,3.960524903133078e-05,4.0806134693714643e-07,5.987320181737962e-05,9.253254512970215e-12,1.0102768872540201e-14,9.62400605487507e-13,4.22390434062543e-08,2.1361050563462405e-11,1.0391422789382571e-14,1.3106242827761485e-11,3.168849511794442e-05,2.690576405858513e-09,3.0427691073717717e-18,5.158509843194223e-11,1.379602235875412e-12,2.2569085707579463e-09,3.36181806099505e-09,8.512468343104548e-11,8.119428990402548e-16,7.009738951257585e-10,4.691877636266956e-09,6.608653760376493e-09,2.989881903670888e-07,1.5577599200508254e-07,2.0548518556548556e-12,1.2769509894890908e-13,1.0759832050880985e-10,5.107574418594192e-11,5.3365930829238345e-14,2.8007381253494716e-07,3.9757424653263304e-05,5.233124372927882e-12,4.4816711030637543e-11,8.508702621568595e-09
0.0035987475295083415,0.06224260038684814,3.76,0.0,0.03062647929446136,0.1745593441231085,0.7847097072182004,2.5576051490062428e-05,1.939903132297182e-06,1.469135218106329e-06,0.0030445133822003512,0.00010143600959281126,2.133513461272869e-06,0.021306058711939305,0.028501867096047122,5.551261928135947e-10,1.0969750026960979e-08,2.261512493538088e-09,0.09972611219021196,4.954822699393668e-13,0.00010209130149960861,5.74243058631484e-13,8.589054505705593e-08,1.689934003316314e-05,2.0790694290218622e-11,0.7875463142154066,7.194141864219145e-07,3.213162034429334e-09,5.19716693503599e-05,7.091356972169088e-05,4.7008622938988416e-07,5.6792119599968835e-09,1.2469337830803838e-08,4.210197526502362e-09,1.196012122074095e-09,7.661704851552583e-08,4.986254662093713e-10,5.209554796357586e-09,3.939533724869223e-05,4.0544985655569403e-07,5.928235729443498e-05,9.193419035441753e-12,1.0037440526743015e-14,9.5581681166154e-13,4.196119280307193e-08,2.1247032036416672e-11,1.0306400523354942e-14,1.2999591798496698e-11,3.165351427503861e-05,2.6868831925648795e-09,3.007959217120869e-18,5.127572972994842e-11,1.368456325954525e-12,2.2311444882107684e-09,3.3401645900736767e-09,8.407093851134097e-11,8.048277679192404e-16,6.963345207688079e-10,4.657199077672537e-09,6.554882722756671e-09,2.973380535098588e-07,1.547957489083301e-07,2.02717164805803e-12,1.2597496126552137e-13,1.063844153236324e-10,5.0713412483639525e-11,5.297149311202344e-14,2.785707681797467e-07,3.947645924198522e-05,5.1995970952011195e-12,4.43561792677263e-11,8.461771660578157e-09
0.0036072696078981695,0.062242698923264984,3.76,0.0,0.03044569624269871,0.17436760857511213,0.784886194439746,2.5567476186694474e-05,1.9367340593622442e-06,1.4666981455820059e-06,0.0030336044258311608,0.00010127810969774775,2.127111951578848e-06,0.021300716890253993,0.028524522023851646,5.525714217649707e-10,1.0910555095808111e-08,2.2542283127443327e-09,0.09976010161879587,4.919530265355231e-13,0.00010140240988885306,5.713367190884547e-13,8.543095878174338e-08,1.680286299761313e-05,2.0675592161787317e-11,0.7877138427938393,7.187539940728784e-07,3.1938952130830306e-09,5.160238807210901e-05,7.04866869781571e-05,4.652216278041097e-07,5.63890978992584e-09,1.2385533481979876e-08,4.176355571979568e-09,1.1882861682561893e-09,7.582625298749406e-08,4.959446665908044e-10,5.181543876603671e-09,3.918658378406599e-05,4.028577753711514e-07,5.869719465705157e-05,9.134017836066822e-12,9.972586320305996e-15,9.492819473124196e-13,4.1685384701543904e-08,2.1133815849773007e-11,1.0222101025960226e-14,1.2893843799779134e-11,3.1618746119110575e-05,2.6831907104393373e-09,2.973557449305145e-18,5.0968209163318585e-11,1.3574188492420148e-12,2.2056870500049184e-09,3.318637507154546e-09,8.303116681629397e-11,7.977836371976906e-16,6.917313629128827e-10,4.622781742152138e-09,6.501566962633068e-09,2.9569774591715426e-07,1.5382098754950565e-07,1.999897738712585e-12,1.2428007227857919e-13,1.051835087101618e-10,5.035352893547833e-11,5.258002657463719e-14,2.770756953681988e-07,3.919736297619719e-05,5.166319149562141e-12,4.3900493284907504e-11,8.415108044988632e-09
0.0036157916862879975,0.062242796241400215,3.76,0.0,0.030266063586075607,0.17417703735579657,0.7850615813216544,2.5559004674079297e-05,1.9335703338337217e-06,1.464266333192349e-06,0.0030227356055627886,0.00010112063688603018,2.1207396946954374e-06,0.02129532099677417,0.028547126451957578,5.50025719842147e-10,1.0851682935219296e-08,2.24699664397239e-09,0.0997938856241702,4.884513675160996e-13,0.00010071766112357882,5.684457862160148e-13,8.497303269623899e-08,1.6707026414743874e-05,2.0561178882706497e-11,0.7878802959902147,7.180952918896189e-07,3.1747769891705394e-09,5.123624353418764e-05,7.006183000640184e-05,4.604063698646448e-07,5.5988353941524045e-09,1.2302149690905243e-08,4.142826106659662e-09,1.180618169733802e-09,7.504363134820941e-08,4.93273896738999e-10,5.153637787757178e-09,3.8978981825804264e-05,4.0028493083262076e-07,5.8117660586069094e-05,9.075047194645291e-12,9.908202191582987e-15,9.42795646090694e-13,4.141160160062247e-08,2.1021395081374955e-11,1.0138517922908638e-14,1.2788990913279006e-11,3.158418909541054e-05,2.6794990756117706e-09,2.9395589206661128e-18,5.066252728033315e-11,1.346488602774263e-12,2.180532406235175e-09,3.2972362801299493e-09,8.200517210298192e-11,7.908097500866362e-16,6.871641082590601e-10,4.588623667253853e-09,6.448702487901733e-09,2.94067213828232e-07,1.528516880078351e-07,1.9730236890461966e-12,1.2261003187480062e-13,1.0399547394759007e-10,4.999607885708224e-11,5.219150889591908e-14,2.7558855145121877e-07,3.892012541885492e-05,5.133288320571952e-12,4.344960080300804e-11,8.368710364824276e-09
0.003632835843067653,0.06224298726137718,3.76,0.0,0.029910215491747497,0.17379935396357088,0.7854090858837669,2.554237133151867e-05,1.9272590884793317e-06,1.4594185594017503e-06,0.003001118029966914,0.0001008069687906628,2.1080823281757556e-06,0.021284368573935127,0.02859218510925575,5.449616220386931e-10,1.0734900836172732e-08,2.2326892899133375e-09,0.099860843032769,4.815299414304784e-13,9.936052522079819e-05,5.62709829129044e-13,8.406218131072432e-08,1.6517254748303244e-05,2.0334406176184953e-11,0.7882100081631305,7.167823042434863e-07,3.1369807830904587e-09,5.051324681962582e-05,6.921818320615768e-05,4.5092198931522424e-07,5.519368676816995e-09,1.2136644411313755e-08,4.0766923911181e-09,1.1654541779892819e-09,7.350257238512393e-08,4.879625379270389e-10,5.098141057364489e-09,3.85672053988101e-05,3.951962704826206e-07,5.6975267184471314e-05,8.958382884961962e-12,9.780828117501346e-15,9.299672801485813e-13,4.087004123565687e-08,2.0798912466957945e-11,9.973475690803882e-15,1.2581939157187781e-11,3.151570229029016e-05,2.6721188037187655e-09,2.8727523355310554e-18,5.0056641816291716e-11,1.324945059859239e-12,2.131116358764297e-09,3.2548092628530864e-09,7.999374272551605e-11,7.770697214786537e-16,6.781360690352324e-10,4.5210775162006535e-09,6.344311604396432e-09,2.9083526161087766e-07,1.5092939413347205e-07,1.920449951905487e-12,1.1934292975816194e-13,1.0165751795147553e-10,4.928842059405377e-11,5.1423231588411074e-14,2.7263788062935186e-07,3.8371184809596855e-05,5.067959266051507e-12,4.2561990049288867e-11,8.27670718226506e-09
0.0036498799998473087,0.06224317352338185,3.76,0.0,0.02955886786900017,0.17342622684691122,0.7857522838094746,2.552614813250425e-05,1.9209697176717057e-06,1.4545920342877082e-06,0.0029796599621773156,0.00010049499788670539,2.0955401497921324e-06,0.021273204568153087,0.028637045641904366,5.399340844923414e-10,1.0619391544599441e-08,2.21858736146235e-09,0.09992699563113594,4.747162837155839e-13,9.801975923855663e-05,5.570345669589479e-13,8.315802930022992e-08,1.6329985776392765e-05,2.0110350779017812e-11,0.788535513842977,7.15475117416013e-07,3.099762467729127e-09,4.980244645400343e-05,6.838260765683922e-05,4.4162933811937034e-07,5.440809104282073e-09,1.1972822761358425e-08,4.011772172802816e-09,1.1505164615515034e-09,7.199320579473752e-08,4.826915602629225e-10,5.0430663821033996e-09,3.815995434380142e-05,3.901825313109893e-07,5.5854760248782714e-05,8.843397087304896e-12,9.655286622181823e-15,9.173288316130964e-13,4.03363751494918e-08,2.057953025857431e-11,9.811223988573707e-15,1.2378374605287013e-11,3.1448041692264497e-05,2.66474327620578e-09,2.80750156582939e-18,4.945799797134192e-11,1.3038163611184273e-12,2.082866571030898e-09,3.2128792646396848e-09,7.803513717258366e-11,7.636017933748023e-16,6.692479520265818e-10,4.454545182148013e-09,6.241678852120203e-09,2.876417690045519e-07,1.4902870527175135e-07,1.869401079116169e-12,1.1617058767804698e-13,9.936955307154e-11,4.859032115003142e-11,5.0666485546297097e-14,2.6971841882246713e-07,3.7829554447917184e-05,5.003592672306188e-12,4.169294026424924e-11,8.185750887990687e-09
0.0036669241566269642,0.0622433551019901,3.76,0.0,0.029211954761734885,0.1730575900767627,0.7860912369088271,2.5510331807970065e-05,1.9147025346772326e-06,1.4497868901186993e-06,0.0029583606994071764,0.00010018471678225568,2.0831119637890005e-06,0.021261832052588716,0.028681710584158623,5.349432741825417e-10,1.0505142873413037e-08,2.204687841229919e-09,0.09999235445417012,4.680087075094247e-13,9.669522758623002e-05,5.514193831375396e-13,8.226061205166027e-08,1.6145180936703224e-05,1.9888987325250223e-11,0.7888568750221938,7.141736275664924e-07,3.0631113341780687e-09,4.910361415340745e-05,6.755507975296495e-05,4.32524729701778e-07,5.363153675726553e-09,1.1810684788345978e-08,3.948041707758392e-09,1.1358013912868715e-09,7.051487932916372e-08,4.774611157722209e-10,4.988415346391603e-09,3.7757175704524685e-05,3.8524239703844507e-07,5.4755730577463435e-05,8.730061360178425e-12,9.531546653919008e-15,9.048774562114931e-13,3.9810469466916044e-08,2.0363195640472805e-11,9.651713877478667e-15,1.2178236440090386e-11,3.138119534616552e-05,2.657373373551872e-09,2.743769623471724e-18,4.886652060265698e-11,1.2830933917173172e-12,2.035754052268489e-09,3.171441999845771e-09,7.61278858862047e-11,7.50400201768189e-16,6.604973497391502e-10,4.389011422978522e-09,6.140773569261666e-09,2.844863102381548e-07,1.4714945733537643e-07,1.819829352381837e-12,1.1309004026337746e-13,9.713060056137915e-11,4.790166474929234e-11,4.992109740403752e-14,2.668298325998979e-07,3.729515180520645e-05,4.94017163785163e-12,4.0842053635529554e-11,8.095830305301618e-09
0.00368396831340662,0.06224353207134391,3.76,0.0,0.028869411362915483,0.17269337885797845,0.7864260059312765,2.549491914218908e-05,1.908457844170433e-06,1.4450032549668878e-06,0.002937219529870717,9.987611811757393e-05,2.070796589817205e-06,0.02125025405029586,0.028726182431731532,5.299893408267504e-10,1.0392142641333632e-08,2.190987763041262e-09,0.10005693036176574,4.614055472384944e-13,9.538679374170385e-05,5.458636649192078e-13,8.136996203900706e-08,1.596280234224375e-05,1.9670290484876965e-11,0.7891741526118999,7.128777330068588e-07,3.027016904349922e-09,4.841652597993479e-05,6.673557405496444e-05,4.236045392280805e-07,5.286399106776652e-09,1.1650229846645539e-08,3.885477706851882e-09,1.1213053932372082e-09,6.906695405170506e-08,4.722713388896586e-10,4.934189350735396e-09,3.735881717633033e-05,3.803745786908722e-07,5.367777639214271e-05,8.618347827019672e-12,9.409577777846678e-15,8.926103481553771e-13,3.9292192940067275e-08,2.014985688976811e-11,9.494897307346593e-15,1.1981464938366979e-11,3.1315151502441026e-05,2.6500099569183116e-09,2.6815204072740505e-18,4.82821348143153e-11,1.2627672531878789e-12,1.989750577417214e-09,3.1304931734852265e-09,7.427056193727751e-11,7.374593059112846e-16,6.518818973977799e-10,4.324461200096156e-09,6.041565645679102e-09,2.813684615890171e-07,1.45291484436318e-07,1.7716886487729524e-12,1.100984212838358e-13,9.49396971424305e-11,4.722233640546647e-11,4.9186896110975425e-14,2.639717918781574e-07,3.676789480930027e-05,4.877679611252211e-12,4.0008941099450046e-11,8.006934303191265e-09
0.0037180566269659314,0.062243872469822756,3.76,0.0,0.02819718001610005,0.1719779793761447,0.787083229616125,2.5465292215353156e-05,1.8960371206683646e-06,1.4355010033293385e-06,0.0028954085817006225,9.926393883863525e-05,2.0464996340586883e-06,0.02122649343436086,0.028814556638810464,5.201926226227203e-10,1.0169838838608486e-08,2.1641743171965164e-09,0.10018377602109915,4.485059172075179e-13,9.28176694098557e-05,5.349281931265776e-13,7.960907961897727e-08,1.5605175628569993e-05,1.924079556566301e-11,0.789796695440738,7.103023333831666e-07,2.9564573706452836e-09,4.707670739045355e-05,6.512051899507723e-05,4.0630321643226627e-07,5.135578093867141e-09,1.133436321448683e-08,3.763758157733392e-09,1.0929565861457052e-09,6.625981581623401e-08,4.6201424205902864e-10,4.827017208500948e-09,3.6575154378694406e-05,3.708508653687168e-07,5.158352343358543e-05,8.399678552275016e-12,9.170834527688663e-15,8.68617903810427e-13,3.82780150123066e-08,1.973196536787492e-11,9.189156935819042e-15,1.1597788389128372e-11,3.118542531802017e-05,2.635305936763269e-09,2.561330037417376e-18,4.7134339810772283e-11,1.2232709182186494e-12,1.900961536331926e-09,3.050043624440029e-09,7.070019280386099e-11,7.123376353623442e-16,6.350471896250954e-10,4.198252229979366e-09,5.8481241364456526e-09,2.752439096135665e-07,1.4163869251873e-07,1.6795234168499615e-12,1.043709758524104e-13,9.069826155020816e-11,4.589120812233669e-11,4.775138148470567e-14,2.5834604261396195e-07,3.573449190574813e-05,4.755418061788172e-12,3.8394524393855325e-11,7.832171757580182e-09
