Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),CHF2(81),HF(38),HO2(10),CHF(40),FC1OO1(136),[O]C([O])F(138),H(5),CFO2(143),[O]OC(F)F(128),CO2(13),F(37),H2(7),CF2O(48),O(6),[O]C(F)F(146),O2(176),CHFO(46),FC(F)C(F)F(130)
1.619477812349536e-05,0.08235716836472162,3.76,0.0,0.6854053444367205,0.999523564811975,0.00024495036598029605,2.630089222501295e-06,0.00015758863694484017,0.0001253887688030431,2.8785428799473335e-05,4.4174935921043416e-07,1.650526561950575e-10,1.2350167994163692e-13,4.6288508906313626e-07,2.89397454918945e-07,2.154326985458338e-05,6.131108338626601e-05,4.886719667236054e-09,4.981637727557735e-05,0.00021592082275684514,6.163630204547761e-07,3.1679803366210667e-10,0.0001314267760851076,2.040176759891036e-06,5.071868168525579e-06
1.6333093761149565e-05,0.08235718197194372,3.76,0.0,0.6853990375554523,0.9995185639449427,0.00024908105768612574,2.6521754759483697e-06,0.00015899877504434355,0.00012649833935259646,2.9036115821654413e-05,4.417481550283856e-07,1.650513597700288e-10,1.235007071763171e-13,4.6427770817909656e-07,2.8939513837451925e-07,2.1736421421402532e-05,6.184075653671434e-05,4.886696776588715e-09,5.033657559795139e-05,0.00021976978715540932,6.204201862600641e-07,3.196312453029558e-10,0.0001314261186434923,2.090404507680983e-06,5.209231665487592e-06
1.652008529976371e-05,0.082357200362546,3.76,0.0,0.685390449746679,0.999511748193446,0.000254720276697664,2.6819977940528423e-06,0.00016090323156965527,0.00012799971487025444,2.937497804372437e-05,4.4174652890553524e-07,1.6504959872190947e-10,1.2349938581372624e-13,4.661587436399111e-07,2.893919919433165e-07,2.1997279938248563e-05,6.255682508326057e-05,4.8866657806121375e-09,5.104230054415666e-05,0.0002250277419909048,6.258997297052199e-07,3.234575627369241e-10,0.00013142522265160902,2.1596476755669207e-06,5.3988457300292035e-06
1.6707076838377855e-05,0.08235721874660755,3.76,0.0,0.6853817914300668,0.9995048693238227,0.00026042247874654193,2.7117763660268523e-06,0.00016280534713514775,0.00012950262915442374,2.9713781106383562e-05,4.417449048835835e-07,1.6504782804572373e-10,1.2349805704946973e-13,4.6803774294581305e-07,2.8938882869563085e-07,2.22578159317553e-05,6.327288594706038e-05,4.886634727619047e-09,5.175084917669623e-05,0.00023034824395900256,6.313727153160581e-07,3.272791007133521e-10,0.00013142431716463765,2.230444990125279e-06,5.592998667200182e-06
1.6894068376992e-05,0.08235723712359042,3.76,0.0,0.6853730627173021,0.9994979274389463,0.0002661875681434763,2.741509257986199e-06,0.0001647049960452596,0.00013100709775167534,3.0052518549702827e-05,4.4174328295450076e-07,1.6504604775622117e-10,1.234967212445778e-13,4.699145827955937e-07,2.8938564866150225e-07,2.2518012122443725e-05,6.398893908639965e-05,4.886603617692723e-09,5.246221781691442e-05,0.00023573121308195422,6.368387819047006e-07,3.310956060593551e-10,0.00013142340425639198,2.3028120813332277e-06,5.791738315884558e-06
1.7081059915606145e-05,0.08235725549295878,3.76,0.0,0.6853642637246619,0.9994909226465992,0.0002720154451079936,2.77119454812331e-06,0.00016660205325953701,0.00013251313603036187,3.039118391716969e-05,4.4174166311012755e-07,1.6504425786887274e-10,1.234953786234612e-13,4.7178914047737683e-07,2.893824518720492e-07,2.2777851320528685e-05,6.470498445963199e-05,4.886572450922296e-09,5.317640259811723e-05,0.00024117656525058677,6.422975701237628e-07,3.349068268819222e-10,0.00013142248519216982,2.376764400813379e-06,5.995112002801662e-06
1.726805145422029e-05,0.08235727385417997,3.76,0.0,0.6853553945729871,0.9994838550639795,0.00027790600578930845,2.8008303270976887e-06,0.0001684963944183807,0.00013402075917740382,3.0729770756608016e-05,4.417400453421829e-07,1.650424584004062e-10,1.2349402850481698e-13,4.736612938947477e-07,2.893792383594656e-07,2.3037316429690725e-05,6.542102202518098e-05,4.886541227431384e-09,5.389339946635095e-05,0.0002466842122418755,6.477487225413211e-07,3.3871251242173665e-10,0.00013142155589934964,2.4523172186152125e-06,6.203166532498745e-06
1.7455042992834436e-05,0.08235729220672375,3.76,0.0,0.6853464553876462,0.9994767248093575,0.00028385914230045605,2.830414698630778e-06,0.00017038789588236727,0.00013552998219348812,3.106827262157711e-05,4.41738429642256e-07,1.6504064936781665e-10,1.2349267071130252e-13,4.755309216050259e-07,2.893760081570082e-07,2.3296390452345994e-05,6.613705174154348e-05,4.886509947331899e-09,5.461320418169486e-05,0.00025225406174806504,6.531918837540481e-07,3.4251241353560855e-10,0.00013142061527459588,2.5294856184071677e-06,6.4159481723768e-06
1.764203453144858e-05,0.0823573105500634,3.76,0.0,0.6853374462985086,0.9994695319969694,0.0002898747427401021,2.859945779851154e-06,0.0001722764347564261,0.0001370408198901604,3.140668307224077e-05,4.4173681600181596e-07,1.6503883078776428e-10,1.234913064328281e-13,4.773979028424695e-07,2.893727612989936e-07,2.3555056492730186e-05,6.685307356729182e-05,4.88647861069085e-09,5.5335812319094366e-05,0.00025788601739539456,6.586267004561006e-07,3.4630628295615345e-10,0.0001314196702669971,2.608284494564539e-06,6.633502643594471e-06
1.7829026070062726e-05,0.08235732888367499,3.76,0.0,0.6853283674399148,0.9994622767540465,0.00029595269121931013,2.8894217017127842e-06,0.00017416188891792244,0.00013855328688640948,3.1744995676392544e-05,4.417352044122168e-07,1.650370026785842e-10,1.2348993533216515e-13,4.792621175473284e-07,2.8936949782078496e-07,2.3813297760998435e-05,6.75690874610761e-05,4.886447217624451e-09,5.60612192693899e-05,0.000263579978767226,6.640528215209031e-07,3.5009387453056753e-10,0.0001314187188210238,2.6887285487493146e-06,6.855875110383357e-06
1.7997318454815456e-05,0.08235734537517748,3.76,0.0,0.6853201369288928,0.9994556937692732,0.00030147605346209116,2.915901337023815e-06,0.0001758560599556254,0.00013991591215755885,3.204938805252602e-05,4.4173375572780267e-07,1.6503534924898928e-10,1.2348869461351036e-13,4.809374467693657e-07,2.893665465101941e-07,2.4045337935666505e-05,6.821349314954269e-05,4.886418915746337e-09,5.671647455314024e-05,0.000268757472672969,6.689286073569728e-07,3.5349713714199363e-10,0.00013141785168794748,2.7625468163132555e-06,7.060166583494457e-06
1.8165610839568187e-05,0.08235736185800141,3.76,0.0,0.6853118501211518,0.9994490604175841,0.00030704973053015237,2.942333449179613e-06,0.00017754754625627807,0.0001412798792192275,3.235369129491441e-05,4.4173230869099416e-07,1.6503368813003727e-10,1.2348744831111691e-13,4.82610352006082e-07,2.89363581793963e-07,2.4277008456218708e-05,6.885789234966354e-05,4.886390568344743e-09,5.73739893777783e-05,0.00027398502780342214,6.737968145057158e-07,3.5689493976045137e-10,0.00013141697889926902,2.8377198628081895e-06,7.268428862659234e-06
1.8333903224320917e-05,0.08235737833177204,3.76,0.0,0.685303507123754,0.9994423767971846,0.00031267362979712257,2.9687167064230573e-06,0.00017923626053478964,0.00014264519831226586,3.265790073541318e-05,4.417308632952475e-07,1.6503201933602566e-10,1.2348619663583253e-13,4.842807473359803e-07,2.8936060370000874e-07,2.45082973218055e-05,6.95022850314684e-05,4.88636217549469e-09,5.803376000624051e-05,0.0002792625626789267,6.786571919200012e-07,3.6028710659578653e-10,0.00013141610164281968,2.914257989003737e-06,7.4806936642338574e-06
1.8502195609073647e-05,0.08235739479611683,3.76,0.0,0.6852951080466,0.9994356430138501,0.00031834765610405316,2.995049787218897e-06,0.00018092211609030298,0.00014401187954206628,3.2962011713780174e-05,4.417294195339466e-07,1.650303428822368e-10,1.2348493894298368e-13,4.859485473778242e-07,2.8935761225691156e-07,2.4739192611828486e-05,7.014667116504496e-05,4.886333737303319e-09,5.869578258396002e-05,0.0002845899932409362,6.835094902063307e-07,3.6367346282085014e-10,0.0001314152160656105,2.9921713600949835e-06,7.69699231047135e-06
1.8670487993826377e-05,0.08235741125066616,3.76,0.0,0.6852866530024216,0.9994288591713373,0.0003240717117649139,3.0213313803157443e-06,0.00018260502681142186,0.00014537993287794035,3.326601957787255e-05,4.417279774004123e-07,1.6502865878380606e-10,1.234836753576682e-13,4.876136672956873e-07,2.893546074939208e-07,2.496968248671879e-05,7.079105072053928e-05,4.886305253863029e-09,5.936005313908085e-05,0.00028996723285681485,6.883534616401594e-07,3.6705383505432737e-10,0.00013141432285719942,3.0714700050788178e-06,7.917355727560116e-06
1.8838780378579108e-05,0.08235742769505212,3.76,0.0,0.6852781421067322,0.9994220253731221,0.00032984569661148084,3.0475601853173953e-06,0.00018428490721393673,0.00014674936814881284,3.356991968507818e-05,4.417265368878798e-07,1.6502696705592215e-10,1.2348240647420234e-13,4.892760228355552e-07,2.8935158944092933e-07,2.519975519279551e-05,7.143542366815928e-05,4.886276725244668e-09,6.002656758424892e-05,0.0002953941923598576,6.931888602735132e-07,3.704280512679486e-10,0.00013141342546372673,3.1521638124412716e-06,8.141814432012957e-06
1.9007072763331838e-05,0.08235744412891058,3.76,0.0,0.6852695754778323,0.9994151417321149,0.0003356695079873213,3.0737349125721275e-06,0.00018596167243507272,0.0001481201950439011,3.387370740210632e-05,4.417250979895316e-07,1.6502526771497745e-10,1.234811317098913e-13,4.909355303207328e-07,2.8934855812848446e-07,2.542939906153215e-05,7.207978997817413e-05,4.8862481515450886e-09,6.069532171637562e-05,0.0003008707800439915,6.980154419190016e-07,3.73795940303515e-10,0.00013141252038073147,3.2342625308375503e-06,8.370398532792448e-06
1.9175365148084568e-05,0.08235746055187883,3.76,0.0,0.6852609532367685,0.999408208359668,0.00034154304078454396,3.0998542836099646e-06,0.00018763523826169874,0.000149492423109485,3.417737810610045e-05,4.4172366069847544e-07,1.6502356077727076e-10,1.2347985115647684e-13,4.925921066797039e-07,2.8934551358777237e-07,2.5658602513848503e-05,7.272414962091695e-05,4.886219532870789e-09,6.136631121811715e-05,0.0003063969016967942,7.028329642323212e-07,3.7715733265556054e-10,0.00013141160810493658,3.317775765857102e-06,8.60313772106177e-06
1.93436575328373e-05,0.08235747696359766,3.76,0.0,0.6852522755072951,0.9994012253687508,0.00034746618747704094,3.125917031501451e-06,0.0001893055211551944,0.00015086606174616573,3.448092718560775e-05,4.4172222500774615e-07,1.6502184625937391e-10,1.2347856504359308e-13,4.942456694707046e-07,2.8934245585060444e-07,2.5887354063213116e-05,7.336850256678703e-05,4.886190869306752e-09,6.203953165922006e-05,0.0003119724606294956,7.076411867829691e-07,3.805120601181704e-10,0.00013141068992593636,3.40271297727788e-06,8.840061261461532e-06
1.951194991759003e-05,0.08235749336371058,3.76,0.0,0.6852435424158668,0.9993941928767665,0.000353438838127951,3.151921900900229e-06,0.0001909724382553412,0.00015224112020849497,3.478435004074825e-05,4.4172079091032083e-07,1.650201241784694e-10,1.2347727325549766e-13,4.958961368856599e-07,2.893393849494217e-07,2.61156423160915e-05,7.401284878625024e-05,4.886162160954113e-09,6.27149784968339e-05,0.00031759735768391274,7.124398710654119e-07,3.838599557885155e-10,0.00013140976510120874,3.4890834786943275e-06,9.081197990889912e-06
1.968024230234276e-05,0.08235750975186384,3.76,0.0,0.6852347540916152,0.999387111002207,0.0003594608804090583,3.1778676482206835e-06,0.00019263590739261306,0.00015361760760364474,3.508764208372795e-05,4.417193583991178e-07,1.650183945519543e-10,1.2347597589656785e-13,4.975434277628015e-07,2.8933630091729274e-07,2.6343455973826173e-05,7.465718824984021e-05,4.886133407906804e-09,6.339264707630831e-05,0.0003232714912501854,7.172287805353553e-07,3.872008542024112e-10,0.00013140883418081626,3.5768964361853513e-06,9.326576314227666e-06
1.984853468709549e-05,0.08235752612770676,3.76,0.0,0.68522591066632,0.9993799798673835,0.0003655321996268758,3.203753041889312e-06,0.00019429584710555718,0.00015499553288953345,3.539079873954561e-05,4.4171792746699453e-07,1.6501665739776393e-10,1.234746728216564e-13,4.991874616040097e-07,2.8933320378790235e-07,2.657078383499631e-05,7.530152092815999e-05,4.8861046102738555e-09,6.407253263226163e-05,0.000328994757290556,7.22007680659835e-07,3.9053459130117565e-10,0.00013140789624991732,3.6661608664367648e-06,9.576224198329514e-06
2.001682707184822e-05,0.08235754249089162,3.76,0.0,0.68521701227438,0.9993727995949339,0.00037165267874826065,3.22957686258316e-06,0.00019595217665721853,0.00015637490487307163,3.5693815446669064e-05,4.4171649810674623e-07,1.6501491273395544e-10,1.2347336422657358e-13,5.008281585912675e-07,2.893300935955423e-07,2.6797614797682633e-05,7.594584679188376e-05,4.886075768149403e-09,6.475463028963347e-05,0.0003347670493627944,7.267763389648134e-07,3.938610045375013e-10,0.00013140695239411356,3.7568856349839365e-06,9.830169166386862e-06
2.018511945660095e-05,0.08235755884107375,3.76,0.0,0.6852080590527859,0.9993655703120099,0.00037782219842382803,3.2553379034271633e-06,0.0001976048160491713,0.0001577557322087055,3.5996687657623897e-05,4.4171507031110877e-07,1.6501316057920352e-10,1.2347204993097954e-13,5.024654396006908e-07,2.89326970375104e-07,2.7023937861348253e-05,7.659016581175794e-05,4.886046881646015e-09,6.543893506465416e-05,0.00034058825864173234,7.315345250755047e-07,3.97179932803151e-10,0.00013140600148837383,3.849079454752452e-06,1.0088438293221108e-05
2.035341184135368e-05,0.08235757517791163,3.76,0.0,0.685199051141095,0.9993582921455735,0.00038404063701100356,3.2810349701801415e-06,0.00019925368603447254,0.00015913802339708935,3.629941083955171e-05,4.417136440727604e-07,1.650114009522417e-10,1.2347073017513496e-13,5.040992262157158e-07,2.893238341620742e-07,2.7249742128693235e-05,7.72344779586028e-05,4.886017950859376e-09,6.612544186580314e-05,0.0003464582739405594,7.362820107543408e-07,4.004912165685847e-10,0.00013140504487691378,3.942750884728079e-06,1.0351058200973524e-05
2.052170422610641e-05,0.08235759150106692,3.76,0.0,0.6851899886814032,0.9993509652277128,0.00039030787059810614,3.306666881418316e-06,0.00020089870813096072,0.00016052178678375073,3.660198047478317e-05,4.417122193843249e-07,1.6500963387249266e-10,1.2346940471044496e-13,5.057294407403666e-07,2.8932068499252726e-07,2.747501680741387e-05,7.787878320331353e-05,4.885988975907801e-09,6.68141454948134e-05,0.00035237698173310903,7.410185699390311e-07,4.037946977827838e-10,0.00013140408103099239,4.037908328619494e-06,1.0618055054761003e-05
2.068999661085914e-05,0.08235760781020453,3.76,0.0,0.685180871818317,0.9993435896894362,0.0003966237730293327,3.3322324687280258e-06,0.0002025398046345303,0.00016190703055775704,3.690439206142237e-05,4.4171079623837215e-07,1.6500785935933139e-10,1.2346807385168376e-13,5.073560062128793e-07,2.893175229031196e-07,2.7699751212136757e-05,7.852308151686176e-05,4.885959956888005e-09,6.750504064771515e-05,0.0003583442661770327,7.457439787817256e-07,4.070902200483619e-10,0.00013140311173085733,4.134560033521514e-06,1.088945455832315e-05
2.085828899561187e-05,0.0823576241049927,3.76,0.0,0.6851717006989243,0.9993361656677344,0.0004029882159300586,3.3577305768834456e-06,0.00020417689863228494,0.0001632937627504366,3.720664111392418e-05,4.4170937462741997e-07,1.6500607743292194e-10,1.234667372703404e-13,5.089788464186989e-07,2.8931434793108094e-07,2.7923934766093262e-05,7.916737287029688e-05,4.8859308939238896e-09,6.819812191589631e-05,0.0003643600091373169,7.504580156862871e-07,4.1037762847534304e-10,0.0001314021349751408,4.232714088634105e-06,1.1165281949835363e-05
2.10265813803646e-05,0.08235764038510301,3.76,0.0,0.6851624754727665,0.9993286932974336,0.00040940106873225474,3.3831600640281897e-06,0.0002058099140148875,0.0001646819912341762,3.7508723163657985e-05,4.41707954543934e-07,1.6500428811325092e-10,1.234653953766421e-13,5.10597885903382e-07,2.8931116011420795e-07,2.8147557002999944e-05,7.981165723474735e-05,4.885901787112457e-09,6.889338378717163e-05,0.00037042409020999106,7.551604613452622e-07,4.1365676990539425e-10,0.00013140115310335604,4.332378424056998e-06,1.1445561997950684e-05
2.119487376511733e-05,0.08235765665021053,3.76,0.0,0.6851531962918086,0.9993211727204938,0.00041586219870015027,3.4085198018349405e-06,0.00020743877548887464,0.00016607172372128088,3.78106337594622e-05,4.4170653598033124e-07,1.6500249142122828e-10,1.2346404773297857e-13,5.122130499845828e-07,2.893079594908558e-07,2.8370607568532395e-05,8.045593458142188e-05,4.885872636583828e-09,6.959082064686522e-05,0.0003765363867461133,7.598510987742193e-07,4.169274927053566e-10,0.00013140016346965678,4.433560809647033e-06,1.1730318998029507e-05
2.1363166149870062e-05,0.08235767289999377,3.76,0.0,0.6851438633107012,0.9993136040760645,0.00042237147069598734,3.4338086773235743e-06,0.0002090634086904845,0.00016746296774306893,3.811236847043937e-05,4.417051189290139e-07,1.6500068737752486e-10,1.2346269478480429e-13,5.138242648629407e-07,2.893047461000231e-07,2.8593076236208602e-05,8.110020488162114e-05,4.885843442438532e-09,7.029042676657703e-05,0.00038269677360607647,7.645297136386358e-07,4.201896472511268e-10,0.00013139916861893225,4.5362688340899595e-06,1.201957670985942e-05
2.1531458534622792e-05,0.08235768913413272,3.76,0.0,0.6851344766858712,0.9993059875092039,0.000428928747992329,3.4590255880706653e-06,0.0002106837398906528,0.00016885573070837955,3.8413922879788316e-05,4.41703703382439e-07,1.649988760035716e-10,1.234613362405558e-13,5.154314573382191e-07,2.893015199811278e-07,2.881495286670443e-05,8.174446810670847e-05,4.88581420480366e-09,7.09921963425345e-05,0.0003889051239997123,7.691960934124978e-07,4.234430850953935e-10,0.00013139816676107575,4.640509963466542e-06,1.2313358530435628e-05
2.1699750919375522e-05,0.08235770535231583,3.76,0.0,0.6851250365762344,0.9992983231635097,0.00043553389163546267,3.4841694465186717e-06,0.00021229969626287257,0.0001702500198526203,3.871529259093469e-05,4.417022893327709e-07,1.6499705732071015e-10,1.2345997243169896e-13,5.170345550676475e-07,2.892982811741468e-07,2.903622744475091e-05,8.23887242281365e-05,4.885784923787581e-09,7.169612346531851e-05,0.00039516130882357326,7.738500281420008e-07,4.2668765970381777e-10,0.00013139715976951048,4.7462914902469e-06,1.2611687342777877e-05
2.1868043304128253e-05,0.08235772155423225,3.76,0.0,0.6851155431432019,0.9992906111893896,0.0004421867604380026,3.509239180326156e-06,0.00021391120590826302,0.0001716458422341358,3.901647322837853e-05,4.4170087677206475e-07,1.6499523135114269e-10,1.2345860290799601e-13,5.186334865908833e-07,2.8929502971950906e-07,2.9256890082449567e-05,8.303297321744981e-05,4.885755599522762e-09,7.240220211937996e-05,0.0004014651966506189,7.78491310517598e-07,4.2992322630418366e-10,0.00013139614491799583,4.85362052965424e-06,1.291458550478256e-05
2.2036335688880983e-05,0.08235773773957424,3.76,0.0,0.68510599655049,0.9992828517330744,0.00044888721114927745,3.5342337316375804e-06,0.00021551819781089277,0.0001730432047440508,3.931746043702517e-05,4.416994656924845e-07,1.6499339811663996e-10,1.2345722827599288e-13,5.202281812881194e-07,2.8929176565820417e-07,2.94769310133677e-05,8.36772150462805e-05,4.885726232111207e-09,7.311042619097996e-05,0.0004078166539043789,7.831197357492941e-07,4.331496420626566e-10,0.0001313951256966518,4.9625040295159545e-06,1.3222074877957492e-05
2.2204628073633713e-05,0.08235775390803798,3.76,0.0,0.6850963969640087,0.999275044950515,0.0004556350985551203,3.5591520567629415e-06,0.00021712060182018527,0.00017444211411090014,3.9618249882088924e-05,4.4169805608626674e-07,1.6499155764021112e-10,1.2345584782031692e-13,5.218185693630383e-07,2.8928848903182296e-07,2.9696340589815487e-05,8.432144968634682e-05,4.885696821697245e-09,7.382078947279192e-05,0.0004142155449599731,7.877351015149565e-07,4.3636676570008987e-10,0.00013139409781564245,5.072948774896695e-06,1.3534176840736634e-05
2.2372920458386444e-05,0.08235777005932378,3.76,0.0,0.6850867445518394,0.9992671909897294,0.0004624302754963635,3.583993126377973e-06,0.00021871834866368296,0.00017584257689919777,3.9918837249670736e-05,4.4169664794558804e-07,1.649897099440184e-10,1.2345446249979618e-13,5.234045818565576e-07,2.8928519988248537e-07,2.9915109285034534e-05,8.496567710945479e-05,4.8856673683789835e-09,7.453328566465667e-05,0.00042066173216089855,7.923372079996614e-07,4.3957445796039644e-10,0.00013139306683736233,5.18496138666411e-06,1.3850912283861235e-05
2.2541212843139174e-05,0.08235778619313588,3.76,0.0,0.6850770394842355,0.999259290013238,0.0004692725928687922,3.6087559257969747e-06,0.00022031136996773223,0.00017724459950663508,4.021921824748911e-05,4.4169524126252874e-07,1.6498785505201537e-10,1.234530711359137e-13,5.249861506662213e-07,2.8928189825277047e-07,3.0133227695462732e-05,8.560989728750054e-05,4.885637872314986e-09,7.524790837346047e-05,0.0004271550758165713,7.969258579516056e-07,4.427725810830577e-10,0.00013139202574220191,5.298548318682964e-06,1.4172301601707004e-05
2.269267598941663e-05,0.08235780069838926,3.76,0.0,0.6850682600455836,0.999252139059587,0.00047547085865957625,3.630974698460705e-06,0.0002217409930874647,0.00017850775863992476,4.048938117111909e-05,4.4169397648720255e-07,1.6498617951536523e-10,1.234518148665404e-13,5.264057077191117e-07,2.892789161508241e-07,3.0328970608613276e-05,8.61896892300653e-05,4.8856112893837e-09,7.589288161913308e-05,0.00043303928666377136,8.010439768109095e-07,4.456425983403341e-10,0.00013139108666276693,5.402127788814258e-06,1.446554747052925e-05
2.2844139135694086e-05,0.0823578151890364,3.76,0.0,0.6850594382228369,0.9992449502652638,0.0004817070744396863,3.6531285439269417e-06,0.0002231666853362627,0.0001797721906962755,4.075937037935623e-05,4.4169271288038447e-07,1.649844981861461e-10,1.23450553977714e-13,5.278215625297065e-07,2.892759240063198e-07,3.05241726001716e-05,8.676947526108291e-05,4.885584672015715e-09,7.653956729920396e-05,0.0004389614747633322,8.051508981438904e-07,4.4850465702676746e-10,0.00013139014088207443,5.5069920139463405e-06,1.4762593243579809e-05
2.299560228197154e-05,0.08235782966487724,3.76,0.0,0.6850505741444727,0.9992377237442115,0.0004879811276032374,3.675216753249929e-06,0.0002245883987615145,0.0001810378999923482,4.102918278972265e-05,4.416914504362189e-07,1.649828110814453e-10,1.234492890349262e-13,5.292336672589643e-07,2.892729218513939e-07,3.0718827075209995e-05,8.734925536025602e-05,4.885558020294279e-09,7.718796056577452e-05,0.0004449215341828185,8.092464835568695e-07,4.5135866075246884e-10,0.00013138919166912435,5.613145351308533e-06,1.5063452753680898e-05
2.3147065428248997e-05,0.08235784412570525,3.76,0.0,0.6850416679403629,0.9992304596181517,0.000494292904294483,3.6972386276631052e-06,0.00022600608604219892,0.00018230489073010883,4.129881533560946e-05,4.4169018914868835e-07,1.649811182192981e-10,1.234480194921712e-13,5.306419746723221e-07,2.8926990971835004e-07,3.091292752535011e-05,8.792902950735118e-05,4.885531334326689e-09,7.783805651089424e-05,0.00045091935767630983,8.133305964586143e-07,4.5420451423231026e-10,0.0001313882357447219,5.7205920433075085e-06,1.5368139491481753e-05
2.3298528574526453e-05,0.08235785857131765,3.76,0.0,0.6850327197417161,0.9992231580034497,0.0005006422894593759,3.7191934784450245e-06,0.00022741970047678107,0.00018357316699954426,4.1568264966158056e-05,4.416889290118407e-07,1.6497941961713434e-10,1.2344674591271597e-13,5.320464381286836e-07,2.892668876397648e-07,3.1106467527689926e-05,8.850879768219791e-05,4.885504614195434e-09,7.848985016895489e-05,0.0004569548367369401,8.174031020300376e-07,4.570421236077729e-10,0.00013138727636439934,5.8293362202446705e-06,1.5676666613332348e-05
2.344999172080391e-05,0.08235787300151454,3.76,0.0,0.685023729681046,0.9992158190237148,0.0005070291668736783,3.7410806268720906e-06,0.00022882919598328155,0.00018484273277933792,4.183752864641189e-05,4.416876700197805e-07,1.6497771529328367e-10,1.2344546782596588e-13,5.334470115795722e-07,2.8926385564856147e-07,3.129944074421244e-05,8.908855986468852e-05,4.885477860007296e-09,7.91433365179604e-05,0.0004630278616247924,8.214638672208742e-07,4.5987139610543047e-10,0.00013138631069081213,5.939381900991775e-06,1.598904694307866e-05
2.3601454867081365e-05,0.0823578874160988,3.76,0.0,0.6850146978921525,0.9992084427981539,0.0005134534191591441,3.762899404290733e-06,0.00023023452710359559,0.0001861135919365513,4.2106603357596307e-05,4.4168641216659697e-07,1.6497600526560565e-10,1.2344418570060946e-13,5.348436495752645e-07,2.8926081377798824e-07,3.149184092294408e-05,8.966831603477913e-05,4.885451071850783e-09,7.979851048022748e-05,0.00046913832138238476,8.255127607656403e-07,4.6269224036696506e-10,0.00013138534142195446,6.050732992670846e-06,1.630529297090315e-05
2.375291801335882e-05,0.08235790181487596,3.76,0.0,0.6850056245101058,0.9992010294522764,0.0005199149277982836,3.7846491521626517e-06,0.00023163564900923755,0.00018738574822621719,4.2375486097407e-05,4.4168515544634214e-07,1.6497428955275126e-10,1.2344289912614183e-13,5.362363072694589e-07,2.8925776206157826e-07,3.16836618981986e-05,9.024806617249029e-05,4.885424249833003e-09,8.04553669230203e-05,0.0004752861038486609,8.295496531969839e-07,4.6550456615750336e-10,0.00013138436607250948,6.163393290246076e-06,1.6625416851905727e-05
2.3904381159636277e-05,0.08235791619765419,3.76,0.0,0.6849965096712276,0.9991935791078791,0.000526413573150825,3.80632922213976e-06,0.0002330325175051299,0.00018865920529110384,4.264417388027531e-05,4.416838998530378e-07,1.6497256817297568e-10,1.2344160850849423e-13,5.376249404244974e-07,2.8925470053313675e-07,3.187489759163463e-05,9.082781025790774e-05,4.885397394045732e-09,8.111390065926794e-05,0.0004814710956748285,8.335744168600985e-07,4.683082846624911e-10,0.0001313833869701788,6.27736647628646e-06,1.6949430405196102e-05
2.4055844305913733e-05,0.08235793056424434,3.76,0.0,0.68498735351307,0.9991860918923008,0.0005329492344713333,3.827938976090134e-06,0.0002344250890336641,0.00018993396666159873,4.291266373761679e-05,4.4168264538068973e-07,1.6497084114522879e-10,1.234403134978377e-13,5.390095054144204e-07,2.892516292267413e-07,3.206554201230891e-05,9.140754827118289e-05,4.885370504595691e-09,8.177410644833778e-05,0.0004876931823413819,8.375869259215758e-07,4.711033082213279e-10,0.00013138240198537165,6.392656120848675e-06,1.7277345113343702e-05
2.420730745219119e-05,0.08235794491446007,3.76,0.0,0.6849781561743975,0.9991785679298053,0.0005395217899270947,3.849477786154989e-06,0.00023581332067758388,0.00019121003575563604,4.318095271807352e-05,4.4168139202328985e-07,1.6496910848813813e-10,1.234390144462685e-13,5.403899592292468e-07,2.892485481767453e-07,3.225558925756235e-05,9.198728019253343e-05,4.88534358157768e-09,8.243597899682272e-05,0.0004939522481754593,8.415870563809223e-07,4.738895505937301e-10,0.0001313814131278819,6.509265681403211e-06,1.7609172121959477e-05
2.4358770598468645e-05,0.08235795924811765,3.76,0.0,0.684968917795165,0.9991710073495461,0.0005461311166159353,3.870945034768138e-06,0.00023719717016361494,0.0001924874158786406,4.3449037887753085e-05,4.416801397748173e-07,1.649673702209489e-10,1.2343771105470705e-13,5.417662594777493e-07,2.892454574177725e-07,3.2445033513055305e-05,9.256700600224395e-05,4.88531662509872e-09,8.309951295932627e-05,0.0005002481763681132,8.455746860784055e-07,4.76666926719324e-10,0.00013138041856557622,6.627198502777326e-06,1.7944922239328172e-05
2.45102337447461e-05,0.0823579735650362,3.76,0.0,0.6849596385164981,0.9991634102781397,0.0005527770905840013,3.892340114706879e-06,0.00023857659586511994,0.00019376611022349093,4.371691633046421e-05,4.416788886292359e-07,1.649656263626473e-10,1.234364036283609e-13,5.431383643914151e-07,2.8924235698471147e-07,3.2633869053581076e-05,9.314672568066639e-05,4.885289635256426e-09,8.37647029392466e-05,0.0005065808489915924,8.495496947056521e-07,4.794353529582978e-10,0.00013137942003114245,6.746457817116738e-06,1.828460593610004e-05
