Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),CHF2(81),HF(38),HO2(10),CHF(40),FC1OO1(136),[O]C([O])F(138),H(5),CFO2(143),[O]OC(F)F(128),CO2(13),F(37),H2(7),CF2O(48),O(6),[O]C(F)F(146),O2(176),CHFO(46),FC(F)C(F)F(130),CO(12)
2.050347315040321e-07,0.08886444692816481,3.76,0.0,0.9482141578520364,0.9994538040632258,9.14270385117476e-06,4.94842439955097e-06,9.041780001302338e-05,0.00012057578946470328,9.766009727822996e-06,2.868543996624894e-05,1.7182900054480939e-09,7.686381630437639e-12,1.1169609909474163e-05,1.4138503449223212e-05,1.4307178301159694e-06,3.898688755462337e-05,3.187833007020577e-07,3.2656834084250175e-05,1.5818927939673106e-06,3.7790374872840553e-06,3.958316877203605e-10,0.0004720990561544949,9.210733206168023e-08,6.566947505529975e-09,1.5104661188350918e-09
2.0820873353771456e-07,0.0888644825229913,3.76,0.0,0.9482102678971895,0.9994521265112138,9.50406272851446e-06,5.0373352180926735e-06,9.292409774161414e-05,0.00012293002303178304,9.933128151298773e-06,2.877276043993924e-05,1.7329082403119037e-09,7.720198878280469e-12,1.1231493883853007e-05,1.4229194136039376e-05,1.4723502483663748e-06,4.007460109348205e-05,3.2085481471287204e-07,3.352986131890553e-05,1.6543866060126427e-06,3.835830855373599e-06,4.068116558343754e-10,0.0004720982614848491,9.482727693666649e-08,7.064191835282645e-09,1.5765890886682677e-09
2.1138273557139702e-07,0.08886451822053448,3.76,0.0,0.9482063573608706,0.9994504417475889,9.871818316773805e-06,5.125203899957848e-06,9.544855620543362e-05,0.0001252912039736895,1.0100440493404727e-05,2.8856561129761034e-05,1.7470794444050121e-09,7.752810056551255e-12,1.1291116347690818e-05,1.4316562195885377e-05,1.5143150068071932e-06,4.1169144254552936e-05,3.228505251634215e-07,3.440761472007787e-05,1.7288734079982312e-06,3.891573311393834e-06,4.178712661867944e-10,0.00047209747063544337,9.759852060877845e-08,7.589097102261221e-09,1.6446556186971861e-09
2.1455673760507947e-07,0.08886455401719598,3.76,0.0,0.9482024267928604,0.9994487499744151,1.0245894994310567e-05,5.212025833434642e-06,9.79906185963296e-05,0.00012765908014402875,1.0267938935977998e-05,2.893698368393358e-05,1.7608142820447904e-09,7.784255582434313e-12,1.1348562315465076e-05,1.4400716815402787e-05,1.556602023777267e-06,4.227026636747437e-05,3.247729157450836e-07,3.528992119274358e-05,1.8053674332580626e-06,3.946272087562709e-06,4.2900807543475394e-10,0.00047209666990220204,1.00421822588182e-07,8.142616569860077e-09,1.7147021814368376e-09
2.1773073963876193e-07,0.08886458990949617,3.76,0.0,0.9481984767279933,0.9994470513683833,1.0626216875166871e-05,5.297798303126039e-06,0.00010054974322065053,0.00013003340771567835,1.0435615952668017e-05,2.9014164049966998e-05,1.7741233666712852e-09,7.814574663349339e-12,1.140391398250757e-05,1.4481764600153618e-05,1.5992014814991746e-06,4.337772503645585e-05,3.266244121033478e-07,3.617661416385575e-05,1.8838824779929237e-06,3.999935609254001e-06,4.40219706390303e-10,0.0004720958635139909,1.0329793525192118e-07,8.725713123984247e-09,1.7867657780647177e-09
2.209047416724444e-07,0.08886462589407138,3.76,0.0,0.9481945076863887,0.9994453460909944,1.1012707941790379e-05,5.3825203654414005e-06,0.00010312540326043607,0.0001324139509823708,1.060346429915467e-05,2.908823270412314e-05,1.7870172433582968e-09,7.843805323669124e-12,1.1457250779421208e-05,1.4559809544453262e-05,1.6421038226981125e-06,4.449128594130194e-05,3.2840738107587085e-07,3.706753336451105e-05,1.9644319131556087e-06,4.052573390434828e-06,4.5150384663927103e-10,0.00047209506373519265,1.0622760335098402e-07,9.339358899479844e-09,1.8608839333582048e-09
2.2407874370612684e-07,0.08886466196767098,3.76,0.0,0.9481905201736929,0.9994436343247967,1.1405292168926971e-05,5.466192729158674e-06,0.00010571708652365274,0.0001348004821581676,1.0771477003566994e-05,2.915931487160084e-05,1.799506373036425e-09,7.871984440300638e-12,1.150864943006605e-05,1.4634953012363407e-05,1.6852997470526116e-06,4.56107226365378e-05,3.301241301901327e-07,3.796252461650335e-05,2.0470286961570996e-06,4.104195934841078e-06,4.628582485661061e-10,0.0004720942549018316,1.0921156357984071e-07,9.984534915385551e-09,1.937094690305118e-09
2.272527457398093e-07,0.08886469812715458,3.76,0.0,0.9481865146813306,0.9994419162298689,1.1803893639048654e-05,5.548817640979022e-06,0.00010832429518531799,0.00013719278117565797,1.0939647357111133e-05,2.922753073787115e-05,1.8116011183139727e-09,7.89914776224893e-12,1.1558184012383281e-05,1.4707293728610672e-05,1.7287802073658962e-06,4.673581634944495e-05,3.3177690739340384e-07,3.886143962351401e-05,2.1316853823724006e-06,4.154814642672973e-06,4.742807276095606e-10,0.0004720934372043442,1.1225054420478901e-07,1.0662230719200757e-08,2.015436604429832e-09
2.3010934757012353e-07,0.08886473074161147,3.76,0.0,0.948182894760498,0.9994403646457888,1.2167717131487777e-05,5.62228749943578e-06,0.0001106836571119755,0.00013935060597042716,1.10911301252336e-05,2.9286569763168812e-05,1.8221576656801061e-09,7.922754903154336e-12,1.1601230500868056e-05,1.4770083488595553e-05,1.7681486231254995e-06,4.775306264871414e-05,3.3321152073887845e-07,3.9673699951681554e-05,2.209647679196056e-06,4.199523274071633e-06,4.846174082823689e-10,0.00047209270861231045,1.1503326407077645e-07,1.1300785820155304e-08,2.087798741040703e-09
2.3296594940043776e-07,0.08886476342103729,3.76,0.0,0.9481792610016351,0.9994388081629771,1.253629829518685e-05,5.694915481131926e-06,0.00011305485956827225,0.0001415127805790992,1.1242730821936596e-05,2.9343461443989092e-05,1.832410456057425e-09,7.94559184213662e-12,1.1642875411007737e-05,1.483074910540201e-05,1.8077341391291276e-06,4.877457088550117e-05,3.345976441719341e-07,4.0488922762613e-05,2.2892969605492647e-06,4.243438082979468e-06,4.950060050454613e-10,0.000472091978001773,1.1786165168579304e-07,1.1967222798549286e-08,2.1619475720142982e-09
2.35822551230752e-07,0.08886479616335988,3.76,0.0,0.9481756137344962,0.9994372468997386,1.2909582418790536e-05,5.766705994815958e-06,0.00011543756841374572,0.00014367915980375854,1.1394445067185729e-05,2.939828371281906e-05,1.8423667921973847e-09,7.967682410460015e-12,1.1683167503286698e-05,1.4889357083569e-05,1.8475306692542997e-06,4.980019671097203e-05,3.35936792848359e-07,4.1307011368677825e-05,2.370641588481616e-06,4.286568904661384e-06,5.054450521210024e-10,0.000472091231153802,1.2073621930991578e-07,1.2662279396201243e-08,2.2379122451429796e-09
2.386791530610662e-07,0.08886482896657216,3.76,0.0,0.9481719532801725,0.9994356809321152,1.3287515102867807e-05,5.837664201994286e-06,0.00011783145825068649,0.0001458496030078701,1.1546268631525174e-05,2.9451111673480816e-05,1.8520338852478898e-09,7.989049757193417e-12,1.1722153964272632e-05,1.494597222099224e-05,1.887532282759382e-06,5.082980030811102e-05,3.372304432766467e-07,4.2127872450460236e-05,2.4536896886872874e-06,4.328925960648787e-06,5.159331206803933e-10,0.00047209049237660063,1.236574730584609e-07,1.3386698119095609e-08,2.3157222290903993e-09
2.4153575489138045e-07,0.08886486182873053,3.76,0.0,0.9481682799512582,0.9994341103624099,1.367004230815718e-05,5.907795962068872e-06,0.00012023621225707808,0.00014802397399856553,1.1698197431149727e-05,2.950201770485242e-05,1.8614188498269305e-09,8.009716378608422e-12,1.1759880446143706e-05,1.500065762280361e-05,1.927733201601759e-06,5.1863246274259654e-05,3.3848003360954234e-07,4.295141594689903e-05,2.5384491567288847e-06,4.370519816853302e-06,5.264688198258604e-10,0.00047208975611485435,1.2662591281442762e-07,1.4141226052095885e-08,2.395407309559933e-09
2.4410669653866326e-07,0.08886489145351513,3.76,0.0,0.9481649631991014,0.9994326930039678,1.4018200769370984e-05,5.970213298470834e-06,0.00012240952465122158,0.00014998415707321187,1.1835020065336319e-05,2.954624758636598e-05,1.8696298973268743e-09,8.027735298502516e-12,1.1792793524249253e-05,1.5048275367064822e-05,1.964079779953747e-06,5.279652442453554e-05,3.395681515598887e-07,4.369482666484124e-05,2.6162022424818617e-06,4.407310731516371e-06,5.359905544101648e-10,0.0004720890837146446,1.2933826071768734e-07,1.4846665581338004e-08,2.4687519597819157e-09
2.4667763818594606e-07,0.08886492112319036,3.76,0.0,0.9481616364812293,0.9994312720609474,1.4369998545788442e-05,6.03197163380066e-06,0.00012459116797524525,0.0001519473215811241,1.1971921964806262e-05,2.9589026328194562e-05,1.8776231447789875e-09,8.045219843412548e-12,1.1824752987764904e-05,1.509442344236805e-05,2.000579234111817e-06,5.373271597191694e-05,3.4062271021411947e-07,4.444027846347295e-05,2.6953531940831074e-06,4.443500371408905e-06,5.455488118965673e-10,0.000472088411500313,1.3208958463601755e-07,1.557765298864118e-08,2.5436619705622133e-09
2.4924857983322887e-07,0.08886495083646438,3.76,0.0,0.9481583000085296,0.99942984758777,1.4725397155320065e-05,6.09307649021147e-06,0.00012678092840833903,0.00015391337700958679,1.2108900436460332e-05,2.9630401416011985e-05,1.885403563052575e-09,8.062185103384581e-12,1.1855789087660011e-05,1.5139144412059807e-05,2.0372276580789133e-06,5.467173092023639e-05,3.416446799587723e-07,4.51877120428702e-05,2.7759073130966445e-06,4.479097006554946e-06,5.551426525955226e-10,0.0004720877485851443,1.3488023585537864e-07,1.6334741714992112e-08,2.6201596987271664e-09
2.518195214805117e-07,0.08886498059208257,3.76,0.0,0.9481549539867304,0.9994284196703875,1.5084358449311745e-05,6.153533727101883e-06,0.0001289785973336009,0.00015588223547589243,1.2245952871340021e-05,2.9670418781122412e-05,1.8929760510434654e-09,8.0786457857732e-12,1.1885931166916945e-05,1.5182479780269012e-05,2.074021239101235e-06,5.5613481885024875e-05,3.426350071369849e-07,4.5937069986215564e-05,2.8578697647935286e-06,4.514109044133088e-06,5.647711615241001e-10,0.00047208707048855173,1.3771056149287286e-07,1.711848777836774e-08,2.698267699290805e-09
2.543904631277945e-07,0.0888650103888271,3.76,0.0,0.9481515986164974,0.9994269883575077,1.5446844632856248e-05,6.213349514513123e-06,0.00013118397123807225,0.00015785381166114098,1.238307674203481e-05,2.970912285277287e-05,1.900345434026793e-09,8.094616213489146e-12,1.1915207683644588e-05,1.5224470005622362e-05,2.110956255974138e-06,5.655788402755292e-05,3.4359461435041835e-07,4.668829670197801e-05,2.9412455815205114e-06,4.548545009280233e-06,5.744334469925665e-10,0.0004720863879781829,1.405809044938929e-07,1.7929449676942096e-08,2.7780087231221896e-09
2.56704310610349e-07,0.08886503724008218,3.76,0.0,0.9481485709522263,0.9994256973064526,1.5776065039533383e-05,6.266640614700835e-06,0.00013317523133981248,0.0001596304853765491,1.2506547278154847e-05,2.9742869200029278e-05,1.9068081517950586e-09,8.108581952739493e-12,1.1940839318349982e-05,1.5261143720311024e-05,2.1443156956584133e-06,5.741004459430509e-05,3.4443273894872306e-07,4.736595402786183e-05,3.017496298352266e-06,4.579051963742199e-06,5.831576606525561e-10,0.00047208578385525183,1.4319870813554664e-07,1.8683048450147512e-08,2.851190839031817e-09
2.590181580929035e-07,0.08886506412285344,3.76,0.0,0.9481455360136001,0.9994244035948404,1.6108083271749558e-05,6.319422258136583e-06,0.00013517243030652078,0.00016140923464338976,1.2630071961596398e-05,2.9775616960322934e-05,1.9131136142555448e-09,8.122171779366094e-12,1.196581174627331e-05,1.529678786152467e-05,2.177784169694966e-06,5.8264227513821954e-05,3.452473486114828e-07,4.80450433991028e-05,3.094899299903587e-06,4.609105634441487e-06,5.919079041986128e-10,0.000472085173642761,1.4584944443328045e-07,1.9459556823902722e-08,2.925731145212511e-09
2.6133200557545803e-07,0.0888650910363253,3.76,0.0,0.94814249393678,0.9994231072646397,1.6442872575712632e-05,6.371699494967094e-06,0.00013717542998450204,0.00016319000233663483,1.275364910971045e-05,2.980739559090508e-05,1.919265181987324e-09,8.135395383212707e-12,1.1990143965140778e-05,1.533142981569729e-05,2.2113591487984393e-06,5.912037597470995e-05,3.460390680218166e-07,4.872552786771603e-05,3.1734579913000067e-06,4.638712416581467e-06,6.00683575594998e-10,0.0004720845548282482,1.485333548077069e-07,2.025938674023504e-08,3.00164662465333e-09
2.6364585305801255e-07,0.08886511797970359,3.76,0.0,0.9481394448548528,0.999421808338147,1.6780406469209296e-05,6.42347752079849e-06,0.0001391840953176042,0.00016497273285298865,1.2877277087312954e-05,2.983823368245964e-05,1.9252661647985423e-09,8.148262191305295e-12,1.2013854448982524e-05,1.5365096324197848e-05,2.24503815948621e-06,5.997843467616889e-05,3.46808507197742e-07,4.940737154855638e-05,3.253175698485769e-06,4.6678787423614976e-06,6.094840791853125e-10,0.00047208394341702016,1.512506779982814e-07,2.1082951544315007e-08,3.0789543829581497e-09
2.6595970054056706e-07,0.0888651449522163,3.76,0.0,0.9481363888978906,0.9994205068557135,1.712065874803873e-05,6.4747616650175e-06,0.00014119829428776114,0.00016675737207443768,1.300095430537214e-05,2.986815898425966e-05,1.9311198215268326e-09,8.160781409007874e-12,1.2036961161198456e-05,1.5397813494466426e-05,2.278818783036988e-06,6.08383497917315e-05,3.475562617425333e-07,5.009053959002994e-05,3.334055670006323e-06,4.696611073361347e-06,6.183088333353406e-10,0.0004720833362370733,1.5400165009436273e-07,2.1930665936218428e-08,3.1576716469532788e-09
2.682735480231216e-07,0.08886517195310978,3.76,0.0,0.9481333261929872,0.9994192028729969,1.746360349076789e-05,6.525557383174785e-06,0.00014321789787953183,0.00016854386734605772,1.3124679220190476e-05,2.989719842009494e-05,1.936829359791409e-09,8.172962046392958e-12,1.2059481562466494e-05,1.5429606806188963e-05,2.312698654929058e-06,6.170006894718177e-05,3.482829129827317e-07,5.077499815582083e-05,3.416101078109874e-06,4.72491589539319e-06,6.271572760034084e-10,0.0004720827137092384,1.567865045435084e-07,2.280294594046212e-08,3.2378157638569716e-09
2.705873955056761e-07,0.08886519898165285,3.76,0.0,0.9481302568643204,0.9994178964062977,1.7809215065886546e-05,6.575870244047636e-06,0.00014524278001448122,0.0001703321674357577,1.3248450331951946e-05,2.992537811618891e-05,1.9423979357998727e-09,8.184812872528954e-12,1.2081432625144898e-05,1.5460501123467088e-05,2.346675463656929e-06,6.256354118050413e-05,3.48989028241635e-07,5.146071439248092e-05,3.49931502073655e-06,4.75279971004131e-06,6.360288533564384e-10,0.0004720820945462399,1.5960547218700804e-07,2.3700208853102518e-08,3.3194041997462988e-09
2.729012429882306e-07,0.08886522603713391,3.76,0.0,0.9481271810332282,0.9994165874889155,1.815746813982232e-05,6.62570591490639e-06,0.00014727281747536062,0.00017212222248795067,1.3372266183054915e-05,2.9952723433207918e-05,1.9478286541200248e-09,8.196342435907692e-12,1.2102830849829788e-05,1.5490520708938924e-05,2.3807469494311227e-06,6.342871689579437e-05,3.4967516115671524e-07,5.2147656392219286e-05,3.5837005238019547e-06,4.780269025058709e-06,6.449230215925469e-10,0.0004720814794404998,1.6245878129969364e-07,2.462287318074045e-08,3.40245453778998e-09
2.752150904707851e-07,0.08886525311886002,3.76,0.0,0.9481240988182696,0.9994152761643955,1.8508337682143735e-05,6.6750701505905185e-06,0.00014930788984513077,0.00017391398398697498,1.3496125356820353e-05,2.9979258990818157e-05,1.953124567651686e-09,8.207559094196376e-12,1.2123692278442315e-05,1.551968923563012e-05,2.414910903138547e-06,6.4295547826883e-05,3.50341851946464e-07,5.2835793164060355e-05,3.669260542988444e-06,4.80733034745839e-06,6.53839252801403e-10,0.00047208085784705266,1.6534665762682045e-07,2.557135859293368e-08,3.4869844768357823e-09
2.7752893795333964e-07,0.08886528022615525,3.76,0.0,0.9481210103352431,0.999413962461026,1.8861798966842126e-05,6.7239687903018105e-06,0.00015134787948749265,0.00017570740474560242,1.3620026477093892e-05,3.000500867516788e-05,1.9582886776748124e-09,8.218471009349509e-12,1.2144032498348877e-05,1.5548029790901453e-05,2.4491651659933765e-06,6.516398702591476e-05,3.5098962749956454e-07,5.352509462495896e-05,3.7559979643057183e-06,4.833990181554895e-06,6.627770338830592e-10,0.0004720802334982128,1.6826932439256874e-07,2.654608590721151e-08,3.5730118309591667e-09
2.7984278543589415e-07,0.08886530735836477,3.76,0.0,0.9481179156972455,0.9994126463988073,1.9217827577007678e-05,6.772407747142416e-06,0.00015339267148664154,0.0001775024388691411,1.3743968206986733e-05,3.0029995662734907e-05,1.9633239339094886e-09,8.229086116393099e-12,1.216386665522028e-05,1.557556488833131e-05,2.483507628473239e-06,6.603398882764932e-05,3.516190016429023e-07,5.4215531571692576e-05,3.843915605857935e-06,4.860255022434934e-06,6.71735857496131e-10,0.00047207961746511477,1.712270023430411e-07,2.7547477043797197e-08,3.6605545280699273e-09
2.8215663291844867e-07,0.08886533451485082,3.76,0.0,0.9481148150147589,0.9994113280180243,1.9576399410630495e-05,6.820392993830759e-06,0.0001554421535611741,0.00017929904170464417,1.3867949247110858e-05,3.005424245359116e-05,1.968233234674877e-09,8.239412156266606e-12,1.2183209471209714e-05,1.5602316484996143e-05,2.517936228826589e-06,6.69055087989579e-05,3.5223047553146786e-07,5.4907075641458484e-05,3.933016220325021e-06,4.886131347199058e-06,6.80715227275042e-10,0.0004720789996287895,1.7421990980985765e-07,2.8575954961866613e-08,3.7496306079325126e-09
2.844704804010032e-07,0.08886536169499143,3.76,0.0,0.9481117083956881,0.9994100073593108,1.9937490682961967e-05,6.867930556428046e-06,0.00015749621602501049,0.00018109716981800768,1.3991968334788739e-05,3.0077770886254303e-05,1.973019426972839e-09,8.249456737482906e-12,1.2202075253135359e-05,1.562830598940398e-05,2.5524489524037014e-06,6.777850371605732e-05,3.5282453782742874e-07,5.5599699294220926e-05,4.023302496069714e-06,4.9116256111626375e-06,6.897146720051354e-10,0.0004720783686359097,1.7724826273596056e-07,2.9631943630497976e-08,3.8402582212691375e-09
2.867843278835577e-07,0.08886538889818303,3.76,0.0,0.9481085959454015,0.9994086844316362,2.0301077928061178e-05,6.9150265083855845e-06,0.00015955475174590626,0.00018289678097017524,1.4116024243249833e-05,3.0100602152625373e-05,1.9776853067860237e-09,8.259227208144421e-12,1.2220477901011307e-05,1.5653554270221402e-05,2.587043830907107e-06,6.865293154086383e-05,3.534016648978871e-07,5.6293375794765855e-05,4.114777058327253e-06,4.936744244432415e-06,6.98733714974008e-10,0.0004720777439320685,1.803122747070694e-07,3.071586799935453e-08,3.932455628817161e-09
2.890981753661122e-07,0.08886541612383841,3.76,0.0,0.9481054777667847,0.9994073592672981,2.0667138001033676e-05,6.961686962726622e-06,0.00016161765609234099,0.0001846978340865589,1.4240115780591985e-05,3.0122756817350404e-05,1.98223361930156e-09,8.268730751797856e-12,1.2238430918951559e-05,1.5678081667334805e-05,2.621718941448302e-06,6.952875139059466e-05,3.5396232106500944e-07,5.698807918951227e-05,4.207442470677618e-06,4.961493647354642e-06,7.077718941886474e-10,0.00047207712079330044,1.834121569990921e-07,3.182815396181268e-08,4.0262412001259175e-09
2.9141202284866673e-07,0.08886544337138663,3.76,0.0,0.9481023539603066,0.9994060319030025,2.1035648080698537e-05,7.00791806227298e-06,0.00016368482686618337,0.00018650028921838755,1.4364241788471992e-05,3.0144254842215667e-05,1.9866670592640643e-09,8.277974403371318e-12,1.2255947428972835e-05,1.5701908005906626e-05,2.6564724053796364e-06,7.0405923499347e-05,3.545069589238524e-07,5.76837842772624e-05,4.3013012369321535e-06,4.985880184853931e-06,7.168287651300033e-10,0.00047207648928025833,1.8654811863744332e-07,3.2969228308427356e-08,4.121633412037222e-09
2.9372587033122125e-07,0.08886547064027042,3.76,0.0,0.9480992246240422,0.9994047023546462,2.1406585670281242e-05,7.053725976380366e-06,0.0001657561642789012,0.00018830410752916602,1.4488401141651566e-05,3.016511559456792e-05,1.99098827115171e-09,8.286965009618704e-12,1.2273040175828746e-05,1.5725052601416064e-05,2.6913023878569037e-06,7.128440920464759e-05,3.550360194566183e-07,5.838046659906111e-05,4.39635580180178e-06,5.009910184588385e-06,7.259038914148686e-10,0.00047207585946551186,1.8972036641103945e-07,3.413951870987002e-08,4.21865084814739e-09
2.9603971781377576e-07,0.0888654979299511,3.76,0.0,0.9480960898537477,0.9994033706397244,2.1779928599324692e-05,7.099116890835497e-06,0.00016783157087657083,0.00019010925125223052,1.4612592746577807e-05,3.018535787359947e-05,1.995199849707043e-09,8.295709218591347e-12,1.2289721542147469e-05,1.5747534275595272e-05,2.726207096507205e-06,7.216417090526434e-05,3.555499323936726e-07,5.907810240648959e-05,4.4926085529735954e-06,5.033589931308971e-06,7.349968399590415e-10,0.00047207523906164756,1.929291049476045e-07,3.533945366766635e-08,4.317312197135024e-09
2.983535652963303e-07,0.08886552523990164,3.76,0.0,0.9480929497428926,0.9994020368005826,2.2155655024022422e-05,7.144097003941552e-06,0.00016991095150795232,0.00019191568367296597,1.4736815540797794e-05,3.0204999921113792e-05,1.999304340190368e-09,8.304213536421185e-12,1.2306003554748354e-05,1.5769371363337577e-05,2.7611847809060904e-06,7.30451720435457e-05,3.5604911636999096e-07,5.977666864857671e-05,4.590061821971258e-06,5.05692566476823e-06,7.441071931798054e-10,0.00047207461018265566,1.9617453673543107e-07,3.6569462492196006e-08,4.417636252050188e-09
3.006674127788848e-07,0.08886555256961183,3.76,0.0,0.9480898043827092,0.9994007008620341,2.253374342790173e-05,7.188672520053816e-06,0.00017199421327303668,0.000193723369100046,1.4861068492007646e-05,3.022405943905076e-05,2.003304238807448e-09,8.312484337206209e-12,1.232189789487258e-05,1.579058172377799e-05,2.7962337316496477e-06,7.392737707683666e-05,3.5653397917630875e-07,6.0476142950553164e-05,4.688717885555768e-06,5.079923576240251e-06,7.532345512291242e-10,0.00047207397175033676,1.9945686217874175e-07,3.782997527025253e-08,4.519641909181221e-09
3.029812602614393e-07,0.08886557991858483,3.76,0.0,0.9480866538622655,0.9993993628291211,2.2914172622108368e-05,7.23284964102963e-06,0.00017408126545092692,0.00019553227282550112,1.4985350596743407e-05,3.0242553613520423e-05,2.0072019934333064e-09,8.320527773932895e-12,1.2337415912382668e-05,1.5811182755965812e-05,2.8313522790391837e-06,7.481075143780212e-05,3.570049181148442e-07,6.117650358460757e-05,4.788578967696393e-06,5.102589804058478e-06,7.62378509320569e-10,0.0004720733417657298,2.0277627967134163e-07,3.9121422819395055e-08,4.623348166479375e-09
3.052951077439938e-07,0.08886560728633755,3.76,0.0,0.9480834982685,0.9993980227276402,2.3296921744707147e-05,7.276634562620669e-06,0.0001761720194639837,0.00019734236110537087,1.5109660879760524e-05,3.0260499126089514e-05,2.0110000040034878e-09,8.328349861064984e-12,1.2352568632575328e-05,1.583119140680707e-05,2.8665387924413085e-06,7.569526151521163e-05,3.574623201795748e-07,6.187772945602358e-05,4.889647240499989e-06,5.124930431915413e-06,7.715386753704667e-10,0.0004720727167978112,2.0613298563114308e-07,4.0444236665541604e-08,4.728774122792593e-09
3.0760895522654834e-07,0.08886563467239914,3.76,0.0,0.9480803376862444,0.9993966806005093,2.368197026060214e-05,7.320033471819921e-06,0.00017826638885412203,0.000199153601146729,1.5233998393612077e-05,3.027791216150667e-05,2.01470062273767e-09,8.335956514767262e-12,1.2367366760781019e-05,1.5850624176237544e-05,2.901791679933004e-06,7.658087464105079e-05,3.5790656217340054e-07,6.257980009373665e-05,4.991924824844722e-06,5.146951487513255e-06,7.807146791092836e-10,0.0004720720756264593,2.0952717452268896e-07,4.1798849028068036e-08,4.835938977356468e-09
3.0992280270910285e-07,0.08886566207631313,3.76,0.0,0.9480771721982763,0.9993953364484416,2.4069297960799435e-05,7.363052541554728e-06,0.0001803642892321991,0.00020096596108019532,1.535836221776214e-05,3.0294808423879524e-05,2.0183061547688433e-09,8.343353445606712e-12,1.2381820692095189e-05,1.5869497128372962e-05,2.9371093873285404e-06,7.746755906321366e-05,3.583380109615406e-07,6.32826956305315e-05,5.095413791742908e-06,5.168658939995299e-06,7.899061471984135e-10,0.00047207143859126147,2.1295903891143096e-07,4.318569278944802e-08,4.944862028710634e-09
3.120052654434019e-07,0.0888656867547326,3.76,0.0,0.9480743191315237,0.9993941249955449,2.441982515288797e-05,7.4014500274246814e-06,0.0001822553504409748,0.00020259801690746516,1.5470311414867075e-05,3.0309585825746397e-05,2.021471702222701e-09,8.349835965762002e-12,1.2394543292235795e-05,1.588601707738433e-05,2.968949490068715e-06,7.826646547184976e-05,3.587156721150056e-07,6.391599095087e-05,5.189591266751563e-06,5.18793240059176e-06,7.981913867895783e-10,0.0004720708704100597,2.1608008708680892e-07,4.446176830542836e-08,5.044412062478021e-09
3.14087728177701e-07,0.08886571144693788,3.76,0.0,0.9480714622141471,0.9993929119434231,2.4772168102967106e-05,7.439549294718442e-06,0.00018414914629262451,0.00020423093275616017,1.558228056331971e-05,3.0323967798271306e-05,2.0245636745461097e-09,8.356157094155192e-12,1.2407002435542695e-05,1.5902107368238223e-05,3.000839785722763e-06,7.906619270347825e-05,3.590835141946433e-07,6.4549925136594e-05,5.284753042831688e-06,5.206960890919e-06,8.064885991846311e-10,0.0004720702956457021,2.1923194475162098e-07,4.576461883023232e-08,5.1454161527707674e-09
3.164261447395058e-07,0.08886573919009144,3.76,0.0,0.9480682496354894,0.999391547899629,2.5169964040426846e-05,7.481981382269351e-06,0.0001862788953458991,0.00020606554750057305,1.5708034763575576e-05,3.03396591613463e-05,2.0279499486538274e-09,8.363067613190189e-12,1.2420687546374263e-05,1.59196766384968e-05,3.0367082058774953e-06,7.996516565074483e-05,3.5948517116110705e-07,6.526252064438676e-05,5.392786032032687e-06,5.228041408375211e-06,8.158195787583726e-10,0.0004720696501217613,2.2280808658792566e-07,4.7259908383969364e-08,5.260585398631096e-09
3.187645613013106e-07,0.08886576694981724,3.76,0.0,0.9480650323502368,0.9993901818625043,2.557001220138665e-05,7.52404932068436e-06,0.0001884119407590544,0.00020790119015094073,1.5833812488845706e-05,3.0354879634260516e-05,2.0312476478100808e-09,8.369784884964772e-12,1.2434058843589421e-05,1.5936732788829035e-05,3.072637117615836e-06,8.086511725897611e-05,3.598751013155232e-07,6.597588663003475e-05,5.502063884201826e-06,5.248824267228179e-06,8.251649908598442e-10,0.00047206901027093095,2.2642344098800636e-07,4.8789807876563524e-08,5.377626396888096e-09
3.211029778631154e-07,0.08886579472570182,3.76,0.0,0.9480618104342882,0.999388813863897,2.5972293330143288e-05,7.565759345872772e-06,0.00019054820502768395,0.00020973783203687932,1.5959612911047413e-05,3.03696432498753e-05,2.0344589256890606e-09,8.376314103914695e-12,1.2447125643695261e-05,1.5953290385377427e-05,3.1086250922182877e-06,8.176601894331702e-05,3.602536373711203e-07,6.669000532721834e-05,5.612588507074654e-06,5.269315307521313e-06,8.345244888811455e-10,0.00047206836304934186,2.300781980303555e-07,5.0354767024894945e-08,5.496559546729743e-09
3.234413944249202e-07,0.08886582251734693,3.76,0.0,0.9480585839616815,0.9993874439231883,2.6376788501915175e-05,7.607117653226394e-06,0.0001926876125209197,0.00021157544530019898,1.6085435225373718e-05,3.0383963626674576e-05,2.0375858905592157e-09,8.382660385798863e-12,1.2459896992727739e-05,1.5969363602948947e-05,3.144670735265166e-06,8.266784292415491e-05,3.6062110311280736e-07,6.740485949228096e-05,5.724361763786462e-06,5.289520296892822e-06,8.438977477305328e-10,0.00047206770732278455,2.337725461374047e-07,5.195523607647168e-08,5.617405345057847e-09
