Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),CHF2(81),HF(38),HO2(10),CHF(40),FC1OO1(136),[O]C([O])F(138),H(5),CFO2(143),[O]OC(F)F(128),CO2(13),F(37),H2(7),CF2O(48),O(6),[O]C(F)F(146),O2(176),CHFO(46),FC(F)C(F)F(130),CO(12),CHF2-CF2(68),CF2(42),OO[C](F)F(619),FC1(F)OO1(411)
6.25652458133416e-06,0.4889186784259062,3.76,0.0,0.7871190800864325,0.9979052907139851,0.000786372424867739,6.250943807447682e-05,0.0016678017914070955,0.0014562807052064827,7.108040383928033e-05,4.568598369006898e-05,3.280845084562807e-10,2.5144145594816125e-12,2.372215552320236e-05,7.488654491833477e-06,9.166631543299288e-07,0.0006860272623685662,7.193698656309867e-07,0.0005560298944772288,0.0005676708427189772,1.8164677710333047e-05,7.55497156342493e-09,0.0005971563839391856,2.69376952647816e-05,6.852721991911719e-06,2.416443144687154e-06,3.0038251566077103e-09,8.063206044276226e-06,4.924232571984691e-11,4.157690754023374e-15
6.2978098652730595e-06,0.48891959045683947,3.76,0.0,0.787092961269487,0.9978904524893454,0.0007961911275560665,6.285790385606368e-05,0.001679813763016052,0.0014666529793275086,7.152088692210518e-05,4.5685168403314934e-05,3.2807324170968037e-10,2.514327601921228e-12,2.3745768387182936e-05,7.488393754894212e-06,9.232571906023019e-07,0.0006908939100739235,7.193470346629955e-07,0.0005603209826064988,0.0005759346311045151,1.8223874488140726e-05,7.60926584210785e-09,0.0005971475037485451,2.7451809095567192e-05,7.003331849544191e-06,2.479402186489452e-06,3.0816895435884062e-09,8.155594323335265e-06,4.95965576498839e-11,4.225245859727252e-15
6.339095149211959e-06,0.48892050281970995,3.76,0.0,0.7870667793655998,0.9978755546671354,0.0008060645664243884,6.320585416877887e-05,0.0016918173939572266,0.0014770334023341334,7.19608165365093e-05,4.56843538838468e-05,3.280619598883698e-10,2.5142405351002363e-12,2.3769378263462195e-05,7.488132694403307e-06,9.298463702632358e-07,0.0006957603895461816,7.193241907252789e-07,0.0005646158515635953,0.0005842576613189571,1.828303638949749e-05,7.663520111504725e-09,0.0005971385901855302,2.7972014080932224e-05,7.156099233770308e-06,2.543558098556295e-06,3.1610513553635863e-09,8.248734996675484e-06,4.9950528404190317e-11,4.2935725196643346e-15
6.380380433150859e-06,0.48892141551419643,3.76,0.0,0.787040534468538,0.9978605972990111,0.0008159926616947779,6.355328644619354e-05,0.0017038125647018086,0.0014874220257362627,7.240019023402775e-05,4.5683540137771284e-05,3.2805066313603254e-10,2.5141533606501665e-12,2.3792984921710035e-05,7.487871311902689e-06,9.364306265924926e-07,0.000700626700577618,7.193013339311602e-07,0.0005689144985642445,0.0005926398902453434,1.834216284643651e-05,7.717733820177563e-09,0.0005971296384323686,2.849833389861802e-05,7.311037754057607e-06,2.6089250009244397e-06,3.241928560667477e-09,8.342632157238366e-06,5.030423529909884e-11,4.362676985018995e-15
6.421665717089758e-06,0.48892232853998174,3.76,0.0,0.7870142266725604,0.997845580426963,0.000825975333165684,6.390019814051597e-05,0.0017157991561797168,0.0014978189008854374,7.283900557926216e-05,4.568272717072694e-05,3.2803935158536256e-10,2.514066077905051e-12,2.3816588131773697e-05,7.487609608847589e-06,9.430098931395284e-07,0.0007054928429615165,7.192784643853809e-07,0.000573216920784144,0.0006010812741678609,1.840125329091973e-05,7.771906423404463e-09,0.0005971206539299173,2.9030791957733647e-05,7.46816096067039e-06,2.675517068031841e-06,3.324339182099023e-09,8.437289878773431e-06,5.0657673730853766e-11,4.4325655404544085e-15
6.462951001028658e-06,0.4889232418967561,3.76,0.0,0.7869878560724732,0.9978305041040728,0.0008360125001632785,6.424658672519123e-05,0.0017277770498397497,0.0015082240789532427,7.327726015156173e-05,4.5681914987881704e-05,3.280280253567829e-10,2.5139786883836512e-12,2.3840187663763488e-05,7.487347586605822e-06,9.495841037370186e-07,0.0007103588164922271,7.192555821840912e-07,0.0005775231153541221,0.0006095817687008308,1.846030715509007e-05,7.8260373742405e-09,0.0005971116316948054,2.9569411365146727e-05,7.627482336778867e-06,2.7433485346669967e-06,3.4083013003448776e-09,8.53271221334917e-06,5.101084112488523e-11,4.503244508038895e-15
6.5042362849675575e-06,0.4889241555842107,3.76,0.0,0.7869614227634484,0.9978153683753838,0.0008461040816992116,6.459244968826561e-05,0.00173974612748182,0.0015186376109888899,7.371495154023168e-05,4.568110359412172e-05,3.280166845642685e-10,2.5138911918502097e-12,2.3863783287991575e-05,7.487085246493753e-06,9.561531924259622e-07,0.0007152246209647764,7.192326874183187e-07,0.0005818330793749604,0.0006181413290108543,1.8519323871386436e-05,7.88012613116209e-09,0.0005971025752253501,3.0114215024360303e-05,7.78901532004377e-06,2.812433675601822e-06,3.4938330347458203e-09,8.628903198379827e-06,5.136373323723486e-11,4.574720234810423e-15
6.545521568906457e-06,0.48892506960205084,3.76,0.0,0.78693492684117,0.9978001732934656,0.0008562499963432808,6.493778453854306e-05,0.0017517062714032692,0.0015290595478678374,7.415207734866285e-05,4.568029299395819e-05,3.280053293122282e-10,2.513803589374913e-12,2.3887374775085623e-05,7.486822589759015e-06,9.627170935228501e-07,0.0007200902561751191,7.192097801723239e-07,0.000586146809905102,0.0006267599096343041,1.8578302872778168e-05,7.934172151923812e-09,0.0005970934811200088,3.066522555166279e-05,7.95277328359156e-06,2.882786821629284e-06,3.5809525581686266e-09,8.725866850536724e-06,5.171634726221636e-11,4.646999102932716e-15
6.586806852845357e-06,0.4889259839499828,3.76,0.0,0.7869083684018403,0.9977849189030855,0.0008664501622196542,6.52825888061147e-05,0.001763657364409785,0.001539489940287358,7.458863519461022e-05,4.5679483191556374e-05,3.279939596970789e-10,2.5137158804465077e-12,2.391096189602776e-05,7.4865596175867854e-06,9.692757416397042e-07,0.0007249557219201122,7.191868605241538e-07,0.000590464303960083,0.0006354374644698636,1.863724359295451e-05,7.988174900339379e-09,0.0005970843544122108,3.122246527124469e-05,8.118769534507008e-06,2.9544223597970287e-06,3.669678095714098e-09,8.823607165321663e-06,5.2068678618697624e-11,4.720087530074092e-15
6.628092136784256e-06,0.48892689862771743,3.76,0.0,0.7868817475421427,0.9977696052607622,0.0008767044970380522,6.562686004128073e-05,0.001775599289787871,0.0015499288387754938,7.502462270937715e-05,4.5678674190796003e-05,3.2798257580775855e-10,2.513628066532395e-12,2.3934544422181153e-05,7.486296331110519e-06,9.758290716504115e-07,0.0007298210179974152,7.191639285467632e-07,0.0005947855585152961,0.0006441739468206612,1.8696145466475012e-05,8.042133837613062e-09,0.0005970751889755614,3.1785956232734584e-05,8.287017317312195e-06,3.0273547291826237e-06,3.760027919399407e-09,8.922128118250238e-06,5.24207251640848e-11,4.793991967017189e-15
6.669377420723156e-06,0.4889278136349714,3.76,0.0,0.7868550643592223,0.9977542324100006,0.0008870129181110952,6.597059581412892e-05,0.0017875319312923217,0.0015603762936948367,7.546003753742728e-05,4.567786599531176e-05,3.2797117772797173e-10,2.513540146759321e-12,2.3958122125303e-05,7.486032731420566e-06,9.823770187072784e-07,0.0007346861442054281,7.191409843087747e-07,0.0005991105705074497,0.0006529693094168433,1.875500792890922e-05,8.09604843299709e-09,0.0005970659922653835,3.235572021993808e-05,8.45752981550227e-06,3.1015984184503154e-06,3.852020345031278e-09,9.02143366540596e-06,5.277248172992041e-11,4.868718896363361e-15
6.7106627046620556e-06,0.4889287289714678,3.76,0.0,0.7868283189506846,0.9977388004116163,0.0008973753423556744,6.631379371478479e-05,0.0017994551731513146,0.0015708323552402457,7.589487733649444e-05,4.567705860851562e-05,3.279597655353334e-10,2.5134521229864602e-12,2.3981694777581143e-05,7.485768819567502e-06,9.889195182140192e-07,0.0007395511003432698,7.191180278749065e-07,0.0006034393368345155,0.0006618235044154637,1.881383041696071e-05,8.149918150770659e-09,0.000597056754996231,3.293177874936824e-05,8.63032015081771e-06,3.1771679654560976e-06,3.945673731171952e-09,9.121527743262901e-06,5.3123947019501446e-11,4.944274832503011e-15
6.751947988600955e-06,0.4889296446369357,3.76,0.0,0.7868015114145975,0.997723309306156,0.0009077916862906479,6.665645135385415e-05,0.0018113689000755055,0.0015812970734351629,7.632913977780801e-05,4.567625203361152e-05,3.2794833930347074e-10,2.51336399377428e-12,2.400526215164986e-05,7.485504596566447e-06,9.954565058698386e-07,0.000744415886210764,7.190950593062731e-07,0.0006077718543553252,0.0006707364833951462,1.8872612368593874e-05,8.20374246636178e-09,0.000597047488723831,3.351415306641296e-05,8.805401381990846e-06,3.2540779573234055e-06,4.0410064784266325e-09,9.222414268338818e-06,5.3475114815128064e-11,5.020666321879389e-15
6.793233272539855e-06,0.48893056063110935,3.76,0.0,0.7867746418494918,0.9977077591605216,0.0009182618660375776,6.699856636264249e-05,0.001823272997263989,0.0015917704981290768,7.676282254622436e-05,4.567544627361382e-05,3.279368991004619e-10,2.5132757615692513e-12,2.402882402062962e-05,7.485240063399008e-06,1.001987917621849e-06,0.000749280501608426,7.190720786607227e-07,0.0006121081198894574,0.0006797081973549835,1.8931353223138573e-05,8.257520846521155e-09,0.0005970381792252087,3.41028641434368e-05,8.982786503920849e-06,3.3323430301304667e-06,4.1380370282350895e-09,9.324097136986901e-06,5.382598519563399e-11,5.097899943013267e-15
6.834518556478754e-06,0.488931476953729,3.76,0.0,0.7867477103543558,0.9976921500102627,0.000928785797324247,6.734013639331822e-05,0.001835167350407049,0.0016022526789960516,7.719592334027153e-05,4.567464133136365e-05,3.2792544499168456e-10,2.5131874241764317e-12,2.4052380158131773e-05,7.484975221018529e-06,1.0085136897328529e-06,0.0007541449463374399,7.190490859931716e-07,0.0006164481302173878,0.0006887385967174086,1.899005242140261e-05,8.311252773807442e-09,0.0005970288442000061,3.469793267966363e-05,9.162488447244644e-06,3.4119778682435244e-06,4.2367838613019465e-09,9.426580225315491e-06,5.417655025283303e-11,5.175982306308911e-15
6.875803840417654e-06,0.48893239360454027,3.76,0.0,0.7867207170286317,0.9976764819310481,0.0009393633954887895,6.768115911892996e-05,0.001847051845688482,0.0016127436655335064,7.762843987217437e-05,4.5673837209547824e-05,3.279139770374137e-10,2.5130989848970533e-12,2.40759303383002e-05,7.484710070351195e-06,1.0150337586963967e-06,0.0007590092201996408,7.190260813559341e-07,0.0006207918820807017,0.0006978276313318533,1.9048709405753018e-05,8.36493771638445e-09,0.0005970194617979799,3.529937910145606e-05,9.344520077997313e-06,3.4929972035748617e-06,4.337265495986346e-09,9.529867389136534e-06,5.452681229113181e-11,5.2549200538121125e-15
6.917089124356554e-06,0.48893331058329437,3.76,0.0,0.7866936619722114,0.997660754950127,0.0009499945754833332,6.802163223357449e-05,0.0018589263697881369,0.0016232435070608203,7.806036986789443e-05,4.567303391071076e-05,3.2790249529656614e-10,2.5130104404818143e-12,2.409947433580434e-05,7.484444612301513e-06,1.0215480613502543e-06,0.0007638733229974975,7.19003064798986e-07,0.0006251393721822599,0.0007069752504778066,1.9107323620218722e-05,8.418575165362236e-09,0.0005970100591526085,3.59072235622976e-05,9.528894197207994e-06,3.575415814904321e-06,4.439500486775573e-09,9.633962463893115e-06,5.4876760637996076e-11,5.3347198590074884e-15
6.958374408295453e-06,0.4889342278897484,3.76,0.0,0.7866665452854318,0.9976449691559817,0.0009606792518772358,6.83615534523942e-05,0.0018707908098853064,0.0016337522527178027,7.849171106718197e-05,4.567223143727043e-05,3.2789099982302305e-10,2.5129217954481826e-12,2.412301192588877e-05,7.484178847751524e-06,1.0280565347330226e-06,0.0007687372545340997,7.189800363702256e-07,0.0006294905971863306,0.0007161814028671643,1.9165894510549166e-05,8.472164588665109e-09,0.0005970006027280433,3.652148594251894e-05,9.71562354044022e-06,3.659248527255463e-06,4.54350742281233e-09,9.738869264568926e-06,5.522640118902048e-11,5.41538842664817e-15
6.999659692234353e-06,0.4889351455236653,3.76,0.0,0.7866393670690722,0.9976291245625057,0.0009714173388602569,6.870092051179637e-05,0.0018826450536616683,0.0016442699514631462,7.892246122363008e-05,4.567142979152564e-05,3.278794906706826e-10,2.5128330450680382e-12,2.4146542884351838e-05,7.4839127775670205e-06,1.0345591162738275e-06,0.0007736010146131455,7.189569961156676e-07,0.000633845553718714,0.0007254460366466355,1.9224421524315237e-05,8.525705488137077e-09,0.0005969911341355919,3.714218584899259e-05,9.90472077732642e-06,3.744510211281011e-06,4.649304926421904e-09,9.844591585595784e-06,5.557571876469594e-11,5.496932492592185e-15
7.036816447779363e-06,0.488935971673985,3.76,0.0,0.7866148541502335,0.9976148142390034,0.0009811272119490543,6.900587520644961e-05,0.0018933050628151915,0.001653743575529962,7.930962917823915e-05,4.5670709019844004e-05,3.2786912077836975e-10,2.5127530842650585e-12,2.4167714892170754e-05,7.483673053782584e-06,1.0404063505695468e-06,0.0007779782519263524,7.189362498121011e-07,0.0006377682022324269,0.0007338341652901496,1.927705786727988e-05,8.573850369885457e-09,0.0005969825643065655,3.770633581671103e-05,1.0076943253298468e-05,3.822479827428835e-06,4.74606903281508e-09,9.940442062561219e-06,5.58898366814392e-11,5.571076297097158e-15
7.073973203324373e-06,0.4889367980891885,3.76,0.0,0.7865902915485111,0.9976004563840313,0.0009908802147148902,6.93103775957205e-05,0.0019039566412226397,0.0016632245265369068,7.969631496199029e-05,4.5669988921904204e-05,3.2785873988169876e-10,2.5126730398139963e-12,2.4188881184684885e-05,7.483433083728962e-06,1.0462487167065823e-06,0.0007823553500581587,7.189154939968429e-07,0.0006416938680056617,0.0007422695828021684,1.932965782425641e-05,8.62195515503878e-09,0.0005969739753006717,3.8275729744283164e-05,1.0251103073145627e-05,3.901629896628549e-06,4.844312227758543e-09,1.0036958904489214e-05,5.620369029250049e-11,5.645939690679501e-15
7.111129958869383e-06,0.4889376247691253,3.76,0.0,0.7865656793382673,0.9975860510563636,0.0010006762838345286,6.961442607326887e-05,0.0019145997080500172,0.0016727128397964603,8.008251696591983e-05,4.5669269499181624e-05,3.2784834801416336e-10,2.5125929136448894e-12,2.4210041599703944e-05,7.483192868005461e-06,1.0520861695925893e-06,0.0007867323088666716,7.188947287003389e-07,0.00064562254850007,0.0007507522502289999,1.9382220996484186e-05,8.670019465438346e-09,0.0005969653499494009,3.8850381361843874e-05,1.042720933565757e-05,3.981971350922709e-06,4.944048149590993e-09,1.013414483490956e-05,5.651728268528609e-11,5.721527647058425e-15
7.148286714414393e-06,0.48893845171363604,3.76,0.0,0.7865410175941544,0.9975715982808833,0.001010515355735921,6.99180190473352e-05,0.0019252341828111682,0.0016822085504947964,8.046823359055978e-05,4.566855075309348e-05,3.2783794520904676e-10,2.5125127042849108e-12,2.4231195975460044e-05,7.482952407204115e-06,1.0579186643998027e-06,0.0007911091282103885,7.188739539521777e-07,0.0006495542411516041,0.0007592821282404826,1.943474698659466e-05,8.718042938951576e-09,0.0005969567053478868,3.9430304213851884e-05,1.0605271093879974e-05,4.063515151682142e-06,5.045290455143263e-09,1.0232002563224675e-05,5.683060586348475e-11,5.797845160583663e-15
7.185443469959403e-06,0.48893927892256606,3.76,0.0,0.7865163063911049,0.9975570981163168,0.0010203973666069674,7.022115494026829e-05,0.0019358599853607186,0.001691711693694226,8.08534632457151e-05,4.566783268500706e-05,3.2782753149771405e-10,2.5124324134810166e-12,2.4252344150616754e-05,7.482711701908934e-06,1.0637461564139603e-06,0.0007954858079481804,7.188531697812177e-07,0.0006534889433712967,0.0007678591771415283,1.948723539858324e-05,8.76602520073394e-09,0.0005969480251090042,4.0015511663924455e-05,1.0785297356056318e-05,4.146272288421126e-06,5.148052818435786e-09,1.03305347850332e-05,5.7143662930427975e-11,5.874897245572736e-15
7.222600225504413e-06,0.4889401063957653,3.76,0.0,0.7864915458043257,0.9975425505914405,0.0010303222523996847,7.052383218851713e-05,0.0019464770358927376,0.0017012223043334,8.123820435041162e-05,4.566711529624252e-05,3.2781710691140686e-10,2.5123520401942483e-12,2.4273485964258336e-05,7.482470752698516e-06,1.0695686011842598e-06,0.0007998623479392859,7.188323762156625e-07,0.0006574266525455702,0.0007764833568769579,1.9539685837847587e-05,8.813965890593613e-09,0.0005969393231521939,4.060601689632367e-05,1.0967297085755051e-05,4.23025377816021e-06,5.252348929702984e-09,1.0429744182200742e-05,5.7456446637572325e-11,5.952688936027463e-15
7.259756981049423e-06,0.4889409341330875,3.76,0.0,0.7864667359092966,0.9975279557619815,0.0010402899488319971,7.082604924257963e-05,0.001957085254942967,0.0017107404172263872,8.162245533292986e-05,4.566639858807765e-05,3.2780667147990194e-10,2.512271585691827e-12,2.429462125590925e-05,7.482229560145133e-06,1.0753859543875235e-06,0.0008042387480433077,7.188115732831336e-07,0.0006613673660363079,0.0007851546270326614,1.9592097911196164e-05,8.861864638313056e-09,0.0005969305868017902,4.1201832915739866e-05,1.1151279201586615e-05,4.315470665074709e-06,5.3581924945323445e-09,1.0529633422802921e-05,5.7768959184189694e-11,6.031225285544392e-15
7.296913736594433e-06,0.48894176213439,3.76,0.0,0.7864418767817692,0.9975133136598118,0.0010503003913892204,7.112780456713138e-05,0.0019676845633909987,0.0017202660670616258,8.200621463084951e-05,4.566568256174947e-05,3.277962252327978e-10,2.5121910492285598e-12,2.431574986553147e-05,7.481988124816666e-06,1.0811981719586896e-06,0.0008086150081202114,7.187907610107176e-07,0.0006653110811808919,0.0007938729468364495,1.9644471226894738e-05,8.909721086001947e-09,0.0005969218275907906,4.180297254686931e-05,1.1337252576873226e-05,4.4019340201813806e-06,5.465597233007892e-09,1.0630205161053341e-05,5.8081193923511454e-11,6.110511367251286e-15
7.334070492139443e-06,0.48894259039953386,3.76,0.0,0.7864169684977639,0.9974986243389639,0.0010603535153258584,7.14290966409813e-05,0.001978274882462402,0.0017297992884010372,8.238948069108135e-05,4.56649672184581e-05,3.277857681985363e-10,2.5121104317840593e-12,2.4336871633541184e-05,7.481746447275875e-06,1.0870052099699803e-06,0.0008129911280303214,7.187699394250225e-07,0.0006692577952922777,0.000802638275159255,1.969680539467426e-05,8.957534867590665e-09,0.0005969130352447166,4.240944843423156e-05,1.1525226039377691e-05,4.489654940987815e-06,5.574576878837973e-09,1.0731462037249836e-05,5.8393152461055e-11,6.190552273716481e-15
7.371227247684453e-06,0.48894341892838356,3.76,0.0,0.7863920111335675,0.9974838878342429,0.0010704492556676177,7.172992395714863e-05,0.0019888561337301843,0.0017393401156792518,8.277225196989139e-05,4.566425255936819e-05,3.2777530040536615e-10,2.5120297328617976e-12,2.4357986400806197e-05,7.481504528081999e-06,1.0928070247441534e-06,0.0008173671076343214,7.187491085522221e-07,0.0006732075056590871,0.0008114505705167736,1.974910002576864e-05,9.00530562754577e-09,0.0005969042190683182,4.302127304214887e-05,1.1715208371072142e-05,4.578644551116228e-06,5.685145178472811e-09,1.0833406677733038e-05,5.870482876222889e-11,6.271353116841379e-15
7.408384003229463e-06,0.48894424772080786,3.76,0.0,0.7863670047657321,0.9974691041984435,0.0010805875472134625,7.203028502280771e-05,0.001999428239116525,0.0017488885832028628,8.315452693292263e-05,4.566353858561222e-05,3.277648218806317e-10,2.5119489532304026e-12,2.4379094008659755e-05,7.4812623677902015e-06,1.0986035727513587e-06,0.00082174294679325,7.187282684181038e-07,0.0006771602095457098,0.0008203097910710587,1.9801354732921025e-05,9.053033003807528e-09,0.000596895370726467,4.3638458654762666e-05,1.1907208307916116e-05,4.668913999922423e-06,5.797315890221623e-09,1.093604169484781e-05,5.901622392354742e-11,6.352919027748604e-15
7.445540758774473e-06,0.4889450767766789,3.76,0.0,0.7863419494710713,0.9974542734688231,0.001090768324537649,7.233017835935019e-05,0.002009991120894209,0.0017584447251496743,8.353630405521768e-05,4.566282529829167e-05,3.2775433265148856e-10,2.511868092570628e-12,2.440019429889914e-05,7.481019966952849e-06,1.1043948107064507e-06,0.0008261186453685008,7.187074190481026e-07,0.0006811159041924008,0.0008292158946321894,1.9853569130416813e-05,9.100716643402497e-09,0.0005968864977682428,4.426101737604056e-05,1.2101234539633129e-05,4.760474462117717e-06,5.911102783370188e-09,1.1039369686904121e-05,5.932733242800286e-11,6.435255156672716e-15
7.482697514319483e-06,0.48894590609587246,3.76,0.0,0.7863168453266585,0.9974393956972802,0.0011009915219917356,7.262960250233748e-05,0.0020205447016883537,0.0017680085755679535,8.39175818212417e-05,4.566211269847979e-05,3.277438327443839e-10,2.5117871514935648e-12,2.4421287113797817e-05,7.480777326119081e-06,1.1101806954808447e-06,0.0008304942032218188,7.186865604673415e-07,0.0006850745868153783,0.0008381688386598212,1.9905742834090148e-05,9.14835618818835e-09,0.0005968775934490188,4.4888961129778414e-05,1.2297295709486604e-05,4.853337137393302e-06,6.026519637300629e-09,1.1143393238137665e-05,5.963815492917308e-11,6.518366672851577e-15
7.519854269864493e-06,0.48894673567826796,3.76,0.0,0.7862916924098249,0.9974244709231891,0.0011112570737065936,7.292855600155208e-05,0.002031088904477862,0.0017775801683756855,8.429835872490457e-05,4.566140078722247e-05,3.277333221855877e-10,2.511706129810561e-12,2.444237229610496e-05,7.480534445835842e-06,1.1159611841855775e-06,0.0008348696202153009,7.186656927006604e-07,0.0006890362546069201,0.0008471685802648226,1.9957875461353018e-05,9.195951287899373e-09,0.0005968686638926268,4.5522301659607615e-05,1.249540041405799e-05,4.947513250045253e-06,6.143580240611263e-09,1.1248114918671052e-05,5.994868636169375e-11,6.6022587644185144e-15
7.557011025409503e-06,0.4889475655237493,3.76,0.0,0.7862664907981564,0.9974094991978512,0.0011215649135944204,7.322703742095407e-05,0.002041623652597088,0.001787159537359842,8.4678633269583e-05,4.5660689565540566e-05,3.277228010008145e-10,2.5116250280171977e-12,2.446344968905615e-05,7.480291326647538e-06,1.1217362340963199e-06,0.0008392448962113944,7.186448157726498e-07,0.000693000904735462,0.0008562150762108426,2.00099666312017e-05,9.243501588228489e-09,0.0005968597036386708,4.616105052901347e-05,1.269555720302812e-05,5.043014048599345e-06,6.262298390237935e-09,1.135353728447593e-05,6.025892700042959e-11,6.686936638293438e-15
7.594167780954513e-06,0.48894839563220277,3.76,0.0,0.7862412405694922,0.9973944805624811,0.0011319149753507523,7.352504533872126e-05,0.002052148869737261,0.0017967467161756584,8.505840396814206e-05,4.5659979034430625e-05,3.2771226921561867e-10,2.5115438460209545e-12,2.448451913637359e-05,7.48004796909687e-06,1.127505802724163e-06,0.0008436200310728952,7.186239297076711e-07,0.0006969685343456977,0.0008653082829159598,2.0062015964242337e-05,9.291006741743518e-09,0.0005968507176548315,4.6805219121363615e-05,1.2897774578961928e-05,5.139850805435713e-06,6.382687890575338e-09,1.1459662877336062e-05,6.056887217420549e-11,6.7724055200741e-15
7.631324536499522e-06,0.4889492260035195,3.76,0.0,0.7862159418019213,0.9973794150680204,0.0011423071924564804,7.382257834720849e-05,0.0020626644799480913,0.0018063417383459204,8.543766934295568e-05,4.565926919486679e-05,3.27701726855119e-10,2.511462584232316e-12,2.4505580482275552e-05,7.4798043737245634e-06,1.1332698477520179e-06,0.0008479950246629482,7.186030345298871e-07,0.0007009391405586779,0.0008744481564542742,2.011402308269734e-05,9.338466397911902e-09,0.0005968417015218287,4.745481863994637e-05,1.3102060997096218e-05,5.238034816413494e-06,6.504762552599952e-09,1.1566494224811217e-05,6.087852183323142e-11,6.858670653926513e-15
7.668481292044532e-06,0.4889500566375937,3.76,0.0,0.7861905945737817,0.9973643027572977,0.001152741498179869,7.411963505297836e-05,0.0020731704076391642,0.001815944637260263,8.581642792592754e-05,4.56585600478014e-05,3.2769117394429275e-10,2.5113812426293753e-12,2.452663357147721e-05,7.479560541070037e-06,1.139028327094794e-06,0.0008523698768450453,7.185821302632781e-07,0.0007049127204719112,0.0008836346525575656,2.016598761042794e-05,9.385880212243618e-09,0.0005968326592709283,4.81098601080179e-05,1.3308424865130442e-05,5.3375774004955834e-06,6.6285361929932975e-09,1.1674033840201944e-05,6.118787165033515e-11,6.945737302475589e-15
7.705638047589542e-06,0.4889508875343235,3.76,0.0,0.7861651989636566,0.9973491436810848,0.0011632178255785667,7.441621407676326e-05,0.0020836665775814866,0.0018255554461744743,8.61946782585107e-05,4.565785159416654e-05,3.276806105077763e-10,2.511299821559966e-12,2.454767824919902e-05,7.479316471671196e-06,1.1447811988455807e-06,0.0008567445874830261,7.185612169316667e-07,0.0007088892711594654,0.000892867726616902,2.021790917294055e-05,9.433247837934588e-09,0.0005968235873266522,4.877035436885853e-05,1.3516874543020422e-05,5.43848989937353e-06,6.7540226332669884e-09,1.1782284222515137e-05,6.149692129795114e-11,7.0336107466950966e-15
7.742794803134552e-06,0.488951718693611,3.76,0.0,0.7861397550503727,0.9973339378836398,0.0011737361075016264,7.471231405348771e-05,0.0020941529149088546,0.0018351741982098116,8.657241889172721e-05,4.565714383487463e-05,3.2767003657008353e-10,2.511218321054091e-12,2.4568714361167987e-05,7.479072166064966e-06,1.150528421326714e-06,0.0008611191564410765,7.185402945587318e-07,0.00071286878967207,0.0009021473336843087,2.026978739740677e-05,9.480568933530394e-09,0.0005968144889614774,4.943631208583781e-05,1.372741834277509e-05,5.540783677092535e-06,6.881235698888377e-09,1.1891247856430423e-05,6.180566674964166e-11,7.12229628579779e-15
7.779951558679562e-06,0.48895255011536104,3.76,0.0,0.7861142629129978,0.9973186854157186,0.0011842962765915167,7.500793363223232e-05,0.002104629345119341,0.0018448009263523275,8.694964838618713e-05,4.565643677081957e-05,3.276594521554616e-10,2.5111367414134956e-12,2.4589741753625262e-05,7.478827624787132e-06,1.1562699530443458e-06,0.000865493583583729,7.185193631680273e-07,0.0007168512730372176,0.0009114734284743913,2.0321621912669682e-05,9.527843155921195e-09,0.0005968053612837363,5.0107743742488874e-05,1.3940064528256225e-05,5.644470119676632e-06,7.010189218408112e-09,1.2000927212267376e-05,6.211410744067041e-11,7.211799237124892e-15
7.817108314224572e-06,0.48895338179948344,3.76,0.0,0.786088722630839,0.9973033863228578,0.0011948982652861388,7.530307147624928e-05,0.0021150957940766295,0.0018544356634522022,8.732636531210715e-05,4.56557304028773e-05,3.2764885728805413e-10,2.511055082706344e-12,2.4610760273327702e-05,7.478582848372768e-06,1.162005752731704e-06,0.0008698678687758619,7.184984227829956e-07,0.0007208367182592686,0.0009208459653660165,2.037341234926165e-05,9.57507016676942e-09,0.0005967962069510952,5.0784659642591384e-05,1.4154821314981225e-05,5.749560634754011e-06,7.140897022588551e-09,1.211132474595356e-05,6.242223960790771e-11,7.302124936035725e-15
7.854265069769582e-06,0.4889542137458909,3.76,0.0,0.7860631342834393,0.9972880406559193,0.001205542005820838,7.559772626292765e-05,0.002125552188011446,0.0018640784422230881,8.770256824932845e-05,4.565502473190676e-05,3.276382519917962e-10,2.5109733452004825e-12,2.4631769767554754e-05,7.478337837356099e-06,1.1677357793108248e-06,0.0008742420118826993,7.184774734269807e-07,0.000724825122319553,0.0009302648984039505,2.0425158339410524e-05,9.62224962663472e-09,0.0005967870236260844,5.146706991026377e-05,1.4371696869928875e-05,5.8560666511825246e-06,7.273372943534198e-09,1.2222442898993385e-05,6.273006248458108e-11,7.393278735796736e-15
7.891421825314592e-06,0.4889550459544996,3.76,0.0,0.7860374979505759,0.9972726484615957,0.0012162274302304175,7.589189668380255e-05,0.0021359984535228604,0.0018737292952414623,8.807825578733445e-05,4.565431975875029e-05,3.276276362905369e-10,2.5108915289921527e-12,2.4652770084110307e-05,7.478092592270862e-06,1.1734599919291537e-06,0.000878616012769811,7.1845651512324e-07,0.0007288164821764773,0.0009397301813005481,2.0476859517055574e-05,9.669381200367423e-09,0.0005967778134682347,5.2154984490063984e-05,1.4590699311348137e-05,5.963999618675406e-06,7.407630813823251e-09,1.2334284098437803e-05,6.303757253850664e-11,7.485266007470645e-15
