Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934),CF2O2(144),O2(176),FC1OC1(F)F(245),CH2F-CF2(67),C2H2F3(1125),CH2CF2(56),CH2F(45),C2H2F3O2(908),C2HF3O(401),CH3-CF2(64),CHF2-CH2(63),CFO(50),FC1(F)CO1(1321),CH2O(19)
9.684837900762304e-07,0.32160781371646446,3.76,0.0,0.5907740320438725,0.8682723437221292,0.0301446652148433,0.0022298817600677583,0.23683283163290889,0.009358800896317188,0.10089340467535923,1.1606714011331508e-08,9.711673260700988e-10,0.004818080070636928,0.0014845318377141475,0.08809965893899079,0.00016310350576980847,0.0004024078182631992,2.3796309112491877e-05,0.07137740414349603,0.0026043528549031035,0.01858648466669159,0.015502034922284491,0.00221831220989919,0.0015702490495267014,2.7718030298128193e-06,0.008154347583685306,5.176472371136941e-05,0.03722606397283117,0.002414176148498651,4.392650629892953e-09,2.467754876732013e-05,1.3567534832490298e-06,0.0029977077988697495,1.0973165568218878e-09,1.068715665629417e-06,1.3892189703932598e-05,0.00032219348928097665,0.016470533063527002,3.3353547908523486e-10,2.267712253878542e-10,1.266422247506484e-07,4.289522374638854e-08,0.00015653453504394294,7.455082487160937e-09,5.9218174848456244e-06
9.802835894695424e-07,0.32173013117961574,3.76,0.0,0.5877842859605658,0.866820979278027,0.030550949646749228,0.002227029482908981,0.23950610864891203,0.009307797647476782,0.10115925245110313,1.1518353418793176e-08,9.638896331891778e-10,0.004826943366218619,0.0014718727830543906,0.08894137423633854,0.00016182872122277487,0.00039950261484212555,2.3810819580398862e-05,0.07209481552569896,0.0026099889870071728,0.018967499782171722,0.01570850654233309,0.002256369941860786,0.00156955165679248,2.7733612756913303e-06,0.008414940600937436,5.273868873990178e-05,0.0378572032259802,0.002478968865084118,4.466184733657267e-09,2.507741483238629e-05,1.3785675844739608e-06,0.0029926968225551165,1.1266338052800713e-09,1.0990838921308016e-06,1.4279062119326383e-05,0.000332249816537667,0.01670638475289493,3.421270570792681e-10,2.3324370095941304e-10,1.3078204523251464e-07,4.4299348847790774e-08,0.00015869452859100438,7.751933209013454e-09,6.188301476016043e-06
9.920833888628543e-07,0.3218519660559471,3.76,0.0,0.5848142452446329,0.8653751511819354,0.03095624647147143,0.0022243167391627354,0.2421712245747101,0.009257637617926449,0.10141174061061822,1.1431469796474785e-08,9.567302383316843e-10,0.004835895171267658,0.0014594715171166377,0.08977667581700309,0.00016058356277197586,0.00039659288523895015,2.382213441557649e-05,0.07280692840394588,0.0026155769757405033,0.01934960613434375,0.015912534542767896,0.0022939268356710024,0.0015687708807480387,2.774552422169442e-06,0.008679017012007092,5.370354826557699e-05,0.038486885453412924,0.002544180449252239,4.538653208169614e-09,2.5474758455345143e-05,1.400243373520374e-06,0.0029877049634058693,1.1561001147058878e-09,1.1297450048091601e-06,1.4669595736957591e-05,0.0003425193874544251,0.016940379244719903,3.507715271563079e-10,2.397711780581812e-10,1.3501998096477437e-07,4.573660967299456e-08,0.00016083301339679475,8.056951157330464e-09,6.463548726367336e-06
9.999999999999997e-07,0.3219733243768103,3.76,0.0,0.5828325254633059,0.8644081997032554,0.031227618384887475,0.00222257269776214,0.24395474224370997,0.009224444510423055,0.10157384074379551,1.1373984618869237e-08,9.519915006901133e-10,0.004841949641678521,0.0014512915452952922,0.09033354759805738,0.00015976426797716293,0.0003946393067865689,2.382798889854178e-05,0.07328175351020116,0.002619300159044257,0.019606553137928664,0.016048051572099382,0.0023188382407297566,0.0015682031600363514,2.7751520901895924e-06,0.00885812120395767,5.434564523976265e-05,0.038908506670587414,0.0025881566293496083,4.586667711513469e-09,2.5739916344332315e-05,1.4147078229892813e-06,0.0029843664724786435,1.1759479670935048e-09,1.1504765829732097e-06,1.4933622641078674e-05,0.00034952986610335565,0.017096321850874063,3.5659976477959005e-10,2.441804725294604e-10,1.3791891432068952e-07,4.671967542512306e-08,0.00016225576313488554,8.266238964684173e-09,6.6532263622909615e-06
1.0038831882561663e-06,0.3219733243768103,3.76,0.0,0.5818636439527026,0.863934793040997,0.03136057072286375,0.002221739045581107,0.2448282541927632,0.00920829513734022,0.1016512517254293,1.1346019397525584e-08,9.496856815932366e-10,0.004844933476750385,0.0014473194022877798,0.09060567170246155,0.000159367010731204,0.0003936808776776491,2.383036240677904e-05,0.07351380452977398,0.002621119066441329,0.019732756002446908,0.016114123334496095,0.0023309725661896344,0.001567912387324313,2.7753890205969894e-06,0.008946536778292227,5.465903572176462e-05,0.03911506552083106,0.0026097913830352027,4.610040026130685e-09,2.586955914947751e-05,1.4217797733273574e-06,0.002982731991638178,1.1857055588855231e-09,1.160692079265873e-06,1.5063713608276743e-05,0.0003530041758675709,0.017172505003460018,3.5946673499689433e-10,2.463518766275967e-10,1.3935735689536675e-07,4.720744463105658e-08,0.00016295013674956572,8.370276935382739e-09,6.747758566710303e-06
1.0156829876494783e-06,0.3220942119696489,3.76,0.0,0.5789322228489814,0.8624998404640386,0.03176393689077674,0.002219292067709523,0.24747726986456506,0.009159745424407572,0.10187815631068432,1.1261960019275936e-08,9.427526281438723e-10,0.004854056260498685,0.0014354081533372604,0.09142846666070287,0.00015817808799731714,0.00039076871476642985,2.383560863599181e-05,0.07421550399761334,0.0026266173432107393,0.020116903134159238,0.016313278374583136,0.0023674976497076506,0.0015669813534176726,2.7758831845691023e-06,0.009217459938608607,5.5604902849287944e-05,0.03974170043223502,0.0026757823550329143,4.680330825300678e-09,2.626179855801974e-05,1.4431758205116193e-06,0.0029777776850827007,1.215440361859835e-09,1.1919182137675633e-06,1.5461339355553207e-05,0.00036370609127502876,0.017402751607372816,3.682105566631184e-10,2.5298402642417266e-10,1.4379547906277019e-07,4.871228556323548e-08,0.00016504604627308418,8.692051350366287e-09,7.041132625679038e-06
1.0274827870427902e-06,0.32221463446475024,3.76,0.0,0.5760197291847838,0.8610702309886703,0.03216635893843122,0.002216971619224362,0.25011834159904245,0.009111964564390979,0.10209281326408999,1.1179250962258729e-08,9.35927868578366e-10,0.004863261499679378,0.0014237298229920574,0.09224516232526676,0.00015701585823098122,0.0003878583984065134,2.3837974620642453e-05,0.07491208529870579,0.002632073745448058,0.020502002696151725,0.016510006095070928,0.002403493413326555,0.0015659825086139032,2.7760466071756017e-06,0.009491746625095663,5.6540919058767544e-05,0.04036674920274957,0.002742134265956592,4.7495128437679565e-09,2.665146029419744e-05,1.4644306565872703e-06,0.0029728418283488907,1.2452949002155772e-09,1.2234165323360288e-06,1.5862397173605607e-05,0.00037462697862569597,0.01763110968996124,3.770008985049011e-10,2.5966586801634965e-10,1.483356344396607e-07,5.02515576604754e-08,0.00016712088991667126,9.022415320126707e-09,7.343874780654007e-06
1.0392825864361022e-06,0.32233459730186736,3.76,0.0,0.5731259164833618,0.8596459040102393,0.03256785032013955,0.002214773660505074,0.25275153712245496,0.009064929485392018,0.10229557028738702,1.1097852988389935e-08,9.29208304375489e-10,0.004872547181379093,0.0014122767878403419,0.0930558573106549,0.0001558794240895669,0.0003849518145676648,2.3837558449890967e-05,0.0756036053744154,0.0026374900826831253,0.02088801122666413,0.0167043138369399,0.0024389519648031674,0.0015649201736622328,2.775890601788507e-06,0.00976935707810241,5.746687080290005e-05,0.04099017274135443,0.002808828233723412,4.817574832909962e-09,2.703852979521138e-05,1.485543519460148e-06,0.0029679242115263024,1.275259703882653e-09,1.2551801872525497e-06,1.6266811831959164e-05,0.0003857686181825538,0.017857570885122697,3.8583569669990567e-10,2.6639565372397533e-10,1.5297909077491812e-07,5.182567937493327e-08,0.00016917481596014354,9.36150978184365e-09,7.656191108535399e-06
1.0510823858294142e-06,0.32245410573677674,3.76,0.0,0.5702505443304076,0.858226800709667,0.03296842399920665,0.002212694296574444,0.2553769219492325,0.00901861793369292,0.10248676429093277,1.1017728276226875e-08,9.225909487875432e-10,0.004881911311608354,0.0014010417346107238,0.09386064732402566,0.00015476792551593493,0.000382050737932322,2.38344549150209e-05,0.07629011966871811,0.0026428680478685447,0.021274886590080172,0.01689620978876358,0.0024738661629010133,0.0015637982959084127,2.775426093823983e-06,0.010050251660127487,5.838256095935951e-05,0.04161193374269747,0.0028758455981225486,4.8845070021135e-09,2.7422994186654347e-05,1.5065137372768956e-06,0.002963024631609669,1.3053254574723829e-09,1.2872023615096728e-06,1.6674508677217203e-05,0.00039713272545436495,0.018082127775713018,3.9471291703358175e-10,2.731716485351102e-10,1.577270964549546e-07,5.34350624351981e-08,0.00017120797302922454,9.709475602945984e-09,7.97828983643453e-06
1.0628821852227261e-06,0.3225731648476922,3.76,0.0,0.5673933781705103,0.8568128639850449,0.03336809246586988,0.002210729774523511,0.25799455945326294,0.008973008448487545,0.10266672178196573,1.0938840374968269e-08,9.160729309120701e-10,0.004891351922871472,0.0013900176468603083,0.09465962527312287,0.00015368053808569477,0.0003791568364100674,2.3828755634134155e-05,0.07697168217969198,0.002648209229280734,0.02166258793334693,0.017085702929646195,0.0025082295882835623,0.0015626204818884595,2.7746636279594124e-06,0.010334390868880427,5.928780822507108e-05,0.04223199658723293,0.0029431679250720155,4.950300965948971e-09,2.7804842158877584e-05,1.5273407217921372e-06,0.0029581428919447784,1.3354830022867862e-09,1.3194762716185882e-06,1.708541363549267e-05,0.0004087209511914476,0.01830477384526133,4.0363055491022337e-10,2.799921309939433e-10,1.625808804103077e-07,5.5080111804915207e-08,0.0001732205101180374,1.006645349434295e-08,8.310381292344734e-06
1.074681984616038e-06,0.3226917795414946,3.76,0.0,0.5645541891097491,0.8554040383864976,0.033766867755158345,0.002208876480524475,0.26060451093921455,0.00892808033627108,0.1028357592371457,1.0861154159811303e-08,9.096514792208598e-10,0.004900867080414816,0.0013791977920901521,0.09545288137042506,0.00015261647141435466,0.00037627167552353605,2.3820549171686322e-05,0.07764834550988413,0.002653515121168628,0.022051075644106147,0.017272802976095597,0.002542036514979675,0.0015613900272891694,2.7736134154755604e-06,0.010621735349524604,6.018244652202869e-05,0.04285032724898788,0.003010777010485468,5.0149496582803784e-09,2.8184063854887157e-05,1.5480239612899487e-06,0.00295327880032026,1.3657233363323659e-09,1.351995169906018e-06,1.7499453215116145e-05,0.000420534881441227,0.018525503432588377,4.1258663493369405e-10,2.8685539401252015e-10,1.6754165201435304e-07,5.676122560284714e-08,0.00017521257661496736,1.0432583925716128e-08,8.652677855848754e-06
1.08648178400935e-06,0.32280995455987493,3.76,0.0,0.5617327537245385,0.8540002700494227,0.03416476146457408,0.0022071309365169454,0.2632068357135365,0.00888381364510787,0.10299418345996308,1.0784635785875994e-08,9.03323919786127e-10,0.004910454887415838,0.0013685757093080278,0.09624050323352822,0.00015157496762530532,0.0003733967226675607,2.380992115285127e-05,0.07832016091544627,0.0026587871332736626,0.022440311310551284,0.017457520332494283,0.0025752818824464905,0.001560109944459095,2.7722853255270994e-06,0.010912245906156724,6.10663244150696e-05,0.043466893210316646,0.0030786548837664143,5.078447277908559e-09,2.8560650765509905e-05,1.568563016151582e-06,0.0029484321706849015,1.3960376147768359e-09,1.3847523465693963e-06,1.7916554509516533e-05,0.00043257603765936326,0.018744311689109602,4.215792106071239e-10,2.937597456545246e-10,1.726106009899711e-07,5.847879512559811e-08,0.00017718432232960703,1.080800704315538e-08,9.00539390891554e-06
1.098281583402662e-06,0.3229276944853292,3.76,0.0,0.5589288538767951,0.8526015066315665,0.034561784771512824,0.0022054897966404595,0.265801591154832,0.00884018913896146,0.10314229192359771,1.0709252641392579e-08,8.970876850708086e-10,0.004920113489223943,0.0013581451970502327,0.0970225759817995,0.00015055529987894654,0.00037053335124350654,2.3796954372813874e-05,0.07898717835394109,0.0026640265993323805,0.022830257682880297,0.017639866044855377,0.0026079612682501836,0.0015587829876407562,2.7706888795493237e-06,0.011205883512572824,6.193930454227285e-05,0.044081663383056996,0.0031467838109462366,5.140789249206946e-09,2.893459563354866e-05,1.588957514044343e-06,0.0029436028231019083,1.4264171519010677e-09,1.4177411321651777e-06,1.8336645200064245e-05,0.00044484587687280963,0.01896119453862585,4.306063644237226e-10,3.007035099036855e-10,1.777888973688593e-07,6.023320484390082e-08,0.0001791358975196187,1.1192862589304873e-08,9.368745786833733e-06
1.1145100425203947e-06,0.32308892158090174,3.76,0.0,0.5551008560868557,0.8506858459934677,0.03510641550001509,0.002203397352899121,0.2693579391240986,0.00878120661666187,0.1033296667506452,1.06073736989956e-08,8.886555183553043e-10,0.004933509443813587,0.001344101953807226,0.09808926120609233,0.00014918732470758418,0.0003666165700331983,2.3775447493002023e-05,0.0798967907314982,0.0026711816770532107,0.023367652044803622,0.01788679675632226,0.002651974387711408,0.0015568860297460825,2.768071832017917e-06,0.011614764549681392,6.312190271372168e-05,0.04492417929537365,0.0032408606143194156,5.224635428835083e-09,2.9444561658840833e-05,1.6167697222342874e-06,0.002936988846866365,1.468289581375041e-09,1.4634772942593071e-06,1.8919154052067174e-05,0.0004620968703265981,0.019256326114983856,4.43074572016491e-10,3.103147136961921e-10,1.8509141317409337e-07,6.270694122090551e-08,0.00018178726156251274,1.173782360262258e-08,9.886243642077813e-06
1.1307385016381273e-06,0.3232493451261735,3.76,0.0,0.5513050854094474,0.8487794280520158,0.035649447035604916,0.002201488333488822,0.2729002134366495,0.008723357596159862,0.10349879754820866,1.0507504532151218e-08,8.803852269976117e-10,0.0049470313342856375,0.001330395076460115,0.09914581449719533,0.00014785761040825928,0.00036272718531867075,2.374986817903547e-05,0.08079754272886928,0.0026782806828887216,0.023906231897875056,0.01812929561344595,0.0026949017095535023,0.001554911048182376,2.764987700641289e-06,0.012029386470522135,6.428337297956468e-05,0.04576316903106622,0.003335334466121417,5.3062837599401525e-09,2.9949506372151472e-05,1.6443072879971875e-06,0.0029304067820981237,1.510247647017707e-09,1.5096219129587695e-06,1.950699698987105e-05,0.000479786468016465,0.01954780301746541,4.5559978888809204e-10,3.199930666008817e-10,1.9260586326004918e-07,6.525203484367093e-08,0.00018440115197374872,1.23012498623451e-08,1.0424845608418901e-05
1.14696696075586e-06,0.32340897568645777,3.76,0.0,0.5475410196616236,0.8468821294989447,0.0361909049201779,0.002199755177170921,0.27642854695601254,0.008666598134157336,0.10365037848401955,1.040957078694997e-08,8.722709597000049e-10,0.0049606747854442695,0.0013170105997106613,0.10019243605486897,0.0001465645247515865,0.0003588679823335958,2.3720407747023923e-05,0.0816895532375706,0.002685326529814309,0.024445910342670428,0.018367396423245832,0.002736737084151352,0.0015528632757002105,2.7614584323968037e-06,0.012449649529858735,6.542347675295364e-05,0.04659856350060144,0.0034301614802868846,5.3857323603577556e-09,3.0449420759480866e-05,1.6715697705420672e-06,0.002923856208789504,1.552270225718818e-09,1.556158054245355e-06,2.009999139756232e-05,0.0004979178684561038,0.019835621027864677,4.681772896362003e-10,3.2973437033809005e-10,2.003351079774475e-07,6.786942226599817e-08,0.00018697796425053313,1.2883499534790607e-08,1.0985131522969613e-05
1.1631954198735927e-06,0.32356782335237483,3.76,0.0,0.5438081527285872,0.8449938315187892,0.0367308134703036,0.0021981907291159755,0.2799430667909518,0.008610886429477651,0.10378507553567332,1.03135017827467e-08,8.643071490643672e-10,0.004974435609370804,0.0013039353054127667,0.10122931861184849,0.000145306524457279,0.0003550414744622432,2.368724903356595e-05,0.08257293724799296,0.0026923219647749927,0.024986604049547355,0.018601134633802866,0.0027774762116912592,0.0015507473583938518,2.7575050762429706e-06,0.012875454742836384,6.654201674367168e-05,0.04743029764220955,0.0035252986552937056,5.46298273186248e-09,3.094429901088034e-05,1.6985568954946661e-06,0.002917336714235969,1.5943367619565857e-09,1.6030689605640672e-06,2.069795681193136e-05,0.000516494044556298,0.020119778108752165,4.808024491208671e-10,3.395344938781693e-10,2.0828193667531678e-07,7.056001527740764e-08,0.00018951809578930177,1.3484928095546218e-08,1.1567687388524215e-05
1.1794238789913253e-06,0.3237258977668685,3.76,0.0,0.5401059938596126,0.8431144195485711,0.03726919584851161,0.002196788220639764,0.28344389459778613,0.008556182712208857,0.10390352775814168,1.0219230320984572e-08,8.564884495184233e-10,0.004988309806650245,0.0012911566778245822,0.10225664779476168,0.00014408214973739403,0.000351249919622158,2.3650566805304097e-05,0.08344780603570644,0.00269926958731868,0.0255282331131646,0.018830547189015945,0.002817116529627761,0.0015485674229900827,2.753147875435117e-06,0.013306703918861297,6.763883456104433e-05,0.04825831019141113,0.0036207038794376,5.538039447320476e-09,3.14341382596834e-05,1.7252685414551232e-06,0.0029108478943087146,1.6364272651972563e-09,1.6503380580699381e-06,2.1300714941472627e-05,0.000535517745792964,0.02040027426967404,4.934707404215917e-10,3.493893755946731e-10,2.16449067792156e-07,7.33247009722042e-08,0.00019202194591927377,1.410588801382481e-08,1.217310514111455e-05
1.195652338109058e-06,0.3238832081351783,3.76,0.0,0.5364340669466616,0.8412437830037103,0.03780607413560835,0.0021955412500438607,0.28693114688500987,0.008502449132838154,0.1040063485868191,1.0126692481816585e-08,8.48809819476826e-10,0.005002293568456915,0.0012786628594105706,0.10327460249249047,0.00014289001900279544,0.00034749533689035087,2.3610528159993557e-05,0.08431426735297053,0.002706171869985697,0.026070720904054222,0.019055672376076017,0.0028556570989765515,0.001546327147473913,2.7484058990094844e-06,0.01374329969695856,6.871380835024768e-05,0.049082543436801,0.0037163359371023097,5.6109101185863935e-09,3.191893828981058e-05,1.751704742283543e-06,0.002904389382986075,1.6785223106888027e-09,1.697948964059322e-06,2.1908089676012988e-05,0.0005549915002388177,0.020677111427400415,5.061777339188641e-10,3.592950263062354e-10,2.2483914910735934e-07,7.616434244297707e-08,0.0001944899158708862,1.4746728432244092e-08,1.2801982417610517e-05
1.2118807972267906e-06,0.32403976326924777,3.76,0.0,0.5327919098752846,0.839381815107535,0.03834146939652588,0.00219444376348822,0.29040493529650263,0.008449649659690027,0.10409412700544209,1.0035827447609708e-08,8.412664701211454e-10,0.005016383274542365,0.0012664426108618713,0.1042833551865696,0.0001417288240385773,0.0003437795217292708,2.3567292893693673e-05,0.08517242560106351,0.002713031173149803,0.0266139939331676,0.01927654969589206,0.002893098498960961,0.0015440298167639865,2.7432975698595487e-06,0.014185145575346477,6.976685056302885e-05,0.04990294301817614,0.003812154511764493,5.681605049402698e-09,3.239870133715614e-05,1.7778656505720031e-06,0.00289796080388188,1.720603035072114e-09,1.7458854943704668e-06,2.2519907099097224e-05,0.0005749176169955324,0.020950293284767288,5.189190986682013e-10,3.6924753040455465e-10,2.3345475769763644e-07,7.907977797041836e-08,0.00019692240873198018,1.5407794875449833e-08,1.3454922328112741e-05
1.22648641043275e-06,0.3241800241335968,3.76,0.0,0.5295390505862626,0.8377133703378128,0.03882207378418321,0.002193579096459323,0.2935199218190017,0.008402900402464764,0.10416073427274601,9.955431268934986e-09,8.345893056582604e-10,0.005029151749770522,0.0012556694688032318,0.10518350253398846,0.0001407091729737601,0.0003404697494794925,2.3525774505231402e-05,0.08593775261448194,0.0027191696685351366,0.027103552729768145,0.019471740890446208,0.0029258575920568753,0.0015419158729221385,2.7384015181699467e-06,0.014587216656087731,7.069579065418363e-05,0.05063798248935632,0.0038985181047273172,5.743380688618724e-09,3.282618512470394e-05,1.8011753133248868e-06,0.0028922003698948484,1.7584482993628754e-09,1.789293568295887e-06,2.307419931645796e-05,0.0005932396259718111,0.021193036086974724,5.304122116832249e-10,3.7824166791255846e-10,2.4140370443317945e-07,8.176914699573602e-08,0.0001990816540072869,1.602033037035347e-08,1.4063644503510288e-05
1.2410920236387095e-06,0.32431968597286787,3.76,0.0,0.5263096230037775,0.836051790646938,0.039301507260398647,0.002192826913394492,0.2966241643923343,0.00835685607555377,0.10421601247474709,9.876302869835971e-09,8.280147967671484e-10,0.005042000877555151,0.0012451018871920169,0.10607644836458345,0.00013971271659764465,0.0003371936869234201,2.3481897562923512e-05,0.08669650783698422,0.0027252767681783044,0.02759364107697277,0.019663554466146014,0.002957730332752216,0.001539760031982406,2.733235231513149e-06,0.01499339378243727,7.160690147332882e-05,0.05136983996236316,0.003984972726509311,5.803415192119325e-09,3.3249597261238154e-05,1.8242624925603493e-06,0.0028864636472321014,1.7962541643019796e-09,1.8329409456966315e-06,2.3631827364090065e-05,0.0006119311239762641,0.02143282744397272,5.419267104530985e-10,3.8726789823487526e-10,2.49539138433345e-07,8.45211457193471e-08,0.00020121278715467625,1.6649771905818308e-08,1.469279710182341e-05
1.2556976368446689e-06,0.32445875444861055,3.76,0.0,0.5231033169584979,0.8343970052665561,0.039779783310618495,0.0021921834513834284,0.29971773534695534,0.008311493810158874,0.10426034442960204,9.798403698678863e-09,8.21539911333243e-10,0.005054928396432891,0.0012347328133140145,0.10696230630306584,0.00013873863636237334,0.00033395223451509803,2.3435764729920558e-05,0.08744876104237095,0.0027313540055935183,0.028084211429779377,0.019852021286749823,0.0029887199057017657,0.0015375640535629739,2.7278105161411987e-06,0.015403608490905805,7.250018213834007e-05,0.05209848207935753,0.0040714908565707055,5.8617209037311555e-09,3.366894370511663e-05,1.8471275319694454e-06,0.002880750387402148,1.8340080280647972e-09,1.876816261945619e-06,2.4192669069250068e-05,0.0006309933501849847,0.02166967333558231,5.534596354310548e-10,3.963235258119955e-10,2.578627927818679e-07,8.733633507891105e-08,0.00020331610559497421,1.729636279083271e-08,1.5342830274757563e-05
1.2688426887300324e-06,0.32458341325663026,3.76,0.0,0.5202371603235195,0.8329134506948143,0.04020925288190179,0.0021916943307759874,0.302492882694117,0.008271232810003278,0.10429118969443384,9.729314895122912e-09,8.157952461703194e-10,0.005066628410003823,0.0012255647996330303,0.10775360940585808,0.0001378804497131583,0.0003310651724162955,2.3392398034815356e-05,0.0881202859051274,0.0027367992165058365,0.028526098983469125,0.020018805880536974,0.0030158586561683126,0.0015355546870709084,2.722716845969402e-06,0.01577619777867309,7.328890329749908e-05,0.0527514847233515,0.004149389202676112,5.912729087019876e-09,3.40428852033922e-05,1.8675164670474567e-06,0.0028756283063660452,1.867931914637178e-09,1.9164896565973327e-06,2.470007448758158e-05,0.0006484672403374501,0.021880321942425573,5.638526253915794e-10,4.044965388310609e-10,2.6551640566872446e-07,8.992448424742597e-08,0.00020518555721235008,1.7893155947647835e-08,1.594608752472667e-05
1.2819877406153959e-06,0.32470759968292523,3.76,0.0,0.5173892717806682,0.8314352949812435,0.040637804554967474,0.002191287886134338,0.30525949176903033,0.008231491191933149,0.10431372813864483,9.661166016494686e-09,8.101268406809265e-10,0.005078388689120881,0.0012165474210521182,0.1085393385625048,0.00013703921053726448,0.0003282072851002505,2.3347353343222434e-05,0.08878664753411555,0.002742222496984285,0.02896830764934389,0.020182928227957343,0.0030422885900866985,0.0015335151911166011,2.7174310308203443e-06,0.016151953533519153,7.406321868035041e-05,0.053401835499077725,0.004227297943311574,5.962358667716741e-09,3.44135451851583e-05,1.8877261353694745e-06,0.002870524870104473,1.9017950722478356e-09,1.9563305099940036e-06,2.5209898202943865e-05,0.0006662430252107033,0.02208859591371246,5.742561201008234e-10,4.1268932974467407e-10,2.733250431884758e-07,9.256464634009362e-08,0.00020703293872688443,1.8504207754645546e-08,1.6566957490269688e-05
1.2951327925007594e-06,0.32483131742574994,3.76,0.0,0.5145594407630195,0.8299624905218007,0.041065447132991,0.002190961739682781,0.30801761024694013,0.008192254198131216,0.10432821186572676,9.59393220552083e-09,8.045327233850895e-10,0.005090207813597849,0.0012076761681094,0.10931956965401635,0.00013621439682288226,0.0003253790083262418,2.330069753743484e-05,0.08944789316384491,0.0027476248738953096,0.029410806300902412,0.020344411817234526,0.0030680135086587033,0.0015314465640612327,2.7119607799337142e-06,0.016530827161219855,7.482316186440138e-05,0.05404951365206508,0.0043051982367979325,6.0106211098641975e-09,3.478093026519967e-05,1.90775690883053e-06,0.00286543991123861,1.9355890483860147e-09,1.9963308384651546e-06,2.572205420909347e-05,0.0006843213276069437,0.02229450140605696,5.84668087812503e-10,4.2090004143360894e-10,2.8128987454101267e-07,9.525719788106529e-08,0.00020885846878897197,1.912968907570864e-08,1.72057744132133e-05
1.3069633391975866e-06,0.3249422656290875,3.76,0.0,0.5120278616799394,0.8286415034095054,0.041449555218616076,0.0021907349818008886,0.31049269565911725,0.008157360603104945,0.10433456243357103,9.534184363944766e-09,7.995599587103763e-10,0.005100894219110059,0.0011998133957814958,0.11001713787473245,0.00013548569392467664,0.00032285918686742913,2.3257383216986794e-05,0.0900386782390323,0.0027524699694471415,0.029809278138674476,0.020487510525300342,0.003090566618323506,0.0015295606606452376,2.706886020807634e-06,0.01687443938867619,7.549485794677368e-05,0.054630122579502456,0.004375286014086585,6.052898408697417e-09,3.5108782770892894e-05,1.9256319846778625e-06,0.002860879112560853,1.9659376728003977e-09,2.0324609654675035e-06,2.6184918422304203e-05,0.0007008508974674033,0.022477796797564835,5.940444554410304e-10,4.2830349699354443e-10,2.885927110837453e-07,9.772559025508234e-08,0.0002104829439396059,1.9705098941867337e-08,1.7796331969572258e-05
1.3187938858944138e-06,0.32505283962461556,3.76,0.0,0.509510595161993,0.8273247800576956,0.04183293985111573,0.0021905698345764933,0.312960973911333,0.00812285424432335,0.10433475933137888,9.475141507026808e-09,7.94644487380374e-10,0.00511162625225168,0.001192062438331131,0.11071036500432507,0.00013476953869036098,0.00032036388676437,2.321286173523378e-05,0.09062538973222937,0.0027572996601130636,0.03020793924967729,0.02062850852754815,0.0031125554042309837,0.0015276525457678701,2.701673119066453e-06,0.017220503258234324,7.615498501998451e-05,0.05520853701499893,0.004445338798887902,6.094087408681705e-09,3.543399415581163e-05,1.9433628035298337e-06,0.0028563330366371616,1.9962177522140267e-09,2.0687081977110615e-06,2.6649541585000942e-05,0.0007176262743798815,0.02265918430486449,6.03424645668274e-10,4.357186866494293e-10,2.9602379881834e-07,1.002369751738053e-07,0.00021209005689504899,2.0292454737832718e-08,1.840194483775046e-05
1.330624432591241e-06,0.32516304186386763,3.76,0.0,0.5070074969039791,0.8260122880516827,0.042215606873430976,0.0021904647724129947,0.3154224768998254,0.00808872545865064,0.10432897046601552,9.416787365486136e-09,7.8978501686424e-10,0.005122403013883028,0.0011844203655361157,0.11139930230094951,0.0001340655927252154,0.00031789330510526817,2.3167177193460273e-05,0.0912080599598333,0.0027621146466402075,0.030606769042375557,0.0207674234182034,0.0031339834357364668,0.0015257228148800545,2.696327152432646e-06,0.017568984242012406,7.680358631142544e-05,0.05578474390768832,0.004515343646210918,6.134197755892715e-09,3.5756570478230764e-05,1.960949703028955e-06,0.002851801569888086,2.02642359169818e-09,2.105066919793239e-06,2.7115863020811367e-05,0.0007346477353601669,0.022838669420153414,6.128072578514521e-10,4.4314432832207973e-10,3.0358392932205625e-07,1.027916062953671e-07,0.00021367996787996344,2.0891876317731296e-08,1.9022860220101106e-05
