Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934),CF2O2(144),O2(176),FC1OC1(F)F(245),CH2F-CF2(67),C2H2F3(1125),CH2CF2(56),CH2F(45),C2H2F3O2(908),C2HF3O(401),CH3-CF2(64),CHF2-CH2(63),CFO(50),FC1(F)CO1(1321),CH2O(19),CHF2-CHF(66),HCO(14),[O]O[C](F)F(171),C2H3F2O2(1300)
0.0004939206949219859,0.26874996537024437,3.76,0.0,0.4553026995903224,0.8477355406051227,0.11236861487540623,5.824752396611971e-05,0.10657930005253308,1.4315030278105409e-05,0.0024931938007008814,5.304568501787087e-10,1.252962629491657e-12,2.3026776610309054e-05,3.9854499581680625e-06,0.028559449249768193,3.100389070450523e-07,7.140842341556332e-05,3.2478037307654954e-05,0.023488726087721474,3.2150584301633575e-05,0.11236589071800494,0.00148106574582347,0.011018744587632433,0.0016724834378421451,2.1144973003161914e-08,0.020308123328254858,3.1412597726171886e-05,0.004651424559991103,0.005001306200391553,1.0540740464936194e-07,1.7788175404079619e-06,5.7682194441330184e-09,0.00023964640822503018,1.4124079568295818e-10,1.9043904997878068e-07,9.391770309906028e-06,0.0019046489676750541,2.569672437573576e-06,4.225146989979775e-09,4.75934484966106e-13,2.2445803810745777e-07,7.20153691939398e-08,1.6654622678480983e-06,1.0053422119963538e-07,9.525928658679599e-05,1.7387413289064955e-06,4.9632960603989475e-08,3.818642834678737e-13,2.5865575944408672e-09
0.0004980819905096057,0.2687820796663793,3.76,0.0,0.4537592534225213,0.8465165791793604,0.11322816870274785,5.8273346067209865e-05,0.10754480230191613,1.429214411360283e-05,0.002489144855848573,5.287842877267419e-10,1.2490116669584782e-12,2.3082425322575855e-05,3.981484848723741e-06,0.028794174541245516,3.104915910604059e-07,7.144296473957098e-05,3.237480069142774e-05,0.02361743288641892,3.222630090981324e-05,0.113265532576388,0.0014827690274771702,0.0110380511778338,0.0016855843862552036,2.1078248000927665e-08,0.02051422592834952,3.154418924239148e-05,0.004685662929257885,0.00502734094528576,1.056841481739058e-07,1.789128869124954e-06,5.801654103318417e-09,0.000239301819951194,1.4199107212798437e-10,1.9196558573813404e-07,9.475677628696985e-06,0.0019370277963494267,2.576491856753274e-06,4.256257214667773e-09,4.794782879034215e-13,2.2894094127332198e-07,7.341807378940623e-08,1.6674880942173634e-06,1.0259256027054804e-07,9.743632682170377e-05,1.7509946250746674e-06,5.083729492646549e-08,3.801044665761583e-13,2.6341063577272258e-09
0.0005022432860972255,0.2688141870307339,3.76,0.0,0.45221969062831235,0.8452993274468812,0.11408578226161357,5.8299410517965465e-05,0.1085103537020766,1.4269234547460831e-05,0.0024850979862348914,5.271147775510493e-10,1.245067915366974e-12,2.3138044220190306e-05,3.977461324763919e-06,0.029028704054770538,3.1093768772709354e-07,7.148242832332291e-05,3.227183342140709e-05,0.023745050836764783,3.2301720129599244e-05,0.11416380085693399,0.0014844413318601123,0.011056604386239852,0.0016986184588018611,2.1011698392833598e-08,0.02072060979815478,3.167364202276481e-05,0.0047196234113318835,0.005052848290633454,1.0595261862754671e-07,1.7992979513473876e-06,5.834627481849902e-09,0.0002389577149905466,1.427268500658973e-10,1.934781090424518e-07,9.559049523677222e-06,0.001969566964850274,2.583242413362233e-06,4.28702013250793e-09,4.829780416238729e-13,2.3346560521250053e-07,7.483275330811517e-08,1.6694860700144844e-06,1.0466915553401429e-07,9.963820753439583e-05,1.763100234521765e-06,5.2057825326805384e-08,3.783513931753847e-13,2.681980597315478e-09
0.0005105658772724653,0.26887837791748587,3.76,0.0,0.4491522114329436,0.8428699783968641,0.11579519419466439,5.835227206647426e-05,0.11044152054103738,1.4223345659820964e-05,0.0024770109499609788,5.237849416984168e-10,1.2372021104617993e-12,2.3249195485269628e-05,3.96923936226125e-06,0.02949716278185039,3.11810038805251e-07,7.157575691311792e-05,3.2066712268809194e-05,0.023997037326193328,3.245167952189506e-05,0.11595620238418725,0.0014876919610535635,0.011091490541978251,0.0017244838726035835,2.0879128824027965e-08,0.021134207776241646,3.192618189712348e-05,0.004786705424645036,0.005102284112009527,1.0646505915961589e-07,1.8192097776879717e-06,5.8991917018947535e-09,0.0002382709621707977,1.441549638746467e-10,1.9646062817477278e-07,9.724155940750566e-06,0.002035109732754073,2.596534391317185e-06,4.347495881148764e-09,4.898443144061766e-13,2.426389958467248e-07,7.76975735497969e-08,1.6733974553793337e-06,1.0887628709607867e-07,0.00010411573735683773,1.7868658861450725e-06,5.454732133083615e-08,3.7486553325715077e-13,2.7786842067574496e-09
0.0005188884684477051,0.2689425319874906,3.76,0.0,0.44610025376798834,0.8404475436615207,0.11749686274600779,5.8406119317427584e-05,0.11237263417800927,1.4177364540387782e-05,0.0024689336158591818,5.204673977252178e-10,1.2293653451166086e-12,2.336023612226386e-05,3.96078486005899e-06,0.02996479955671544,3.1265581387789475e-07,7.168769992381501e-05,3.1862684011622646e-05,0.02424472010153846,3.2600488526059395e-05,0.11774306697985082,0.0014908156701439476,0.011123481625039669,0.0017500755549261276,2.0747270878822825e-08,0.021548889707346683,3.217031861366693e-05,0.004852660622543655,0.005149621629302216,1.0694536105278835e-07,1.8385540693740783e-06,5.9619155154874005e-09,0.00023758616395865047,1.4552527977455374e-10,1.993856779550552e-07,9.887029528030857e-06,0.0021012440482259856,2.6095435109678396e-06,4.40655906275492e-09,4.965312980944418e-13,2.519757113013286e-07,8.060888656176696e-08,1.6771945238177438e-06,1.131539306731968e-07,0.00010869031077378892,1.8100337361898044e-06,5.710110813456308e-08,3.714068041012696e-13,2.876625446926718e-09
0.0005272110596229449,0.2690066432799715,3.76,0.0,0.44306380815320445,0.8380320726894923,0.11919080126376043,5.846096219975644e-05,0.11430352901848007,1.4131292154624e-05,0.0024608668600942384,5.171622002877469e-10,1.2215577486008058e-12,2.347117167071731e-05,3.95209881001295e-06,0.030431588617789506,3.1347488826948127e-07,7.181758063088576e-05,3.165975797457011e-05,0.024488134125572394,3.274817288109292e-05,0.1195243667782665,0.0014938107020510928,0.01115265432806877,0.0017753895126164938,2.061613059591772e-08,0.02196462741767953,3.2406153747794594e-05,0.004917479964449536,0.005194870802123857,1.0739415435996837e-07,1.8573322574164092e-06,6.022803569310936e-09,0.00023690333433274712,1.4683799534127515e-10,2.0225240813636886e-07,1.0047613666335296e-05,0.0021679366466991487,2.6222652761095227e-06,4.464196311733121e-09,5.030372498022116e-13,2.614731606876386e-07,8.356572417436501e-08,1.6808755754044473e-06,1.1750035540962802e-07,0.00011336027105932166,1.8325999582061825e-06,5.971879138796975e-08,3.6797528681731974e-13,2.9757607853815914e-09
0.0005355336507981847,0.2690707059201901,3.76,0.0,0.44004286387223557,0.835623614153461,0.12087702431123083,5.85168098824886e-05,0.11623404038120602,1.4085129505891798e-05,0.002452811512278305,5.138694034913074e-10,1.2137794488681984e-12,2.3582007495005276e-05,3.943182396525223e-06,0.03089750433967039,3.1426715817262567e-07,7.196475279604454e-05,3.145794267240637e-05,0.02472731474526956,3.2894758006648904e-05,0.12130007437368397,0.0014966754991732147,0.011179083514162538,0.0018004218818040239,2.0485713488214908e-08,0.022381392166782137,3.263378912715009e-05,0.004981155316631501,0.005238043471182057,1.0781206417441598e-07,1.8755461363511542e-06,6.081861688623551e-09,0.00023622248705237406,1.480933603038919e-10,2.0506004498499816e-07,1.0205855050306542e-05,0.002235154260257294,2.6346955427591466e-06,4.520395998057782e-09,5.093606794817021e-13,2.7112866509242024e-07,8.656709486765418e-08,1.6844391028145027e-06,1.2191378791373018e-07,0.00011812387410737198,1.8545614165184416e-06,6.239992434017415e-08,3.6457104407090567e-13,3.0760461944948603e-09
0.0005438562419734245,0.26913471411564255,3.76,0.0,0.4370374089818096,0.8332222159337054,0.12255554760842259,5.857367079856993e-05,0.11816400460608514,1.4038877635256705e-05,0.002444768356844993,5.105890608605524e-10,1.2060305725007743e-12,2.369274878493059e-05,3.934036987363972e-06,0.03136252125487704,3.1503253985715476e-07,7.212859887829038e-05,3.1257245838545216e-05,0.02496229766028249,3.304026898784308e-05,0.1230701628251638,0.001499408696824751,0.011202842262673407,0.0018251689261795686,2.0356024561394847e-08,0.022799154696657428,3.2853326773877616e-05,0.005043679423752542,0.0052791532503050935,1.0819971043393022e-07,1.8931978472611742e-06,6.139096822182916e-09,0.0002355436356528133,1.4929167389355354e-10,2.0780788901377117e-07,1.0361703616802898e-05,0.0023028636531576573,2.6468305065792076e-06,4.575148168904365e-09,5.155003409371053e-13,2.809394613740335e-07,8.961198512540388e-08,1.6878837839577055e-06,1.2639241523912366e-07,0.00012297929243326765,1.8759156381264869e-06,6.5144009245637e-08,3.61194120951915e-13,3.177437207362507e-09
0.0005521788331486643,0.2691986621613221,3.76,0.0,0.43404743032191834,0.830827925103368,0.12422638797705111,5.86315526674382e-05,0.12009325915295388,1.3992537619166827e-05,0.0024367381344422233,5.073212252502298e-10,1.1983112444755589e-12,2.3803400557065197e-05,3.924664124654139e-06,0.03182661407377349,3.157709689058682e-07,7.230852843814265e-05,3.1057674453221283e-05,0.02519311889318303,3.318473056575032e-05,0.12483460566085122,0.0015020091168934074,0.011224001912504122,0.0018496270354905516,2.0227068332175612e-08,0.02321788527772405,3.306486885095829e-05,0.005105045882004285,0.00531821542505095,1.0855770774226037e-07,1.910289861819528e-06,6.194516990534757e-09,0.00023486679344117745,1.5043328236049584e-10,2.104953127472916e-07,1.0515112479715927e-05,0.0023710316546213354,2.658666691674373e-06,4.628444493287371e-09,5.214552228626369e-13,2.9090270594063004e-07,9.269936076707907e-08,1.6912084752089863e-06,1.3093438772360897e-07,0.00012792461906960313,1.8966607856555844e-06,6.795049878908972e-08,3.5784454581176824e-13,3.2798889724271685e-09
0.0005605014243239041,0.2692625444399229,3.76,0.0,0.4310729135258914,0.8284407879160023,0.1258895632921531,5.869046251754206e-05,0.12202164268665325,1.3946110567652874e-05,0.0024287215431798,5.04065948772516e-10,1.1906215880101509e-12,2.3913967655152664e-05,3.915065516770576e-06,0.03228975770173356,3.1648239953610786e-07,7.250397671283589e-05,3.085923476952962e-05,0.025419814763121027,3.33281671279131e-05,0.12659337688160774,0.0015044757621248287,0.011242632100507959,0.0018737927243786022,2.0098848845212278e-08,0.0236375537491675,3.326851761168694e-05,0.005165249115181359,0.005355246863374451,1.0888666520791676e-07,1.9268249678011407e-06,6.248131239009163e-09,0.00023419197349288965,1.5151857677211744e-10,2.1312175877047172e-07,1.0666037868712636e-05,0.0024396251873001645,2.6702009412831205e-06,4.680278211135297e-09,5.272245408597412e-13,3.0101547815654115e-07,9.582816814056887e-08,1.6944122052911394e-06,1.3553782154097426e-07,0.00013295787110693212,1.9167956337080066e-06,7.081879734641306e-08,3.5452233104737965e-13,3.3833563020284394e-09
0.0005688240154991439,0.26932635541936,3.76,0.0,0.4281138430342529,0.8260608497904224,0.12754509242119896,5.875040670966488e-05,0.12394899518211264,1.3899597624438394e-05,0.00242071924014768,5.008232827740779e-10,1.1829617245138377e-12,2.402445475216433e-05,3.9052430289239055e-06,0.03275192726035499,3.171668037875761e-07,7.2714402853214e-05,3.0661932343760576e-05,0.025642421852547666,3.347060269698008e-05,0.1283464509653995,0.0015068078088477045,0.011258800810065389,0.001897662631027585,1.997136969275747e-08,0.02405812956955412,3.346437534464678e-05,0.005224284344424715,0.005390265903177129,1.0918718625934967e-07,1.9428062514851845e-06,6.299949580703612e-09,0.00023351918864740058,1.5254799018895005e-10,2.156867372641109e-07,1.0814439048071157e-05,0.0025086113026876063,2.6814304057127557e-06,4.730644070804536e-09,5.328077278742218e-13,3.1127478418621807e-07,9.899733546576177e-08,1.6974941671864753e-06,1.4020080190309808e-07,0.0001380769942437509,1.9363195396248637e-06,7.374826265606252e-08,3.5122747399355093e-13,3.4877937288497494e-09
0.0005771466066743836,0.2693900896607949,3.76,0.0,0.4251702021071013,0.823688155299006,0.1291929951747961,5.881139095950622e-05,0.1258751580071635,1.3852999963688712e-05,0.0024127318428270113,4.97593277727515e-10,1.1753317733012998e-12,2.4134866356454692e-05,3.895198675317702e-06,0.03321309810418091,3.1782417084535345e-07,7.29392886941795e-05,3.0465772061152955e-05,0.025860976980209005,3.3612060946323986e-05,0.13009380287051328,0.001509004600843079,0.011272574410747067,0.0019212335160746217,1.9844634031396228e-08,0.024479581857610656,3.365254433589074e-05,0.005282147563531245,0.00542329226153057,1.094598685481464e-07,1.958237084228295e-06,6.349982952960853e-09,0.00023284845150488187,1.5352199545132636e-10,2.181898233331645e-07,1.0960278221443544e-05,0.0025779572091940554,2.692352530128417e-06,4.779538266240047e-09,5.382044245744334e-13,3.216775611798228e-07,1.0220577426390902e-07,1.700453712089721e-06,1.449213857103282e-07,0.0001432798665936593,1.9552324153118478e-06,7.673820744024787e-08,3.479599576249335e-13,3.5931555581696206e-09
0.0005854691978496234,0.26945374181200377,3.76,0.0,0.42224197283696974,0.8213227481573,0.13083329226051246,5.887342036747601e-05,0.1277999739979283,1.3806318788593977e-05,0.00240475993044422,4.943759831962135e-10,1.1677318515418311e-12,2.4245206813134427e-05,3.884934611406859e-06,0.03367324583593615,3.1845450639722905e-07,7.31781376182662e-05,3.0270758162985754e-05,0.02607551717569477,3.3752565193119226e-05,0.13183540803840704,0.0015110656434957114,0.011284017695852095,0.001944502261657306,1.971864459964497e-08,0.024901879430272292,3.3833126824816084e-05,0.0053388355155612,0.005454346949579472,1.097053038095531e-07,1.973121108408622e-06,6.3982431716888214e-09,0.0002321797744232879,1.5444110301954e-10,2.2063065522881788e-07,1.1103520469046573e-05,0.00264763029791237,2.7029650445892317e-06,4.826958386940753e-09,5.434144721928145e-13,3.3222068044277665e-07,1.0545238042119654e-07,1.7032903433181808e-06,1.49697604069903e-07,0.00014856430237371153,1.9735347057112085e-06,7.97879007390762e-08,3.4471975135397746e-13,3.6993959114276278e-09
0.0005937917890248632,0.2695173066131057,3.76,0.0,0.4193291361621001,0.818964671214221,0.13246600523782662,5.893649944710079e-05,0.12972328753096282,1.3759555332265433e-05,0.0023968040453605627,4.911714478064661e-10,1.1601620741988582e-12,2.4355480302829298e-05,3.874453126295048e-06,0.03413234632111987,3.190578320113208e-07,7.343047338108568e-05,3.0076894274500214e-05,0.026286079654423217,3.389213838132795e-05,0.13357124239651888,0.0015129905979309592,0.011293193919516971,0.0019674658706184214,1.95934037360189e-08,0.02532499083983581,3.400622495547115e-05,0.005394345669473013,0.005483452189260174,1.0992407771931818e-07,1.9874622232315215e-06,6.4447428854099575e-09,0.0002315131695155849,1.553058588271616e-10,2.230089326239174e-07,1.1244133704523408e-05,0.002717598167456402,2.7132659561140882e-06,4.8729033715581795e-09,5.484379044862916e-13,3.4290095014394635e-07,1.087360351716521e-07,1.706003710157895e-06,1.5452746478109499e-07,0.0001539280556016258,1.9912273673059156e-06,8.28965691624717e-08,3.41506811841571e-13,3.8064687702319726e-09
0.0006104369713753427,0.26964415357754346,3.76,0.0,0.41354955866964677,0.8142706749289106,0.1357087690848108,5.90658218300104e-05,0.1335647928673598,1.3665786640479146e-05,0.002380942349943917,4.848008438722642e-10,1.145113400452626e-12,2.4575842322863072e-05,3.852847672992658e-06,0.03504731041579524,3.201836152374289e-07,7.397379512857547e-05,2.9692628086808853e-05,0.02669542109619012,3.416858160266581e-05,0.13702550483959214,0.0015164316282054702,0.011304990736360581,0.0020124662895333366,1.9345175157763055e-08,0.026173528285507484,3.433037603367344e-05,0.005501825941032234,0.005535908747686041,1.1028395338052739e-07,2.014532527484596e-06,6.5325153014897405e-09,0.00023018622343251127,1.56874663370525e-10,2.2757691417915788e-07,1.1517358402881292e-05,0.002858289832711364,2.7329263188210833e-06,4.960370091191718e-09,5.579259657720333e-13,3.6465988308313764e-07,1.15409950464593e-07,1.711059939993681e-06,1.6434004366691925e-07,0.0001648842531203051,2.0247900279095834e-06,8.928753632602019e-08,3.3516249969007696e-13,4.022927518096049e-09
0.0006244941939402351,0.2697509606840837,3.76,0.0,0.40871634111574195,0.8103296994903758,0.13842393496842847,5.917833830201136e-05,0.13680297371536845,1.3586352172716945e-05,0.002367600995717332,4.794608995262791e-10,1.132499371355118e-12,2.4761769165302118e-05,3.833946882203422e-06,0.03581654249492568,3.2105067907662917e-07,7.447069808347114e-05,2.9371711918585383e-05,0.02702906485576484,3.439934392498922e-05,0.13992451831684435,0.0015189132615636167,0.01130843436710051,0.0020494946176784876,1.9137887119053418e-08,0.02689238489405771,3.458173023705411e-05,0.005588915615266983,0.0055743559299352066,1.105099851301626e-07,2.035742024837711e-06,6.601284192595841e-09,0.0002290721488552716,1.5803572728098635e-10,2.3123812158293624e-07,1.1739671416419397e-05,0.002977737594762974,2.7485458676656934e-06,5.029655160256532e-09,5.653609847744495e-13,3.8343323962417136e-07,1.2115132090284307e-07,1.7149453105273298e-06,1.7277578312569272e-07,0.0001743628727659669,2.051252306112101e-06,9.486088516432614e-08,3.298889346692388e-13,4.207908985075873e-09
0.0006385514165051276,0.2698574517448961,3.76,0.0,0.403926738503937,0.8064101752036019,0.14111778164533859,5.9293889003586786e-05,0.14003485176995642,1.3506700440731013e-05,0.002354311316918111,4.741579651349738e-10,1.119972781582561e-12,2.494755499689277e-05,3.8144609486437902e-06,0.036582475401851465,3.218415323799371e-07,7.500039454152473e-05,2.905410349108897e-05,0.027351863502197787,3.46277435343753e-05,0.1428067653329468,0.0015210075856823984,0.011306200578601513,0.0020856169249752897,1.8932751916671683e-08,0.027613135626916398,3.48130921493759e-05,0.005672637187491791,0.005607578197919824,1.1066754908856111e-07,2.0554635815369126e-06,6.665228156327058e-09,0.00022796413830432528,1.590502170416399e-10,2.3471901424018905e-07,1.195415678930999e-05,0.0030976029846462244,2.7632595496854576e-06,5.094764794221962e-09,5.722707339445908e-13,4.0255306543552747e-07,1.2698296403238066e-07,1.718479418803186e-06,1.8133723205115894e-07,0.00018403574867931267,2.076005737611841e-06,1.0059064544494126e-07,3.246921454728813e-13,4.394648434401272e-09
0.00065260863907002,0.26996360407949405,3.76,0.0,0.39918062698052714,0.8025122824697448,0.14379043325572646,5.9412480988383474e-05,0.14325972873162637,1.3426838082373884e-05,0.0023410749921609028,4.688922428163683e-10,1.1075341086610786e-12,2.513321567209488e-05,3.7944040541975524e-06,0.037345001861293435,3.225566780221085e-07,7.55610758775179e-05,2.8739804884405406e-05,0.02766399923455251,3.4853881088247474e-05,0.14567214426776953,0.0015227168783005765,0.011298553230163181,0.002120822212241907,1.872977082682277e-08,0.02833562494748331,3.5024947580070726e-05,0.005752997152927612,0.005635709493088063,1.1075928234998431e-07,2.07372213255406e-06,6.724428066555218e-09,0.00022686224277730635,1.5992158159936972e-10,2.3801970048502415e-07,1.216073401515925e-05,0.0032177382946965098,2.777064769869606e-06,5.155727546019933e-09,5.78660115378421e-13,4.22002513789596e-07,1.3289918531862617e-07,1.7216642025367516e-06,1.9001437027710669e-07,0.00019389070088466248,2.0990673579071626e-06,1.064720218850911e-07,3.195716208282127e-13,4.5829245576006925e-09
0.0006666658616349125,0.270069395772022,3.76,0.0,0.39447787422478825,0.7986361941957815,0.14644201840599477,5.95341180048752e-05,0.14647692240663643,1.3346771896487384e-05,0.0023278934784339476,4.636639246953639e-10,1.0951838065772757e-12,2.531876597095788e-05,3.773791060661179e-06,0.03810401746147772,3.231967134065824e-07,7.615104431346815e-05,2.842881460225317e-05,0.027965654372251625,3.50778546696584e-05,0.14852055758157645,0.0015240443361720897,0.011285745775880226,0.002155100427561407,1.852894280337965e-08,0.029059697173193778,3.5217779566933215e-05,0.005830006563901652,0.005658889054200884,1.107877680385669e-07,2.090543965445306e-06,6.778969181554562e-09,0.00022576651115331902,1.6065344062499237e-10,2.4114066326338624e-07,1.2359341129404396e-05,0.0033379987734679173,2.7899606168903115e-06,5.212579869247466e-09,5.84535125025594e-13,4.417644250631256e-07,1.3889423710308765e-07,1.72450244388789e-06,1.9879713093814823e-07,0.00020391528214009597,2.1204570361444766e-06,1.1249996728251109e-07,3.145267843008978e-13,4.772517351076633e-09
0.000680723084199805,0.2701748056530062,3.76,0.0,0.3898183396688832,0.7947820757341533,0.14907266970344057,5.965880084398345e-05,0.14968576728900557,1.3266508828420041e-05,0.0023147680271389534,4.584731924035406e-10,1.0829223045850392e-12,2.5504219650561938e-05,3.7526374285155357e-06,0.03885942077322415,3.2376232355469715e-07,7.676870348646081e-05,2.812112786125656e-05,0.028257011087077434,3.529975989967486e-05,0.1513519118337833,0.0015249940026782942,0.011268021691452228,0.0021884424602448727,1.8330264665734264e-08,0.02978519684864687,3.539206800342507e-05,0.005903680752241632,0.005677260557493314,1.1075553470515389e-07,2.1059565745761226e-06,6.828940671136945e-09,0.00022467699017587515,1.6124956146322488e-10,2.440827342666748e-07,1.2549933727998726e-05,0.0034582428415912956,2.8019477446299674e-06,5.265365460695744e-09,5.899027553347573e-13,4.618213660383309e-07,1.4496233132279087e-07,1.7269977015764226e-06,2.0767542886499283e-07,0.00021409682463137386,2.140197213422141e-06,1.1866920271341418e-07,3.095570017592195e-13,4.963208581884833e-09
0.0006947803067646974,0.270279813312301,3.76,0.0,0.3852018747240799,0.790950084836845,0.15168252331922347,5.9786527539205705e-05,0.15288561506749726,1.3186055952033843e-05,0.0023016996990998287,4.5332021671655137e-10,1.070750005951279e-12,2.568958953464733e-05,3.7309591446403573e-06,0.03961111345413699,3.2425427476676133e-07,7.74125500930776e-05,2.781673684232955e-05,0.028538251149956333,3.551969020057937e-05,0.15416611769747543,0.0015255706974907186,0.011245614885478204,0.0022208401349763955,1.813373126163536e-08,0.030511969092606724,3.5548289340413166e-05,0.005974039060204918,0.005690971310705299,1.1066505606632023e-07,2.1199885280644354e-06,6.874435186854015e-09,0.00022359372443991454,1.6171383760291345e-10,2.468470651626085e-07,1.2732483909862723e-05,0.0035783322844877585,2.8130282586239383e-06,5.314134653766966e-09,5.947708925238103e-13,4.821556761621393e-07,1.5109765414050917e-07,1.7291542447013612e-06,2.1663918793727904e-07,0.00022442248548287306,2.158312633404918e-06,1.249742400257797e-07,3.046615873341845e-13,5.154782241560195e-09
0.0007088375293295898,0.2703843990854425,3.76,0.0,0.38062832300650357,0.7871403716211116,0.15427171858012628,5.991729370339089e-05,0.15607583506732234,1.310542045898489e-05,0.0022886893795052788,4.482051575004437e-10,1.058667288244444e-12,2.587488756917072e-05,3.7087726490885558e-06,0.040359000339778434,3.246734083794319e-07,7.808116649485436e-05,2.751563096089242e-05,0.028809555693493093,3.573773688490005e-05,0.1569630899706319,0.0015257799487663746,0.011218750093276804,0.0022522862054379206,1.79393356429961e-08,0.031239859919447246,3.5686916247948244e-05,0.006041104581264857,0.0057001715019160655,1.1051875046486803e-07,2.132669332570877e-06,6.915548422358463e-09,0.0002225167563821153,1.6205026781080373e-10,2.494351065053539e-07,1.2906979428192783e-05,0.003698132423612227,2.823205617471563e-06,5.358943855316059e-09,5.991482375211861e-13,5.027495044316985e-07,1.5729437704855447e-07,1.7309769887458976e-06,2.2567836725001744e-07,0.0002348792906150358,2.174830124171182e-06,1.3140940133872306e-07,2.998398104102625e-13,5.347024928985474e-09
0.0007228947518944823,0.27048854405677597,3.76,0.0,0.3760975205646053,0.7833530785481786,0.1568403975890411,6.005109303610816e-05,0.15925581462261257,1.302460965075209e-05,0.002275737792650051,4.4312816335044396e-10,1.0466745027263394e-12,2.6060124853965994e-05,3.686094762671988e-06,0.041102989521083634,3.2502063455342375e-07,7.87732140748929e-05,2.721779713260238e-05,0.029071104990121308,3.595398914637416e-05,0.15974274758385645,0.0015256279279136293,0.011187643254140019,0.0022827743475215515,1.7747069238775854e-08,0.03196871653456994,3.580841729398319e-05,0.0061049039096324215,0.005705013503137015,1.1031898058266964e-07,2.144029304786765e-06,6.952378695215151e-09,0.00022144612627487094,1.6226293641862652e-10,2.518485874857378e-07,1.3073422871766195e-05,0.003817512265793832,2.8324845340519693e-06,5.399854943896479e-09,6.030442264818967e-13,5.235848365432673e-07,1.6354666557067509e-07,1.732471438485643e-06,2.3478298520447025e-07,0.0002454541767957109,2.1897783906985328e-06,1.37968836503493e-07,2.950909022668868e-13,5.539726215778119e-09
0.0007369519744593747,0.27059223004936456,3.76,0.0,0.37160929610561927,0.7795883404131618,0.15938870487446774,6.018791742164073e-05,0.16242495938572002,1.294363091835369e-05,0.0022628455147384358,4.380893712148876e-10,1.0347719725844979e-12,2.624531175775081e-05,3.6629426297388085e-06,0.04184299240917049,3.2529692699702205e-07,7.948742715215641e-05,2.6923219965847538e-05,0.029323078246275947,3.61685344299386e-05,0.1625050136052953,0.0015251213875039455,0.011152501870734039,0.002312299152260873,1.755692197899995e-08,0.03269838760416191,3.5913256759662434e-05,0.0061654668998867386,0.005705651228906078,1.1006805373483323e-07,2.154099464453152e-06,6.985026603690868e-09,0.00022038187222344277,1.6235599589628283e-10,2.5408948623615375e-07,1.3231830576505421e-05,0.003936344632101276,2.840870873153701e-06,5.436934749481388e-09,6.064689296151191e-13,5.44643541672088e-07,1.698486939535e-07,1.7336436323487056e-06,2.439431423506334e-07,0.00025613403175994085,2.2031877662028434e-06,1.4464654634531578e-07,2.90414059909292e-13,5.732679035204767e-09
0.0007510091970242672,0.270695439622102,3.76,0.0,0.36716347122315335,0.7758462843469495,0.16191678706640464,6.032775689425658e-05,0.16558269357500954,1.2862491728055694e-05,0.002250012985472462,4.330889066227807e-10,1.022959993945846e-12,2.643045798475307e-05,3.639333660022771e-06,0.042578923787843774,3.2550331793335933e-07,8.022260737654418e-05,2.663188197044461e-05,0.029565653411467736,3.6381458712516406e-05,0.1652498152417662,0.0015242676022488532,0.011113525352403444,0.0023408561178040257,1.7368882430857255e-08,0.03342872350077276,3.6001894381026945e-05,0.006222826437112847,0.00570223954569296,1.0976822155407722e-07,2.162911423285377e-06,7.0135946656063155e-09,0.0002193240301664939,1.6233364999108477e-10,2.5616000989584065e-07,1.3382231718489033e-05,0.004054506266461566,2.848371562515193e-06,5.470254587161022e-09,6.094329875706749e-13,5.659074166325825e-07,1.7619465705434828e-07,1.7345000828470174e-06,2.5314904391627856e-07,0.00026690573276756907,2.2150900253327737e-06,1.514364032718493e-07,2.85808451433468e-13,5.9256799604233725e-09
0.0007650664195891597,0.27079815605990987,3.76,0.0,0.36275986062129445,0.7721270298284051,0.16442479259706444,6.0470600476396866e-05,0.16872846016826354,1.2781199626196768e-05,0.002237240521100961,4.281268834925518e-10,1.0112388363645777e-12,2.6615572530160446e-05,3.6152854607732053e-06,0.04331070185530123,3.2564089224983444e-07,8.0977618696121e-05,2.634376381050743e-05,0.029799007002240856,3.659284617798445e-05,0.16797708383688298,0.0015230743124815627,0.011070905342801972,0.0023684416402995363,1.718293796412757e-08,0.034159576526350564,3.6074785006010906e-05,0.006277018215147629,0.0056949337301492675,1.094216798294465e-07,2.170497268858527e-06,7.038186936694328e-09,0.0002182726338795332,1.6220013691711706e-10,2.58062584177125e-07,1.3524667803499619e-05,0.004171877926336642,2.8549945154041862e-06,5.499889670936491e-09,6.119475597808568e-13,5.8735818931254e-07,1.825787715921169e-07,1.73504773117482e-06,2.6239101949172184e-07,0.0002777561828478144,2.2255182470618083e-06,1.58332162042484e-07,2.812732223517969e-13,6.118529449244907e-09
