Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934),CF2O2(144),O2(176),FC1OC1(F)F(245),CH2F-CF2(67),C2H2F3(1125),CH2CF2(56),CH2F(45),C2H2F3O2(908),C2HF3O(401),CH3-CF2(64),CHF2-CH2(63),CFO(50),FC1(F)CO1(1321),CH2O(19),CHF2-CHF(66),HCO(14),[O]O[C](F)F(171),C2H3F2O2(1300),O[C](F)F(239),H2O2(11),CF2CH(72),C2HF2O(1089)
1.1884132667097472e-09,0.4821550614822101,3.76,0.0,0.7950982567215052,0.9999786321860991,2.3365338302500957e-20,4.588357500447416e-17,1.4094536742827688e-11,1.4087543662958617e-11,3.0609522543839937e-12,1.317500127997709e-19,1.570268555689631e-19,6.9283584260308e-15,6.924212267553322e-15,6.11047850191578e-18,5.873411548791496e-18,3.061729714635882e-12,7.328978202212182e-16,2.389427736321811e-15,6.335262698727198e-17,4.555752350416399e-17,6.221552661951107e-17,4.467194794071424e-26,2.7586382215095142e-24,7.127972893773529e-19,7.854363123104798e-24,5.879623092441601e-30,2.3879655733207956e-15,3.395292519090372e-27,2.1463394552023684e-33,9.452521575360341e-24,4.179340886722602e-24,2.136781083154807e-05,1.5552292265024617e-38,4.3006977114406084e-29,1.818432644776382e-28,5.647698773134371e-25,1.495671647517198e-20,7.260884458472104e-33,7.231083316460286e-42,3.2013121411783903e-37,3.1504729777651265e-39,7.817618371121971e-22,6.654272258425655e-39,2.5959783311361525e-38,2.9686592650135716e-27,2.480153843104202e-36,1.5359684374575288e-26,2.3746057314791033e-40,3.562722619659009e-27,6.19459896749245e-20,1.3916329243186495e-32,4.334187661679096e-35
1.2256537384176485e-09,0.48215506148224857,3.76,0.0,0.7950982567209676,0.9999785536034543,2.5636241598802456e-20,4.8816444000287954e-17,1.4536207364527901e-11,1.4528769204815523e-11,3.156845577260844e-12,1.4227520999490468e-19,1.6439742713413074e-19,7.369237232626782e-15,7.36468935958097e-15,6.702914688393462e-18,6.433570901074142e-18,3.1576724534334906e-12,7.795382647436917e-16,2.464399451195709e-15,6.739716798609148e-17,4.845869310924311e-17,6.617513374721223e-17,4.861567276835436e-26,2.9342599059376425e-24,7.566875038264149e-19,8.616145116809482e-24,6.446738008600455e-30,2.462795538496705e-15,3.699735906679562e-27,2.4265204677013816e-33,1.0153279401048919e-23,4.341150505083514e-24,2.1446393379709874e-05,1.7582647353663185e-38,4.7177125563987565e-29,1.9947840941381521e-28,6.007914444390093e-25,1.5425486603409588e-20,8.213287384351678e-33,8.077608850176983e-42,3.511891866003401e-37,3.457562329343729e-39,8.469352963743956e-22,7.321649070949877e-39,2.937585407602317e-38,3.2565017977993756e-27,2.720517303358361e-36,1.5931383912240367e-26,2.6864905399139728e-40,3.901428556673617e-27,6.588912206216165e-20,1.5264326047825307e-32,4.903096925024576e-35
1.2628942101255498e-09,0.4821550614822868,3.76,0.0,0.7950982567204299,0.9999784828081554,2.805002474253189e-20,5.184092640427894e-17,1.4977877989302425e-11,1.496998102285111e-11,3.2527373764988067e-12,1.5326258581017426e-19,1.71826606359186e-19,7.823705270792989e-15,7.81873055403422e-15,7.332444629933995e-18,7.027750098436971e-18,3.2536151859620803e-12,8.276166199481531e-16,2.5393800398974677e-15,7.15675921618786e-17,5.144948177913941e-17,7.025684252669516e-17,5.278284206643592e-26,3.1153033038394054e-24,8.017993481499864e-19,9.425655537905872e-24,7.049187183705668e-30,2.5376255015759423e-15,4.0217429919008504e-27,2.733258537216791e-33,1.0880269214050494e-23,4.5030999682208754e-24,2.1517188582243545e-05,1.9805537483612387e-38,5.16084319265745e-29,2.182183174531588e-28,6.379309839173304e-25,1.5894265313088425e-20,9.256355542212888e-33,8.991145684067291e-42,3.841942987024569e-37,3.784122860053546e-39,9.151104094857072e-22,8.031998591626734e-39,3.3118868463810976e-38,3.562369142989178e-27,2.9759196373577624e-36,1.6503273273986413e-26,3.0281309525456214e-40,4.2605185917829216e-27,6.995391080734752e-20,1.6696567620847262e-32,5.526227399727342e-35
1.300134681833451e-09,0.4821550614823252,3.76,0.0,0.7950982567198922,0.9999784190284857,3.0611083830108374e-20,5.4957089559906307e-17,1.5419548617335028e-11,1.54111791174908e-11,3.3486276533318943e-12,1.647153247607842e-19,1.7931046974452612e-19,8.291761755328322e-15,8.286334305107137e-15,8.000193210591315e-18,7.656890261770968e-18,3.3495579129621938e-12,8.771328219254931e-16,2.6143697717863932e-15,7.586396518217679e-17,5.452989558642714e-17,7.446064917437235e-17,5.717954477016717e-26,3.3017687611798484e-24,8.481254305881768e-19,1.02843443892431e-23,7.688037538694905e-30,2.6124554625585357e-15,4.3618027512598334e-27,3.0681784027352272e-33,1.1633509957902384e-23,4.665169286068449e-24,2.1580968155524002e-05,2.2232759564340259e-38,5.630882099784398e-29,2.380965445717831e-28,6.761888906870338e-25,1.6363052922277918e-20,1.0395654191778314e-32,9.974527208278374e-42,4.192058343662845e-37,4.130773095696364e-39,9.86310191640603e-22,8.786619410227599e-39,3.720911152831377e-38,3.8868081252764846e-27,3.2468161343717804e-36,1.7075321098714293e-26,3.4013615254581823e-40,4.6405385412534894e-27,7.414035590301408e-20,1.8215594497229492e-32,6.20691508528874e-35
1.3373751535413524e-09,0.48215506148236353,3.76,0.0,0.7950982567193545,0.9999783615692067,3.3323818188087727e-20,5.816500080345243e-17,1.586121924881447e-11,1.585236348916005e-11,3.444516408928783e-12,1.7663639786231226e-19,1.8684535544364795e-19,8.773405900924254e-15,8.767499067037448e-15,8.707285186218708e-18,8.321927383257667e-18,3.4455006351040586e-12,9.280868067810385e-16,2.6893689162062207e-15,8.028635270897814e-17,5.769994055987406e-17,7.878654990612513e-17,6.181186952718182e-26,3.493656636878992e-24,8.95658403978081e-19,1.1193661641861801e-23,8.364355918873172e-30,2.687285421444517e-15,4.7204041481268716e-27,3.432952739968654e-33,1.2413017769335358e-23,4.8273414213154e-24,2.1638427337791786e-05,2.4876460917274196e-38,6.128621697061832e-29,2.59146646091088e-28,7.155655596576415e-25,1.6831849749023856e-20,1.1636912733604448e-32,1.1030599011548169e-41,4.562830853838246e-37,4.498133839434656e-39,1.0605561213310484e-21,9.586808219069214e-39,4.166748621682642e-38,4.230365519798619e-27,3.5336620115676937e-36,1.7647501618862096e-26,3.808071653111932e-40,5.0420301927613606e-27,7.844845734258699e-20,1.982394608631888e-32,6.948595067122802e-35
1.3746156252492537e-09,0.4821550614824019,3.76,0.0,0.7950982567188168,0.9999783098039852,3.6192630372818723e-20,6.14647274640409e-17,1.6302889883934507e-11,1.629353413828436e-11,3.540403644399745e-12,1.8902857686431686e-19,1.9442784581894792e-19,9.268636922164283e-15,9.262223294105747e-15,9.454845184472384e-18,9.023792353624926e-18,3.5414433529945528e-12,9.804785106332155e-16,2.764377742485122e-15,8.483482039869824e-17,6.095962268462735e-17,8.323454093728136e-17,6.668590469770575e-26,3.6909673028059585e-24,9.443909654834107e-19,1.2155057234115043e-23,9.079209093953827e-30,2.7621153782339164e-15,5.09803613274955e-27,3.829302135446515e-33,1.3218806392103581e-23,4.9896018540393605e-24,2.169019246304613e-05,2.774913928173512e-38,6.654854343496767e-29,2.814021766783009e-28,7.560613857095709e-25,1.7300656111348365e-20,1.2986024569566762e-32,1.2162217817057012e-41,4.954853514547181e-37,4.886828231271726e-39,1.137868242795455e-21,1.0433860141828737e-38,4.6515514012226504e-38,4.593588052146894e-27,3.8369124161817774e-36,1.821979366582978e-26,4.250205564969369e-40,5.465531330496495e-27,8.287821512030108e-20,2.1524160672282562e-32,7.754801472640902e-35
1.411856096957155e-09,0.48215506148244014,3.76,0.0,0.7950982567182792,0.9999782631685574,3.922192617010022e-20,6.485633686366231e-17,1.6744560522893804e-11,1.6734691065289272e-11,3.636289360802911e-12,2.018944475426804e-19,2.0205475115114926e-19,9.777454033524487e-15,9.77050544063573e-15,1.024399770481505e-17,9.76341098925839e-18,3.6373860671834836e-12,1.0343078696124372e-15,2.839396519935697e-15,8.950943390216179e-17,6.430894790241206e-17,8.780461848260345e-17,7.18077383547198e-26,3.893701143773473e-24,9.94315856325987e-19,1.3169981070846855e-23,9.833663758099211e-30,2.836945332926763e-15,5.495187642264816e-27,4.258995060621461e-33,1.405088753123706e-23,5.1519382090182545e-24,2.1736827794128183e-05,3.086364282145749e-38,7.210372337831009e-29,3.048966903470084e-28,7.976767636941422e-25,1.776947232724994e-20,1.4449046963461447e-32,1.3372250510431265e-41,5.3687194024398845e-37,5.29748180755016e-39,1.2182652616926852e-21,1.1329069035124356e-38,5.177533557618242e-38,4.977022398376577e-27,4.1570224276893764e-36,1.8792179845920594e-26,4.729762322174881e-40,5.9115757601149076e-27,8.742962923112383e-20,2.3318775414558207e-32,8.629167427353188e-35
1.4490965686650563e-09,0.4821550614824785,3.76,0.0,0.7950982567177415,0.9999782211545761,4.2416114594839816e-20,6.833989631720603e-17,1.7186231165895977e-11,1.717583427060039e-11,3.7321735591498994e-12,2.152364221057049e-19,2.0972309443491892e-19,1.0299856449374877e-14,1.0292343960995324e-14,1.1075867118519521e-17,1.0541704059168963e-17,3.733328778169251e-12,1.0895748198602e-15,2.9144255178549735e-15,9.431025886459731e-17,6.774792211174056e-17,9.249677875628529e-17,7.718345828411951e-26,4.101858557532701e-24,1.0454258615190602e-18,1.4239883022624963e-23,1.0628786529960988e-29,2.911775285523088e-15,5.9123476007108775e-27,4.723847845988726e-33,1.4909271154932112e-23,5.314339938129712e-24,2.1778841678798727e-05,3.4233170131487954e-38,7.795967918550979e-29,3.2966374045767902e-28,8.404120884335854e-25,1.8238298714703415e-20,1.6032200901724408e-32,1.4663573252828683e-41,5.805021674398009e-37,5.7307225604686936e-39,1.301764634397117e-21,1.2273727764135196e-38,5.746971139370019e-38,5.3812151850167515e-27,4.494447059973976e-36,1.9364645863684043e-26,5.248795814288298e-40,6.380693333538973e-27,9.210269967068674e-20,2.5210326348304195e-32,9.575425010986877e-35
1.4863370403729576e-09,0.48215506148251686,3.76,0.0,0.7950982567172038,0.9999781833040668,4.57796078907141e-20,7.191547313249717e-17,1.76279018131495e-11,1.7616963754643336e-11,3.8280562404108865e-12,2.290567507698341e-19,2.174300971921906e-19,1.0835843383981515e-14,1.0827737309598493e-14,1.1951577668672467e-17,1.135958731181693e-17,3.829271486403938e-12,1.1462792975283446e-15,2.9894650055244085e-15,9.923736092563915e-17,7.127655116813123e-17,9.731101797195613e-17,8.28191519848727e-26,4.315439954768385e-24,1.0977138096024217e-18,1.5366212925024424e-23,1.1465643952720236e-29,2.9866052360229206e-15,6.350004919038915e-27,5.225724655219272e-33,1.5793965751113578e-23,5.476798050438306e-24,2.1816692091669238e-05,3.787127024518149e-38,8.412433263897375e-29,3.557368797181801e-28,8.84267754721048e-25,1.8707135591659955e-20,1.774187095426776e-32,1.6039070672079433e-41,6.264353568112338e-37,6.187180997617454e-39,1.3883826513169238e-21,1.326912845292177e-38,6.362202241901287e-38,5.806712989080054e-27,4.849641263495305e-36,1.9937179969476074e-26,5.809414756072458e-40,6.873409973606678e-27,9.68974264352234e-20,2.7201348384849544e-32,1.0597405213621673e-34
1.523577512080859e-09,0.4821550614825552,3.76,0.0,0.7950982567166661,0.9999781492044381,4.931682152983073e-20,7.55831346103371e-17,1.8069572464867766e-11,1.8058079517843817e-11,3.923937405519171e-12,2.433575325609011e-19,2.2517316623468087e-19,1.1385414051509152e-14,1.1376683940907637e-14,1.2872253470178324e-17,1.2217971501793535e-17,3.925214192297908e-12,1.2044212387784776e-15,3.0645152522098795e-15,1.0429080571933567e-16,7.48948408843346e-17,1.0224733234269058e-16,8.872090666917515e-26,4.534445759094261e-24,1.1511725723792706e-18,1.655042057795883e-23,1.2345302494127407e-29,3.0614351844262922e-15,6.808648495124672e-27,5.766537459306697e-33,1.6704978545629566e-23,5.639304882647472e-24,2.185079162386289e-05,4.179184264111789e-38,9.060560491874721e-29,3.831496601842894e-28,9.292441573206e-25,1.917598327604708e-20,1.9584605135433923e-32,1.7501635124938978e-41,6.747308402660628e-37,6.6674902015316e-39,1.4781345146379254e-21,1.4316562710791443e-38,7.025627072281575e-38,6.254062338072329e-27,5.2230599274564785e-36,2.0509772507562657e-26,6.413782684334848e-40,7.390247698570854e-27,1.0181380952151365e-19,2.929437531214376e-32,1.1699037891842384e-34
1.5608179837887603e-09,0.48215506148259357,3.76,0.0,0.7950982567161284,0.9999781184839865,5.3032174212392555e-20,7.934294804454679e-17,1.8511243121268965e-11,1.8499181560627563e-11,4.0198170553752745e-12,2.5814072539533114e-19,2.329498813088832e-19,1.194856766602429e-14,1.1939182309436374e-14,1.3839018509763426e-17,1.311776241636102e-17,4.021156896223924e-12,1.2640005797815103e-15,3.1395765271616862e-15,1.0947065887416237e-16,7.860279703056617e-17,1.0730571808102297e-16,9.489480926260537e-26,4.758876407048717e-24,1.2057950646547928e-18,1.77939557450558e-23,1.3268828546542148e-29,3.136265130733233e-15,7.288767213779937e-27,6.34824601072799e-33,1.7642315688353113e-23,5.801853903315334e-24,2.1881511978702634e-05,4.600913724973277e-38,9.741141660260868e-29,4.119356332602042e-28,9.753416909672431e-25,1.964484208576864e-20,2.1567114765067224e-32,1.9054166023837865e-41,7.2544795790855955e-37,7.172285889263292e-39,1.571034410884777e-21,1.541732183574499e-38,7.739708014084808e-38,6.72380971000226e-27,5.6151578819702304e-36,2.1082415544018468e-26,7.0641179548233564e-40,7.93172464644953e-27,1.0685184892683351e-19,3.1491939795206413e-32,1.288435172490887e-34
1.5980584554966616e-09,0.4821550614826319,3.76,0.0,0.7950982567155908,0.9999780908078452,5.693008786636382e-20,8.319498072201215e-17,1.89529137825761e-11,1.8940269883420336e-11,4.1156951908506465e-12,2.7340815549038525e-19,2.4075798356337896e-19,1.2525303441498588e-14,1.2515230869752691e-14,1.485299664598037e-17,1.4059860901851975e-17,4.117099598520885e-12,1.3250172567173104e-15,3.214649099614552e-15,1.147769860130386e-16,8.240042533474396e-17,1.1248617139896542e-16,1.0134694640427897e-25,4.988732348090669e-24,1.261574243976435e-18,1.9098268153073775e-23,1.4237288426973096e-29,3.2110950749437725e-15,7.790849946764015e-27,6.972857817618122e-33,1.8605982412117262e-23,5.964439545651284e-24,2.1909188023671492e-05,5.053775445950172e-38,1.0454968766616438e-28,4.421283496990485e-28,1.0225607503669154e-24,2.0113712338704828e-20,2.369627432970317e-32,2.0699569222329454e-41,7.786460580973027e-37,7.70220647197203e-39,1.6670955786528004e-21,1.6572696996271108e-38,8.506969692382362e-38,7.21650153339097e-27,6.026389900224226e-36,2.1655102559459938e-26,7.76269373917617e-40,8.49835509922844e-27,1.1201154464890981e-19,3.379657337657657e-32,1.4157474170943377e-34
1.6352989272045629e-09,0.4821550614826702,3.76,0.0,0.7950982567150531,0.9999780658743304,6.101498764713867e-20,8.713929992273057e-17,1.9394584449016975e-11,1.9381344486647983e-11,4.211571812790994e-12,2.891615261475761e-19,2.48595364784374e-19,1.3115620591812482e-14,1.3104828076482268e-14,1.5915311609212665e-17,1.504516288992869e-17,4.2130422994971785e-12,1.387471205774444e-15,3.289733238787616e-15,1.202098527533471e-16,8.628773148273027e-17,1.1778868850802878e-16,1.0808340444700267e-25,5.224014044595646e-24,1.318503110375833e-18,2.0464807491357503e-23,1.5251748377117584e-29,3.2859250170579415e-15,8.315385552795169e-27,7.642428117958564e-33,1.9595983168302692e-23,6.1270570648754995e-24,2.1934121441698678e-05,5.539264512253905e-38,1.1202833748294272e-28,4.737613596033798e-28,1.0709017301965003e-24,2.0582594352712142e-20,2.5979121343875296e-32,2.244075645417576e-41,8.343844975030014e-37,8.257893114533268e-39,1.7663303718281116e-21,1.7783979392797725e-38,9.329999038871304e-38,7.732684187281593e-27,6.457210700645487e-36,2.2227828196067717e-26,8.511838021925861e-40,9.090649506916585e-27,1.1729289668587938e-19,3.621080647676214e-32,1.5522631423135375e-34
1.6725393989124642e-09,0.4821550614827086,3.76,0.0,0.7950982567145154,0.9999780434116554,6.529130193721185e-20,9.11759729198581e-17,1.983625512082417e-11,1.9822405370736358e-11,4.3074469220192745e-12,3.0540242595005926e-19,2.564600573494536e-19,1.3719518330758943e-14,1.3707972384312022e-14,1.7027087001679682e-17,1.6074559423703268e-17,4.308984999433703e-12,1.4513623631499953e-15,3.3648292138844336e-15,1.2576932470695611e-16,9.026472111857688e-17,1.2321326561924527e-16,1.1511026945742857e-25,5.464721971852035e-24,1.3765747061123778e-18,2.1895023411329695e-23,1.6313274563401433e-29,3.3607549570757703e-15,8.862862877562075e-27,8.359059853779703e-33,2.061232174230603e-23,6.289702416745092e-24,2.1956584020181463e-05,6.058911055951928e-38,1.1985528482448896e-28,5.068682124256971e-28,1.1203650251038325e-24,2.1051488445623432e-20,2.842285621153977e-32,2.428064482150036e-41,8.92722641166335e-37,8.839989795165392e-39,1.8687503185897173e-21,1.9052460400288024e-38,1.0211445357138095e-37,8.272904001248889e-27,6.908074949063929e-36,2.2800588050227097e-26,9.31393359755773e-40,9.70911451145573e-27,1.2269590503625242e-19,3.873716839468886e-32,1.6984148365964013e-34
1.7097798706203655e-09,0.4821550614827469,3.76,0.0,0.7950982567139777,0.9999780231749656,6.976346234585166e-20,9.530506697975685e-17,2.027792579823496e-11,2.0263452536111354e-11,4.403320519338404e-12,3.2213233641282967e-19,2.643502248519613e-19,1.4336995872047376e-14,1.432466224799371e-14,1.8189446297441864e-17,1.714893668371923e-17,4.404927698586593e-12,1.5166906650494512e-15,3.439937294092976e-15,1.3145546748024263e-16,9.433139984477251e-17,1.2875989894319284e-16,1.2243362721620907e-25,5.710856618057504e-24,1.4357821154183985e-18,2.3390365526016505e-23,1.7422933077018713e-29,3.4355848949972883e-15,9.433770753735336e-27,9.12490364537725e-33,2.1655001351835056e-23,6.4523721541473304e-24,2.1976820613376585e-05,6.614280256385211e-38,1.2803844786046016e-28,5.414824569689487e-28,1.170951029707703e-24,2.1520394935247848e-20,3.103484208761779e-32,2.62221563277332e-41,9.53719862555802e-37,9.449143365074973e-39,1.974366176473083e-21,2.037943169345787e-38,1.115402038805805e-37,8.837707255408852e-27,7.379437260874995e-36,2.3373378502695401e-26,1.017141806762249e-39,1.0354252970484719e-26,1.282205696988793e-19,4.1378187308149264e-32,1.8546448531438139e-34
1.7470203423282668e-09,0.48215506148278525,3.76,0.0,0.79509825671344,0.9999780049436712,7.443590370877523e-20,9.952664936204215e-17,2.071959648149135e-11,2.0704485983198946e-11,4.499192605533678e-12,3.393526391225627e-19,2.722641533508519e-19,1.4968052429307513e-14,1.4954896122347556e-14,1.9403512842406232e-17,1.826917601379529e-17,4.5008703971896795e-12,1.5834560476866414e-15,3.5150577485856288e-15,1.3726834667411717e-16,9.848777322249237e-17,1.344285846900204e-16,1.300595632181525e-25,5.962418484315572e-24,1.4961184642459398e-18,2.4952283409604597e-23,1.858178993397157e-29,3.510414830822527e-15,1.002859800097904e-26,9.942157765542618e-33,2.2724024730666418e-23,6.615063338987118e-24,2.1995051811028e-05,7.206972340505625e-38,1.3658574415872042e-28,5.7763764138704385e-28,1.2226601385978696e-24,2.198931413937088e-20,3.3822604739655627e-32,2.82682174513673e-41,1.0174355436255836e-36,1.0086003608120334e-38,2.0831879837603305e-21,2.1766185356026134e-38,1.2160498375330771e-37,9.427640180428372e-27,7.871752203201455e-36,2.3946196579100183e-26,1.1086783837903235e-39,1.1026563980959513e-26,1.3386689067292075e-19,4.413639027425143e-32,2.0214054055354026e-34
1.7842608140361681e-09,0.48215506148282355,3.76,0.0,0.7950982567129024,0.9999779885190428,7.931306408782595e-20,1.0384078731962937e-16,2.1161267170840038e-11,2.1145505712425086e-11,4.5950631813749516e-12,3.57064622401482e-19,2.802002432038796e-19,1.5612687216093335e-14,1.559867246226594e-14,2.0670409854332284e-17,1.9436153946732157e-17,4.596813095456682e-12,1.6516584472837241e-15,3.590190846519187e-15,1.4320802788404852e-16,1.0273384677184886e-16,1.402193190694737e-16,1.3799416267237932e-25,6.219408084632291e-24,1.557576920015109e-18,2.658222659702767e-23,1.9790911075110185e-29,3.585244764551516e-15,1.0647833425962401e-26,1.0813068113807247e-32,2.3819394200085442e-23,6.777773467033469e-24,2.201147634278651e-05,7.838622583128449e-38,1.4550509068543709e-28,6.1536731318536425e-28,1.2754927463350617e-24,2.2458246375754322e-20,3.679383240960251e-32,3.0421758756900086e-41,1.0839290748734232e-36,1.0751223300493399e-38,2.1952251074445216e-21,2.3214013975306883e-38,1.3233716131151805e-37,1.0043248957534929e-26,8.385474297054282e-36,2.451903983504081e-26,1.2062578115636785e-39,1.1726542902629935e-26,1.3963486795782118e-19,4.7014303229867497e-32,2.1991585633570827e-34
