Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934),CF2O2(144),O2(176),FC1OC1(F)F(245),CH2F-CF2(67),C2H2F3(1125),CH2CF2(56),CH2F(45),C2H2F3O2(908),C2HF3O(401),CH3-CF2(64),CHF2-CH2(63),CFO(50),FC1(F)CO1(1321),CH2O(19),CHF2-CHF(66),HCO(14),[O]O[C](F)F(171),C2H3F2O2(1300),O[C](F)F(239),H2O2(11),CF2CH(72),C2HF2O(1089)
3.601845615199979e-05,0.48215510224361335,3.76,0.0,0.7950965372410017,0.9999765933829254,4.2970549132192144e-07,1.6934757171975827e-08,8.311520648970624e-07,1.4199487705268747e-08,6.614590001635817e-07,6.637222521360556e-12,6.591916757183591e-16,1.6366332452947903e-08,5.277845966605335e-09,4.040166976656612e-07,8.215702235023186e-11,1.2590329608674126e-07,3.3309045842521673e-07,2.88272579251689e-07,7.049047716793386e-09,2.9757336762326386e-07,3.676652464833928e-09,4.387144716516373e-11,5.282294836932034e-12,1.701299284289054e-12,2.053708943692674e-11,1.1318151185605606e-15,7.428648133096008e-11,3.5360034192915594e-12,1.0955903699111646e-16,6.915067398750728e-15,1.3416784618128506e-18,2.2160765194291683e-05,5.5617610309616105e-21,3.854428452643375e-17,5.42146190746173e-15,2.1783870560227665e-14,2.2591198744432081e-13,3.2765628926583024e-17,7.227465279299717e-27,1.2660598617689082e-21,1.2745729970091989e-21,5.968600080748858e-13,7.21294066263906e-23,6.111536179308802e-18,2.8373968184015924e-15,1.0885631568649845e-22,1.0642779584156369e-19,5.919483059710844e-22,7.231511304273473e-17,7.586030683177899e-11,1.7013436328870686e-22,3.6282761872767126e-20
3.684007094752862e-05,0.4821551031412911,3.76,0.0,0.7950964882705086,0.9999765557585795,4.478046651983685e-07,1.7269849084269376e-08,8.505562769550691e-07,1.419948453729813e-08,6.77628767503216e-07,6.685314271551011e-12,6.620445472871791e-16,1.637548829115708e-08,5.27784260422402e-09,4.136741674984227e-07,8.215698477969907e-11,1.288409307967536e-07,3.4155361354926366e-07,2.95433611135855e-07,7.070342772017647e-09,3.121560272544941e-07,3.763892700325573e-09,4.714796169179504e-11,5.541186572574892e-12,1.7428976276699468e-12,2.1518483915450584e-11,1.2111508443352044e-15,7.605975159717489e-11,3.799577136414351e-12,1.1725675403663069e-16,7.160084163760172e-15,1.3873972510043987e-18,2.2160764415517035e-05,5.981838630412865e-21,3.969379372117799e-17,5.694777590083477e-15,2.2850375756312274e-14,2.312764263818323e-13,3.441973057983867e-17,7.786511845418527e-27,1.3306988904701912e-21,1.3382902078632677e-21,6.120963837749227e-13,7.764431757142e-23,6.5222873366741375e-18,2.9108563595061175e-15,1.1339764751943252e-22,1.1170388410941198e-19,6.223535542968238e-22,7.560476024169778e-17,7.94310160850336e-11,1.770187270246108e-22,3.9058516963216326e-20
3.766168574305745e-05,0.4821551040390346,3.76,0.0,0.7950964389346346,0.9999765177756816,4.662585521949092e-07,1.7605104012449215e-08,8.699605819769195e-07,1.4199481370147555e-08,6.938065006736439e-07,6.731190865222716e-12,6.647660093092019e-16,1.6384648498644555e-08,5.277839184729287e-09,4.233316373657476e-07,8.215695090422743e-11,1.317789455115233e-07,3.500209446053013e-07,3.0259864761157715e-07,7.091646221898613e-09,3.270915058449379e-07,3.851175524755067e-09,5.0584678974975416e-11,5.806334718626776e-12,1.7845164494208852e-12,2.2522910866485983e-11,1.2940291261501231e-15,7.783788474588212e-11,4.0760114056578816e-12,1.2529896801439078e-16,7.407216177675989e-15,1.4334906379513672e-18,2.216076366786704e-05,6.422698917713243e-21,4.085224542080095e-17,5.9748274560089765e-15,2.3942663573474915e-14,2.366435183601267e-13,3.6114642816874874e-17,8.374943356217098e-27,1.3970677645377203e-21,1.403624732029765e-21,6.271836423176837e-13,8.344119606403723e-23,6.950927058406974e-18,2.9843637452061455e-15,1.1805676011057e-22,1.1711028167210433e-19,6.535778967532835e-22,7.896895333734414e-17,8.30842609614146e-11,1.840988974902335e-22,4.20161276618167e-20
3.848330053858628e-05,0.4821551049368436,3.76,0.0,0.7950963892332024,0.9999764794341932,4.850673250033836e-07,1.7940522087390287e-08,8.893649815903086e-07,1.419947820381973e-08,7.099921954497518e-07,6.774954540002691e-12,6.673621267894173e-16,1.639381308075499e-08,5.277835710621023e-09,4.3298910716826606e-07,8.215690401171237e-11,1.3471734014185408e-07,3.5849244904543524e-07,3.0976769057321016e-07,7.112958605948384e-09,3.423799771085577e-07,3.9385023185962335e-09,5.41855041555234e-11,6.077742470003825e-12,1.826155773686382e-12,2.3550379655227688e-11,1.3805242465712532e-15,7.962096953218927e-11,4.365619026738243e-12,1.3369291511470272e-16,7.65641196600372e-15,1.4799500448493467e-18,2.216076281822944e-05,6.884854725552238e-21,4.201966796816338e-17,6.261609590727853e-15,2.50607494536547e-14,2.4201326124596043e-13,3.785035402498602e-17,8.993632325969263e-27,1.465174821695466e-21,1.470580755197495e-21,6.42117922429507e-13,8.952785420220181e-23,7.397842817780757e-18,3.057919162917311e-15,1.2283642646841444e-22,1.2264686150415722e-19,6.85625339083163e-22,8.240781407445803e-17,8.682006014947368e-11,1.9137902877528864e-22,4.5165715062389117e-20
4.0126530129643934e-05,0.4821551067326587,3.76,0.0,0.7950962887329545,0.999976401674477,5.237502192772945e-07,1.8611847909527977e-08,9.281740710473391e-07,1.4199471873641367e-08,7.423874536716457e-07,6.8565211977477134e-12,6.72200756084206e-16,1.6412155388893983e-08,5.277828607815112e-09,4.5230404621072026e-07,8.215680757203258e-11,1.4059526879243367e-07,3.7544796878992533e-07,3.241178035466217e-07,7.155611569047017e-09,3.7401659191135777e-07,4.113293347428823e-09,6.189513661678848e-11,6.639349557229218e-12,1.909495812024416e-12,2.5674482348057077e-11,1.5646638014522947e-15,8.320234953981548e-11,4.985608555822675e-12,1.5156511446716628e-16,8.160809954726696e-15,1.5739362730070116e-18,2.2160761094969872e-05,7.875109331490626e-21,4.438154010218387e-17,6.855363086702642e-15,2.7374377577015952e-14,2.527606924928292e-13,4.14441273769571e-17,1.0325315179815257e-26,1.6066369141446966e-21,1.6093740946871627e-21,6.715148641960587e-13,1.026021301932366e-22,8.348056155287204e-18,3.2051748668200507e-15,1.3276921492516973e-22,1.3411199773500163e-19,7.522055849005056e-22,8.951001971061745e-17,9.453939623642338e-11,2.0655575189920806e-22,5.2084133616490815e-20
4.160543676159583e-05,0.4821551083491173,3.76,0.0,0.7950961970307447,0.9999763304623079,5.597802673313099e-07,1.921659954552183e-08,9.631025913316218e-07,1.419946617931556e-08,7.7157037473959e-07,6.923634617650023e-12,6.76181991365438e-16,1.6428678476466268e-08,5.277822051262956e-09,4.696874902215858e-07,8.21567183600279e-11,1.4588670299431847e-07,3.907221866916481e-07,3.3704662645518487e-07,7.194032895937332e-09,4.0369852098611107e-07,4.2707695325223586e-09,6.943435089250841e-11,7.166235802247019e-12,1.9845717742022563e-12,2.766507862343974e-11,1.7435098046951698e-15,8.644341812416654e-11,5.591799592070989e-12,1.689261555378764e-16,8.621375060559167e-15,1.6597009029455627e-18,2.2160759517859807e-05,8.844330038806782e-21,4.653819351291312e-17,7.412746636933812e-15,2.9545028462703224e-14,2.624424291182909e-13,4.48179408937233e-17,1.16362372900406e-26,1.739981302601386e-21,1.7398758034363893e-21,6.97418737436276e-13,1.1543957446525727e-22,9.269651394898055e-18,3.3378712212865727e-15,1.4215108850116034e-22,1.4487850396770666e-19,8.149831251880164e-22,9.6158577347134e-17,1.017693220124083e-10,2.2094031220769114e-22,5.907784646790528e-20
4.3084343393547724e-05,0.4821551099657896,3.76,0.0,0.7950961041413693,0.9999762580853332,5.96962833303807e-07,1.9821880070039707e-08,9.980314434324548e-07,1.4199460487685396e-08,8.007790304666531e-07,6.985286458344365e-12,6.798392297604198e-16,1.644521581036762e-08,5.27781535165602e-09,4.87070932672426e-07,8.21566268235174e-11,1.5117936673505023e-07,4.0600989210301466e-07,3.499884599383712e-07,7.232486987884892e-09,4.3452684381747795e-07,4.428409724030054e-09,7.756626999213402e-11,7.713452779747041e-12,2.059713924617628e-12,2.973049117709012e-11,1.935242728724405e-15,8.970191380766392e-11,6.2455579829299785e-12,1.8754061446991796e-16,9.087965755035604e-15,1.746542054332639e-18,2.2160757913066567e-05,9.890559230676359e-21,4.872436172580362e-17,7.99191352511993e-15,3.1799508049103254e-14,2.7213272903315705e-13,4.8323765870504023e-17,1.305915184384432e-26,1.879087682469786e-21,1.8756966758365335e-21,7.227851000635564e-13,1.2933998533550796e-22,1.0256513412445092e-17,3.4707262629471415e-15,1.5197167705659784e-22,1.5607044996948915e-19,8.804900994401364e-22,1.0305093347269649e-16,1.0926701455214972e-10,2.3603740954646685e-22,6.687102706538599e-20
4.456325002549962e-05,0.4821551115826754,3.76,0.0,0.7950960100637933,0.9999761845425496,6.352989249709453e-07,2.0427689207662544e-08,1.032960636988198e-06,1.4199454798760342e-08,8.300133990682526e-07,7.041922690808406e-12,6.831989275539017e-16,1.6461767413156384e-08,5.277808519932986e-09,5.044543731264946e-07,8.215653330910771e-11,1.5647325949361138e-07,4.2131107332995986e-07,3.629433151158344e-07,7.270974269512915e-09,4.6650257040496614e-07,4.586222031687836e-09,8.631387096364845e-11,8.281019065289028e-12,2.1349222065377856e-12,3.1870786459986625e-11,2.1403072873622846e-15,9.297835688014156e-11,6.9487241844284335e-12,2.0745180251301405e-16,9.560383447898659e-15,1.8344270899886802e-18,2.216075628276268e-05,1.1016815073980833e-20,5.0940216624894213e-17,8.592853037610293e-15,3.4137908575699984e-14,2.8183158433362656e-13,5.196153731209578e-17,1.4599467958272692e-26,2.0240051652812054e-21,2.0168614485593737e-21,7.476045156740136e-13,1.4435091943467869e-22,1.131092230404384e-17,3.603741186899868e-15,1.622511027727283e-22,1.6768893642793576e-19,9.48750101316701e-22,1.1018779154153427e-16,1.1703258296233876e-10,2.518714434172393e-22,7.553855897749134e-20
4.6042156657451514e-05,0.4821551131997753,3.76,0.0,0.7950959147969824,0.9999761098329563,6.747895495239975e-07,2.1034026599682164e-08,1.0678901817026958e-06,1.4199449112550015e-08,8.592734589321892e-07,7.093952088069124e-12,6.862853343405812e-16,1.6478333304741345e-08,5.277801566131919e-09,5.218378111824608e-07,8.215643803412063e-11,1.6176838074825048e-07,4.3662571889705383e-07,3.7591120312409944e-07,7.309494950876925e-09,4.996267098747708e-07,4.744214582604568e-09,9.57001907302619e-11,8.86895321862018e-12,2.2101965639409034e-12,3.4086034614722613e-11,2.359152765408567e-15,9.627326841632656e-11,7.70314345062786e-12,2.287034738306268e-16,1.0038454447288983e-14,1.923327612187286e-18,2.2160754627474778e-05,1.2226123823682563e-20,5.3185931861986495e-17,9.215554611302926e-15,3.6560322932849165e-14,2.915389875352318e-13,5.573119113349733e-17,1.6262680996719743e-26,2.17478299735801e-21,2.1633949493424414e-21,7.718705999488597e-13,1.6052052744401463e-22,1.2435164179493326e-17,3.7369172080531525e-15,1.7301073956845461e-22,1.797350598130153e-19,1.019786789745144e-21,1.1756985519321766e-16,1.2506613638353788e-10,2.684668841882339e-22,8.516036755613851e-20
4.752106328940341e-05,0.48215511481708906,3.76,0.0,0.7950958183399021,0.9999760339555547,7.154357134228269e-07,2.164089184717448e-08,1.1028200873420458e-06,1.419944342906414e-08,8.885591884815658e-07,7.141749598449308e-12,6.891206931357793e-16,1.6494913502487746e-08,5.277794499471685e-09,5.392212464712351e-07,8.215634102990707e-11,1.6706472997624718e-07,4.5195381740824897e-07,3.888921351143512e-07,7.348049141128163e-09,5.339002704912466e-07,4.902395521150774e-09,1.057483257303286e-10,9.477273784060217e-12,2.2855369412753107e-12,3.63763095331568e-11,2.5922335409217174e-15,9.958717026918299e-11,8.510665804810152e-12,2.513398763011899e-16,1.0522027589360846e-14,2.0132190591623733e-18,2.2160752945948274e-05,1.3521519775714527e-20,5.5461682884164844e-17,9.860007840273913e-15,3.9066844659276944e-14,3.0125493136183985e-13,5.963266420007211e-17,1.805437718930726e-26,2.3314705635119675e-21,2.315322099240445e-21,7.955796533617336e-13,1.7789755234379518e-22,1.3631531124180974e-17,3.8702555590778925e-15,1.8427324886834686e-22,1.922099120429257e-19,1.0936238899517368e-21,1.2519782830260926e-16,1.3336778398986806e-10,2.8584827582987496e-22,9.582156258294494e-20
4.8999969921355305e-05,0.48215511643461717,3.76,0.0,0.7950957206915196,0.999975956909346,7.57238422460771e-07,2.2248284533389878e-08,1.1377503637220039e-06,1.4199437748312436e-08,9.178705661170192e-07,7.185664112700477e-12,6.917257011448641e-16,1.651150802174179e-08,5.2777873285398555e-09,5.566046786485944e-07,8.21562424374327e-11,1.7236230665390437e-07,4.6729535748196477e-07,4.018861222485024e-07,7.386636906795978e-09,5.693242598016066e-07,5.060773006076143e-09,1.164814219885994e-10,1.0105999293240838e-11,2.3609432826647413e-12,3.8741688284199566e-11,2.8400086869784742e-15,1.0292058493881584e-10,9.37314524387439e-12,2.7540571222859557e-16,1.1010968989122308e-14,2.104079811735634e-18,2.2160751238368555e-05,1.490604394667672e-20,5.776764687371432e-17,1.0526202455094897e-14,4.165756783480175e-14,3.1097940862155924e-13,6.366589420218828e-17,1.998024477048644e-26,2.494117385904058e-21,2.472667909928192e-21,8.187299801932748e-13,1.9653123218455392e-22,1.4902320201596234e-17,4.00375748759353e-15,1.9606240495968767e-22,2.0511458827980325e-19,1.1702851902765756e-21,1.330724149700466e-16,1.4193763498332038e-10,3.0404024441580946e-22,1.0761171580242425e-19
5.195778318525909e-05,0.48215511967031716,3.76,0.0,0.7950955218167185,0.9999757993065166,8.443174941628115e-07,2.346465048461938e-08,1.2076120683016323e-06,1.4199426395050289e-08,9.76570178885203e-07,7.263074852085245e-12,6.963176734339938e-16,1.654474007314318e-08,5.277772704215885e-09,5.913715324497793e-07,8.215604107526321e-11,1.8296114025479593e-07,4.980187166970484e-07,4.2791330665765883e-07,7.463913277177942e-09,6.43627549583517e-07,5.378150352148517e-09,1.4009543447488403e-10,1.1424739180244964e-11,2.511953632998152e-12,4.369808861014834e-11,3.381515180632061e-15,1.0964804731279559e-10,1.1270419579822346e-11,3.28008069013964e-16,1.2004529669631114e-14,2.288641259815823e-18,2.2160747746113123e-05,1.7954688548342174e-20,6.247093238647711e-17,1.1923775789163096e-14,4.7091998700717814e-14,3.304539348716791e-13,7.21273819724729e-17,2.425768648134283e-26,2.8374876391147584e-21,2.8037160699661304e-21,8.633597249949559e-13,2.3776903877579467e-22,1.7676388355689594e-17,4.271257163364022e-15,2.213238955283846e-22,2.3221779280042385e-19,1.332175918187725e-21,1.4956424672544103e-16,1.598823841364371e-10,3.4295478775962873e-22,1.349700896104727e-19
5.491559644916287e-05,0.4821551229068764,3.76,0.0,0.7950953181643295,0.9999756370164986,9.360347926337592e-07,2.4683120885958788e-08,1.2774753751751708e-06,1.4199415052840955e-08,1.0353721229975308e-06,7.328393765707682e-12,7.001923227143758e-16,1.657802953568158e-08,5.277757747761033e-09,6.261383703886233e-07,8.215583460693366e-11,1.935648773278049e-07,5.287957050475606e-07,4.5399284585542985e-07,7.541324098311701e-09,7.22544620825752e-07,5.696412265150852e-09,1.667286876060605e-10,1.2825320807151e-11,2.6632271647992557e-12,4.895593721965493e-11,3.987484134378438e-15,1.1645985233515437e-10,1.3409901907134139e-11,3.8688168992132624e-16,1.3018448000436612e-14,2.4769041595595298e-18,2.2160744148235492e-05,2.139656012460351e-20,6.729724399982691e-17,1.3408196282054454e-14,5.286438228937709e-14,3.4996250927835395e-13,8.111517909694462e-17,2.9142396812907487e-26,3.2052928637016276e-21,3.1567414993121033e-21,9.057880455357423e-13,2.8464081562077225e-22,2.0775874775514905e-17,4.539426565705041e-15,2.4901570286814133e-22,2.6105341899203877e-19,1.5056506903764682e-21,1.6705098859296204e-16,1.7890125817936138e-10,3.8540906948238853e-22,1.6807433974732247e-19
5.7873409713066655e-05,0.4821551261442968,3.76,0.0,0.7950951097261162,0.9999754700313275,1.0323983327660777e-06,2.5903692090666823e-08,1.3473403648420696e-06,1.4199403721761826e-08,1.0942762228520798e-06,7.383501172360574e-12,7.034611949195313e-16,1.6611376459630984e-08,5.277742505791931e-09,6.609051905836905e-07,8.215562445993046e-11,2.0417351362052683e-07,5.596262304090115e-07,4.801248294359942e-07,7.618869283930763e-09,8.060835020607633e-07,6.0156246475783256e-09,1.965685317946667e-10,1.4307891880958385e-11,2.8147634224611868e-12,5.4515996150046426e-11,4.661839642170601e-15,1.2336020834485753e-10,1.5806599076753607e-11,4.524086191485046e-16,1.4052249685109327e-14,2.6687971976151483e-18,2.2160740451702564e-05,2.5256281869639593e-20,7.22480666349994e-17,1.497938847595858e-14,5.897549513077252e-14,3.695050745754732e-13,9.062882760892426e-17,3.468316821034401e-26,3.597934416527955e-21,3.531947759372244e-21,9.46064381613615e-13,3.375624461078223e-22,2.4219375044064242e-17,4.808276277287461e-15,2.793806773328942e-22,2.916302305798663e-19,1.6909023275918709e-21,1.8553828380951723e-16,1.9899513194066586e-10,4.316028430461663e-22,2.0785350606797667e-19
6.083122297697044e-05,0.4821551293825796,3.76,0.0,0.7950948964938552,0.9999752983430796,1.1334161156781777e-06,2.7126360411826873e-08,1.4172071185310712e-06,1.4199392401890491e-08,1.1532823012231001e-06,7.430004711241026e-12,7.062196598373309e-16,1.6644780873005734e-08,5.277727018304724e-09,6.956719914164898e-07,8.215540940973664e-11,2.1478704484495084e-07,5.905101998213836e-07,5.063093470375128e-07,7.69654873451279e-09,8.94252208270151e-07,6.335853666517571e-09,2.2980323127356888e-10,1.5872599886335504e-11,2.966561951766477e-12,6.037909087844714e-11,5.408637851685116e-15,1.303533354692603e-10,1.8475591172329088e-11,5.249837246196451e-16,1.5105635764627463e-14,2.8642789270330715e-18,2.2160736636669904e-05,2.9558600806421415e-20,7.732491507238676e-17,1.6637280118342432e-14,6.542612380657802e-14,3.890815729357541e-13,1.0066788893017226e-16,4.093073212122858e-26,4.015816002781019e-21,3.929539956268712e-21,9.842532905629978e-13,3.969591371406748e-22,2.802557649257852e-17,5.077817144706499e-15,3.126861983517358e-22,3.239569190586514e-19,1.888124694035599e-21,2.0503177916153838e-16,2.2016488074766376e-10,4.817372685679212e-22,2.553355213678185e-19
6.378903624087423e-05,0.48215513262172655,3.76,0.0,0.7950946784593385,0.999975121943778,1.2390961277967263e-06,2.8351122107426372e-08,1.4870757181997405e-06,1.4199381093304738e-08,1.2123901791354394e-06,7.469260304799855e-12,7.085481547072291e-16,1.6678242783183183e-08,5.277711319180119e-09,7.304387715120445e-07,8.215519457841063e-11,2.2540546667212244e-07,6.214475194458596e-07,5.325464883163056e-07,7.774362305678704e-09,9.870587399543312e-07,6.657165768924285e-09,2.666220176651534e-10,1.7519592074859566e-11,3.1186222798689563e-12,6.654611480935442e-11,6.232086068713142e-15,1.3744346627655956e-10,2.1432035804144847e-11,6.050165914523574e-16,1.6178468246226705e-14,3.063335333725374e-18,2.216073275219447e-05,3.432839481716783e-20,8.252933537702482e-17,1.8381802552308767e-14,7.221706556269886e-14,4.086919460324114e-13,1.112319462406288e-16,4.7936392916633873e-26,4.4593435735887314e-21,4.349724733999966e-21,1.0204318101779325e-12,4.63266027100661e-22,3.221326358664585e-17,5.348060283262163e-15,3.492266855968764e-22,3.5804234073952524e-19,2.0975128838252416e-21,2.2553712808002826e-16,2.424113804501633e-10,5.360144704057005e-22,3.116579488188203e-19
6.674684950477802e-05,0.4821551358617393,3.76,0.0,0.7950944556143728,0.9999749408256323,1.3494463406076459e-06,2.957797337035743e-08,1.5569462465391576e-06,1.419936979608251e-08,1.2715996758572082e-06,7.50239590457188e-12,7.105135928399617e-16,1.6711762178710857e-08,5.277695436758295e-09,7.652055297165067e-07,8.215496924919533e-11,2.3602877472943892e-07,6.52438094562157e-07,5.588363429265487e-07,7.852309784425864e-09,1.0845110828651983e-06,6.979627683837805e-09,3.072150986579489e-10,1.9249015464627878e-11,3.2709439639786056e-12,7.301803037151583e-11,7.136552902547449e-15,1.446348458498362e-10,2.4691168805262866e-11,6.929324494601747e-16,1.7270754610470846e-14,3.2659771716435858e-18,2.2160728676639737e-05,3.959067386552226e-20,8.786290470809202e-17,2.02128909339647e-14,7.934912842669059e-14,4.2833613508894225e-13,1.2232060578519154e-16,5.575547754865531e-26,4.928925726752554e-21,4.792710377807821e-21,1.0546873040804049e-12,5.369283306301697e-22,3.680131880128805e-17,5.6190170729367375e-15,3.893251340163889e-22,3.93894922093647e-19,2.3192629452419735e-21,2.4705998210558643e-16,2.657355074194619e-10,5.94638516563691e-22,3.7807341400539688e-19
6.970466276868181e-05,0.48215513910261937,3.76,0.0,0.7950942279507791,0.9999747549804436,1.4644747110385095e-06,3.0806910348649253e-08,1.62681878685889e-06,1.4199358510301928e-08,1.3309106088097294e-06,7.530354278367868e-12,7.121719020045933e-16,1.6745339032701524e-08,5.277679394874783e-09,7.999722650565194e-07,8.215476126103899e-11,2.466569645995077e-07,6.834818295183154e-07,5.851790004944582e-07,7.930390940243378e-09,1.1866172084625077e-06,7.303306410312978e-09,3.5177361743568655e-10,2.106101685217216e-11,3.423526471628016e-12,7.979586681683971e-11,8.126572289171465e-15,1.5193173122113007e-10,2.8268300981109713e-11,7.891727019926176e-16,1.8382619738661314e-14,3.472235252552622e-18,2.2160724711601596e-05,4.5370574524406296e-20,9.3327232150641e-17,2.213048429372724e-14,8.682313078702043e-14,4.4801408074252147e-13,1.3393349727007725e-16,6.443882389354635e-26,5.424972857436226e-21,5.2587066433871675e-21,1.0871140189176625e-12,6.184009872101112e-22,4.180871855020339e-17,5.890699156765792e-15,4.333328435328246e-22,4.315241330532189e-19,2.5535724213087688e-21,2.6960601041166853e-16,2.901381385199384e-10,6.578133465553e-22,4.559502353858956e-19
7.26624760325856e-05,0.48215514234436857,3.76,0.0,0.7950939954603933,0.9999745644010796,1.584189181733331e-06,3.203792916520231e-08,1.69669342315971e-06,1.419934723604137e-08,1.390322793647634e-06,7.553939439889163e-12,7.135707784507712e-16,1.677897330615096e-08,5.277663213984849e-09,8.347389766951952e-07,8.215450356629527e-11,2.5729003181828174e-07,7.145786276691029e-07,6.115745505885911e-07,8.008605576018665e-09,1.293385074265971e-06,7.62826920713787e-09,4.004896182363456e-10,2.2955742823135653e-11,3.576369474585994e-12,8.68807185960551e-11,9.206851534529636e-15,1.59338390880732e-10,3.217881535052177e-11,8.941954122128484e-16,1.9514275126655724e-14,3.6821550329277845e-18,2.2160720107116062e-05,5.169335607779503e-20,9.892395743295402e-17,2.4134525652438575e-14,9.463990104489734e-14,4.677257229087307e-13,1.4607027450876187e-16,7.405395781091241e-26,5.947898976407624e-21,5.747925009640164e-21,1.1178091411720086e-12,7.0814838437494895e-22,4.725452973584013e-17,6.1631184452114014e-15,4.816307884054499e-22,4.709368259367485e-19,2.8006392713258644e-21,2.9318085439681176e-16,3.1562015108342394e-10,7.257472810763995e-22,5.4677462256491515e-19
7.562028929648939e-05,0.48215514558698835,3.76,0.0,0.7950937581350667,0.9999743690786401,1.7085976806409112e-06,3.327102590771279e-08,1.7665702398574693e-06,1.4199335973379417e-08,1.4498360439455912e-06,7.573848068621478e-12,7.147515514356416e-16,1.6812664950879437e-08,5.2776469119231395e-09,8.695056639025281e-07,8.215428893467329e-11,2.6792797187126406e-07,7.457283913602762e-07,6.380230826922703e-07,8.086953505064276e-09,1.4048226234331317e-06,7.954583596664274e-09,4.5355606097168013e-10,2.493333975095872e-11,3.729472287014627e-12,9.427374710067822e-11,1.0382288615960081e-14,1.6685910490969434e-10,3.643816831875516e-11,1.008477519074145e-15,2.06659980997517e-14,3.8957934070123265e-18,2.2160715897580245e-05,5.85844014455981e-20,1.0465475338297707e-16,2.6224962369764003e-14,1.0280027781487462e-13,4.874710008276765e-13,1.5873061763970478e-16,8.46444123263012e-26,6.49811857334819e-21,6.260578306545498e-21,1.1468698861743977e-12,8.066446027647479e-22,5.315791123090758e-17,6.436287120657356e-15,5.346304569946882e-22,5.121442756778901e-19,3.060663673192645e-21,3.177902112681034e-16,3.421824229083988e-10,7.986451643995439e-22,6.521598122043767e-19
7.857810256039318e-05,0.4821551488304805,3.76,0.0,0.7950935159666671,0.9999741690057428,1.8377081182708346e-06,3.450619660358781e-08,1.836449322188821e-06,1.4199324722394896e-08,1.5094501712008928e-06,7.590643843464893e-12,7.157476599162477e-16,1.6846413906778664e-08,5.277630503280009e-09,9.04272326080553e-07,8.215407600166059e-11,2.78570780184508e-07,7.769310218020807e-07,6.64524686190873e-07,8.165434504221626e-09,1.52093778200707e-06,8.282317413452767e-09,5.11166991108051e-10,2.6993953756784495e-11,3.882834513287931e-12,1.019761928696762e-10,1.1658008408789535e-14,1.744981671114795e-10,4.1061903292799104e-11,1.132517790463384e-15,2.1838148705218656e-14,4.113221203684253e-18,2.2160711616297418e-05,6.606924045764182e-20,1.1052132727930344e-16,2.840174703633614e-14,1.1130511183183924e-13,5.072498530779329e-13,1.7191423841117886e-16,9.627692802203944e-26,7.076050262214414e-21,6.796881242273955e-21,1.1743945168350528e-12,9.143752402521317e-22,5.95381309417146e-17,6.710217659663495e-15,5.927815203688465e-22,5.551540217483124e-19,3.3338462156500264e-21,3.434397379219034e-16,3.6982583234280813e-10,8.76716914247501e-22,7.738714928567049e-19
8.153591582429697e-05,0.48215515207484666,3.76,0.0,0.7950932689470764,0.9999739641747392,1.9715283925824077e-06,3.574343724316039e-08,1.9063307558338558e-06,1.4199313483166885e-08,1.569164985271962e-06,7.604814730931098e-12,7.165880514325646e-16,1.6880220106989983e-08,5.277614000796193e-09,9.390389627072899e-07,8.215384845659185e-11,2.89218452140275e-07,8.081864193650421e-07,6.910794503850648e-07,8.244048340426321e-09,1.6417384637414727e-06,8.61153871238664e-09,5.735172217469196e-10,2.913773078455021e-11,4.036455698256008e-12,1.0998935273307867e-10,1.3039306386517972e-14,1.8225988094278844e-10,4.60656252028162e-11,1.2668316343951356e-15,2.3031133915407496e-14,4.334517292342865e-18,2.216070707701045e-05,7.417350774754236e-20,1.1652541600006286e-16,3.066483618285273e-14,1.201552624369465e-13,5.270622177146618e-13,1.8562087242544265e-16,1.090158175350485e-25,7.682114627751239e-21,7.357049956578133e-21,1.200480758560842e-12,1.03183411845981e-21,6.64145338819195e-17,6.98492276852437e-15,6.565616976307549e-22,5.999742919014036e-19,3.620388664077994e-21,3.701351029602783e-16,3.985512581148829e-10,9.601732906588723e-22,9.13789348521107e-19
