Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46)
8.133501838686078e-08,0.06341918301826739,3.76,0.0,0.8161927811842865,0.9999898095365228,3.572775219065105e-07,6.625171310906256e-07,2.2470805446801235e-05,1.1548614772057013e-05,6.676568365597609e-06,1.1125220076319602e-09,3.5911787958503893e-12,4.027848072461176e-06,4.761565400006504e-06,3.1078444827832856e-06,7.290962796597879e-08,1.1130877589130414e-06,3.534305179140113e-07,2.7221178262054735e-06,6.214290584567999e-07,4.888487360235354e-08,1.6729823950696302e-08
8.365497029950055e-08,0.06341919123471097,3.76,0.0,0.8161917550184532,0.9999892985367469,3.918499094847699e-07,7.028472439497972e-07,2.3240267542118777e-05,1.1721265168424472e-05,7.116410129709255e-06,1.1569040535819097e-09,3.6644664592549176e-12,4.151026682058326e-06,4.9247894816145285e-06,3.3254763994960977e-06,7.544792487166794e-08,1.1575801123453478e-06,3.8066523974989036e-07,2.904685204701848e-06,6.577325544683306e-07,5.3605745390681074e-08,1.754744943920739e-08
8.597492221214032e-08,0.06341919951360708,3.76,0.0,0.8161907130278285,0.9999887782789273,4.2848571267293724e-07,7.439922191508441e-07,2.401705414592839e-05,1.188834257560615e-05,7.570629930643607e-06,1.201266547795981e-09,3.736383662149413e-12,4.272068765877508e-06,5.0862755859811544e-06,3.550406282657314e-06,7.795986790887976e-08,1.2027339442734727e-06,4.090381499315626e-07,3.0927035851122677e-06,6.946330030038339e-07,5.863499520351634e-08,1.8378284003881587e-08
8.829487412478009e-08,0.06341920785420099,3.76,0.0,0.8161896553318302,0.9999882489747162,4.672251218010438e-07,7.859094903710598e-07,2.4801086702085136e-05,1.2050026845616277e-05,8.039100382271794e-06,1.2455765523932698e-09,3.806950986050255e-12,4.390930804602118e-06,5.245924514957798e-06,3.7825538730995703e-06,8.044386316041329e-08,1.248537487587593e-06,4.385470910450672e-07,3.2860765524587165e-06,7.32086540131386e-07,6.398263982261039e-08,1.9222074968953962e-08
9.061482603741986e-08,0.06341921625570433,3.76,0.0,0.816188582059347,0.9999877108319554,5.081061802632522e-07,8.285568558506902e-07,2.5592282264208753e-05,1.2206492025938652e-05,8.52168589257883e-06,1.2898029898812135e-09,3.87618890989315e-12,4.5075775565354385e-06,5.4036470984482335e-06,4.021834674282202e-06,8.289847560608971e-08,1.2949787618324257e-06,4.6918872193163455e-07,3.4847059353038467e-06,7.70049986022768e-07,6.965860839398154e-08,2.0078587684768488e-08
9.293477795005963e-08,0.06341922471730088,3.76,0.0,0.8161874933478978,0.9999871640546386,5.511648053521913e-07,8.7189257405012e-07,2.639055394222463e-05,1.2357906546912447e-05,9.018243428402512e-06,1.333916564149665e-09,3.944117799999666e-12,4.6219813703964495e-06,5.559363570720918e-06,4.268160389072864e-06,8.532241927207298e-08,1.3420456163492951e-06,5.009586002831019e-07,3.688492160238311e-06,8.08480927496009e-07,7.567273664913073e-08,2.094760503566187e-08
9.52547298626994e-08,0.06341923323814862,3.76,0.0,0.8161863893428396,0.9999866088428883,5.964348136442384e-07,9.158754488728743e-07,2.7195811321327686e-05,1.2504433403115574e-05,9.528623232792723e-06,1.377889684442585e-09,4.010757900679878e-12,4.734121545568242e-06,5.713002979748521e-06,4.5214393294881e-06,8.771454790107571e-08,1.3897257698393171e-06,5.338512617358148e-07,3.897334576958225e-06,8.473377899778413e-07,8.203476165361231e-08,2.1828926946126434e-08
9.757468177533917e-08,0.06341924181738338,3.76,0.0,0.8161852701966265,0.9999860453929359,6.439479505933185e-07,9.604649049164375e-07,2.8007960854048925e-05,1.2646230328783153e-05,1.0052669496376477e-05,1.4216963922793162e-09,4.076129325460382e-12,4.843983738155086e-06,5.864502628869157e-06,4.781576800060767e-06,9.007384613234788e-08,1.4380068464863808e-06,5.678602953797145e-07,4.1111317550730765e-06,8.865798994093261e-07,8.87543170664985e-08,2.272236988582986e-08
9.989463368797894e-08,0.06341925045412157,3.76,0.0,0.8161841360681127,0.9999854738971136,6.937339237216699e-07,1.0056210537565194e-06,2.8826906227417115e-05,1.2783449967559653e-05,1.0590220986426908e-05,1.465312291165896e-09,4.140252048897655e-12,4.951559408836259e-06,6.013807548516091e-06,5.048475456789925e-06,9.239942115592231e-08,1.4868764089605064e-06,6.029784157203969e-07,4.329781755279715e-06,9.261675351815944e-07,9.584092886837059e-08,2.3627766374226792e-08
9.999999999999998e-08,0.06341925914746291,3.76,0.0,0.816184084205844,0.999985447753283,6.960494893816156e-07,1.007684747871817e-06,2.886426038655941e-05,1.278957587872048e-05,1.0614953151872549e-05,1.4672883081651502e-09,4.143135017042906e-12,4.956390867974791e-06,6.020535695410873e-06,5.060756220894574e-06,9.250422924336185e-08,1.4891097090664474e-06,6.045995931870467e-07,4.339825834540161e-06,9.279730769580111e-07,9.617165152138975e-08,2.36691684390943e-08
1.0221458560061871e-07,0.06341925914746291,3.76,0.0,0.8161829871218982,0.9999848945438523,7.458204389365176e-07,1.0513047520134031e-06,2.9652548706646875e-05,1.291624003677974e-05,1.1141111636284573e-05,1.508714478989507e-09,4.2031458989494644e-12,5.056845309586438e-06,6.1608699964165934e-06,5.3220356430780395e-06,9.469049481591314e-08,1.5363219885377481e-06,6.391975311275243e-07,4.553182376843879e-06,9.660619749152317e-07,1.033040115268897e-07,2.4544964485488015e-08
1.0453453751325848e-07,0.06341926789649294,3.76,0.0,0.8161818235277156,0.999984307517686,8.002332395564102e-07,1.0974776518807514e-06,3.0484787456708504e-05,1.304474348647253e-05,1.1705171097571599e-05,1.5518814829904085e-09,4.2648305498772905e-12,5.159843006567055e-06,6.3056489847356465e-06,5.602155703985588e-06,9.694639613885358e-08,1.5863311125525771e-06,6.76508808853837e-07,4.781231383164413e-06,1.006225531816083e-06,1.1115286457104792e-07,2.547382735446587e-08
1.0685448942589825e-07,0.06341927670028533,3.76,0.0,0.8161806454598548,0.9999837129992626,8.569961477155415e-07,1.1441022446527529e-06,3.132351984284102e-05,1.3169098653234645e-05,1.2282225257082806e-05,1.594793197231246e-09,4.325325515658158e-12,5.2605584370837216e-06,6.44810983297774e-06,5.888732279844935e-06,9.916655426837023e-08,1.6368913293519815e-06,7.149027367105251e-07,5.013826706811277e-06,1.0466215851842292e-06,1.1939666955132873e-07,2.641423268439511e-08
1.0917444133853802e-07,0.06341928555790416,3.76,0.0,0.8161794530966239,0.9999831111653614,9.161311078216717e-07,1.191141897785473e-06,3.216864171110033e-05,1.3289439409128579e-05,1.2872096720279033e-05,1.6374308224783604e-09,4.384650143884499e-12,5.359001498482474e-06,6.588223745419305e-06,6.181660580304829e-06,1.0135049178684502e-07,1.6879902309214561e-06,7.543691814946296e-07,5.250866635436123e-06,1.0872146046495946e-06,1.2804448736259138e-07,2.736607225701524e-08
1.1149439325117779e-07,0.0634192944684059,3.76,0.0,0.8161782466198434,0.9999825021889142,9.776582317508847e-07,1.238560886022484e-06,3.302004765003962e-05,1.340589530576737e-05,1.347460526331216e-05,1.6797768084077152e-09,4.442823610129762e-12,5.455185666868525e-06,6.725967411834547e-06,6.480834639882225e-06,1.0349781840456667e-07,1.7396154733517401e-06,7.948974442668924e-07,5.492249979943322e-06,1.127970168699526e-06,1.3710525590649824e-07,2.8329251445793006e-08
1.1381434516381756e-07,0.06341930343084133,3.76,0.0,0.8161770262143757,0.9999818862390321,1.041595845478239e-06,1.286324417097523e-06,3.387763123460749e-05,1.3518591713749428e-05,1.4089568255474685e-05,1.721814798046999e-09,4.499864912756628e-12,5.549127643584426e-06,6.861322630286306e-06,6.786147556086452e-06,1.0560822499701488e-07,1.7917547953103173e-06,8.364763125882712e-07,5.737876226269483e-06,1.1688549780424436e-06,1.4658778807071914e-07,2.9303688732905484e-08
1.1613429707645733e-07,0.0634193124442573,3.76,0.0,0.8161757920676816,0.9999812634810387,1.1079605368762448e-06,1.3343986524777836e-06,3.474128525326552e-05,1.3627649957596888e-05,1.4716801053799378e-05,1.7635295743711896e-09,4.5557928681475255e-12,5.640847027572761e-06,6.994275950846204e-06,7.097491711098476e-06,1.0768147797237415e-07,1.8443960346663433e-06,8.790941098299164e-07,5.987645671993255e-06,1.2098368642969083e-06,1.56500770004012e-07,3.028931523061991e-08
1.184542489890971e-07,0.06341932150769834,3.76,0.0,0.8161745443694074,0.999980634076502,1.1767672044438069e-06,1.38275072356542e-06,3.5610901919247755e-05,1.3733187446341203e-05,1.5356117371380173e-05,1.8049070089742283e-09,4.610626106338267e-12,5.730366011924336e-06,7.124818339195677e-06,7.414758977910435e-06,1.0971741395275059e-07,1.897527143403328e-06,9.22738741674635e-07,6.241459548879306e-06,1.2508847944442674e-06,1.6685275966803878e-07,3.128607420767622e-08
1.2077420090173685e-07,0.06341933062020835,3.76,0.0,0.816173283310999,0.9999799981832758,1.2480291067503861e-06,1.4313487437423897e-06,3.648637306683035e-05,1.3835317799893423e-05,1.6007329620882453e-05,1.845934012742945e-09,4.664383067035296e-12,5.817709103035339e-06,7.252944859119118e-06,7.73784091177713e-06,1.117159347535075e-07,1.951136200943854e-06,9.673977399269511e-07,6.499220132377832e-06,1.2919688714469186e-06,1.776521856479955e-07,3.2293920621247956e-08
1.2309415281437662e-07,0.06341933978083177,3.76,0.0,0.8161720090853425,0.9999793559555402,1.3217579123954109e-06,1.4801618166228689e-06,3.73675903334481e-05,1.3934150971334332e-05,1.6670249234652032e-05,1.8865984884608445e-09,4.717081995999003e-12,5.90290286087214e-06,7.378654372933583e-06,8.066628927800185e-06,1.1367700264565837e-07,2.005211426004327e-06,1.0130583037472416e-06,6.760830839049056e-06,1.3330603314105981e-06,1.8890734620487834e-07,3.3312820655025505e-08
1.254141047270164e-07,0.06341934898861498,3.76,0.0,0.8161707218864267,0.9999787075438478,1.3979637502978968e-06,1.5291600408567325e-06,3.82544453284623e-05,1.4029793365257051e-05,1.7344686962772385e-05,1.926889285270988e-09,4.7687409417761545e-12,5.9859756589177775e-06,7.501949258933663e-06,8.401014465434108e-06,1.1560063588679098e-07,2.0597411870914427e-06,1.059707338424194e-06,7.026196312830594e-06,1.3741315376458089e-06,2.0062640855295244e-07,3.434275126393306e-08
1.2773405663965616e-07,0.06341935824260765,3.76,0.0,0.8161694219090316,0.9999780530951691,1.4766552601480805e-06,1.5783145118033002e-06,3.914682978934393e-05,1.4122347952290573e-05,1.8030453150343867e-05,1.9667961549295873e-09,4.819377752763423e-12,6.066957462464646e-06,7.622835144973967e-06,8.740889140663722e-06,1.1748690450668915e-07,2.1147140117446368e-06,1.1073314917987533e-06,7.295222501004169e-06,1.4151559719564443e-06,2.1281740834690636e-07,3.538369972595487e-08
1.3005400855229593e-07,0.06341936754186368,3.76,0.0,0.8161681093484364,0.9999773927529445,1.5578396428699526e-06,1.627597320369098e-06,4.004463572599225e-05,1.4211914379927574e-05,1.8727357995177118e-05,2.0063097097848396e-09,4.869010074586268e-12,6.145879624014061e-06,7.741320657360234e-06,9.086144886558833e-06,1.1933592633458267e-07,2.170118594620864e-06,1.1559171884507627e-06,7.567816720653541e-06,1.4561082234556014e-06,2.254882493641614e-07,3.6435663201511545e-08
1.323739604649357e-07,0.06341937688544227,3.76,0.0,0.8161667844001489,0.9999767266571339,1.6415227109588352e-06,1.6769815492806892e-06,4.094775555386779e-05,1.4298589079775457e-05,1.9435211787020493e-05,2.045421382418052e-09,4.917655347778781e-12,6.222774694629225e-06,7.857417184264098e-06,9.436674082872666e-06,1.211478632556506e-07,2.225943804511089e-06,1.2054506617564652e-06,7.843887716347707e-06,1.4969639751835856e-06,2.3864670336869305e-07,3.749864830079078e-08
1.3469391237757547e-07,0.06341938627240891,3.76,0.0,0.8161654472596529,0.999976054944271,1.7277089385710868e-06,1.7264412670443326e-06,4.1856082216585245e-05,1.4382465371345588e-05,2.0153825129381076e-05,2.084123386886339e-09,4.965330805748472e-12,6.2976762501606575e-06,7.97113865291396e-06,9.7923696753168e-06,1.2292291768499124e-07,2.282178690371889e-06,1.2559179839214677e-06,8.1233457097347e-06,1.5376999887819896e-06,2.5230041014348247e-07,3.8572670659401066e-08
1.3701386429021524e-07,0.0634193957018362,3.76,0.0,0.8161640981221759,0.9999753777475181,1.8164015112547091e-06,1.7759515198268962e-06,4.276950929858049e-05,1.446363356249262e-05,2.0883009144944452e-05,2.1224086815080684e-09,5.012053473011775e-12,6.370618731328286e-06,8.08250131984822e-06,1.0153125285114901e-05,1.2466132924780556e-07,2.3388124864502384e-06,1.307305094090194e-06,8.40610244168732e-06,1.5782940874587414e-06,2.6645687767940356e-07,3.965775452268165e-08
1.39333816202855e-07,0.06341940517280469,3.76,0.0,0.8161627371824719,0.9999746951967223,1.9076023752207884e-06,1.8254883214755978e-06,4.368793112843473e-05,1.4542181046612085e-05,2.1622575665545158e-05,2.1602709331342496e-09,5.057840163688075e-12,6.441637296707979e-06,8.191523573550936e-06,1.0518835309407264e-05,1.2636337165507265e-07,2.3958346165743724e-06,1.3595978246294135e-06,8.692071207599552e-06,1.618725137460684e-06,2.811234825090268e-07,4.0753932338966155e-08
1.4165376811549478e-07,0.06341941468440349,3.76,0.0,0.8161613646346217,0.9999740074184718,2.0013122860665278e-06,1.8750286418777162e-06,4.461124287340842e-05,1.4618192396701045e-05,2.2372337407585966e-05,2.1977044828510766e-09,5.1027074802378865e-12,6.51076768773286e-06,8.298225748823564e-06,1.0889395013047974e-05,1.2802934976452583e-07,2.453234697678499e-06,1.4127819256799341e-06,8.981166886390421e-06,1.6589730282524164e-06,2.963074701744964e-07,4.186124436206283e-08
1.4397372002813455e-07,0.06341942423573108,3.76,0.0,0.8161599806718475,0.9999733145361555,2.097530856870606e-06,1.9245503938459192e-06,4.5539340625707936e-05,1.4691749456383015e-05,2.3132108133753943e-05,2.2347043130608405e-09,5.14667181243214e-12,6.578046104878788e-06,8.402629952279128e-06,1.1264700612307498e-05,1.2965959681725312e-07,2.511002542624364e-06,1.4668430880668632e-06,9.273305963732722e-06,1.6990186515834157e-06,3.120159558192739e-07,4.297973826318047e-08
1.4629367194077432e-07,0.06341943382589578,3.76,0.0,0.816158585486342,0.9999726166700189,2.196256605590743e-06,1.974032418700721e-06,4.6472121480980235e-05,1.4762931427995044e-05,2.3901702801834294e-05,2.2712660158903117e-09,5.189749336542433e-12,6.643509094257629e-06,8.50475989837535e-06,1.1644649350966427e-05,1.3125447184072044e-07,2.569128162378236e-06,1.5217669646550917e-06,9.56840654998783e-06,1.7388438796102796e-06,3.2825592489413977e-07,4.410946875249616e-08
1.486136238534141e-07,0.06341944345401646,3.76,0.0,0.8161571792691125,0.9999719139372266,2.2974870017015586e-06,2.0234544707085994e-06,4.740948360950538e-05,1.483181495783179e-05,2.4680937701379798e-05,2.307385762877484e-09,5.23195601473971e-12,6.7071934438917274e-06,8.604640755431769e-06,1.2029139569260935e-05,1.3281435720946517e-07,2.6276017675978966e-06,1.5775391902328722e-06,9.866388393294673e-06,1.7784315422270428e-06,3.4503423396839505e-07,4.525049721052949e-08
1.5093357576605386e-07,0.0634194531192227,3.76,0.0,0.816155762209834,0.9999712064519196,2.401218512018496e-06,2.072797200522184e-06,4.83513263205319e-05,1.4898474218638296e-05,2.5469630578953375e-05,2.3430602758892267e-09,5.273307594689036e-12,6.769136088989648e-06,8.702299001102642e-06,1.2418070766116585e-05,1.343396563551309e-07,2.6864137696803967e-06,1.634145400002763e-06,1.0167172888230075e-05,1.817765403743651e-06,3.623576116377278e-07,4.640289132945668e-08
1.5325352767869363e-07,0.06341946282065564,3.76,0.0,0.8161543344967197,0.9999704943252757,2.507446645660662e-06,2.1220421377574944e-06,4.9297550120177065e-05,1.4962980989440381e-05,2.6267600752621705e-05,2.378286799224151e-09,5.313819609332147e-12,6.829374025587574e-06,8.79776228680363e-06,1.2811343655083846e-05,1.3583079161792486e-07,2.7455547813178104e-06,1.6915712467556746e-06,1.047068308042808e-05,1.8568301390405414e-06,3.8023265952071215e-07,4.756672476446927e-08
1.555734795913334e-07,0.06341947255746794,3.76,0.0,0.8161528963163976,0.9999697776655695,2.6161659981120724e-06,2.1711716728324778e-06,5.0248056763290876e-05,1.502540473279849e-05,2.7074669216341026e-05,2.4130630728565307e-09,5.353507376847115e-12,6.887944231962502e-06,8.891059310615047e-06,1.3208860214366917e-05,1.3728820223197183e-07,2.8050156166048316e-06,1.7498024168002823e-06,1.0776843667518565e-05,1.8956113093159674e-06,3.9866585333638055e-07,4.874207679525373e-08
1.6021338341661294e-07,0.06341949213390242,3.76,0.0,0.8161499892920915,0.9999683311659099,2.841052428549131e-06,2.2690182876829035e-06,5.216153210172832e-05,1.5144269845205947e-05,2.8715393907337672e-05,2.4812581590468673e-09,5.4304703706869625e-12,7.0002288734903545e-06,9.071273910300054e-06,1.4016238828827004e-05,1.4010368001160988e-07,2.9248610184353457e-06,1.8686237242325415e-06,1.1396823051874805e-05,1.972269483180206e-06,4.3723195928730115e-07,5.112767995051694e-08
1.6438929685936452e-07,0.063419509865443,3.76,0.0,0.8161473390084836,0.999967014842021,3.0518987628404493e-06,2.356525855990369e-06,5.389734872125798e-05,1.5244776502738282e-05,3.022140396593817e-05,2.541080474834435e-09,5.4970674226431595e-12,7.095949637301732e-06,9.226363718996532e-06,1.4756436933177633e-05,1.4252695987239883e-07,3.03372762906705e-06,1.9781746953189437e-06,1.1963147088627476e-05,2.040164472347634e-06,4.739127425844747e-07,5.33150154980509e-08
1.685652103021161e-07,0.06341952769900595,3.76,0.0,0.8161446576304748,0.9999656853885032,3.270695290549443e-06,2.4434229659485346e-06,5.564557526006775e-05,1.5339516208294677e-05,3.175419429254561e-05,2.599428886866497e-09,5.561222355856574e-12,7.186834367262903e-06,9.374917186212982e-06,1.5508922067769537e-05,1.448483877931022e-07,3.1434967455888755e-06,2.0901152845114326e-06,1.253696224886383e-05,2.1069540570873787e-06,5.124970032818638e-07,5.554112770490636e-08
1.727411237448677e-07,0.06341954563010617,3.76,0.0,0.8161419461767866,0.999964343339669,3.497382909757373e-06,2.529635470391307e-06,5.740568884199314e-05,1.5428819617409822e-05,3.331279207819261e-05,2.6563049928274586e-09,5.623016791522061e-12,7.273090115269576e-06,9.517125500877638e-06,1.6273173034046243e-05,1.4707091380347402e-07,3.2541219611203187e-06,2.2043649273352276e-06,1.3117888148307277e-05,2.172582815866525e-06,5.530181213507698e-07,5.780664140707226e-08
1.7691703718761928e-07,0.06341956365440637,3.76,0.0,0.8161392056430695,0.9999629892040501,3.7318960999314382e-06,2.6150966646728283e-06,5.917718212558817e-05,1.551299842370208e-05,3.489624753993876e-05,2.7117138111693813e-09,5.682530144308292e-12,7.354919622058876e-06,9.653183179769041e-06,1.704868422625144e-05,1.4919754373732799e-07,3.3655588763108343e-06,2.320844320400039e-06,1.3705560872536918e-05,2.237002657210499e-06,5.955082620670374e-07,6.011221701021e-08
1.8109295063037086e-07,0.06341958176770485,3.76,0.0,0.8161364370010257,0.999961623465468,3.974163583285363e-06,2.6997468973702177e-06,6.0959563543047165e-05,1.5592346447662512e-05,3.650363463163317e-05,2.7656634356177817e-09,5.7398396440377505e-12,7.4325207481517865e-06,9.78328676066923e-06,1.7834965852053717e-05,1.5123131846407006e-07,3.4777650543907715e-06,2.4394755635398023e-06,1.4299632608811912e-05,2.3001723638825412e-06,6.399984049005281e-07,6.245854579680959e-08
1.8526886407312245e-07,0.06341959996594569,3.76,0.0,0.8161336411977289,0.9999602465840783,4.224108950154366e-06,2.783533183449225e-06,6.275235743651935e-05,1.5667140662193486e-05,3.813405157502392e-05,2.81816471612054e-09,5.795020360595444e-12,7.506086025907655e-06,9.907633658830634e-06,1.8631544052948355e-05,1.5317529570248334e-07,3.59069997123875e-06,2.5601822786965922e-06,1.4899771236947106e-05,2.3620571476939414e-06,6.865183732724751e-07,6.484634556453787e-08
1.8944477751587403e-07,0.06341961824521312,3.76,0.0,0.8161308191551259,0.9999588589973895,4.481651249668879e-06,2.8664088221260133e-06,6.455510410593212e-05,1.5737642159744063e-05,3.9786621234190726e-05,2.869230963963358e-09,5.848145231648035e-12,7.575802315080005e-06,1.0026421168095638e-05,1.943796093826306e-05,1.5503253412212236e-07,3.704324961566635e-06,2.6828897083467525e-06,1.550565988828086e-05,2.4226282164308537e-06,7.350968649584425e-07,6.727635657923465e-08
1.9362069095862562e-07,0.06341963660173343,3.76,0.0,0.8161279717696963,0.9999574611212568,4.746705545474254e-06,2.9483330213443147e-06,6.636735977618424e-05,1.5804097062682852e-05,4.1460491345632325e-05,2.9188776801530923e-09,5.899285092933604e-12,7.64185055188462e-06,1.013984559731954e-05,2.0253774540480846e-05,1.5680607958486834e-07,3.818603161942499e-06,2.807524794913551e-06,1.6116996478649436e-05,2.4818623544952834e-06,7.85761482984259e-07,6.974933783979241e-08
1.977966044013772e-07,0.06341965503187252,3.76,0.0,0.8161250999122533,0.9999560533508449,5.019183437616907e-06,3.02927053105881e-06,6.818869649710712e-05,1.586673738137588e-05,4.3154834625787306e-05,2.967122304950416e-09,5.948508710716593e-12,7.704405574860054e-06,1.0248101524513964e-05,2.107855870500706e-05,1.5849895324907455e-07,3.9334994517083156e-06,2.9340162438031926e-06,1.6733493224045963e-05,2.539741518751346e-06,8.385387667996968e-07,7.226606363856228e-08
2.019725178441288e-07,0.06341967353213468,3.76,0.0,0.8161222044278637,0.9999546360615587,5.298993551427204e-06,3.1091912869597715e-06,7.00187019862952e-05,1.5925781823187917e-05,4.486884877231097e-05,3.0139839869954573e-09,5.995882816102688e-12,7.763636015215085e-06,1.0351381155601498e-05,2.1911902924280087e-05,1.601141413293361e-07,4.048980392576255e-06,3.062294572038635e-06,1.7354876145400144e-05,2.59625245066557e-06,8.934542235626742e-07,7.482732040517324e-08
2.0614843128688037e-07,0.06341969209916011,3.76,0.0,0.8161192861358735,0.9999532096099478,5.586041994514459e-06,3.18807006569575e-06,7.185697942331686e-05,1.598143655540979e-05,4.660175637295729e-05,3.059483370599383e-09,6.0414721409330424e-12,7.819704241732812e-06,1.0449873776448198e-05,2.275341212456432e-05,1.6165458633293695e-07,4.165014167501022e-06,3.192292144186987e-06,1.7980884567383365e-05,2.6513863052728364e-06,9.505323593999008e-07,7.743390382041706e-08
2.1032434472963196e-07,0.06341971072972259,3.76,0.0,0.8161163458300253,0.9999517743345749,5.8802327828871965e-06,3.265886152266e-06,7.370314720180342e-05,1.6033895924448308e-05,4.835280473264816e-05,3.1036424000845807e-09,6.085339455036301e-12,7.87276635295408e-06,1.0543765289475442e-05,2.3602706411793636e-05,1.631231796356421e-07,4.281570519254209e-06,3.3239431968793642e-06,1.8611270614736625e-05,2.705138297205402e-06,1.0097967105416566e-06,8.008661618853976e-08
2.1450025817238354e-07,0.06341972942072675,3.76,0.0,0.8161133842786603,0.999950330556857,6.181468237318872e-06,3.3426230201266654e-06,7.5556838645664e-05,1.608334313366324e-05,5.012126562898102e-05,3.146484140047812e-09,6.1275456046362584e-12,7.922972209690203e-06,1.0633237826353518e-05,2.4459420782584527e-05,1.6452275526262543e-07,4.398620689094233e-06,3.4571838531843744e-06,1.924579870935202e-05,2.7575073638973954e-06,1.0712698742356833e-06,8.278626405519964e-08
2.1867617161513513e-07,0.0634197481692049,3.76,0.0,0.8161104022249877,0.9999488785818715,6.489649351123707e-06,3.418268024481025e-06,7.741770169545704e-05,1.612995088223636e-05,5.1906435006129914e-05,3.1880326104285243e-09,6.168149551702532e-12,7.970465501158456e-06,1.071846942848821e-05,2.532320480632911e-05,1.6585608474361114e-07,4.516137355904227e-06,3.591952128061309e-06,1.9884245071166195e-05,2.80849584601224e-06,1.1349735393502426e-06,8.55336560578958e-08
2.2285208505788671e-07,0.0634197669723141,3.76,0.0,0.8161074003874164,0.9999474186991352,6.804676130577803e-06,3.4928121090789134e-06,7.928539857052078e-05,1.6173881967415048e-05,5.370763261644763e-05,3.228312635295115e-09,6.207208414041733e-12,8.01538383860725e-06,1.0799633787478353e-05,2.6193722283853554e-05,1.671258729186855e-07,4.634094576124559e-06,3.7281879260454964e-06,2.052639722554774e-05,2.8581091850074594e-06,1.2009285165858185e-06,8.832960099529447e-08
2.270279985006383e-07,0.06341978582733264,3.76,0.0,0.8161043794599379,0.9999459511833484,7.126447909235284e-06,3.5662495266601916e-06,8.115960541165896e-05,1.621528985227324e-05,5.552420161780612e-05,3.2673497043625474e-09,6.244777505968958e-12,8.057858871346779e-06,1.0876900038709234e-05,2.7070650887339615e-05,1.6833475458679805e-07,4.752467724733251e-06,3.865833032167991e-06,2.117205351925903e-05,2.906355637593998e-06,1.2691547682293504e-06,9.117490610223243e-08
2.3120391194338989e-07,0.0634198047316567,3.76,0.0,0.8161013401125523,0.9999444762951117,7.4548636373867016e-06,3.6385775730181266e-06,8.304001190845025e-05,1.62543192009455e-05,5.7355508133563366e-05,3.3051698463489183e-09,6.280910379402812e-12,8.098016421021762e-06,1.09504326021478e-05,2.7953681785492918e-05,1.6948529190317062e-07,4.871233437464412e-06,4.0048310969745244e-06,2.182102264655346e-05,2.953246006721433e-06,1.3396714373978873e-06,9.407037551757435e-08
2.3537982538614147e-07,0.06341982368279675,3.76,0.0,0.8160982829917309,0.9999429942816128,7.789822147891036e-06,3.709796334563113e-06,8.492632091475056e-05,1.629110638316061e-05,5.920094078126274e-05,3.3417995133444015e-09,6.3156588652346905e-12,8.135976630552755e-06,1.1020391065024557e-05,2.8842519257451198e-05,1.7057997244161904e-07,4.990369554414951e-06,4.1451276164141785e-06,2.2473123186642537e-05,2.998793388652314e-06,1.4124968767274447e-06,9.701680893244075e-08
2.3955573882889306e-07,0.06341984267837404,3.76,0.0,0.8160952087209107,0.9999415053772817,8.131222399599675e-06,3.7799084492085586e-06,8.681824805562616e-05,1.6325779949824557e-05,6.105991017566305e-05,3.3772654754071748e-09,6.3490731148607326e-12,8.171854124532508e-06,1.1086930101487704e-05,2.9736880298601488e-05,1.7162120784411382e-07,5.10985506516547e-06,4.286669907306989e-06,2.3128183153566995e-05,3.043012935650614e-06,1.4876486764690143e-06,1.0001500040654691e-07
2.437316522716446e-07,0.063419861716117,3.76,0.0,0.8160921179010124,0.9999400098044218,8.47896369957587e-06,3.848918880345171e-06,8.871552132863599e-05,1.6358461081325774e-05,6.293184841120218e-05,3.411594724641965e-09,6.38120164175839e-12,8.2057581782153e-06,1.1150199424705316e-05,3.063649422116202e-05,1.7261133298605376e-07,5.229670055517495e-06,4.429407079040562e-06,2.3786039559311765e-05,3.0859216337734253e-06,1.5651436919595742e-06,1.030657373406805e-07
2.4790756571439617e-07,0.06341988079385746,3.76,0.0,0.8160890111109785,0.9999385077738084,8.832945905292119e-06,3.916834703609162e-06,9.061788070202352e-05,1.638926401014043e-05,6.481620852843313e-05,3.444814388065788e-09,6.412091362984149e-12,8.237792892644475e-06,1.1210343767338478e-05,3.154110225203214e-05,1.7355260559278027e-07,5.349795655922365e-06,4.573290002078437e-06,2.444653799078365e-05,3.1275380952154915e-06,1.6449980704423821e-06,1.0616979959374753e-07
2.5208347915714773e-07,0.06341989990952726,3.76,0.0,0.8160858889083273,0.9999369994852665,9.193069607958129e-06,3.9836649060953616e-06,9.252507771201926e-05,1.641829641921268e-05,6.67124639684056e-05,3.4769516486171697e-09,6.441787640515487e-12,8.26805737386541e-06,1.1267502886761183e-05,3.245045713006296e-05,1.74447206250021e-07,5.470213991651205e-06,4.718271273794889e-06,2.510953220105879e-05,3.1678823646239437e-06,1.7272272772170608e-06,1.0932795873329882e-07
