Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934),CF2O2(144),O2(176),FC1OC1(F)F(245)
1.7854795662001315e-06,0.18806907996504948,3.76,0.0,0.7305380565512334,0.946539410370385,0.016528449712827506,0.0006853627473147754,0.07755672011396386,0.0018672795801729768,0.04165662317575829,1.3176353537978865e-08,3.0951412418947965e-10,0.0009359246655908144,0.00045177113113126503,0.03197408763501364,2.862937766575222e-05,0.00032233033367374837,6.397232329454752e-05,0.027333996394062463,0.0006558333626124513,0.011804848117857146,0.006361662246435345,0.004046846238116209,0.001308693065112918,9.066328055588784e-07,0.00239803764310574,3.877599613371721e-05,0.005039100466487328,0.0014690653109685205,1.9142792329426745e-08,6.420033706109091e-06,1.374732866139076e-07,0.0014242877164050245,2.459280154980032e-10
1.8013266380556482e-06,0.18808850738199231,3.76,0.0,0.7295274814115592,0.9460124946736065,0.016708972174694484,0.000685670789442262,0.07833480838502385,0.0018654308117145696,0.04176981800340418,1.3154617596208148e-08,3.090037973510891e-10,0.0009376325112862768,0.00045080854174994907,0.03225371097769011,2.8561144146953193e-05,0.0003221133987067666,6.410522169136013e-05,0.027588753701068173,0.0006573851039727574,0.011982835039371836,0.006440283284947653,0.004115863070583486,0.0013171505289061342,9.084905726353148e-07,0.0024570657621151436,3.952127870745895e-05,0.005129064330549034,0.0015024302246267915,1.9498024083579776e-08,6.538906934774479e-06,1.4000682231877215e-07,0.0014234948626904115,2.5180607813354904e-10
1.817173709911165e-06,0.18810793402669257,3.76,0.0,0.7285184148369832,0.9454855826033055,0.01688955069962534,0.0006859735140764758,0.07911357347258687,0.0018635865268920382,0.04187987217888782,1.3132932665026914e-08,3.0849467485226356e-10,0.0009393278078797134,0.0004498554306334344,0.032532878559318135,2.8493575545684116e-05,0.00032187535234233776,6.42330538862385e-05,0.027843190451591393,0.0006589164670054278,0.012161312454831406,0.006518597340687792,0.0041849142765121175,0.001325515407278597,9.102771913379759e-07,0.002516816520780835,4.026854640429019e-05,0.0052195319796040935,0.0015361392978226571,1.9853754504383753e-08,6.658402751020343e-06,1.425535057594291e-07,0.0014227019831005079,2.5774991134734546e-10
1.8330207817666817e-06,0.18812736014257941,3.76,0.0,0.727510858446162,0.944958685575641,0.017070182211849274,0.0006862710971365936,0.07989300012440229,0.0018617466920223633,0.041986845139732984,1.3111298575759398e-08,3.0798676055326444e-10,0.000941010749634088,0.0004489116081088216,0.03281159171150509,2.8426659503495457e-05,0.00032161690494628527,6.435592175159838e-05,0.0280973034677299,0.0006604278647902559,0.012340267075848968,0.006596596209073354,0.004253986575625674,0.0013337889993097853,9.119941030762769e-07,0.00257728704251671,4.1017647571400336e-05,0.005310495988555007,0.0015701900829230607,2.020990741958062e-08,6.778508528466387e-06,1.4511306948707732e-07,0.0014219091477170012,2.6375900127483553e-10
1.8488678536221984e-06,0.1881467859649012,3.76,0.0,0.7265048136889317,0.9444318148251429,0.01725086370509768,0.0006865637092452197,0.08067307321472601,0.0018599112736608268,0.042090795479668694,1.3089715172799468e-08,3.074799910998535e-10,0.0009426815296878448,0.0004479768885135468,0.03308985175709745,2.836038391916797e-05,0.00032133875092188186,6.447392561006668e-05,0.028351089648882714,0.0006619197040373824,0.012519685872034596,0.006674271970793244,0.004323066960965349,0.0013419725778258114,9.13642684593089e-07,0.002638474376637752,4.1768433272988075e-05,0.005401949002498682,0.0016045801090049804,2.0566407083982186e-08,6.899211779244841e-06,1.47685248236407e-07,0.0014211163669016738,2.698328301606612e-10
1.864714925477715e-06,0.18816621172058712,3.76,0.0,0.7255002818497681,0.943904981388843,0.01743159224103621,0.0006868515159027238,0.08145377774545855,0.0018580802385997834,0.042191780950219845,1.3068182277488844e-08,3.0697440942648267e-10,0.000944340339875358,0.0004470510901121868,0.03336766001025498,2.829473694580952e-05,0.0003210415688681311,6.458716424135283e-05,0.028604545970760394,0.0006633923851256541,0.012699556067292755,0.006751616986449901,0.004392142698362724,0.001350067389557211,9.152243559392255e-07,0.0027003755009320576,4.2520757301904074e-05,0.005493883736044486,0.0016393068832980598,2.092318084339923e-08,7.02050015112434e-06,1.5026978080392334e-07,0.0014203236108768526,2.7597087004627287e-10
1.8789772901476801e-06,0.18818369502476726,3.76,0.0,0.7245974976705687,0.9434308720533441,0.017594285769879307,0.000687106566028438,0.0821569394123796,0.0018564360275102258,0.042280179965100945,1.3048845711067923e-08,3.065204190618861e-10,0.0009458231923152885,0.0004462253520666207,0.033617302234777546,2.8236182540815507e-05,0.00032075838431535946,6.468508514633201e-05,0.02883237219189517,0.0006647017437234847,0.012861814831910973,0.006820938620029509,0.004454296582421122,0.001357277834083675,9.165917984205009e-07,0.002756694249903333,4.319904556691392e-05,0.005577030900588845,0.0016708468231202886,2.1244452678970483e-08,7.1301498647399334e-06,1.526062088614282e-07,0.0014196102070451163,2.815495635136396e-10
1.8932396548176451e-06,0.1882011786062386,3.76,0.0,0.7236959405748401,0.9429568093058761,0.01775701302753159,0.0006873579675644973,0.08286058975004515,0.0018547953163090944,0.04236626445288007,1.3029549798482225e-08,3.060673628541e-10,0.0009472966415156602,0.0004454065689804995,0.03386658051085452,2.817811962491372e-05,0.000320460796839076,6.477929484283329e-05,0.029059926739066995,0.0006659961864633706,0.013024420121418334,0.006889981197987494,0.004516427706788692,0.001364418238931705,9.179071248957745e-07,0.002813586366305155,4.387836095463516e-05,0.005660557198052854,0.0017026556482087236,2.156583698872959e-08,7.240254817576077e-06,1.54952246845874e-07,0.0014188968833001108,2.871794392241261e-10
1.9075020194876104e-06,0.18821866261365278,3.76,0.0,0.722795611169092,0.9424828007072839,0.017919772007020877,0.0006876058311794945,0.08356471809401408,0.0018531580812755346,0.04245007477305172,1.301029441258648e-08,3.056152488568352e-10,0.0009487608245177664,0.000444594616215071,0.03411549577874234,2.8120540067025435e-05,0.0003201492689652464,6.486986217216017e-05,0.029287207562133568,0.0006672759922240363,0.013187363136234458,0.006958739711616606,0.004578527351975608,0.0013714894595521134,9.191713108946229e-07,0.002871049508362953,4.4558602593374616e-05,0.005744457459098952,0.0017347315015456488,2.1887283652494675e-08,7.350806284831296e-06,1.5730771003269423e-07,0.0014181836240275034,2.9286009414828254e-10
1.9217643841575756e-06,0.1882361471903598,3.76,0.0,0.7218965099603899,0.9420088536373782,0.018082560741992743,0.0006878502646032387,0.08426931386597743,0.0018515242988414399,0.04253165073903593,1.2991079422410086e-08,3.051641011040613e-10,0.0009502158773855425,0.00044378937150664954,0.03436404897318032,2.8063435889294672e-05,0.0003198242533039702,6.495685498364751e-05,0.029514212658364267,0.0006685414358382303,0.013350635234176414,0.007027209321905103,0.004640586975058055,0.0013784923348791594,9.203853283047769e-07,0.0029290812939296055,4.523967142160057e-05,0.00582872655819629,0.0017670725154381739,2.220874388639841e-08,7.461795628340005e-06,1.5967241570476934e-07,0.0014174704484323604,2.985911207213289e-10
1.936026748827541e-06,0.18825363247473834,3.76,0.0,0.7209986373568668,0.9415349752991775,0.018245377306495475,0.0006880913726569267,0.08497436657380206,0.001849893945587917,0.042611031619076874,1.2971904707329722e-08,3.047138918619568e-10,0.0009516619352296937,0.0004429907149425812,0.034612241023416444,2.8006799265305195e-05,0.00031948619258418727,6.5040340135235e-05,0.029740940072287093,0.0006697927881030544,0.013514227929936845,0.007095385358728743,0.004702598209311352,0.0013854276874148063,9.215501046299895e-07,0.002987679300849803,4.592147018977057e-05,0.0059133594135029,0.0017996768116997175,2.2530169303948335e-08,7.573214296953232e-06,1.6204618237655198e-07,0.0014167574068520486,3.043721120094202e-10
1.950289113497506e-06,0.18827111859967238,3.76,0.0,0.720101993671359,0.9410611728156795,0.018408219813485362,0.0006883292573965227,0.08567986581214854,0.0018482669982473672,0.0426882561399776,1.2952770148393305e-08,3.042645834447643e-10,0.0009530991321506043,0.00044219852889824306,0.03486007285326281,2.7950622515602948e-05,0.0003191355198552986,6.512038350726185e-05,0.029967387894580158,0.0006710303158255096,0.013678132891224645,0.007163263315298692,0.0047645528627404,0.001392296323563085,9.226665463211633e-07,0.0030468410694776296,4.6603903456772286e-05,0.005998350986140114,0.001832542503064631,2.2851512228312842e-08,7.685053824915862e-06,1.644288302813669e-07,0.0014160444878650743,3.1020265557413574e-10
1.9645514781674713e-06,0.18828860569336173,3.76,0.0,0.7192065791217611,0.9405874532050642,0.018571086414679694,0.000688564018146981,0.08638580126244483,0.001846643433703025,0.04276336248808913,1.293367560413649e-08,3.0381624382720576e-10,0.0009545276011344883,0.0004414126980071695,0.03510754538112416,2.7894898106263455e-05,0.000318772658516998,6.519705001233674e-05,0.030193554261967428,0.0006722542818399452,0.013842341938286864,0.007230838847592171,0.004826442917657826,0.001399099033728674,9.237356077493103e-07,0.003106564102930534,4.728687758805576e-05,0.006083696280099384,0.0018656676932938252,2.317272726001484e-08,7.79730583046723e-06,1.6682018269849675e-07,0.0014153316434586025,3.1608232385080405e-10
1.9788138428374365e-06,0.18830609387853253,3.76,0.0,0.718312393834317,0.9401138232213733,0.018733975299241777,0.0006887957516227967,0.08709216269326411,0.0018450232289854915,0.04283638831353874,1.29146209518735e-08,3.033688489572134e-10,0.0009559474741422105,0.00044063310910522145,0.03535465952005291,2.7839618645048257e-05,0.00031839802251519415,6.527040358868426e-05,0.030419437356198703,0.0006734649450489295,0.014006847040515361,0.007298107769337918,0.004888260528994425,0.0014058365926849946,9.247581780740161e-07,0.0031668458693249815,4.797030075086889e-05,0.0061693903415776016,0.0018990504784092282,2.349376917968997e-08,7.90996201678465e-06,1.6922006354757937e-07,0.0014146189518840007,3.220106947183711e-10
1.991649971040405e-06,0.18832183427474064,3.76,0.0,0.7175086781230592,0.939687638388891,0.018880592882082565,0.0006890018012390914,0.08772824381214794,0.001843567898535979,0.04290036337479149,1.2897505773857708e-08,3.0296696707250543e-10,0.0009572181184359579,0.0004399367242905953,0.03557675657268905,2.7790241568138556e-05,0.00031805111699498523,6.533364128557014e-05,0.030622488477349174,0.0006745433787103084,0.014155148247091348,0.007358384318176751,0.004943828101415322,0.001411845318793637,9.256394552471908e-07,0.0032215750545876594,4.858569114783451e-05,0.006246809134309654,0.0019293136490926733,2.3782522012226016e-08,8.01169137236868e-06,1.7138710395214153e-07,0.0014139776700115131,3.273875222716624e-10
2.0044860992433734e-06,0.1883375757385491,3.76,0.0,0.7167059580920403,0.9392615363464266,0.019027225816037104,0.0006892055414788855,0.08836465444167256,0.001842115254539287,0.04296270986208634,1.2880422714820388e-08,3.025658322827254e-10,0.0009584820003306074,0.0004392452265244606,0.035798564722601685,2.7741213856115922e-05,0.0003176952884747585,6.5394291595789e-05,0.030825307456425022,0.0006756114260998753,0.01430367725473399,0.0074184064432819795,0.004999325336924749,0.0014178024275565526,9.264844183495314e-07,0.0032767528364033324,4.920130820603637e-05,0.006324502906165458,0.0019597825249377584,2.4071067247538397e-08,8.113735546200222e-06,1.73560785956728e-07,0.0014133365063593614,3.3280314310124436e-10
2.017322227446342e-06,0.18835331833600863,3.76,0.0,0.7159042336652937,0.9388355218191118,0.019173872849834173,0.0006894070382549966,0.08900138728910577,0.0018406652805467928,0.043023454212571685,1.2863371676299765e-08,3.0216546757201085e-10,0.0009597392138725948,0.0004385585373178666,0.03602008462540053,2.7692530377679196e-05,0.0003173308211822837,6.545239932289973e-05,0.03102789305160399,0.0006766692685909773,0.014452428485981673,0.00747817138326639,0.005054746840410003,0.001423708455049037,9.272937122273989e-07,0.003332377306637337,4.981708842377844e-05,0.006402468124884034,0.001990455705531291,2.4359374142775444e-08,8.216088646722464e-06,1.7574098504410277e-07,0.0014126954608530394,3.38257238521726e-10
2.0301583556493103e-06,0.18836906215610966,3.76,0.0,0.7151035046933805,0.9384095993926975,0.019320532762272552,0.0006896063551909884,0.08963843513750708,0.0018392179602043717,0.04308262240923209,1.2846352568113401e-08,3.0176585429641e-10,0.0009609898521410644,0.0004378765800398505,0.03624131693210098,2.764418612165933e-05,0.00031695799149476496,6.550800843952433e-05,0.031230244058124423,0.0006777170842414737,0.014601396485885711,0.007537676504302695,0.005110087362546522,0.0014295639243910394,9.280679465076319e-07,0.003388446530825761,5.043296976221176e-05,0.006480701293404233,0.002021331785751443,2.46474123608216e-08,8.31874485261718e-06,1.7792757766375638e-07,0.0014120545600577053,3.4374949068481123e-10
2.042994483852279e-06,0.18838480726293796,3.76,0.0,0.7143037709828407,0.9379837735972042,0.01946720435040445,0.0006898035548637056,0.09027579081572214,0.001837773277261634,0.043140240159582094,1.28293653019234e-08,3.0136696514626113e-10,0.0009622340076377988,0.00043719927910272594,0.03646226229102397,2.759617614323388e-05,0.0003165770711381088,6.556116242413178e-05,0.03143235929363773,0.0006787550491102273,0.01475057587369027,0.007596919249362606,0.005165341741571161,0.0014353693513145236,9.288077186282882e-07,0.003444958558696389,5.104889119442769e-05,0.006559198936174181,0.0020524093580003436,2.493515197571534e-08,8.421698385837943e-06,1.801204410869418e-07,0.0014114138178317737,3.492795830724361e-10
2.0558306120552473e-06,0.18840055373336187,3.76,0.0,0.7135050322761742,0.9375580488896781,0.019613886437558146,0.0006899986978862056,0.09091344722128096,0.0018363312155570443,0.043196332764106844,1.2812409780519868e-08,3.009688136040565e-10,0.0009634717719109931,0.0004365265605292488,0.036682921346396176,2.754849560140532e-05,0.000316188324894499,6.561190403605141e-05,0.031634237608576754,0.0006797833362998634,0.014899961376884954,0.007655897173224441,0.005220504945911763,0.0014411252402078416,9.29513638644888e-07,0.00350191141772966,5.1664793014335465e-05,0.006637957609018525,0.002083687011302012,2.522256417539814e-08,8.524943530198457e-06,1.8231945441429926e-07,0.0014107732215029262,3.548471927030052e-10
2.0686667402582157e-06,0.18841630162731143,3.76,0.0,0.7127072882817103,0.9371324296582935,0.019760577861286228,0.0006901918440596976,0.09155139728869978,0.0018348917590098777,0.04325092530333483,1.279548590427398e-08,3.005714246406819e-10,0.0009647032360123167,0.00043585835115932456,0.03690329474029156,2.750113970808073e-05,0.00031579201387920016,6.566027564001487e-05,0.03183587787103413,0.0006808021173234519,0.015049547781365184,0.007714607890610782,0.00527557201367751,0.0014468320896963047,9.301863177109868e-07,0.0035593031235362366,5.228061632571459e-05,0.00671697388484471,0.0021151633331592374,2.5509620749954484e-08,8.628474603758045e-06,1.8452449760501408e-07,0.0014101327734804424,3.604519931699172e-10
2.081502868461184e-06,0.18843205101920069,3.76,0.0,0.7119105386405541,0.9367069201645387,0.019907277486978046,0.0006903830512543656,0.09218963402690201,0.0018334548916519354,0.04330404241973387,1.2778593585412414e-08,3.001747653125315e-10,0.0009659284900180888,0.0004351945795270944,0.03712338311040168,2.7454103783873346e-05,0.00031538839186382166,6.570631880766443e-05,0.032037278984005664,0.00068181156052259,0.015199329988365113,0.007773049134318972,0.005330538122256651,0.0014524903866515216,9.308263236445071e-07,0.0036171316689286035,5.289630370423346e-05,0.006796244370339055,0.0021468369083168476,2.579629377335277e-08,8.732285992627035e-06,1.8673545131429206e-07,0.0014094924969613805,3.6609365912682695e-10
2.0943389966641526e-06,0.18844780195914146,3.76,0.0,0.7111147829353228,0.9362815246000188,0.020053984204254402,0.0006905723757439192,0.09282815051103864,0.0018320205976216951,0.04335570836895152,1.276173272813873e-08,2.997788403712575e-10,0.0009671476230321955,0.0004345351755884865,0.037343187090595954,2.7407383239949582e-05,0.0003149777061907703,6.575007444065886e-05,0.03223843988112328,0.0006828118314562295,0.015349303000200942,0.007831218740022296,0.005385398571777905,0.0014581006077244692,9.314342352879453e-07,0.003675395027396674,5.351179899165918e-05,0.006875765701994747,0.0021787063195018623,2.6082556250114245e-08,8.836372141582576e-06,1.889521979488316e-07,0.0014088523922161668,3.7177186471287463e-10
2.107175124867121e-06,0.18846355451129906,3.76,0.0,0.7103200207024069,0.9358562470769017,0.02020069692197138,0.0006907598726333964,0.09346693987015339,0.0018305888611425643,0.04340594709453657,1.2744903237484244e-08,2.993836499812925e-10,0.0009683607233479417,0.00043388007039010427,0.037562707311691465,2.7360973557325637e-05,0.000314560199083797,6.579158289805913e-05,0.03243935952053928,0.0006838030934518063,0.015499461900055932,0.007889114624986475,0.005440148761016988,0.0014636632215343406,9.32010621734384e-07,0.003734091157648165,5.412704705611462e-05,0.006955534540353587,0.0022107701482734685,2.63683817686879e-08,8.940727543073178e-06,1.9117462083867666e-07,0.0014082124647736348,3.7748628150057845e-10
2.1200112530700895e-06,0.18847930872901228,3.76,0.0,0.7095262514352175,0.9354310916368631,0.020347414566982462,0.0006909455959293964,0.09410599528454205,0.0018291596665201213,0.04345478224480967,1.272810501906396e-08,2.989891910060842e-10,0.0009695678784969942,0.00043322919602271383,0.037781944401591334,2.731487028429027e-05,0.0003141361079696541,6.583088400570644e-05,0.032640036883425955,0.0006847855077239654,0.015649801847068986,0.00794673478269898,0.005494784181754813,0.0014691786892414812,9.325560422915301e-07,0.003793218004939868,5.47419937660644e-05,0.007035547568684837,0.0022430269754327987,2.6653744418325786e-08,9.045346734647588e-06,1.9340260424421966e-07,0.0014075727210575233,3.8323657927828556e-10
2.1456835094760264e-06,0.18851082236314254,3.76,0.0,0.7079416895425306,0.9345811628005621,0.020640860442887717,0.0006913119315120611,0.09538487727966072,0.0018263088405306635,0.04354833481162095,1.2694602020049402e-08,2.982024588585184e-10,0.0009719646993940341,0.0004319398739937455,0.038219571683366566,2.7223565536016597e-05,0.00031326909759077105,6.590302060061156e-05,0.03304066082812836,0.0006867244264612127,0.01595100592804845,0.008061140298964086,0.005603693187745162,0.0014800699910913822,9.335561853573677e-07,0.0039127555612936855,5.59707720979279e-05,0.007196293051440906,0.002308113945831117,2.7222980478328543e-08,9.255354883182479e-06,1.9787479487268826e-07,0.00140629380832406,3.9484349162176296e-10
2.1713557658819633e-06,0.18854234324349384,3.76,0.0,0.706361092300144,0.9337317689482477,0.020934313628429763,0.0006916717900522251,0.09666474304848738,0.0018234679959128522,0.04363654890742512,1.2661222972635904e-08,2.974186262001722e-10,0.0009743387698422806,0.0004306666891996836,0.03865607389561542,2.7133434857155038e-05,0.00031237847227267034,6.596679149825302e-05,0.03344030405473169,0.0006886298318595583,0.016252878134646855,0.008174420851236588,0.005712091516395014,0.0014907780451884317,9.344389842398354e-07,0.004033990982838512,5.719772264593167e-05,0.007357976104602878,0.0023739558700443955,2.7790068954684073e-08,9.466353858431969e-06,2.0236786456107874e-07,0.0014050157004127063,4.065899373508514e-10
2.1970280222879003e-06,0.18857387171014098,3.76,0.0,0.7047844540417348,0.9328829397606351,0.021227766221709986,0.0006920255598686189,0.09794554004463661,0.0018206370103816408,0.04371960226135847,1.2627967117175305e-08,2.9663767545249375e-10,0.000976690760681109,0.00042940913951557244,0.039091455946772324,2.7044445276010427e-05,0.0003114659480462441,6.602249494251926e-05,0.03383895929297891,0.000690502931568599,0.016555382647138992,0.008286563276472973,0.005819946690122748,0.0015013062602276346,9.352086312832279e-07,0.00415690734826097,5.842245142453158e-05,0.007520571075527151,0.0024405413906254205,2.8354823714844265e-08,9.678301712812472e-06,2.068809245880681e-07,0.0014037384419590393,4.184732363077527e-10
2.222700278693837e-06,0.188605408053303,3.76,0.0,0.7032117684239765,0.9320347037765133,0.021521210611543377,0.0006923736111539771,0.09922721661753975,0.0018178157631022383,0.0437976675805516,1.2594833693297851e-08,2.958595887422013e-10,0.000979021329247069,0.00042816674022681946,0.03952572269481196,2.6956564936937895e-05,0.0003105331623396125,6.607042032611182e-05,0.03423661965184917,0.0006923448974509968,0.01685848489831777,0.008397555637508382,0.005927227791185136,0.001511657927671983,9.358691935334061e-07,0.00428148754778639,5.964458136694901e-05,0.007684052698528344,0.0025078591629305643,2.891706768557154e-08,9.89115726644187e-06,2.114131024973429e-07,0.0014024620759288495,4.304906948202783e-10
2.248372535099774e-06,0.18863695252920093,3.76,0.0,0.7016430284628419,0.9311870884345244,0.02181463946496938,0.000692716297110724,0.10050972199999576,0.001815004134661294,0.043870912673390265,1.2561821940180556e-08,2.9508434827034034e-10,0.0009813311192940642,0.00042693902323806554,0.0399588789482999,2.6869763049517445e-05,0.000309581677106328,6.611084841012087e-05,0.034633278606057874,0.0006941568665751799,0.01716215152922942,0.00850738716698049,0.006033905414145522,0.001521836228479113,9.364246162487828e-07,0.004407714303149055,6.0863751839066864e-05,0.007848396086398386,0.0025758978642006947,2.9476632584615644e-08,1.0104880088769745e-05,2.1596354171287025e-07,0.0014011866436158564,4.426396084533925e-10
2.274044791505711e-06,0.188668505348702,3.76,0.0,0.7000782265659476,0.9303401201096025,0.0221080457164893,0.0006930539547863243,0.10179300629760613,0.0018122020070535402,0.043939500557561975,1.2528931096870713e-08,2.9431193623992474e-10,0.0009836207609974909,0.00042572553648385816,0.04039092946716908,2.6784009850394758e-05,0.0003086129816047988,6.614405153004057e-05,0.03502892998413809,0.0006959399420596991,0.017466350350450365,0.008616048218003264,0.006139951623325792,0.0015318442390995454,9.368787258214443e-07,0.004535570185385328,6.207961825575527e-05,0.008013576723400112,0.0026446462017462938,3.003335868159134e-08,1.031943048341204e-05,2.2053140121759686e-07,0.0013999121847137277,4.5491726481155966e-10
2.299717047911648e-06,0.18870006668498363,3.76,0.0,0.6985173545587143,0.9294938241415498,0.022401422559656606,0.0006933869056893053,0.10307702048139099,0.0018094092636771653,0.044003589543443154,1.2496160402566265e-08,2.9354233485490235e-10,0.0009858908709679075,0.00042452584347820306,0.04082187896325543,2.669927657427795e-05,0.00030762849462205474,6.61702937625593e-05,0.03542356795902902,0.0006976951937223109,0.017771050311740463,0.008723530224855823,0.006245339918877271,0.0015416849363616275,9.372352321163583e-07,0.004665037629467058,6.329185176940322e-05,0.008179570460304214,0.002714092919847029,3.058709460379319e-08,1.0534769477231877e-05,2.2511585532194565e-07,0.0013986387373588717,4.673209458759014e-10
2.325389304317585e-06,0.18873163666954393,3.76,0.0,0.6969604037166511,0.9286482248701617,0.02269476343680916,0.000693715456564393,0.1043617163786305,0.001806625789331681,0.044063333338213544,1.2463509096989652e-08,2.9277552633595637e-10,0.0009881420522719162,0.0004233395227365234,0.04125173210097028,2.661553541649387e-05,0.00030662956723646114,6.618983112684146e-05,0.035817187036454354,0.0006994236588915249,0.018076221464681807,0.008829825654557116,0.006350045194206175,0.001551361203502502,9.374977313357144e-07,0.004796098952321502,6.450013884638142e-05,0.00834635350852532,0.0027842268082080407,3.1137697083133276e-08,1.0750858807189336e-05,2.2971609338559453e-07,0.0013973663381824904,4.798479307770574e-10
2.3510615607235217e-06,0.18876321540247426,3.76,0.0,0.6954073647919257,0.9278033456644875,0.02298806203065056,0.0006940399000505749,0.10564704666435709,0.0018038514702082438,0.044118881136607,1.2430976420695652e-08,2.9201149292788506e-10,0.0009903748944585123,0.00042216616727587715,0.041680493497904,2.653275950102271e-05,0.00030561748513405527,6.62029117530359e-05,0.03620978204518891,0.0007011263431130686,0.018381834931441226,0.008934927966850787,0.006454043699270862,0.0015608758351044255,9.376697084595466e-07,0.00492873636737401,6.570418088527706e-05,0.008513902435235305,0.0028550367085881886,3.168503073480546e-08,1.0967660909244411e-05,2.3433131958302358e-07,0.0013960950223549286,4.924954977159033e-10
2.3767338171294586e-06,0.18879480294439602,3.76,0.0,0.6938582280388592,0.9269592089513204,0.023281312256197995,0.0006943605153067408,0.10693296485213759,0.0018010861938809537,0.044170377713298015,1.2398561615354024e-08,2.912502168996681e-10,0.0009925899736117412,0.00042100538413611795,0.04210816772543619,2.645092284935562e-05,0.0003045934708782288,6.620977605927208e-05,0.03660134812751721,0.0007028042208612901,0.018687862874227214,0.009038831575608513,0.006557313003688652,0.0015702315417763261,9.377545397952763e-07,0.005062931998198269,6.690369383213506e-05,0.00868219415856324,0.0029265115207959863,3.222896782554991e-08,1.1185138907341821e-05,2.3896075267008866e-07,0.001394824823628754,5.052609261619473e-10
2.428078329941333e-06,0.18885800453593646,3.76,0.0,0.6907716197282474,0.9252732481711691,0.023867644376144307,0.00069499131404144,0.10950638311968597,0.001795582326773717,0.04426177478502033,1.2334082591304032e-08,2.897358662486481e-10,0.0009969690802857604,0.00041872003021031404,0.04296027273058033,2.6289967724737324e-05,0.000302514234416718,6.620577995103896e-05,0.03738137559138891,0.0007060893039396558,0.019301055850983736,0.009243024876392841,0.006761580656186724,0.0015884766305679517,9.376757428781002e-07,0.005335926032360296,6.928806657956102e-05,0.009020915393157511,0.00307141180376758,3.3306178242170284e-08,1.1621978459818932e-05,2.4825918601375395e-07,0.0013922879056592371,5.311345052962494e-10
2.479422842753207e-06,0.1889212412782355,3.76,0.0,0.6877004918285428,0.9235905041917615,0.024453715460137453,0.0006956098393737999,0.11208161567654985,0.0017901133159570252,0.04433859804402308,1.2270065990471448e-08,2.882323333605856e-10,0.0010012837147469823,0.00041648057968606065,0.04380808278708884,2.6132479001092646e-05,0.0003004004636197454,6.617961893049802e-05,0.03815723646792113,0.0007092861106097746,0.019915597317624763,0.009442378480692064,0.00696269364011531,0.001606116649978216,9.372862770811894e-07,0.005614936754576083,7.165126039538666e-05,0.009362339393199103,0.003218840230118875,3.436845062980215e-08,1.2061095791536719e-05,2.57605426115594e-07,0.001389755827576589,5.574470096907117e-10
2.5307673555650813e-06,0.1889845125167636,3.76,0.0,0.6846447510169944,0.9219111254163384,0.025039484389693143,0.0006962178991004754,0.11465831977581452,0.0017846783110292345,0.044401856513828566,1.2206505813014455e-08,2.867394780631692e-10,0.0010055380103542477,0.00041428434615546893,0.04465163286595069,2.5978278097839656e-05,0.00029825990050479746,6.613295748657036e-05,0.038928902197793464,0.0007124013934732106,0.020531298879265726,0.009636878142525984,0.0071605160921007615,0.001623170721953999,9.366095070370705e-07,0.005899819260885209,7.399148552432897e-05,0.009706293653301584,0.003368710645061621,3.5415014772720485e-08,1.250221953524369e-05,2.66993724134235e-07,0.0013872288127296946,5.841769272111464e-10
2.5821118683769556e-06,0.1890478171495946,3.76,0.0,0.6816042983356668,0.9202352478369683,0.02562491303905113,0.0006968171378136094,0.11723616508574335,0.0017792764830105545,0.04445249785322549,1.2143396101345167e-08,2.8525716121274384e-10,0.0010097358961850802,0.00041212882488894984,0.04549095725738485,2.582719804865447e-05,0.00029609949190198667,6.606735419686157e-05,0.03969634833187569,0.0007154414782446936,0.021147985905180387,0.009826521325207714,0.007354929589705987,0.0016396570340687067,9.356673069160383e-07,0.006190428412223959,7.630714629593848e-05,0.010052610845112183,0.003520938305579678,3.6445200629973426e-08,1.2945088306156116e-05,2.7641854284996595e-07,0.001384707065789316,6.113029452294254e-10
2.63345638118883e-06,0.18911115366003056,3.76,0.0,0.6785790298648584,0.9185629958293572,0.02620996606823033,0.0006974090510285781,0.11981483334445703,0.00177390702411012,0.044491411386302804,1.2080730947081039e-08,2.8378524485462805e-10,0.0010138811024891327,0.00041001168055159983,0.046326089589307215,2.5679082713888638e-05,0.0002939254536823349,6.59842673063634e-05,0.04045955425675878,0.0007184122860403037,0.021765496664695776,0.01001131616160769,0.00754583198635755,0.0016555929480943335,9.344801394746226e-07,0.006486619165360385,7.859682857227187e-05,0.010401128690335484,0.003675439996340442,3.745843125120389e-08,1.3389450398949023e-05,2.858745502545452e-07,0.0013821907739441695,6.388039985025477e-10
