Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934),CF2O2(144),O2(176),FC1OC1(F)F(245),CH2F-CF2(67),C2H2F3(1125),CH2CF2(56),CH2F(45),C2H2F3O2(908),C2HF3O(401),CH3-CF2(64),CHF2-CH2(63),CFO(50),FC1(F)CO1(1321),CH2O(19),CHF2-CHF(66),HCO(14),[O]O[C](F)F(171),C2H3F2O2(1300),O[C](F)F(239),H2O2(11),CF2CH(72),C2HF2O(1089),C2HF2O3(622),CHFCF[Z](71)
4.2659444392591606e-05,0.04722063414077655,3.76,0.0,0.7410130188916886,0.9999501370197024,1.0541409195818866e-05,3.8188883890100064e-08,1.0074848959597826e-05,1.3844640568984961e-08,1.6826765956807971e-06,9.041882967038515e-11,7.766788929657e-15,9.965766545860506e-09,2.1261872099721087e-08,4.995650932884021e-06,8.649041850262035e-11,3.5281828551524876e-06,8.550091011652812e-06,2.1141899849980806e-06,6.283668068966319e-09,9.33653802300532e-06,4.2726042289590296e-08,6.713260339363682e-09,6.843434601518374e-10,7.463821219101009e-12,3.144305058788135e-09,9.541460448526068e-14,2.1570401021475983e-10,9.34581494591846e-11,9.101360535149734e-14,1.4637915433285542e-12,2.7290948854027356e-16,2.2756001168856167e-05,7.69225389008578e-19,1.9108550937535873e-15,5.388819346382782e-13,5.473419911090352e-13,8.461272508419032e-14,3.2276099069243185e-14,1.7665860123040886e-24,6.259924265284796e-20,2.8303092244116015e-20,1.105698738558317e-11,1.5979071244162625e-19,5.1394754523922193e-17,6.841352176008877e-14,5.507559425446059e-20,7.87297966459115e-18,2.9456116635769616e-19,1.2699413397336918e-15,2.7546123421008485e-08,3.771472840906598e-21,1.3676733202701463e-18,6.319349107897075e-18,2.828742821652487e-22
4.465476327797623e-05,0.047220633752569595,3.76,0.0,0.7410113807995866,0.9999483831289379,1.1504037454456408e-05,3.991874643440923e-08,1.0547970160823196e-05,1.384460791474647e-08,1.7635274214347735e-06,9.04184627470487e-11,7.766757331143802e-15,9.993711071401544e-09,2.1261513126176727e-08,5.230944929657173e-06,8.648908661664153e-11,3.695017251841954e-06,8.963836018622001e-06,2.216680893573052e-06,6.391269304648141e-09,1.0240336211963935e-05,4.471807865346775e-08,7.71460523985471e-09,7.5042396022105e-10,7.82247141340357e-12,3.4412354141323003e-09,1.1293753562533069e-13,2.344568957950755e-10,1.0703201370429654e-10,1.0773556249590423e-13,1.6117626161040383e-12,3.0043437945549057e-16,2.2755961255356514e-05,8.676058610301617e-19,2.0223542112886787e-15,5.874050160241204e-13,6.027002521474109e-13,8.857168815069987e-14,3.51830651289257e-14,2.055479205991562e-24,7.121095325535514e-20,3.1549904955525733e-20,1.1095335683029924e-11,1.8637302978442764e-19,5.881109097702541e-17,7.173297191456747e-14,6.054227463636869e-20,8.645257840540538e-18,3.351869207702169e-19,1.3949938870070936e-15,3.0326955019671506e-08,4.310928449710253e-21,1.6578126216339877e-18,7.676004732004943e-18,3.1486014137470564e-22
4.8645401048745475e-05,0.047220632960285745,3.76,0.0,0.7410079730411856,0.999944744024464,1.3557459079412137e-05,4.339004866467555e-08,1.1494299598670288e-05,1.3844543193725561e-08,1.9257673263614117e-06,9.041770886159015e-11,7.766692641173503e-15,1.0049784321250634e-08,2.1260793095118512e-08,5.701530332896623e-06,8.648643067108303e-11,4.028895137441181e-06,9.794079246415617e-06,2.422524996700349e-06,6.607181267365186e-09,1.2175553182950974e-05,4.871929335338292e-08,1.0010743299575983e-08,8.918707182922844e-10,8.542154604239937e-12,4.075325281482687e-09,1.5547809136042492e-13,2.75295594499432e-10,1.3805421183466343e-10,1.4833459742431105e-13,1.9350131247369707e-12,3.605551326078549e-16,2.2755878439823284e-05,1.0886171854219681e-18,2.25107017183158e-15,6.895267813972011e-13,7.226050237183147e-13,9.651605431110123e-14,4.130114288516723e-14,2.735375663981523e-24,9.084871040442901e-20,3.874870494378119e-20,1.1176744432251234e-11,2.4910418645015206e-19,7.57735269662053e-17,7.84025425033806e-14,7.233595698571876e-20,1.0303984701156151e-17,4.2785761473422475e-19,1.6644381876901717e-15,3.632712039978185e-08,5.550503414445351e-21,2.3857032825164628e-18,1.1087745417237689e-17,3.8677704417938606e-22
5.263603881951472e-05,0.04722063214708562,3.76,0.0,0.7410043892163463,0.9999409292697671,1.578239845424666e-05,4.687659008498907e-08,1.2440751597090888e-05,1.3844479259593068e-08,2.0887155265608936e-06,9.041693951929844e-11,7.766626713743044e-15,1.0106099897478936e-08,2.1260070427650668e-08,6.172112277659361e-06,8.648378626512198e-11,4.36301345008205e-06,1.0627945094271003e-05,2.6295227809561215e-06,6.824027025410468e-09,1.4281553632828193e-05,5.274893788144055e-08,1.2729256753945194e-08,1.0457379699702866e-09,9.2649729264167e-12,4.763347328826967e-09,2.0962242273907025e-13,3.2083909412310775e-10,1.7464345120364813e-10,2.0001228858819881e-13,2.2965023643803923e-12,4.2777588213920537e-16,2.275579162699429e-05,1.3441308055658253e-18,2.4874221639153223e-15,7.980482694949111e-13,8.551773324387693e-13,1.0449521865751661e-13,4.7802707326430656e-14,3.5679371809883205e-24,1.139940650466953e-19,4.69500775477001e-20,1.1264609099267743e-11,3.2620411062762516e-19,9.580760583636141e-17,8.511419670621292e-14,8.530680400783877e-20,1.211645443230646e-17,5.3712118160820915e-19,1.960149510669707e-15,4.29219839440339e-08,7.025014462266634e-21,3.3500078469707106e-18,1.5620154510623116e-17,4.7019114619396615e-22
5.662667659028397e-05,0.04722063131326716,3.76,0.0,0.7410006285748334,0.999936938212909,1.817960232722865e-05,5.037813041141484e-08,1.3387334133163001e-05,1.3844416116640814e-08,2.2523605905572187e-06,9.041617940694823e-11,7.766561200332112e-15,1.0162653813057142e-08,2.1259345294280183e-08,6.6426907607391424e-06,8.648115471545846e-11,4.69732604151388e-06,1.1465374635665243e-05,2.8376789310920694e-06,7.041791704209998e-09,1.6559074278600677e-05,5.681369411702777e-08,1.5907860100566826e-08,1.212072422555566e-09,9.990875250322281e-12,5.505732096670071e-09,2.774786555285752e-13,3.713953739375368e-10,2.172859801645754e-10,2.647821315526554e-13,2.69839974365722e-12,5.024986445471072e-16,2.2755700802033278e-05,1.6367840424910077e-18,2.7314426979947447e-15,9.125217052412989e-13,1.0009377336384094e-12,1.1250862624741399e-13,5.466092082277997e-14,4.574239435569926e-24,1.4100930482684643e-19,5.623226951896899e-20,1.1359151818455456e-11,4.197576179772712e-19,1.1919748671622545e-16,9.186949664227514e-14,9.949314982070284e-20,1.4084454736010744e-17,6.64694721724691e-19,2.2827069276876378e-15,5.012341061862493e-08,8.760573267886355e-21,4.604678892535859e-18,2.1531639686867977e-17,5.662232236668681e-22
6.061731436105322e-05,0.04722063045913465,3.76,0.0,0.7409966903789246,0.9999327702154002,2.07498053863974e-05,5.3894424967685494e-08,1.4334055366357893e-05,1.3844353769108938e-08,2.416690883058337e-06,9.041541415419726e-11,7.766495138678913e-15,1.0219442010276782e-08,2.1258617859747334e-08,7.113265781778528e-06,8.647853730223911e-11,5.0317866565561234e-06,1.2306307894778431e-05,3.0469980448250506e-06,7.2604601587885306e-09,1.9008839632607123e-05,6.092023485784484e-08,1.9584695773587447e-08,1.3909200126643858e-09,1.071980953812246e-11,6.3029998561539584e-09,3.6135690702334735e-13,4.272665162519025e-10,2.6647361529657644e-10,3.4485060721983245e-13,3.142842915945312e-12,5.851195229918799e-16,2.2755605950410055e-05,1.9692542084200796e-18,2.983186835662801e-15,1.0324949443442483e-12,1.160427909947022e-12,1.20555712284306e-13,6.184868346719877e-14,5.7768147584273735e-24,1.7227545906221827e-19,6.667743584824273e-20,1.1460578821769059e-11,5.320278778307815e-19,1.4623411254120411e-16,9.867015972409613e-14,1.149360019299166e-19,1.6209736756308577e-17,8.123841815814639e-19,2.632690857207207e-15,5.7943064511838636e-08,1.0784761387221055e-20,6.2115593134578505e-18,2.911875509114564e-17,6.760369824986336e-22
6.460795213182247e-05,0.047220629584998605,3.76,0.0,0.740992573903629,0.9999284246523855,2.3493730041818064e-05,5.7425224738285906e-08,1.5280923636521862e-05,1.3844292221184526e-08,2.5816945675788772e-06,9.041462440914505e-11,7.76642723316526e-15,1.0276460363132838e-08,2.1257888286278794e-08,7.58383734318848e-06,8.647593528081157e-11,5.3663489580479655e-06,1.315068386002791e-05,3.2574846314015224e-06,7.480016975378883e-09,2.163156178880966e-05,6.507522226765754e-08,2.37983252088158e-08,1.5823259047840956e-09,1.145172285553515e-11,7.155760494605036e-09,4.63771104446054e-13,4.887486300434556e-10,3.2270363957853076e-10,4.4261891321711153e-13,3.6319342785840556e-12,6.760280668291363e-16,2.27555070579047e-05,2.344258366474191e-18,3.242734801704973e-15,1.1575147998284906e-12,1.334207844159008e-12,1.2863590224965114e-13,6.933883246033686e-14,7.199678082966048e-24,2.0819255121785585e-19,7.837159590067947e-20,1.1569069350725017e-11,6.654657837066223e-19,1.7721537148700433e-16,1.0551806061687094e-13,1.31679153782037e-19,1.8494013745337115e-17,9.820855623812e-19,3.010682805827523e-15,6.63924007652227e-08,1.3126668267753963e-20,8.240987396752622e-18,3.871915150949299e-17,8.008402586674731e-22
6.859858990259171e-05,0.04722062869117574,3.76,0.0,0.7409882784368998,0.9999239009128273,2.6412086210523153e-05,6.097027642483183e-08,1.6227947461729314e-05,1.384423147700053e-08,2.74735960917611e-06,9.041381768080604e-11,7.7663579857602e-15,1.0333704679632468e-08,2.1257156737243627e-08,8.05440545005675e-06,8.647334990169125e-11,5.700966551895639e-06,1.3998440498178292e-05,3.4691431101839737e-06,7.700446475522787e-09,2.4427940211894453e-05,6.928530627511807e-08,2.858771959341917e-08,1.7863344916012328e-09,1.2186561384111588e-11,8.06471334792326e-09,5.874405906435348e-13,5.561317772435994e-10,3.864786978754033e-10,5.606844913249752e-13,4.167738234890371e-12,7.756067703690639e-16,2.2755404110611746e-05,2.7645530805914173e-18,3.510194515992525e-15,1.2871302895740457e-12,1.5228530233319817e-12,1.3674861204010606e-13,7.710433676193348e-14,8.868351938885742e-24,2.4917970588390216e-19,9.140456629685255e-20,1.168481983780736e-11,8.227193308140577e-19,2.124462569601886e-16,1.1241523303800662e-13,1.4976929703318275e-19,2.0938959739443613e-17,1.1757854417129304e-18,3.4172651157350954e-15,7.54826576157932e-08,1.5816919418798606e-20,1.0772410856188346e-17,5.07145708930076e-17,9.418859420362757e-22
7.258922767336095e-05,0.047220627777988834,3.76,0.0,0.7409838032798481,0.9999191983996834,2.95055711042812e-05,6.452932250560184e-08,1.717513553612054e-05,1.384417154063466e-08,2.913673777328487e-06,9.041300700977932e-11,7.766288268631194e-15,1.0391170701936933e-08,2.125642337531372e-08,8.524970110115168e-06,8.647078240638357e-11,6.035593012214635e-06,1.484951476919624e-05,3.6819778092806084e-06,7.921732721182892e-09,2.7398661529290017e-05,7.355712293845417e-08,3.399225030255929e-08,2.002989396017657e-09,1.2924270434153902e-11,9.030647022465153e-09,7.352915175579225e-13,6.296999017966281e-10,4.5830668978739435e-10,7.018423513730802e-13,4.752279209956488e-12,8.8423070921965775e-16,2.2755297094944205e-05,3.232934156608804e-18,3.785704026685683e-15,1.4208957787037108e-12,1.7269517028987008e-12,1.4489324811108966e-13,8.51184854408324e-14,1.0809890873401435e-23,2.9567513645574514e-19,1.0586987608198328e-19,1.1808073162417618e-11,1.0066429561458236e-18,2.522390251406833e-16,1.193638713982661e-13,1.6925613472192493e-19,2.3546208252786617e-17,1.395560920633069e-18,3.853020699307948e-15,8.522484855963806e-08,1.888769686798469e-20,1.3895008965010323e-17,6.553388093071283e-17,1.1004726300705738e-21
7.657986544413019e-05,0.04722062684576665,3.76,0.0,0.7409791477469491,0.9999143165300827,3.277486902038095e-05,6.81021012972049e-08,1.8122496727691304e-05,1.384411241610814e-08,3.0806246489516744e-06,9.041218922937756e-11,7.76621786934805e-15,1.0448854106522251e-08,2.1255688360029288e-08,8.99553133371765e-06,8.646823401525232e-11,6.370181906520529e-06,1.5703842641823327e-05,3.8959929641984e-06,8.143859517778758e-09,3.0544399326296365e-05,7.78972927812265e-08,4.0051679017109775e-08,2.2323334746415423e-09,1.366479445824673e-11,1.0054439222504378e-08,9.104580191240977e-13,7.097307616612346e-10,5.387006598378575e-10,8.690861836356409e-13,5.387540467396368e-12,1.0022673228215824e-15,2.275518599763761e-05,3.75223637227343e-18,4.0694338269133155e-15,1.5583739926248648e-12,1.947102256533676e-12,1.5306920762678212e-13,9.335506827306395e-14,1.3052904861622194e-23,3.481360081848002e-19,1.2186466360737346e-19,1.1939101051484622e-11,1.22030680417388e-18,2.969133491951107e-16,1.263663322780791e-13,1.9019249525941828e-19,2.6317350984881696e-17,1.643578985594681e-18,4.318532777981783e-15,9.56297546492329e-08,2.237275085999288e-20,1.7708322233572157e-17,8.365614699221463e-17,1.2779450274480268e-21
8.057050321489943e-05,0.0472206258948439,3.76,0.0,0.7409743111662481,0.9999092547354957,3.622065113558717e-05,7.16883470191693e-08,1.907004007596207e-05,1.384405410738464e-08,3.2481996115337367e-06,9.04113564834293e-11,7.766146261670769e-15,1.0506750505775042e-08,2.1254951848656638e-08,9.46608913378368e-06,8.646570592821322e-11,6.704686820926311e-06,1.656135910975585e-05,4.11119271650712e-06,8.366810417783944e-09,3.386581394450213e-05,8.231241909160132e-08,4.680614752249178e-08,2.4744088229316717e-09,1.4408077065321007e-11,1.1137056556607163e-08,1.116283181778685e-12,7.964958638810476e-10,6.281786850287477e-10,1.0656092771447464e-12,6.075463360654735e-12,1.1300762763309713e-15,2.2755070805753847e-05,4.325333195918602e-18,4.36158903737337e-15,1.699138876587332e-12,2.1839106387052487e-12,1.6127587861611038e-13,1.0178854714090698e-13,1.562758193335122e-23,4.0703819069856627e-19,1.3948955891808233e-19,1.2078181609873695e-11,1.4670058790107454e-18,3.4679646926003154e-16,1.334251357334877e-13,2.1263444649732452e-19,2.925393654541242e-17,1.9220953388293282e-18,4.81438461760938e-15,1.0670791693584741e-07,2.630740406969065e-20,2.2322888851301504e-17,1.0561373757419338e-16,1.4756941078697177e-21
8.456114098566867e-05,0.047220624925561075,3.76,0.0,0.7409692928795621,0.9999040124619024,3.9843575303391803e-05,7.528778986150181e-08,2.0017774789534673e-05,1.3843996618369172e-08,3.416385866388066e-06,9.04105102893152e-11,7.766073546668107e-15,1.0564855449739542e-08,2.125421399763014e-08,9.936643525732075e-06,8.646319933107348e-11,7.039061385329525e-06,1.7421998208427193e-05,4.3275811125275075e-06,8.590568725626233e-09,3.736355228360772e-05,8.68090861812129e-08,5.429616719603936e-08,2.729256782301002e-09,1.5154061035243725e-11,1.2279554304473788e-08,1.3563198365179342e-12,8.902604027997337e-10,7.272637598578132e-10,1.2948052668674447e-12,6.817946627944577e-12,1.2680093305261513e-15,2.2754951506685e-05,4.955136494055033e-18,4.6624114382606206e-15,1.8427782788899604e-12,2.4379879870167026e-12,1.6951264013429347e-13,1.103942168620306e-13,1.856570990648642e-23,4.728759113702171e-19,1.588485539068709e-19,1.2225604409583194e-11,1.750269044057225e-18,4.02223337334626e-16,1.4054296642890363e-13,2.366414094407099e-19,3.23574691982579e-17,2.233452759301417e-18,5.341159259562119e-15,1.1846962906683175e-07,3.0728548732767244e-20,2.7860886864350715e-17,1.3199545817524039e-16,1.6951570542310737e-21
8.855177875643792e-05,0.04722062393826436,3.76,0.0,0.7409640922426767,0.9998985891699534,4.3644285854678914e-05,7.89001560546621e-08,2.0965710243576818e-05,1.3843939952906898e-08,3.5851704320315082e-06,9.040965549955847e-11,7.766000048618763e-15,1.0623164427061013e-08,2.125347496208241e-08,1.040719452743304e-05,8.646071539528548e-11,7.37325929856918e-06,1.8285693032440763e-05,4.545162102053333e-06,8.81511750234163e-09,4.1038247606755685e-05,9.139385760896641e-08,6.256260819090553e-08,2.9969179490967934e-09,1.5902688333966694e-11,1.3483076155047338e-08,1.6343311777396838e-12,9.912832014887705e-10,8.364836788952234e-10,1.5602687147722807e-12,7.616845664849367e-12,1.4164102077048161e-15,2.2754828088157022e-05,5.644596226850551e-18,4.9721813361383184e-15,1.9888964379314285e-12,2.709948388637303e-12,1.7777886243004838e-13,1.191483542614111e-13,2.1900697133594036e-23,5.461613200312711e-19,1.8004886295735049e-19,1.2381685613574246e-11,2.073867836306253e-18,4.635367563616611e-16,1.4772267459332449e-13,2.6227627186583366e-19,3.5629407626103786e-17,2.5800790408984833e-18,5.899439249999584e-15,1.3092493004717714e-07,3.567463737197953e-20,3.445678110952074e-17,1.6344970877679913e-16,1.9378169968445633e-21
9.254241652720716e-05,0.04722062293330559,3.76,0.0,0.7409587086255411,0.9998929843351299,4.7623413401931524e-05,8.252516794206593e-08,2.1913855977236708e-05,1.3843884114782063e-08,3.754540147686814e-06,9.040879143706719e-11,7.765925721769333e-15,1.0681672865848982e-08,2.1252734894919157e-08,1.0877742159166089e-05,8.645825527414369e-11,7.707234353516278e-06,1.9152375753646916e-05,4.763939537101285e-06,9.040439569934006e-09,4.4890519349492704e-05,9.607327437548996e-08,7.164668832136683e-08,3.2774321852341314e-09,1.6653900129230328e-11,1.4748853929285497e-08,1.9542912003533427e-12,1.0998166564739365e-09,9.563709169869413e-10,1.8657955166299603e-12,8.47397189670086e-12,1.575614475852519e-15,2.2754700538233352e-05,6.396700131216393e-18,5.2912192539379465e-15,2.137116256737668e-12,3.000406831276645e-12,1.860739071185828e-13,1.2802835450473347e-13,2.566759229514405e-23,6.274239785396545e-19,2.0320077706813056e-19,1.2546768648678503e-11,2.4418250710384403e-18,5.31087512953256e-16,1.549672767971546e-13,2.896055018771508e-19,3.907116371623402e-17,2.964484571792828e-18,6.489806369436272e-15,1.4408359717513288e-07,4.1185667954845693e-20,4.225797412019925e-17,2.0068766104392522e-16,2.2052025745638667e-21
9.65330542979764e-05,0.04722062191104206,3.76,0.0,0.7409531414124585,0.999887197447896,5.178157464711714e-05,8.616254405531487e-08,2.286222169096785e-05,1.3843829107716928e-08,3.924481676903164e-06,9.040791506057077e-11,7.765850362169912e-15,1.0740376135085335e-08,2.1251993946997604e-08,1.1348286443567073e-05,8.645582010232401e-11,8.040940462063893e-06,2.002197763982663e-05,4.983917170683544e-06,9.26651751608762e-09,4.892097293250298e-05,1.0085385308835961e-07,8.158996165309275e-08,3.5708386305831697e-09,1.7407636806794633e-11,1.607820728381217e-08,2.3203849499406517e-12,1.2161066858526233e-09,1.0874625071394123e-09,2.215383129555192e-12,9.391092288122538e-12,1.7459494579064474e-15,2.275456884531842e-05,7.214473391369337e-18,5.619887434197875e-15,2.2870813514670403e-12,3.309977356121623e-12,1.9439712736020386e-13,1.3701285388396231e-13,2.990310320672541e-23,7.172102896999434e-19,2.2841751430566044e-19,1.272121512694523e-11,2.858423219639427e-18,6.052345033717832e-16,1.6227995654715953e-13,3.1869926100074705e-19,4.268410136929419e-17,3.389259624620751e-18,7.112841360664808e-15,1.5795513916178357e-07,4.7303164368313284e-20,5.1425460328536084e-17,2.4448645188784557e-16,2.4988873460348333e-21
9.999999999999998e-05,0.047220620871836504,3.76,0.0,0.740948155281821,0.9998820218068281,5.553986119275742e-05,8.933240224132054e-08,2.3686319433225534e-05,1.3843781996705837e-08,4.072575447349692e-06,9.04071436500161e-11,7.765784050345014e-15,1.0791530282890546e-08,2.1251349634760705e-08,1.1757078424092865e-05,8.645372561952069e-11,8.3306002715975e-06,2.077977718231521e-05,5.17600422001604e-06,9.463527122597811e-09,5.256761057355475e-05,1.0509423429779385e-07,9.095834137569067e-08,3.836236599229084e-09,1.80644632542231e-11,1.728580793084119e-08,2.679293088986009e-12,1.3236184700281757e-09,1.2108664378042874e-09,2.558115761426839e-12,1.0237897918951238e-11,1.9032147175215595e-15,2.2754451062607258e-05,7.980614422951011e-18,5.9135554199043536e-15,2.4185234865967823e-12,3.5949121671086724e-12,2.016504536168392e-13,1.448875721758556e-13,3.399294666940372e-23,8.025694756680674e-19,2.520911807728655e-19,1.2880662326431372e-11,3.2633613263335858e-18,6.752905372791755e-16,1.6869085194732177e-13,3.454647433630751e-19,4.5962893733731206e-17,3.7931305054985385e-18,7.68108383865425e-15,1.705921781667309e-07,5.3143530475005675e-20,6.063466309962415e-17,2.8851850943393853e-16,2.7766352814374963e-21
0.00010052369206874564,0.047220620871836504,3.76,0.0,0.7409473900022713,0.9998812280138496,5.611937219338757e-05,8.981199919199798e-08,2.381081724376156e-05,1.3843774935370641e-08,4.094981511292032e-06,9.040702656013984e-11,7.765773982134383e-15,1.079926954617433e-08,2.1251252267628524e-08,1.1818827405570615e-05,8.6453410997511e-11,8.374331679993425e-06,2.0894429073968843e-05,5.205098655607853e-06,9.493333699196887e-09,5.313019957824587e-05,1.0574208409656203e-07,9.243430680340112e-08,3.877175717373289e-09,1.8163837987184976e-11,1.7472543385789554e-08,2.7370085885059743e-12,1.340392680880166e-09,1.2302999161527208e-09,2.613230622730726e-12,1.036992890868803e-11,1.9277341513287304e-15,2.2754432998161038e-05,8.100978296027078e-18,5.958591147495025e-15,2.438457862945699e-12,3.639271427818725e-12,2.0274786804429006e-13,1.46081838398715e-13,3.464561456721696e-23,8.160828798044665e-19,2.558150694432497e-19,1.2905402227343658e-11,3.3282125483215447e-18,6.863448524985471e-16,1.6966406469734232e-13,3.4963151654911844e-19,4.646953533301937e-17,3.857071424743156e-18,7.76912365391188e-15,1.7254878944409963e-07,5.407015313263488e-20,6.213448289457958e-17,2.9569239006488425e-16,2.8204890786825456e-21
0.00010451432983951488,0.04722061981605689,3.76,0.0,0.7409414538085438,0.9998750755538665,6.063739436071845e-05,9.347324449593175e-08,2.4759652650297746e-05,1.3843721601338183e-08,4.266025974378537e-06,9.040612776584966e-11,7.765696703746065e-15,1.0858348354228666e-08,2.125051000444026e-08,1.2289365072357956e-05,8.645102906032354e-11,8.707362231693173e-06,2.1769659574145038e-05,5.427487543309715e-06,9.720870253489419e-09,5.751877613161586e-05,1.1074442959572162e-07,1.0422191495817268e-07,4.1964811866291394e-09,1.8922442542953436e-11,1.893335655834838e-08,3.2087692788089137e-12,1.472907461088425e-09,1.3854289180830823e-09,3.0637385541902962e-12,1.1412158490409112e-11,2.1212791462618806e-15,2.27542929858577e-05,9.059313881793811e-18,6.307779800165587e-15,2.5909360230505582e-12,3.988896534015579e-12,2.1112546597856166e-13,1.5521673764283525e-13,3.9935204634191076e-23,9.24619949497749e-19,2.8551206569362217e-19,1.309972758445003e-11,3.856019010808603e-18,7.747940256509599e-16,1.7712311967443259e-13,3.8248015329886846e-19,5.0428730062097184e-17,4.370661066314331e-18,8.459231091287259e-15,1.8787349970045907e-07,6.15311373103546e-20,7.45751925034888e-17,3.552241725334562e-16,3.1716689442156623e-21
0.00011249560538105338,0.047220617656273146,3.76,0.0,0.7409290247993885,0.9998622197168079,7.021639335601334e-05,1.0082993241720918e-07,2.6658083843903237e-05,1.3843617462267574e-08,4.6096932645143805e-06,9.040429844192683e-11,7.765539393314623e-15,1.0977042908010157e-08,2.124902430693721e-08,1.323043063993766e-05,8.644635099902516e-11,9.372159223532667e-06,2.352817164517446e-05,5.875901219214825e-06,1.0178031923455258e-08,6.683621341727445e-05,1.2111716047010576e-07,1.3079717332531512e-07,4.874144896883714e-09,2.0446613639403716e-11,2.2060824825551628e-08,4.3371831514182e-12,1.7635215616682565e-09,1.7347655540367363e-09,4.141343112263813e-12,1.3693274266888587e-11,2.5448499006085012e-15,2.2754000423956364e-05,1.1204054716279172e-17,7.039634997102161e-15,2.8980856963726347e-12,4.751543793368501e-12,2.2795854160648977e-13,1.7361763770438792e-13,5.2324493917007674e-23,1.1730743774573e-18,3.5229121350725464e-19,1.352049252479896e-11,5.106410678092352e-18,9.752530120758483e-16,1.9228098165938203e-13,4.542583604920736e-19,5.887320153095397e-17,5.5464893972203506e-18,9.943223177651408e-15,2.2075046119002283e-07,7.872033048282931e-20,1.0549077902150802e-16,5.033213609351408e-16,3.96961979634718e-21
0.00011967875336843803,0.04722061565958017,3.76,0.0,0.7409172011559363,0.9998500190258358,7.94594639636243e-05,1.0748830428386284e-07,2.836759576748389e-05,1.3843526638851238e-08,4.920715954633854e-06,9.040261347755792e-11,7.765394512658956e-15,1.1084453358410751e-08,2.124768662264565e-08,1.4077378697966267e-05,8.644224432264779e-11,9.968788131719624e-06,2.5119612868015954e-05,6.283636357970439e-06,1.0591757464517484e-08,7.584077009760979e-05,1.3090707369483618e-07,1.5837008739618805e-07,5.528759258820487e-09,2.182595926463283e-11,2.511965941161912e-08,5.591849073526191e-12,2.0554164133631198e-09,2.0967645746464927e-09,5.339543385120752e-12,1.5978960690568057e-11,2.96922485065222e-15,2.2753722771291097e-05,1.3411810902245231e-17,7.73960268018636e-15,3.1757146144672514e-12,5.513435787961308e-12,2.4319334984956633e-13,1.9024958705384295e-13,6.578313143602166e-23,1.4358319286104902e-18,4.214955207015661e-19,1.3938285497303944e-11,6.484505549450259e-18,1.1847058626450293e-15,2.0621810105170042e-13,5.262782200552488e-19,6.70791041959596e-17,6.790195234797905e-18,1.140025271026704e-14,2.529237692407954e-07,9.703976754039878e-20,1.4147335323271035e-16,6.758957524771569e-16,4.8064556020275316e-21
0.00012686190135582267,0.04722061361513917,3.76,0.0,0.7409047703847802,0.9998372185920825,8.929494047333807e-05,1.1418022600752097e-07,3.0078047363037008e-05,1.384343858443598e-08,5.23328329377795e-06,9.040089136804672e-11,7.7652464623035e-15,1.1192388275917581e-08,2.1246349251943537e-08,1.4924316599351253e-05,8.643824194359474e-11,1.0563546855707778e-05,2.671892482274747e-05,6.695333963435014e-06,1.1007529481431452e-08,8.543471638072981e-05,1.411657255988584e-07,1.8966829213620356e-07,6.225948673605658e-09,2.3212108916968957e-11,2.8421060181527994e-08,7.106402346053593e-12,2.3772890044761025e-09,2.507259287918643e-09,6.7859597287808e-12,1.8494003107948165e-11,3.4361415308394312e-15,2.275343147019828e-05,1.5902133545349758e-17,8.482621512635504e-15,3.4533086031062417e-12,6.350369951406132e-12,2.585045133537041e-13,2.0687899523364985e-13,8.17165342146118e-23,1.7395367073907105e-18,5.001007928380093e-19,1.4396068952631314e-11,8.139013649428942e-18,1.4241672941944698e-15,2.2046041035035738e-13,6.059090880815319e-19,7.586524328415375e-17,8.227895536337092e-18,1.2975760593417454e-14,2.8759141114738885e-07,1.1836437190878214e-19,1.8677504473100738e-16,8.933831279072439e-16,5.766849877142387e-21
