Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934),CF2O2(144),O2(176),FC1OC1(F)F(245),CH2F-CF2(67),C2H2F3(1125),CH2CF2(56),CH2F(45),C2H2F3O2(908),C2HF3O(401),CH3-CF2(64),CHF2-CH2(63),CFO(50),FC1(F)CO1(1321),CH2O(19),CHF2-CHF(66),HCO(14),[O]O[C](F)F(171)
0.04850674755494288,0.11889966061794192,3.76,0.0,0.440956913973932,0.6190148429287259,0.36601137269822537,1.2660351506499128e-06,0.042113797481730934,7.64348243082388e-08,6.180764516133146e-05,6.25189117689655e-11,1.0338669614183178e-14,1.279649862583218e-07,4.116721435929791e-08,0.014050023009293793,6.386061189194549e-10,7.307651307740786e-05,3.336923153431887e-05,0.008109069539528191,1.7578640773939558e-07,0.3625986119380038,3.206541705758156e-05,0.008230864665302358,0.0009887753959806603,1.6878208663448495e-10,0.004927172224008124,2.759411197272232e-06,5.356260863045946e-05,0.0022716570654243064,2.9675003165368086e-07,4.895720489654855e-08,1.635356821491439e-11,2.363233765597226e-05,7.791332753725163e-12,7.192807637275121e-09,9.332809210526967e-07,0.0013829918629077553,3.1555429712371526e-10,7.366911970592876e-09,6.305089402271909e-16,5.708559858840018e-09,2.045648097687202e-09,4.602775711437695e-09,1.0424981371711912e-07,3.854985862640536e-05,8.202022378460707e-08,3.3228299794260845e-10,5.239630736858923e-15
0.04876828011846862,0.11890220320933963,3.76,0.0,0.4396061411034147,0.6177194992062687,0.3672303536060321,1.2640889864138348e-06,0.04232396797978905,7.636648145830481e-08,6.165503533321314e-05,6.233096973034928e-11,1.0307589867195168e-14,1.2780443881443115e-07,4.107479135330934e-08,0.014115638197291744,6.383563708024238e-10,7.29747866180928e-05,3.321647306529293e-05,0.008116058848660974,1.7558997294386798e-07,0.36381310822908536,3.2025058418114556e-05,0.0082337526594298,0.0009925609266318042,1.6802339180024214e-10,0.004953397086106979,2.762126464148105e-06,5.369665872759404e-05,0.0022768240400674864,2.9641410574080735e-07,4.8975948126250504e-08,1.6359828444505632e-11,2.3582884883382574e-05,7.793836179623799e-12,7.207413451411722e-09,9.370466162193974e-07,0.0013951583380357436,3.166342133479147e-10,7.3810007905992035e-09,6.312232890387476e-16,5.76289068003585e-09,2.0649726717015426e-09,4.592916158354039e-09,1.0507418841938925e-07,3.8955217371543524e-05,8.22370919930046e-08,3.357473448717856e-10,5.226150042339609e-15
0.04902981268199436,0.11890474147568907,3.76,0.0,0.438261383250675,0.6164296086657689,0.36844396787299794,1.2621515200136282e-06,0.04253375856059607,7.62978525228374e-08,6.150300537695765e-05,6.214358861365244e-11,1.0276602879796653e-14,1.2764349701891938e-07,4.0982354058661634e-08,0.014181120550785624,6.380987049657072e-10,7.287382710372506e-05,3.3064671377459866e-05,0.008122844358539189,1.753931783861105e-07,0.3650223521645554,3.198425500705505e-05,0.00823643767878949,0.0009963250529306307,1.6726941595766723e-10,0.0049795961655725056,2.764771591974897e-06,5.3829036648878033e-05,0.002281899407818118,2.960720936917585e-07,4.899309366839981e-08,1.6365554986773282e-11,2.353364029875316e-05,7.796012961306073e-12,7.22173671953338e-09,9.40783296790213e-07,0.0014073281389596734,3.1770696579988867e-10,7.394802063153874e-09,6.319077616204529e-16,5.8173151817080485e-09,2.084315609865495e-09,4.58306532048199e-09,1.0589663729800188e-07,3.936125078064002e-05,8.245086907532225e-08,3.392165738154148e-10,5.212692470267929e-15
0.04926519198916753,0.11890702220140195,3.76,0.0,0.43705621446500903,0.6152733435154966,0.3695316589454248,1.2604152141306184e-06,0.04272224415257912,7.623584475477035e-08,6.136667278665425e-05,6.197542489140475e-11,1.024879385008974e-14,1.2749832319708128e-07,4.089915117634219e-08,0.014239941053759171,6.378601014967749e-10,7.278361265350463e-05,3.2928862231201755e-05,0.008128778793932518,1.75215766935773e-07,0.36610620691830115,3.1947156531836244e-05,0.008238682537291792,0.0009996944793516684,1.6659484455990994e-10,0.0050031530010859505,2.7670927641753707e-06,5.394675551657841e-05,0.002286389446395476,2.9575917241884224e-07,4.900717491748991e-08,1.6370258011619123e-11,2.3489497175551096e-05,7.797696207214414e-12,7.234387891690551e-09,9.441215008446483e-07,0.0014182833451234595,3.1866631874137257e-10,7.406979259940743e-09,6.324984955730662e-16,5.866375482399851e-09,2.1017391278549965e-09,4.5742074250512675e-09,1.0663515870843842e-07,3.97272372657618e-05,8.26406408383742e-08,3.4234287524819716e-10,5.200600482854428e-15
0.0495005712963407,0.11890929939404504,3.76,0.0,0.43585586295815854,0.6141214469146946,0.3706150526326116,1.2586859213908474e-06,0.04291041998118343,7.617361062621e-08,6.123080690653734e-05,6.18077149422934e-11,1.022105986084271e-14,1.2735285131896927e-07,4.081594209051198e-08,0.014298653886631756,6.376152066833591e-10,7.269400728261866e-05,3.2793817505779396e-05,0.008134551351788396,1.75038084817893e-07,0.3671858554929794,3.190970685843239e-05,0.008240766480188197,0.0010030465935162512,1.659240436511461e-10,0.005026688411614518,2.7693582789238717e-06,5.406313583487425e-05,0.002290806273674445,2.9544149727323317e-07,4.901999221236338e-08,1.6374538828588112e-11,2.3445520831930322e-05,7.799121234239747e-12,7.246813802601279e-09,9.474362795513413e-07,0.0014292403960612858,3.196198815046158e-10,7.4189271765933414e-09,6.330655006769557e-16,5.915508619908918e-09,2.1191762298668323e-09,4.565357361617167e-09,1.0737205370737758e-07,4.00937323182025e-05,8.282793954833073e-08,3.454728245824896e-10,5.188527341048764e-15
0.04973595060351387,0.11891157303985209,3.76,0.0,0.4346603029640089,0.6129738960819532,0.3716941722119013,1.2569636100809583e-06,0.043098285115621277,7.611115275069901e-08,6.109540639372612e-05,6.164045843999273e-11,1.0193400857991302e-14,1.2720708969087751e-07,4.073272930740766e-08,0.014357259019471286,6.373640775396169e-10,7.260500539532638e-05,3.265953223772683e-05,0.008140163529856678,1.7486014157266537e-07,0.368261320522835,3.187191025721055e-05,0.008242691139911343,0.0010063814078267559,1.6525698881280393e-10,0.005050202144480853,2.771568602302231e-06,5.4178185285007405e-05,0.002295150359650906,2.951191491969319e-07,4.903155979460599e-08,1.637840219498832e-11,2.3401710398157304e-05,7.800291024805048e-12,7.2590161853029775e-09,9.507277308046304e-07,0.0014401988958144595,3.205676652576544e-10,7.430647546306406e-09,6.336089978415366e-16,5.964712919976977e-09,2.1366260888750646e-09,4.556515456819449e-09,1.0810729160691601e-07,4.046071815366273e-05,8.301277845041331e-08,3.486062490304742e-10,5.176473101498059e-15
0.04997132991068704,0.11891384312536903,3.76,0.0,0.43346950887556696,0.6118306683770611,0.372769040813348,1.2552482523887775e-06,0.04328583864642359,7.604847362997938e-08,6.096047006615973e-05,6.147365506293246e-11,1.0165816788405848e-14,1.2706104684823304e-07,4.064951530409449e-08,0.014415756425914555,6.371067709239586e-10,7.251660134050728e-05,3.2526001523132105e-05,0.008145616813669635,1.7468194667573127e-07,0.3693326244972288,3.183377099319322e-05,0.008244458133638855,0.0010096989350735258,1.645936559315533e-10,0.0050736939495004355,2.773724118489682e-06,5.429191134971575e-05,0.002299422174936283,2.947922056904456e-07,4.904189174219026e-08,1.638185281332461e-11,2.3358065009889093e-05,7.801208543269102e-12,7.270996587462658e-09,9.53995858409333e-07,0.0014511584528254706,3.215096698989048e-10,7.442142060825621e-09,6.341292085532097e-16,6.013986618342002e-09,2.1540878710291936e-09,4.5476820403551005e-09,1.0884084227728375e-07,4.082817712020149e-05,8.319517023142472e-08,3.517429800206898e-10,5.164437816597286e-15
0.05020670921786021,0.118916109637416,3.76,0.0,0.4322834552452068,0.6106917413005013,0.37383968142006163,1.2535398427566806e-06,0.04347307968528239,7.598557571887616e-08,6.082599634938275e-05,6.130730449112948e-11,1.0138307599206053e-14,1.2691473344723327e-07,4.0566302525602695e-08,0.014474146083122025,6.368433441036115e-10,7.242878962513011e-05,3.239322043622416e-05,0.008150912676424774,1.7450350944622948e-07,0.3703997897610772,3.179529333039309e-05,0.008246069063078848,0.0010129991883049757,1.6393402086082072e-10,0.0050971635790081566,2.77582542328441e-06,5.4404321565847405e-05,0.002303622190552371,2.9446074753938424e-07,4.9051001946508984e-08,1.6384895323890192e-11,2.3314583808154046e-05,7.801876740047296e-12,7.282756742531726e-09,9.572406900720153e-07,0.0014621186798590522,3.224459021434008e-10,7.453412458029876e-09,6.346263547415602e-16,6.063328517714232e-09,2.171561153668245e-09,4.538857482136284e-09,1.0957267616679079e-07,4.119609169021819e-05,8.33751307182334e-08,3.54882897315581e-10,5.152421542760394e-15
0.05041855059431606,0.11891814643227781,3.76,0.0,0.43122003916249074,0.6096703654838993,0.3747996619103635,1.2520081870056647e-06,0.043641328721963676,7.592878265352887e-08,6.070536436173484e-05,6.11579758150176e-11,1.011361330028875e-14,1.2678282650578757e-07,4.049141405991936e-08,0.014526604632890744,6.366010732706771e-10,7.235026105842757e-05,3.227435435164962e-05,0.008155545565837597,1.7434271614971582e-07,0.37135671825526323,3.176037761073941e-05,0.008247386776400452,0.0010159546579161095,1.6334349105478844e-10,0.0051182670827930755,2.7776706456154154e-06,5.450437201156107e-05,0.0023073412054742085,2.9415864005455546e-07,4.905816797367025e-08,1.6387288470629475e-11,2.3275590400373288e-05,7.80226736543559e-12,7.29315401246046e-09,9.60141212360571e-07,0.0014719831403560873,3.2328358810471463e-10,7.46336554722164e-09,6.350542470325592e-16,6.10779320465069e-09,2.18729627103869e-09,4.530923212379245e-09,1.1022983482297211e-07,4.152758995537279e-05,8.353502751559597e-08,3.577114061043782e-10,5.141623193717491e-15
0.05063039197077191,0.11892018031296221,3.76,0.0,0.4301604240301707,0.6086524388531855,0.3757562527789594,1.2504821164151913e-06,0.043809323318155624,7.587181622564084e-08,6.058510496526918e-05,6.100901334380592e-11,1.0088979560647994e-14,1.2665071316304935e-07,4.041653028610502e-08,0.014578975878155438,6.363539314526025e-10,7.227220396000797e-05,3.215608798292055e-05,0.008160053185055319,1.7418174044273504e-07,0.3723103284711637,3.17251943078598e-05,0.008248580509867492,0.0010188961563008274,1.627559196831777e-10,0.005139352248700819,2.7794726597536372e-06,5.460336830029113e-05,0.0023110027882662547,2.9385299400074063e-07,4.906436564110466e-08,1.638935814920055e-11,2.3236728673321364e-05,7.802460532274116e-12,7.3033754846823115e-09,9.63022979529851e-07,0.0014818475568783415,3.2411661251643894e-10,7.473139787769698e-09,6.354637948887835e-16,6.152310687786752e-09,2.2030395441101276e-09,4.52299660942557e-09,1.1088555857402675e-07,4.1859430556181664e-05,8.369297586997995e-08,3.605422478684727e-10,5.1308403272069886e-15
0.05084223334722776,0.11892221127040498,3.76,0.0,0.42910459161612324,0.6076379452885674,0.3767094704858003,1.2489616164188617e-06,0.04397706286810651,7.581467822904286e-08,6.0465217115863155e-05,6.086041679832948e-11,1.0064406334052843e-14,1.2651839988497797e-07,4.034165291959889e-08,0.014631259809239948,6.36101959249636e-10,7.219461442364908e-05,3.2038417823648686e-05,0.008164436583528854,1.7402058876765864e-07,0.37326063640861773,3.168974650126273e-05,0.008249651400679108,0.0010218236935930155,1.621712895236097e-10,0.005160418901266858,2.78123183199385e-06,5.4701315908384714e-05,0.002314607282812299,2.935438651766207e-07,4.906960485184876e-08,1.6391107667570824e-11,2.3197998011587548e-05,7.802458349268383e-12,7.313422377102641e-09,9.658860236957022e-07,0.0014917116557940228,3.2494498213400715e-10,7.4827363133793e-09,6.358551580004744e-16,6.1968799257620015e-09,2.218790514831115e-09,4.515077915572292e-09,1.1153982696916461e-07,4.2191600972262016e-05,8.384898627101534e-08,3.6337531701936905e-10,5.120072982448918e-15
0.05105407472368361,0.1189242392957408,3.76,0.0,0.42805252378839076,0.6066268687587895,0.3776593313984019,1.2474466699707073e-06,0.04414454677907816,7.575737044655112e-08,6.034569974869367e-05,6.071218588821455e-11,1.0039893572503662e-14,1.2638589284656217e-07,4.026678366380536e-08,0.01468345641862867,6.358451971751477e-10,7.211748859759384e-05,3.192134036812624e-05,0.008168696803026064,1.7385926744114877e-07,0.3742076579767018,3.165403726303961e-05,0.008250600576546419,0.0010247372801117172,1.6158958334872754e-10,0.0051814668666405675,2.782948513288471e-06,5.4798220334265826e-05,0.002318155033055509,2.9323130867651094e-07,4.907389546340416e-08,1.639254031859175e-11,2.31593978031412e-05,7.802262912049387e-12,7.323295921578721e-09,9.687303933666945e-07,0.0015015751661796909,3.2576870368300674e-10,7.49215640517995e-09,6.362284954386793e-16,6.241499844608125e-09,2.234548699618279e-09,4.507167363561706e-09,1.121926199027433e-07,4.252408876538275e-05,8.400306901486527e-08,3.662105051405285e-10,5.109321197648418e-15
0.05126591610013946,0.11892626438026856,3.76,0.0,0.4270042025150115,0.6056191933209801,0.3786058517919967,1.2459372603303546e-06,0.0443117744712277,7.569989464676518e-08,6.022655179926973e-05,6.056432031456538e-11,1.0015441226562908e-14,1.26253198170877e-07,4.019192420525413e-08,0.014735565700947886,6.355836856165469e-10,7.204082267635893e-05,3.1804852131065975e-05,0.008172834877666553,1.7369778270777732e-07,0.37515140899390226,3.161806965261367e-05,0.008251429155748625,0.0010276369263811714,1.6101078403274147e-10,0.005202495972586379,2.784623043031549e-06,5.4894087077626935e-05,0.002321646382939392,2.9291537830415446e-07,4.907724727448882e-08,1.639365937539026e-11,2.3120927439325962e-05,7.801876303595774e-12,7.332997339455693e-09,9.715561325163856e-07,0.0015114378198308122,3.265877835360815e-10,7.501401313150662e-09,6.365839659074136e-16,6.286169378122795e-09,2.2503136220155164e-09,4.4992651832928885e-09,1.128439176099277e-07,4.285688157975616e-05,8.4155234408244e-08,3.6904770518156205e-10,5.098585011318e-15
0.05147775747659531,0.11892828651544711,3.76,0.0,0.4259596098634485,0.6046149031201233,0.37954904785008015,1.2444333709845858e-06,0.044478745377464615,7.564225258842108e-08,6.0107772207639255e-05,6.041681976845776e-11,9.991049245136738e-15,1.261203219199965e-07,4.011707621071589e-08,0.01478758765294196,6.353174647164817e-10,7.196461289198954e-05,3.1688949652791604e-05,0.00817685183397519,1.7353614072885476e-07,0.3760919051886808,3.1581846717882014e-05,0.0082521382472117,0.0010305226431271109,1.6043487457616634e-10,0.005223506048479737,2.786255764083079e-06,5.498892162388171e-05,0.002325081676349621,2.925961275280529e-07,4.907967000323586e-08,1.6394468084205156e-11,2.3082586314839548e-05,7.801300593940785e-12,7.342527845529314e-09,9.743632830488116e-07,0.0015212993512437566,3.274022285267651e-10,7.510472262295694e-09,6.369217276370113e-16,6.330887473577374e-09,2.2660848120588168e-09,4.491371602609126e-09,1.1349370066353012e-07,4.318996714195967e-05,8.430549279307384e-08,3.718868111607144e-10,5.08786446225182e-15
0.05190144022950701,0.11893232190479029,3.76,0.0,0.4238815393850236,0.6026164156182795,0.3814255310576781,1.241442086376248e-06,0.04481191465192852,7.552647667746202e-08,5.987131385676752e-05,6.012291249719952e-11,9.94244616719033e-15,1.2585404838225774e-07,3.996742119451363e-08,0.014891369567540313,6.347710544336099e-10,7.181354688942053e-05,3.145888824871761e-05,0.008184526445083903,1.7321240914053598e-07,0.3779631954009657,3.150864701352895e-05,0.00825320233813247,0.001036252332278849,1.5929165780314656e-10,0.00526546843886001,2.789397127895196e-06,5.517551598609602e-05,0.0023317854684297063,2.919478749927013e-07,4.908176669092069e-08,1.6395167310822102e-11,2.3006289385897027e-05,7.79959008607209e-12,7.361080979641369e-09,9.799219984187097e-07,0.0015410180040620906,3.290172422156281e-10,7.528097217552724e-09,6.375447548342307e-16,6.4204651820425185e-09,2.2976441305292425e-09,4.475611136961089e-09,1.147886473656283e-07,4.38569679952842e-05,8.460032984815292e-08,3.7757032090700654e-10,5.066470430067428e-15
0.05232512298241871,0.11893634539783889,3.76,0.0,0.42181817080287065,0.6006312811002619,0.3832889087273196,1.2384726806725735e-06,0.045144050308651644,7.541005656935865e-08,5.9636316077858605e-05,5.983046142643162e-11,9.894083900691867e-15,1.2558711900849707e-07,3.981783158292026e-08,0.014994802176614606,6.34206283486784e-10,7.166426115952769e-05,3.12311288295741e-05,0.008191728702943246,1.7288812006347916e-07,0.3798216527134398,3.1434462349661355e-05,0.008253801542491479,0.0010419264371434003,1.5815979874830294e-10,0.005307352704036583,2.7923752847345837e-06,5.535804712819093e-05,0.002338269157332531,2.912869661003964e-07,4.9080261798621494e-08,1.639466347627127e-11,2.2930502238305634e-05,7.797147685351841e-12,7.378965006729189e-09,9.854069041260605e-07,0.0015607290524383604,3.3061380249831797e-10,7.545041105041537e-09,6.380988319727736e-16,6.5102246677730985e-09,2.3292229584741896e-09,4.459887726330211e-09,1.1607731096483988e-07,4.4524994750752415e-05,8.48876628763225e-08,3.832602000331258e-10,5.045139401721161e-15
0.05274880573533041,0.11894035693237633,3.76,0.0,0.41976936409173615,0.5986593757596206,0.3851393071589513,1.2355250167659924e-06,0.045475148245625444,7.529300591483067e-08,5.940277014719464e-05,5.953946374149498e-11,9.845961980144724e-15,1.253195793194332e-07,3.9668320043835084e-08,0.01509788552604971,6.336234656956394e-10,7.151672687711694e-05,3.100564435330544e-05,0.008198466558217085,1.7256331944086106e-07,0.3816673998476163,3.135931673730761e-05,0.008253944412066205,0.0010475450504189008,1.5703916452108268e-10,0.0053491575353574825,2.795192875353888e-06,5.553655862318681e-05,0.0023445354873625813,2.9061380604369136e-07,4.907523044091344e-08,1.6392981671788175e-11,2.2855220145464918e-05,7.79398947684924e-12,7.396189562986649e-09,9.908183760729357e-07,0.001580430465502582,3.3219197000862e-10,7.561313712042186e-09,6.385852049121014e-16,6.600157750971962e-09,2.3608176645996946e-09,4.444203081535234e-09,1.1735954756449387e-07,4.519395213610363e-05,8.516757464171636e-08,3.889556268795681e-10,5.023871671857087e-15
0.05317248848824211,0.11894435645035865,3.76,0.0,0.41773498081298044,0.5967005771904731,0.3869768511899392,1.2325989564906255e-06,0.045805204558444994,7.517533815800487e-08,5.917066726959258e-05,5.924991647102989e-11,9.798079914135758e-15,1.2505147360363016e-07,3.951889894982997e-08,0.01520061969430552,6.330229114887386e-10,7.137091580660579e-05,3.0782408077296995e-05,0.008204747841271301,1.7223805181663207e-07,0.3835005580920298,3.128323398362931e-05,0.008253639352446102,0.0010531082680854465,1.5592962369741776e-10,0.005390881650414967,2.797852499225221e-06,5.5711093878218596e-05,0.0023505871976183513,2.899287902957946e-07,4.906674658256761e-08,1.639014660450426e-11,2.2780438434244366e-05,7.790131332801556e-12,7.412764232597771e-09,9.961568002664527e-07,0.0016001202553332188,3.3375180817113573e-10,7.576924771690562e-09,6.390051099527581e-16,6.690256381054591e-09,2.3924246844169874e-09,4.428558866866748e-09,1.186352185591198e-07,4.5863746248827894e-05,8.544014791395565e-08,3.9465579304341954e-10,5.0026675299195466e-15
0.05359617124115381,0.1189483438935613,3.76,0.0,0.41571488409000995,0.5947547643653135,0.38880166421812157,1.2296943607497018e-06,0.04613421553526535,7.505706661917121e-08,5.893999858491858e-05,5.896181655493856e-11,9.750437196607546e-15,1.247828448968839e-07,3.936958041385641e-08,0.015303004791525085,6.324049282913213e-10,7.122680030685833e-05,3.056139355927511e-05,0.00821058026434273,1.7191236035704164e-07,0.3853212473255912,3.120623769134826e-05,0.008252894626322647,0.0010586161893536756,1.5483104632370492e-10,0.005432523792794199,2.8003567152857437e-06,5.588169612164806e-05,0.002356427020626444,2.892323047921197e-07,4.905488304089646e-08,1.638618259824763e-11,2.270615248413622e-05,7.785588910748404e-12,7.4286985439732685e-09,1.0014225723553665e-06,0.0016197964762414572,3.352933830325287e-10,7.591883961017241e-09,6.393597733361371e-16,6.780512634598582e-09,2.42404051965274e-09,4.412956693216199e-09,1.1990419047062105e-07,4.653428455120858e-05,8.570546542830481e-08,4.0035990319339566e-10,4.9815272600887335e-15
0.05444353674697721,0.1189562823393787,3.76,0.0,0.41171700998987715,0.5909016181733415,0.3924135842397167,1.2239490005391906e-06,0.046789087503252884,7.481876450023402e-08,5.848292797606149e-05,5.838994578643904e-11,9.6558676570601e-15,1.2424418500570447e-07,3.907129801746858e-08,0.015506728355947137,6.311178874943076e-10,7.094354817449266e-05,3.012592544922008e-05,0.00822092883860868,1.7125987208520746e-07,0.3889256918010321,3.1049597853580444e-05,0.008250118575602941,0.0010694665546494544,1.5266626907147739e-10,0.0055155572544750035,2.8049089752736447e-06,5.62112735698176e-05,0.0023674818942812014,2.8780642329178303e-07,4.902130250464739e-08,1.6374963169353656e-11,2.255904962713317e-05,7.774512778375051e-12,7.458683911037682e-09,1.011737789685039e-06,0.0016591006222646514,3.3832201891071804e-10,7.619885141606435e-09,6.398782277644123e-16,6.961466890383859e-09,2.4872849533057202e-09,4.3818846769295055e-09,1.2242152643119738e-07,4.7877229967622116e-05,8.621466367771241e-08,4.117768358733799e-10,4.9394394390328105e-15
0.05529090225280061,0.11896417185223072,3.76,0.0,0.40777467697034403,0.5870989955885603,0.39597602659911224,1.2182878052474786e-06,0.04743973810159419,7.45782026671621e-08,5.8031486226136855e-05,5.7823824473522435e-11,9.562248902495257e-15,1.2370392072725392e-07,3.877356424710342e-08,0.015709057697855824,6.297647363453968e-10,7.066676069168472e-05,2.9699034349047578e-05,0.008229571707415874,1.7060617388338062e-07,0.39248166510191784,3.088958166608903e-05,0.008245679636013683,0.001080097002956308,1.5054382185215152e-10,0.005598248376507798,2.8088693480911565e-06,5.6525632740843565e-05,0.0023777217911801294,2.863390673233091e-07,4.897504867752647e-08,1.635951039537037e-11,2.241387562686147e-05,7.760882005011672e-12,7.486220676215754e-09,1.0217673718475511e-06,0.0016983281518551253,3.4127845412325744e-10,7.645393459155757e-09,6.40150162388192e-16,7.142959607373869e-09,2.5505242736934493e-09,4.3509989505366715e-09,1.2491058481644722e-07,4.922207501954046e-05,8.669582918285693e-08,4.232003203092601e-10,4.897610355057128e-15
0.05613826775862401,0.11897201207182109,3.76,0.0,0.40388684388167606,0.5833459758784464,0.3994899288828482,1.21270963251701e-06,0.04808614408081843,7.433548113962344e-08,5.758560047643198e-05,5.726342350359116e-11,9.469576118206244e-15,1.2316235577494072e-07,3.847646604850019e-08,0.01590999475188315,6.283478121087651e-10,7.039623637234597e-05,2.9280519235179152e-05,0.008236566526070025,1.6995156531036062e-07,0.3959900777611677,3.072636982554639e-05,0.00823963907628886,0.0010905084402272095,1.4846271653316334e-10,0.005680588016459722,2.8122569182923093e-06,5.682511170456188e-05,0.0023871682158944293,2.8483300435809735e-07,4.891666351961385e-08,1.634000531204371e-11,2.227059533220613e-05,7.744814033827587e-12,7.511382769618652e-09,1.0315147868678846e-06,0.001737464948998169,3.441632998644646e-10,7.668484043708728e-09,6.401849872748941e-16,7.324931816421823e-09,2.613732805048798e-09,4.320310712102465e-09,1.273704691806306e-07,5.056812788152338e-05,8.714961859435877e-08,4.346244575029088e-10,4.856042042507136e-15
0.05698563326444741,0.11897980264519285,3.76,0.0,0.40005249247343705,0.579641658480252,0.4029562076123424,1.2072133302581565e-06,0.04872828483714832,7.4090697732607e-08,5.7145197224551214e-05,5.6708712433956285e-11,9.377844269853198e-15,1.2261977683855857e-07,3.818008639969417e-08,0.016109541881604555,6.268694005667638e-10,7.013178201277096e-05,2.8870183680414235e-05,0.008241969246428836,1.6929632716437583e-07,0.3994518197436741,3.056013905149941e-05,0.008232056155602106,0.0011007018201115175,1.464219874945944e-10,0.005762567423315493,2.8150901882811217e-06,5.711004458431991e-05,0.0023958424626916953,2.8329086974317873e-07,4.884667139739437e-08,1.631662307817653e-11,2.2129174362080436e-05,7.7264228141e-12,7.53424296721982e-09,1.0409836141645196e-06,0.0017764975097930517,3.46977198039536e-10,7.689230884293714e-09,6.399919189744618e-16,7.507326423086352e-09,2.676885863641309e-09,4.289830352393416e-09,1.2980035340173234e-07,5.191471796600157e-05,8.757668449842322e-08,4.4604354847191817e-10,4.814736421412103e-15
0.05783299877027081,0.11898754327737672,3.76,0.0,0.3962706268879092,0.5759851625448177,0.40637575872281523,1.201797739171933e-06,0.049366142295480156,7.3843947317734e-08,5.671020247908311e-05,5.6159658820985327e-11,9.287047991737033e-15,1.220764550017113e-07,3.788450401458455e-08,0.01630770185820252,6.253317312569801e-10,6.987321219404201e-05,2.8467835773372632e-05,0.008245834164130088,1.6864072261698542e-07,0.40286776093061,3.039106188046797e-05,0.008222988193972847,0.001110678143211072,1.4442069123938976e-10,0.005844178230823804,2.81738709381588e-06,5.7380761195898525e-05,0.0024037655876284424,2.8171517333895175e-07,4.876557937524193e-08,1.6289533072965487e-11,2.1989579088009996e-05,7.705818810247818e-12,7.554872831861753e-09,1.0501775319434694e-06,0.0018154129257704093,3.497208187125264e-10,7.707706774287074e-09,6.395799731209353e-16,7.690088215737177e-09,2.739959737785503e-09,4.259567564995301e-09,1.3219947888067087e-07,5.32611957807342e-05,8.797767456639933e-08,4.5745209362720235e-10,4.77369528524906e-15
0.05868036427609421,0.11899523369446481,3.76,0.0,0.39254027327454405,0.5723756265885079,0.4097494579296592,1.1964616946673492e-06,0.049999700812006706,7.359532223991995e-08,5.628054190136467e-05,5.561622893041431e-11,9.19718170525252e-15,1.215326461643401e-07,3.758979378072677e-08,0.01650447784257952,6.237369802025231e-10,6.962034905555524e-05,2.8073288090703146e-05,0.008248213955948396,1.6798499803308304e-07,0.40623875149114874,3.0219306528669214e-05,0.008212490628909351,0.0011204384563659414,1.4245790626410247e-10,0.005925412452059097,2.8191650172757364e-06,5.763758682575751e-05,0.0024109583845687405,2.801083043674466e-07,4.867387757631929e-08,1.6258899016565825e-11,2.185177662084451e-05,7.683109022169873e-12,7.573342651745343e-09,1.0591003041539315e-06,0.0018541988703299295,3.5239485697858405e-10,7.723983252762594e-09,6.389579582922443e-16,7.873163802835138e-09,2.802931678944563e-09,4.2295312926980615e-09,1.345671521159888e-07,5.46069328391598e-05,8.83532306078783e-08,4.688447899859604e-10,4.732920304976601e-15
0.05952772978191761,0.11900287365495195,3.76,0.0,0.38886047941505886,0.5688122081563194,0.41307816108338197,1.1912040297932339e-06,0.050628947085423155,7.334491248898209e-08,5.58561409728876e-05,5.5078387575039914e-11,9.108239591148149e-15,1.20988591678419e-07,3.729602673137565e-08,0.01669987336912476,6.220872699141103e-10,6.93730219854577e-05,2.7686357650457968e-05,0.008249159715249327,1.6732938384266198e-07,0.40956562224048687,3.004503681370161e-05,0.00820061706766934,0.0011299838517709513,1.4053273282385365e-10,0.006006262473643233,2.8204408009221575e-06,5.7880841995589484e-05,0.002417441366047514,2.7847253678244993e-07,4.857203951680574e-08,1.6224879081729356e-11,2.1715734797896162e-05,7.658397024275001e-12,7.589721396896087e-09,1.067755768491977e-06,0.0018928435856644251,3.550000305636736e-10,7.738130561507928e-09,6.381344716387593e-16,8.05650161006386e-09,2.8657798741193004e-09,4.199729788550126e-09,1.369027421649143e-07,5.595132152549359e-05,8.87039879479055e-08,4.802165283125224e-10,4.692413025024782e-15
