Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48)
5.998781971666106e-08,0.07953719433730859,3.76,0.0,0.9223365690772904,0.9982274909647116,0.00013075312462755792,0.00016557709394507736,0.003959035975627855,0.0017394760397824495,0.0017817193573373496,3.16187794110601e-08,6.846336171640227e-10,0.0004511972089329072,0.0007472346509118094,0.0007472026971203043,2.2112412720039437e-05,6.0175181748243475e-05,6.456289537003924e-06,0.0008218042792686376,0.0001142148155846557,1.2270790956208786e-05
6.093879754415677e-08,0.07953826959836983,3.76,0.0,0.9222222257114262,0.9981803676615929,0.00013704050390556967,0.0001701264618647341,0.004036722609029281,0.0017518277123198156,0.0018441461443289469,3.198459952494478e-08,6.89821147063719e-10,0.00045630033628178815,0.0007588931748521544,0.0007742173576586474,2.246566788065549e-05,6.132879646664138e-05,6.692025846831247e-06,0.0008481066107374264,0.00011684324705658159,1.2926405495283936e-05
6.188977537165249e-08,0.07953935032554121,3.76,0.0,0.9221069398503758,0.9981328750350589,0.00014349796223006976,0.00017468500599025072,0.004114824541812695,0.001763901840265648,0.0019074983701111408,3.2343031133999395e-08,6.94892723360101e-10,0.000461300391733626,0.0007703997761881552,0.0008016521271782684,2.2814366921502295e-05,6.24859513068934e-05,6.931459134967772e-06,0.0008746930946030064,0.00011945751302528945,1.3604745170578277e-05
6.37917310266439e-08,0.07954152788171534,3.76,0.0,0.9218735882423671,0.9980368113423138,0.00015692415178948361,0.00018382211958909402,0.004272252419563677,0.0017872415761298701,0.0020369306879516624,3.303814805180081e-08,7.046975214439175e-10,0.00047099805836843105,0.000792954532010875,0.000857760283761427,2.3497998945495153e-05,6.481038351998917e-05,7.421224985887416e-06,0.0009286937057147703,0.000124639793448144,1.5030916296051294e-05
6.550349111613617e-08,0.07954350563060555,3.76,0.0,0.9216604679866066,0.9979491637761497,0.00016959144406276735,0.00019205855656684456,0.004415302718528407,0.0018073575725102444,0.0021564631450368774,3.363954689900073e-08,7.131487831152052e-10,0.0004793905104725256,0.0008127287610746578,0.0009096397562217141,2.409748019560619e-05,6.691324682736389e-05,7.874176016482964e-06,0.0009782046363518324,0.0001292464052105676,1.6395456186154798e-05
6.721525120562844e-08,0.07954549993102666,3.76,0.0,0.9214444794464285,0.9978604304220556,0.00018281204459723218,0.00020029710167991654,0.0045596128370650815,0.0018266646767756277,0.002278805410258196,3.4218669035766966e-08,7.212602049085078e-10,0.0004874755318997253,0.0008320043340918986,0.0009627954162307872,2.468194619325981e-05,6.902569647362906e-05,8.338356722723179e-06,0.0010285424399206003,0.00013379389680081685,1.7838625911429312e-05
6.892701129512071e-08,0.07954751034586402,3.76,0.0,0.9212256920827484,0.9977706500330047,0.00019658558463954334,0.00020852850228690823,0.004705150322087043,0.0018451943987968867,0.002403886883648013,3.477615285049025e-08,7.290444378941593e-10,0.000495263099717411,0.0008507814669144969,0.0010171951681911063,2.5251385203841507e-05,7.114706375439006e-05,8.813485356220131e-06,0.0010796739085382125,0.00013827825273889875,1.936221549582509e-05
7.063877138461298e-08,0.07954953643945423,3.76,0.0,0.9210041750769964,0.9976798598917932,0.00021091108864575476,0.00021674409797824016,0.004851882702122631,0.0018629770170339747,0.0025316372800179582,3.531263883540187e-08,7.365137074437217e-10,0.0005027631252975684,0.0008690616079174777,0.001072806926339385,2.5805824660133994e-05,7.3276700656623e-05,9.299280700265004e-06,0.0011315669142262922,0.0001426959320642372,2.096796819034548e-05
7.235053147410525e-08,0.07955157777714852,3.76,0.0,0.9207799971936206,0.9975880958609449,0.0002257870141510302,0.00022493580612254093,0.004999777570333573,0.001880041626871221,0.0026619867656939794,3.582876628213824e-08,7.436798219143788e-10,0.0005099854115055257,0.0008868473103955146,0.001129598693886401,2.6345327152067748e-05,7.541397967512076e-05,9.79546269685511e-06,0.0011841904009043305,0.0001470438388967289,2.2657580737745673e-05
7.406229156359753e-08,0.07955363392729094,3.76,0.0,0.9205532266579712,0.9974953924317627,0.0002412112905740163,0.0002330961058004545,0.005148802659060067,0.0018964161870245963,0.002794866079871849,3.632517049554252e-08,7.505541819345406e-10,0.00051693961745638,0.0009041421150145933,0.0011875386340132674,2.68699867303342e-05,7.755829355321435e-05,1.0301753004962852e-05,0.0012375143720549588,0.00015131929375313417,2.44327037231298e-05
7.57740516530898e-08,0.07955570446143342,3.76,0.0,0.9203239310479672,0.9974017827724537,0.0002571813568944613,0.00024121802045262938,0.00529892590668205,0.0019121275641376357,0.00293020664218872,3.6802480453680966e-08,7.571477901551494e-10,0.0005236352297527086,0.0009209504414466138,0.0012465951334833074,2.7379925497056843e-05,7.970905496153935e-05,1.0817875497171537e-05,0.0012915098748363678,0.00015552000570978703,2.629494199948634e-05
7.748581174258207e-08,0.07955778895536224,3.76,0.0,0.9200921771987987,0.9973072987752238,0.0002736941981140013,0.00024929509945181735,0.005450115517139475,0.0019272015755880953,0.003067940647258273,3.726131687412985e-08,7.634712613746273e-10,0.000530081539585761,0.0009372774888338569,0.0013067368592010417,2.7875290472695745e-05,8.186569612334431e-05,1.134355669804389e-05,0.001346148981119222,0.00015964404551301587,2.8245855182249374e-05
7.919757183207434e-08,0.07955988698962849,3.76,0.0,0.9198580311191703,0.9972119711022632,0.0002907463804359713,0.0002573213989120528,0.005602340012854474,0.0019416630306095715,0.003208001147669756,3.770229061817167e-08,7.695348329118545e-10,0.0005362876246637437,0.0009531291442664699,0.0013679328084333976,2.8356250713812993e-05,8.402766839944141e-05,1.1878526170935719e-05,0.0014014047661893515,0.00016368981972935236,3.028695820245416e-05
8.090933192156662e-08,0.07956199815017131,3.76,0.0,0.9196215579179767,0.9971158292305544,0.00030833408511064586,0.00026529146197324695,0.005755568281609063,0.0019555357697988458,0.0033503221265574396,3.812600138313156e-08,7.753483751287089e-10,0.0005422623352114505,0.0009685118986701782,0.0014301523532266268,2.882299466297359e-05,8.619444184247204e-05,1.2422516858178555e-05,0.001457251285660709,0.00016765604600031117,3.2419721910554036e-05
8.262109201105889e-08,0.0795641220287913,3.76,0.0,0.9193828217404466,0.9970189014954661,0.0003264531409195261,0.00027320029875253104,0.005909769617882386,0.001968842703078267,0.003494838560706906,3.8533036642950745e-08,7.809214020255115e-10,0.0005480142834392093,0.0009834327695512038,0.0014933652795042535,2.9275727713637817e-05,8.836550472796356e-05,1.29752653789274e-05,0.0015136635510199963,0.00017154172942831987,3.464557372403675e-05
8.433285210055116e-08,0.07956625822359847,3.76,0.0,0.9191418857130138,0.9969212151331145,0.0003450990552838352,0.00028104336610570004,0.006064913759045377,0.001981605846165979,0.0036414864749405515,3.892397080805473e-08,7.862630818613728e-10,0.0005535518360448645,0.0009978992301634387,0.0015575418212292983,2.9714669976528327e-05,9.054036306754993e-05,1.3536512287978003e-05,0.0015706175041048298,0.00017534614010128504,3.696589831347318e-05
8.604461219004343e-08,0.07956840633938377,3.76,0.0,0.9188988118961802,0.9968227963214692,0.00036426704399118736,0.0002888165473324492,0.0062209709168108696,0.0019938463556097344,0.0037902029885172406,3.9299364576705536e-08,7.913822477509693e-10,0.0005588831093305543,0.0010119191446598646,0.0016226526900141244,3.0140054233803493e-05,9.271854010937921e-05,1.410600229883298e-05,0.0016280899907992604,0.00017906879175565342,3.938203832176792e-05
8.77563722795357e-08,0.0795705659879442,3.76,0.0,0.9186536612446498,0.996723670220203,0.000383952059539511,0.00029651613195202497,0.006377911804332563,0.0020055845624410906,0.003940926354269611,3.965976445084676e-08,7.962874081864191e-10,0.0005640159665291859,0.0010255007087936491,0.0016886691005567173,3.055212406747127e-05,9.489957583051616e-05,1.468348447424143e-05,0.0016860587342186217,0.00018270942157420415,4.189529511150985e-05
8.946813236902798e-08,0.07957273678835262,3.76,0.0,0.9184064935740439,0.9966238610092755,0.00040414881810535457,0.00030413879566277294,0.006535707659332845,0.0020168400045070577,0.004093595991169135,4.000570239167915e-08,8.009867574472697e-10,0.0005689580169709245,0.0010386523957468543,0.0017555627922693315,3.095113214887818e-05,9.708302642562653e-05,1.5268712387281703e-05,0.001744502307626666,0.00018626797110632922,4.450692953560753e-05
9.117989245852025e-08,0.0795749183671839,3.76,0.0,0.9181573675335865,0.9965233919262573,0.0004248518251518431,0.0003116815805780911,0.006694330263602705,0.0020276314575324323,0.004248152510929151,4.033769559444108e-08,8.05488185868794e-10,0.0005737166167854914,0.001051382906704015,0.0018233060474298981,3.133733867731724e-05,9.926846379536264e-05,1.5861444255699217e-05,0.0018034001072787498,0.0001897445682885038,4.721816272697412e-05
9.289165254801252e-08,0.07957711035869877,3.76,0.0,0.9179063405842233,0.9964222853024113,0.00044605539969841217,0.00031914187581257795,0.006853751959182444,0.0020379769649622836,0.004404537739183629,4.065624636555205e-08,8.097992899382908e-10,0.0005782988708927028,0.0010637011258246556,0.0018918717061533854,3.1711009956921235e-05,0.00010145547503711991,1.646144305188986e-05,0.0018627323253424942,0.00019313951053488707,5.003017690355811e-05
9.460341263750479e-08,0.07957931240498999,3.76,0.0,0.9176534689816889,0.9963205625975426,0.0004677536972789304,0.00032651739847943594,0.007013945661507463,0.0020478938666316803,0.00456269473173085,4.096184208756274e-08,8.139273822024022e-10,0.0005827116360687933,0.0010756160792947404,0.0019612331784566936,3.207241710181329e-05,0.00010364366194036943,1.7068476590704455e-05,0.00192247992302121,0.00019645324886423106,5.294411618538511e-05
9.631517272699706e-08,0.07958152415609478,3.76,0.0,0.9173988077640577,0.9962182444336407,0.0004899407316180782,0.0003338061751516266,0.007174884869787415,0.0020573988263085344,0.004722567786300873,4.12549552586921e-08,8.178795009731918e-10,0.0005869615248967425,0.0010871368981535431,0.002031364453675293,3.242183486000754e-05,0.00010583264048849194,1.7682317597114584e-05,0.001982624603989783,0.00019968637302747374,5.596108742052228e-05
9.802693281648934e-08,0.07958374527007474,3.76,0.0,0.9171424107433562,0.9961153506273321,0.0005126103950588182,0.00034100652383107436,0.007336543674871118,0.002066507858154271,0.00488410245027571,4.153604359505958e-08,8.216624198126601e-10,0.0005910549104293592,0.0010982727846088976,0.0021022401074744985,3.2759540547062605e-05,0.00010802204036876264,1.8302743755645368e-05,0.0020431487882373598,0.0002028395975986393,5.90821610171183e-05
9.973869290598161e-08,0.07958597541306843,3.76,0.0,0.9168843305008387,0.9960119002211738,0.0005357564777766778,0.00034811703646122483,0.007498896764831179,0.0020752363521452746,0.005047245524755511,4.1805550185295054e-08,8.252826567854947e-10,0.0005949979314182269,0.00110903298157329,0.0021738353066804317,3.308581308109207e-05,0.00011021150449181992,1.892953774332219e-05,0.0021040355863932414,0.0002059137489896063,6.230837177894686e-05
9.999999999999998e-08,0.07958821425931739,3.76,0.0,0.916844788679582,0.9959960602946533,0.0005393313391899597,0.00034919450533171185,0.007523740134184605,0.0020765362543234437,0.005072288184043764,4.184569976107897e-08,8.258213871966005e-10,0.0005955869967455479,0.0011106431008497874,0.002184826369585098,3.313463167996955e-05,0.00011054571878447142,1.902576714082778e-05,0.0021133610715386325,0.0002063761311042382,6.281017930228296e-05
1.0145045299547388e-07,0.07958821425931739,3.76,0.0,0.9166246183855736,0.9959079115138091,0.000559372685818959,0.0003551365620095587,0.007661919428482917,0.002083599098496075,0.005211945065327648,4.2063903688769206e-08,8.287464834791571e-10,0.0005987964979855971,0.0011194267451738096,0.0022461258121371183,3.3400932111375e-05,0.00011240068852164324,1.9562487247716583e-05,0.0021652687745950757,0.0002089097533477173,6.564071974215951e-05
1.0316221308496615e-07,0.07959046149116965,3.76,0.0,0.9163633245160128,0.9958034020890182,0.0005834526580086653,0.00036206419013944596,0.007825587557035,0.00209161031112347,0.0053781503798640265,4.231151856994617e-08,8.320599337803331e-10,0.0006024562976354541,0.0011294633200072991,0.002319087979779556,3.370517723338709e-05,0.0001145892604168256,2.0201384971536432e-05,0.002226832769944793,0.0002118286252946134,6.908017101119606e-05
1.0487397317445842e-07,0.0795927167990622,3.76,0.0,0.9161004977842456,0.9956983888436917,0.0006079899817539625,0.0003688992354850457,0.007989877644054483,0.00209928365018921,0.005545812023646204,4.25487953622985e-08,8.35228812402089e-10,0.0006059828015142439,0.0011391519169276672,0.0023926987600984945,3.399882728355938e-05,0.00011677689998374835,2.0846028625090887e-05,0.0022887126065877826,0.00021467145746488568,7.26276585920027e-05
1.065857332639507e-07,0.07959497988148492,3.76,0.0,0.9158361858626611,0.9955928880147592,0.0006329782078046725,0.0003756412225381499,0.008154766783915876,0.0021066322437575495,0.005714881792095078,4.2776120956008676e-08,8.382587031682812e-10,0.0006093812708436575,0.0011485016931663248,0.0024669356961599252,3.4282159707509046e-05,0.0001189632984421215,2.1496220907859305e-05,0.002350893912442635,0.00021743941080366736,7.628408322088708e-05
1.0829749335344297e-07,0.0795972504449278,3.76,0.0,0.9155704352127638,0.9954869152051011,0.0006584108639977512,0.00038228987115142374,0.008320232668890992,0.0021136687086025768,0.005885312711359884,4.299386890443636e-08,8.411549770504857e-10,0.000612656763459212,0.0011575217346003433,0.0025417769203300504,3.455544999591278e-05,0.00012114815800321561,2.215176948029536e-05,0.002413362886601053,0.00022013370558288695,8.005031418751159e-05
1.1000925344293524e-07,0.07959952820381308,3.76,0.0,0.9153032910959086,0.9953804854084778,0.0006842814680339214,0.00038884508265840044,0.008486253585023964,0.0021204051701988287,0.006057059026999826,4.320239974504585e-08,8.43922799952681e-10,0.0006158141403991013,0.0011662210399962924,0.002617201149844455,3.4818971182612945e-05,0.00012333119146098407,2.281248692690275e-05,0.0024761062774103447,0.00022275561309662497,8.392719015069163e-05
1.1172101353242751e-07,0.07960181288041454,3.76,0.0,0.9150347975857439,0.9952736130335047,0.0007105835393275946,0.0003953069266070381,0.008652808406924214,0.0021268532819273506,0.006230076190971838,4.340206133111022e-08,8.4656714025482e-10,0.000618858072497112,0.001174608507070248,0.002693187681349043,3.507299339994085e-05,0.0001255121217961675,2.347819071153117e-05,0.002539111361244844,0.00022530644799697953,8.791551994581806e-05
1.1343277362191978e-07,0.0796041042047648,3.76,0.0,0.9147649975821631,0.9951663119267075,0.0007373106099718689,0.00040167562810071667,0.008819876591599374,0.0021330242435280418,0.006404320847120327,4.359318917103053e-08,8.490927761165393e-10,0.0006217930469410508,0.0011826929202159878,0.0027697163845299983,3.5317783486601424e-05,0.0001276906817933876,2.414870312576239e-05,0.002602365921967752,0.00022778756123303888,9.201608338285907e-05
1.1514453371141206e-07,0.07960640191455265,3.76,0.0,0.9144939328265904,0.9950585953946863,0.0007644562348598974,0.00040795155573812434,0.008987438171440635,0.00213892881882798,0.006579750815348771,4.377610677254687e-08,8.515043025355856e-10,0.0006246233737644762,0.0011904829397638916,0.002846767694940741,3.555360464379425e-05,0.00012986661367116783,2.4823851231186022e-05,0.0026658582310810607,0.00023020033355689647,9.622963203402001e-05
1.1685629380090433e-07,0.07960870575501118,3.76,0.0,0.9142216439184291,0.994950476225419,0.0007920140010032391,0.00041413521014142216,0.00915547374646384,0.0021445773527742013,0.00675632507463832,4.395112598949838e-08,8.538061381737733e-10,0.0006273531922451037,0.0011979870926429217,0.00292432260612507,3.578071613555534e-05,0.00013203966872476263,2.550346679629905e-05,0.0027295770285579173,0.0002325461695620165,0.00010055689001025194
1.185680538903966e-07,0.07961101547879845,3.76,0.0,0.9139481703325257,0.9948419667087366,0.0008199775360870343,0.00042022721306029544,0.009323964475901154,0.0021499797877983506,0.006934003745064729,4.411854736914036e-08,8.560025319572629e-10,0.0006299864771882472,0.0012052137643273257,0.0030023626611275856,3.599937302959595e-05,0.00013420960698162516,2.618738622870221e-05,0.0027935115043489643,0.00023482649222065734,0.00010499855472590486
1.2027981397988887e-07,0.07961333084587106,3.76,0.0,0.9136735504375112,0.9947330786559959,0.000848340516300961,0.0004262282970380139,0.00949289206923032,0.0021551456795394874,0.007112748068952133,4.42786604983392e-08,8.580975694444515e-10,0.0006325270450780354,0.001212171191958432,0.003080869943474758,3.620982597518871e-05,0.00013637619686930158,2.6875450503209366e-05,0.002857651280551764,0.00023704273788848363,0.00010955529765091835
1.2199157406938114e-07,0.07961565162335259,3.76,0.0,0.9133978215148885,0.9946238234189821,0.0008770966734839396,0.00043213929562441975,0.009662238776720898,0.002160084211950301,0.007292520391290341,4.443174434722726e-08,8.600951789735235e-10,0.0006349785600828397,0.0012188674585400174,0.0031598270677029782,3.641232101490652e-05,0.00013853921489550815,2.756750508643397e-05,0.002921986394230557,0.00023919635174595789,0.0001142277650500307
1.2370333415887342e-07,0.07961797758539668,3.76,0.0,0.9131210197787554,0.9945142119080693,0.0009062398016194858,0.0004379611341198234,0.00983198737957044,0.0021648042118110186,0.0074732841395315774,4.457806760912649e-08,8.61999137601935e-10,0.0006373445399044627,0.0012253104881132424,0.0032392171695033423,3.6607099427255895e-05,0.00014069844534011933,2.8263399858368774e-05,0.002986507280872101,0.0002412887836475698,0.00011901657870856696
1.254150942483657e-07,0.07962030851304668,3.76,0.0,0.9128431803960522,0.9944042546096622,0.0009357637627174906,0.00044369482083306554,0.010002121179696937,0.002169314162674282,0.007655003802872641,4.471788903575288e-08,8.638130768301847e-10,0.000639628361463281,0.00123150804182413,0.0033190238955469373,3.6794397597467096e-05,0.00014285367995877735,2.8962989031431208e-05,0.0030512047584622232,0.0002433214843514161,0.00012392233664444097
1.2712685433785796e-07,0.07962264419409172,3.76,0.0,0.9125643375072419,0.9942939616029521,0.000965662492117036,0.000449341438836461,0.01017262398924829,0.0021736222182634174,0.007837644911119216,4.485145776688165e-08,8.655404881188219e-10,0.000641833266413801,0.0012374677148030914,0.0033992313930487146,3.697444691390729e-05,0.00014500471769781717,2.9666131067405956e-05,0.0031160700121668056,0.0002452959021030696,0.00012894561380607123
1.2883861442735023e-07,0.07962498442292071,3.76,0.0,0.91228452424733,0.994183342576008,0.0009959300032436665,0.00045490213819995276,0.010343480119884027,0.0021777362153455773,0.008021174013220597,4.497901365380261e-08,8.671847282160375e-10,0.0006439623664870614,0.00124319693378207,0.0034798242991228843,3.714747368777576e-05,0.00014715136442018821,3.037268859267876e-05,0.0031810945796002673,0.000247213479549065,0.00013408696275597393
1.3226213460633478e-07,0.07962967773358932,3.76,0.0,0.9117221142552604,0.9939611633486611,0.0010575478385914782,0.00046577067399915624,0.01068619202277893,0.002185411868791892,0.008390767359620074,4.5217001732696725e-08,8.702364783922995e-10,0.00064800497970492,0.001253992866501616,0.0036421072697125256,3.747333917784289e-05,0.00015143074130551326,3.1795520919419447e-05,0.0033115894853173204,0.0002508838404258813,0.00014472597830411717
1.3534330276742086e-07,0.0796339153337855,3.76,0.0,0.9112129391733653,0.9937601767704811,0.0011142068049274066,0.00047527117519390293,0.01099569354753031,0.0021917288324204364,0.00872612282482548,4.54128541215121e-08,8.727297020578785e-10,0.0006514128144854857,0.0012629920627043796,0.0037893355662809306,3.774476574019246e-05,0.00015526534817094813,3.308645505801474e-05,0.0034295015864212563,0.00025400703720767124,0.00015471000610979901
1.3842447092850694e-07,0.07963816475704964,3.76,0.0,0.9107010917147731,0.9935582682488836,0.0011719714889282286,0.0004845135220709767,0.011306117515003707,0.002197525694251237,0.009063879430305215,4.55925632159494e-08,8.750000207965383e-10,0.0006546180243969077,0.001271352271141346,0.003937594902253376,3.799672245886947e-05,0.0001590829982887336,3.438650010095674e-05,0.003547812926656328,0.0002569679865759775,0.00016508422595967206
1.4150563908959301e-07,0.07964242502306677,3.76,0.0,0.9101867315993531,0.9933554820419684,0.0012308102546323347,0.0004935059804814703,0.01161738903568417,0.0022028382195027536,0.009403876053495491,4.57572319692655e-08,8.770627741727022e-10,0.0006576346995595464,0.0012791106163832736,0.004086811953654278,3.82303418051633e-05,0.00016288277715789036,3.5694993955593905e-05,0.0036664851552967574,0.00025977459434623477,0.0001758511357087856
1.445868072506791e-07,0.07964669520910339,3.76,0.0,0.9096700097100832,0.9931518593820283,0.0012906925093739716,0.0005022570466440323,0.011929437577773684,0.0022076997121659,0.009745960520888752,4.590788905540971e-08,8.789322496666529e-10,0.0006604759321781256,0.0012863024537110937,0.004236917663790005,3.844670250462986e-05,0.00016666382447597686,3.701131123821836e-05,0.0037854826307980338,0.00026243455219955694,0.0001870130476497275
1.4766797541176517e-07,0.07965097444683188,3.76,0.0,0.9091510684937045,0.9929474386871734,0.0013515887260502108,0.0005107753663520873,0.012242196759807828,0.00221214118526102,0.010089989200850833,4.6045493675842634e-08,8.806217545484786e-10,0.0006631538888981037,0.0012929614008095236,0.004387847039033969,3.864683044608799e-05,0.00017042533054157172,3.833486162605023e-05,0.0039047722268669076,0.00026495531804854577,0.00019857209894675356
1.5074914357285125e-07,0.07965526191986022,3.76,0.0,0.908630042354253,0.9927422557578274,0.0014134704560609616,0.0005190696645157916,0.012555604147052032,0.002216191519145779,0.010435826603907843,4.617094009284e-08,8.821436828863878e-10,0.0006656798779858825,0.0012991193776178273,0.004539538948527746,3.883169985084434e-05,0.0001741665329209123,3.966508823502059e-05,0.004024323152610422,0.0002673441014189239,0.00021053026157691107
1.5383031173393733e-07,0.07965955686096779,3.76,0.0,0.9081070580382404,0.9925363439594431,0.001476310334262947,0.0005271486839039213,0.012869601052425435,0.00221987760892005,0.01078334499170622,4.628506190394473e-08,8.835095780444339e-10,0.0006680644117335727,0.0013048066525813537,0.004691935928498888,3.9002234645230875e-05,0.0001778867133552349,4.100146602910046e-05,0.004144106785522151,0.0002696078530719712,0.00022288935180051096
1.569114798950234e-07,0.07966385854958984,3.76,0.0,0.9075822350102206,0.9923297343919835,0.0015400820766947015,0.0005350211325343329,0.013184132342677238,0.0022232245013502523,0.011132423995906205,4.6388636058817196e-08,8.847301909092036e-10,0.0006703172642448304,0.0013100518941914086,0.0048449839918855075,3.915931000169158e-05,0.00018158519489970218,4.234350026674054e-05,0.004264096516810006,0.00027175325842127126,0.00023565103916111654
1.599926480561095e-07,0.07966816630931785,3.76,0.0,0.9070556858175188,0.9921224560474133,0.0016047604723336884,0.0005426956386584668,0.013499146250545385,0.002226255522287493,0.011482950248214796,4.6482386630375124e-08,8.858155341885847e-10,0.0006724475249724503,0.0013148822261469034,0.004998632443952902,3.930375399698441e-05,0.0001852613392724736,4.369072499012343e-05,0.0043842676079237745,0.000273786734015043,0.0002488168550347571
1.6307381621719557e-07,0.07967247950549938,3.76,0.0,0.9065275164431981,0.9919145359561228,0.0016703213698499716,0.000550180712525994,0.013814594193423803,0.0022289923952932976,0.01183481702246731,4.6566988350395056e-08,8.867749329720571e-10,0.0006744636483016512,0.0013193232849275478,0.005152833704394414,3.9436349349155886e-05,0.00018891454439804464,4.5042701561527324e-05,0.004504597057432473,0.0002757144265438862,0.0002623882007425214
1.6615498437828165e-07,0.07967679754292989,3.76,0.0,0.9059978266467551,0.9917059993231164,0.0017367416601768869,0.0005574847141877577,0.014130430598814745,0.0022314553521197715,0.012187923889250827,4.6643069922223614e-08,8.876170719142239e-10,0.0006763734994737864,0.0013233992788737438,0.0053075431361692335,3.95578352042363e-05,0.00019254424212995541,4.63990172492518e-05,0.004625063477459477,0.00027754221393871335,0.00027636635524308403
1.6923615253936773e-07,0.07968111986363917,3.76,0.0,0.9054667102922693,0.9914968696546147,0.0018039992555292002,0.0005646158267456451,0.014446612736699015,0.0022336632355464733,0.012542176383337579,4.6711217121884455e-08,8.883500392464004e-10,0.0006781843970959442,0.001327133048149019,0.005462718881194884,3.9668908953408546e-05,0.00019614989614112635,4.775928386449356e-05,0.004745646979050978,0.0002792757082409735,0.0002907524824192895
1.723173207004538e-07,0.07968544594477649,3.76,0.0,0.9049342556638182,0.9912871688757191,0.0018720730654659986,0.0005715820344767096,0.014763100558904263,0.0022356335950781026,0.012897485684099461,4.677197569880657e-08,8.889813676983565e-10,0.0006799031524776371,0.0013305461250097898,0.005618321702961053,3.977022806280483e-05,0.00019973099997010595,4.912313645014742e-05,0.004866329065856935,0.0002809202599462334,0.00030554763797406304
1.7539848886153989e-07,0.07968977529658752,3.76,0.0,0.9044005457680304,0.9910769174397821,0.0019409429705680163,0.0005783911052796764,0.015079856545524753,0.002237382776002791,0.013253768309026014,4.6825854086970555e-08,8.895180726376453e-10,0.0006815361060275197,0.0013336587938380087,0.005774314836105094,3.9862411898401975e-05,0.00020328707521175145,5.049023202230621e-05,0.004987092535516205,0.00028248096353583136,0.00032075277595133226
1.7847965702262596e-07,0.07969410746048598,3.76,0.0,0.9038656586237327,0.9908661344300971,0.0020105897942544,0.0005850505769207055,0.015396845558388456,0.0022389260022950283,0.013610945820367138,4.687332593747579e-08,8.89966687668364e-10,0.0006830891609364582,0.001336490150463015,0.0059306638429343864,3.9946043530993426e-05,0.00020681766984121863,5.186024836479219e-05,0.005107921388157625,0.0002839626639380783,0.0003363687548982485
1.8156082518371204e-07,0.07969844200721701,3.76,0.0,0.9033296675387926,0.9906548376544723,0.002080995273186328,0.0005915677466130267,0.015714034701495707,0.0022402774537995307,0.013968944544801317,4.6914832483411556e-08,8.903332977074755e-10,0.0006845678143561053,0.0013390581604144985,0.006087336476813066,4.002167151024132e-05,0.0002103223566611719,5.3232882876504395e-05,0.0052288007414845235,0.0002853699637070096,0.00035239634368472553
1.8464199334479812e-07,0.07970277853511265,3.76,0.0,0.9027926413743291,0.9904430437331839,0.002152142026633114,0.0005979496635208905,0.01603139318829717,0.002241450338087959,0.01432769530593218,4.6950784747401734e-08,8.906235697937165e-10,0.0006859771862639061,0.001341379715846931,0.0062443025522767705,4.0089811599582206e-05,0.00021380073186312066,5.460785147091837e-05,0.005349716751963641,0.00028670723074792606,0.0003688362269959097
1.877231615058842e-07,0.07970711666843643,3.76,0.0,0.9022546447965437,0.9902307681807707,0.002224013525124856,0.0006042031238215117,0.01634889221564887,0.0022424569573497844,0.014687133169360673,4.698156560155643e-08,8.908427818830847e-10,0.0006873220461894007,0.00134347069093526,0.00640153382171043,4.015094846542135e-05,0.00021725241369452837,5.598488752682508e-05,0.0054706565416792865,0.0002879786064459479,0.00038568901051277624
1.9080432966697028e-07,0.07971145605581428,3.76,0.0,0.9017157385164445,0.9900180254821052,0.0022965940586802376,0.00061033466798975,0.016666504844265472,0.002243308770659571,0.015047197200046462,4.7007531689106916e-08,8.909958495770309e-10,0.0006886068379646711,0.0013453459955760354,0.006559003858408866,4.020553731540502e-05,0.00022067704122383306,5.7363740889246464e-05,0.005591608130439981,0.0002891880140705274,0.0004029552257957751
1.9388549782805636e-07,0.07971579636874869,3.76,0.0,0.9011759795177677,0.9898048291631463,0.002369868704864881,0.0006163505799992528,0.016984205885477763,0.002244016451944093,0.015407830231640954,4.7029015216500105e-08,8.910873509760046e-10,0.0006898357026511097,0.0013470196272614616,0.006716687945825654,4.025400548167434e-05,0.00022407427319598745,5.8744176919320054e-05,0.005712560372749805,0.00029033916734468165,0.0004206353348861583
1.9696666598914244e-07,0.07972013730021318,3.76,0.0,0.9006354212734469,0.9895911918567615,0.002443823296899829,0.0006222568881646962,0.01730197179408304,0.0022445899439502274,0.01576897864744045,4.7046325624300384e-08,8.911215499595638e-10,0.0006910124997836119,0.0013485047210327508,0.006874562972799451,4.029675394601106e-05,0.00022744378697165483,6.012597559178729e-05,0.005833502899284922,0.00029143557908556535,0.00043872973463923725
2.0004783415022852e-07,0.07972447856332465,3.76,0.0,0.9000941139509924,0.9893771253639585,0.0025184443920044596,0.0006280593673809381,0.017619780567062922,0.0022450385084909767,0.016130592172579342,4.705975114491182e-08,8.911024177895005e-10,0.0006921408270617864,0.001349813597456351,0.007032607334533494,4.033415880496145e-05,0.00023078527754375432,6.15089306385848e-05,0.00595442606254526,0.0002924805698404766,0.0004572387608033416
