Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),H(5),O(6),H2(7),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),CH2O(19),F(37),HF(38),CHF(40),CHF3(41),CF2(42),CF3(44),CHFO(46),CF2O(48),CF(49),CFO(50),CHFCF2(54),CH2CF2(56),C2HF(57),CF2CF2(60),CHF2-CH2(63),CH3-CF2(64),CHF2-CHF(66),CH2F-CF2(67),CHF2-CF2(68),CHFCF[Z](71),CF2CH(72),CHF2(81),FC1OO1(129),[O]C([O])F(131),CHO2(135),CFO2(136),CF2O2(144),[O]OC(F)F(163),FC(F)C(F)F(164),[O]C(F)F(170),[O]O[C](F)F(171),O2(177),O[C](F)F(232),C2F4O2(248),FC1OC1(F)F(275),F[C]C(F)F(316),C2HF4O2(419),CF3O2(433),C2HF3O(474),C2H2F3O2(649),C2HF2O3(898),FC1(F)OO1(924),C2HF2O(1009),C2H2F3(1097),FC1(F)CO1(1188),C2H3F2O2(1290),[C]#CF(2151),C2HF(2152),CHF(86),CF2(87)
3.3905747884944735e-06,0.5120177924579008,3.76,0.0,0.45186100189621753,0.9026705288745559,0.026438377950497145,0.001491901462228197,0.002612929990949777,0.0019305240256768553,0.04838886104419468,0.00016797965570520762,1.271030853684608e-06,0.01140811982351841,0.05562458997443677,1.4986417544020056e-07,7.646330243419775e-07,7.72508157493517e-05,0.16438299551482896,3.431376574228809e-06,0.0008454628552136972,2.2480308552600333e-07,2.7262480764328458e-05,0.015235972288751108,0.021049531346041938,0.0027547811018694816,0.00012885184489231762,0.008821118554524167,0.00042889207878384116,2.465446068157704e-05,8.855669464405401e-05,3.187226292222956e-08,9.938285295286568e-08,1.0467556773602395e-05,2.0326192602987293e-06,2.0974995588271603e-05,3.825395663972235e-07,2.800373122776431e-06,0.06576867111753641,2.759408799571326e-09,1.867396126176573e-10,5.579648765453955e-10,0.00039243222459601525,6.684720171672666e-08,1.6142131588713012e-05,0.002063038926632715,1.4979002694052209e-06,1.790605331326599e-10,0.0022819195042567664,3.4345104736277744e-07,2.605573615863214e-16,1.7282029622367537e-09,8.24143168774602e-07,1.7735878666123936e-09,7.528611412091539e-09,1.6301703329251616e-11,6.893551733460213e-10,3.1145602330334726e-10,1.7023096394872035e-06,6.678846718158163e-07,3.1611732780008065e-05,2.348220617299535e-09,2.149357293415799e-11,9.95880703183673e-09,4.763650087424372e-17,0.0029444537824020083,0.009340393669525571
3.4106757777349175e-06,0.512090168708893,3.76,0.0,0.45080569067147835,0.9021094861443159,0.02660750803271702,0.0014921799202940996,0.0026168818195517166,0.0019339833294147615,0.048639838345346,0.00016742680910941928,1.2648110642822344e-06,0.011568860491182546,0.055883945366189076,1.5239552298116196e-07,7.826082797930587e-07,7.704763351304601e-05,0.16540461607331894,3.4248624579715774e-06,0.0008476986454541476,2.2537970630314644e-07,2.7467640044833336e-05,0.01531615894095547,0.021244591041810493,0.0027716905248908134,0.00012962965222573515,0.008897241799857111,0.00043625041479673863,2.528345670952079e-05,8.968083164364441e-05,3.246321684898593e-08,1.0122644474181141e-07,1.0567826326757149e-05,2.0526313350968704e-06,2.1152646302880575e-05,3.89168292230919e-07,2.849094470976852e-06,0.06581623093768961,2.751316948915778e-09,1.8619492519832392e-10,5.574779894047829e-10,0.00039124706845004164,6.751357589497948e-08,1.6141631410840083e-05,0.0020774836574965214,1.4978383885248587e-06,1.8019657861681143e-10,0.0022805011991943475,3.441107591109565e-07,2.636640292026749e-16,1.7422838472152622e-09,8.300679094790474e-07,1.7872527909263275e-09,7.579635291408631e-09,1.6432734971375247e-11,6.953754973569047e-10,3.165137215975387e-10,1.7193430058902232e-06,6.792405570173582e-07,3.1912044756049414e-05,2.39835213202196e-09,2.187562513945913e-11,1.0190399229053532e-08,4.8784280270642104e-17,0.0029381042935265425,0.009439470570606148
3.4307767669753614e-06,0.5121625005961422,3.76,0.0,0.44975289072794705,0.9015490482596487,0.026776552071135558,0.0014924705693196217,0.002620821121334765,0.0019374294568539057,0.048890025668669235,0.0001668793073626665,1.258647415314938e-06,0.011730468166273133,0.05614254804221772,1.5495294601672486e-07,8.008596407489732e-07,7.684621353167474e-05,0.16642591147215446,3.4184273914825565e-06,0.000849913687332419,2.259490312810695e-07,2.7672187185331856e-05,0.015395670663977127,0.021439815943739424,0.00278855622530181,0.0001304027154965141,0.008973301904369776,0.0004436747974217354,2.5923681455803623e-05,9.080489239051867e-05,3.3060395254310045e-08,1.0308955875357982e-07,1.0668104729111815e-05,2.0726692616368416e-06,2.1329164397033372e-05,3.958658857404736e-07,2.8983210028182944e-06,0.06586168606772298,2.743271793500882e-09,1.8565332848250707e-10,5.569978538215277e-10,0.00039007042871207947,6.818079500465306e-08,1.614061095663892e-05,0.002091794697181959,1.4977286632390964e-06,1.8132970876545277e-10,0.0022790844102867926,3.447643845156851e-07,2.6676568656853733e-16,1.756337762227057e-09,8.35975071162023e-07,1.800800928039206e-09,7.63041099454472e-09,1.656348900745309e-11,7.013986035847967e-10,3.2161429773280797e-10,1.7363982995184908e-06,6.907050547043636e-07,3.2212911522970645e-05,2.449133153984233e-09,2.2261306979312233e-11,1.0425564316441927e-08,4.995191935084813e-17,0.002931791019689277,0.009538800547522647
3.4508777562158054e-06,0.5122347879802335,3.76,0.0,0.4487025925121282,0.9009892164473098,0.026945510546556896,0.0014927732737669563,0.0026247480188317366,0.0019408626682444225,0.04913942333366726,0.0001663371154247008,1.2525398625014975e-06,0.011892935837804942,0.05640040240592056,1.575365278089444e-07,8.193886714167591e-07,7.664653050736738e-05,0.16744687365848632,3.412069786763096e-06,0.000852108104120574,2.2651113422000814e-07,2.7876119490774523e-05,0.015474508825065738,0.021635200097130027,0.0028053780705622803,0.0001311710390141628,0.00904929549296544,0.0004511650754344285,2.657524080354509e-05,9.192873506837994e-05,3.3663799430890274e-08,1.0497220258025014e-07,1.0768386537630089e-05,2.092732162036841e-06,2.1504536702860776e-05,4.0263254006900603e-07,2.948054019255314e-06,0.065905066160251,2.7352727626171226e-09,1.8511478451970397e-10,5.565244469070149e-10,0.000388902184387261,6.884883029288704e-08,1.6139078752596054e-05,0.002105971324180662,1.4975718843876566e-06,1.824599306526232e-10,0.002277669148696626,3.454120219120046e-07,2.698619245875297e-16,1.7703640354473415e-09,8.418644533761626e-07,1.814231446339548e-09,7.680938332802002e-09,1.6693959094176216e-11,7.0742429759112e-10,3.2675769305009493e-10,1.7534747806005248e-06,7.022782518339382e-07,3.25143243131722e-05,2.5005651314819613e-09,2.2650611748894925e-11,1.066432794746513e-08,5.113962345602529e-17,0.002925513470690649,0.009638379927469205
3.4709787454562494e-06,0.5123070307146964,3.76,0.0,0.4476547865339617,0.900429991887579,0.02711438392993179,0.0014930879008271446,0.0026286626338934424,0.0019442832202836368,0.049388031674232884,0.00016580019728173272,1.2464883302915088e-06,0.012056256507018576,0.0566575128070563,1.6014635080648859e-07,8.381969142080932e-07,7.644855960819486e-05,0.16846749462671798,3.4057880883450127e-06,0.0008542820160662592,2.2706608836624236e-07,2.8079434345986376e-05,0.015552674866775723,0.021830737638529003,0.002822155932522304,0.00013193462768842603,0.009125219238363857,0.00045872109251956806,2.7238240433432772e-05,9.305221995988568e-05,3.42734302068275e-08,1.0687438230940959e-07,1.0868666385120965e-05,2.1128191673033006e-06,2.1678750572529186e-05,4.0946844615298797e-07,2.9982948037909166e-06,0.06594640047814138,2.7273192948271183e-09,1.8457925767277955e-10,5.560573723999372e-10,0.0003877422166449275,6.951765284141219e-08,1.6137043201493803e-05,0.0021200128605715265,1.497368813613215e-06,1.8358723605045532e-10,0.002276255440340157,3.4605376805191345e-07,2.729523591780875e-16,1.7843620513837214e-09,8.477358590555012e-07,1.8275435129458584e-09,7.73121713827152e-09,1.6824140108314185e-11,7.134523761200074e-10,3.319438456277082e-10,1.7705717140657938e-06,7.13960230499323e-07,3.281627442386748e-05,2.5526494451392254e-09,2.3043532213975002e-11,1.0906715710100016e-08,5.2347598475585666e-17,0.002919271164358722,0.00973820504900644
3.4910797346966934e-06,0.5123792286470664,3.76,0.0,0.4466094633660439,0.8998713757732618,0.027283172682630107,0.0014934143203672733,0.002632565087630317,0.0019476913661735467,0.04963585103856034,0.00016526851602178803,1.240492713486859e-06,0.012220423188194371,0.05691388354258799,1.6278249662020518e-07,8.572858896932451e-07,7.625227645959423e-05,0.16948776641898497,3.3995807730986883e-06,0.0008564355405613459,2.2761396643465236e-07,2.828212921340818e-05,0.015630170304857735,0.022026422794543712,0.0028388896873450037,0.00013269348701397724,0.009201069860685808,0.00046634268734633454,2.791278581625144e-05,9.41752094552639e-05,3.4889287918298816e-08,1.0879610253581765e-07,1.0968938979963096e-05,2.132929417122846e-06,2.1851793869612634e-05,4.1637379272335804e-07,3.0490446224619627e-06,0.06598571789918434,2.7194108380496357e-09,1.8404671205156671e-10,5.555966306147381e-10,0.00038659040876419293,7.01872341682938e-08,1.6134512586747175e-05,0.002133918671218253,1.4971202142463564e-06,1.8471166019880712e-10,0.0022748432671092986,3.466897181311655e-07,2.760365954188218e-16,1.7983311970809225e-09,8.535890944790454e-07,1.8407363679005744e-09,7.78124726640712e-09,1.695402699319557e-11,7.194826429314804e-10,3.371726917101446e-10,1.7876883691074727e-06,7.257510679972508e-07,3.311875321656579e-05,2.6053874062075763e-09,2.3440060910180944e-11,1.1152753127205204e-08,5.357605084057123e-17,0.002913063626414056,0.009838272262188183
3.5111807239371373e-06,0.5124513816175313,3.76,0.0,0.4455666136511667,0.899313369250672,0.02745187725545742,0.001493752405212058,0.0026364555003324493,0.001951087355227249,0.04988288179090999,0.0001647420337973327,1.2345528750932868e-06,0.012385428911298,0.05716951885059651,1.6544504590440576e-07,8.766570936233872e-07,7.605765718304513e-05,0.1705076811320961,3.3934463541646194e-06,0.0008585687919557538,2.2815484040121446e-07,2.848420164058954e-05,0.01570699673573152,0.022222249892565455,0.002855579216002529,0.00013344762313733524,0.009276844133326773,0.00047402969297378366,2.8598982175803124e-05,9.529756834065692e-05,3.55113723407874e-08,1.1073736616723871e-07,1.106919911235355e-05,2.153062060633923e-06,2.2023655019929876e-05,4.2334876607282775e-07,3.1003047219847095e-06,0.06602304686990836,2.711546850621494e-09,1.8351711087755413e-10,5.55142434453035e-10,0.0003854466463290434,7.085754624520546e-08,1.6131495062412185e-05,0.00214768816855117,1.4968268514641854e-06,1.85833227588909e-10,0.0022734326219242284,3.4731996569909435e-07,2.7911423633284256e-16,1.8122708274837178e-09,8.594239696798446e-07,1.8538093430555644e-09,7.831028600154362e-09,1.708361368588568e-11,7.255149142018854e-10,3.424441664649688e-10,1.8048240197582023e-06,7.376508363199605e-07,3.3421752132881134e-05,2.6587802471159937e-09,2.384019025205444e-11,1.1402465647850797e-08,5.4825187588802047e-17,0.002906890391333832,0.009938577930250655
3.5312817131775813e-06,0.512523489467252,3.76,0.0,0.4445262280841246,0.8987559734111644,0.027620498091617224,0.0014941020304192133,0.002640333991559581,0.0019544714338370866,0.050129124307716266,0.0001642207121534748,1.228668656182297e-06,0.012551266719359076,0.05742442292563094,1.6813407855536706e-07,8.963120029252709e-07,7.58646783012473e-05,0.17152723090486116,3.3873833724121406e-06,0.0008606818824372822,2.2868878194463027e-07,2.8685649237558202e-05,0.015783155813783954,0.0224182133347628,0.0028722244029844393,0.00013419704265998995,0.009352538869438856,0.0004817819383386605,2.929693454058328e-05,9.641916322930582e-05,3.613968294397803e-08,1.1269817504872897e-07,1.1169441637625568e-05,2.173216253530514e-06,2.2194322860568248e-05,4.3039355032196256e-07,3.1520763313972712e-06,0.06605841551668962,2.7037267982849638e-09,1.8299042008219344e-10,5.546944370026023e-10,0.0003843108167552939,7.152856070861617e-08,1.6127998675521972e-05,0.0021613208000440414,1.496489455794541e-06,1.8695193399072563e-10,0.0022720235261400133,3.4794460275003084e-07,2.821849188915947e-16,1.8261803444480104e-09,8.652402974707377e-07,1.866761747180957e-09,7.88056103968443e-09,1.721289509917427e-11,7.315489941960864e-10,3.47758201969758e-10,1.8219779443161173e-06,7.496596031994497e-07,3.372526265111254e-05,2.7128291424300068e-09,2.42439121872949e-11,1.165587866218831e-08,5.609521620777161e-17,0.0029007510000886726,0.010039118426624192
3.5513827024180253e-06,0.5125955520157705,3.76,0.0,0.44348829741671497,0.8981991893371492,0.02778903562602121,0.0014944630732767125,0.0026442006803708445,0.0019578438452853286,0.05037457897836887,0.00016370451199545808,1.2228398744284926e-06,0.012717929669845257,0.05767859991507424,1.708496738076473e-07,9.162520738371207e-07,7.567331670007246e-05,0.17254640792235865,3.3813903976363912e-06,0.0008627749220491136,2.2921586204028847e-07,2.888646968055451e-05,0.015858649256588753,0.022614307604645775,0.0028888251366383784,0.00013494175271114365,0.00942815092555607,0.0004895992478542804,3.0006747717003405e-05,9.753986272809017e-05,3.677421853776361e-08,1.1467852917380628e-07,1.126966148232373e-05,2.193391161622111e-06,2.236378671354065e-05,4.3750832793362277e-07,3.2043606682433918e-06,0.06609185161702295,2.6959501549676328e-09,1.8246660540635872e-10,5.542525396257531e-10,0.00038318280918368076,7.220024954843932e-08,1.6124031372317054e-05,0.0021748160509080677,1.4961087581325818e-06,1.8806779429995328e-10,0.0022706159811088263,3.485637204726286e-07,2.8524827386127407e-16,1.8400591675849097e-09,8.7103789372385e-07,1.879592944607994e-09,7.929844501314731e-09,1.734186628814801e-11,7.375846932381451e-10,3.5311472915851486e-10,1.839149425098348e-06,7.617774322388882e-07,3.402927633317118e-05,2.7675352041945533e-09,2.465121837506247e-11,1.191301750541565e-08,5.738634467557463e-17,0.0028946450005776832,0.010139890135945366
3.5714836916584693e-06,0.5126675690922831,3.76,0.0,0.44245281246206897,0.8976430180855636,0.02795749028479009,0.00149483541360125,0.0026480556849693576,0.0019612048294587766,0.05061924620658597,0.00016319339358562309,1.2170663231487658e-06,0.012885410836693676,0.05793205391537955,1.735919100209528e-07,9.364787400572957e-07,7.54835497230602e-05,0.17356520442033474,3.375466031790477e-06,0.0008648480185159083,2.2973615116283838e-07,2.9086660717783442e-05,0.015933478848634594,0.022810527273518486,0.002905381309431906,0.000135681760955632,0.009503677205163721,0.0004974814410994303,3.07285262674819e-05,9.865953762858098e-05,3.741497760703384e-08,1.1667842734442577e-07,1.1369853651206544e-05,2.2135859584681026e-06,2.2532036392879193e-05,4.446932791481198e-07,3.257158931675893e-06,0.06612338257184931,2.6882164035025848e-09,1.8194563261789918e-10,5.538167814483202e-10,0.00038206251480899693,7.287258506284557e-08,1.6119600978975636e-05,0.0021881734470409423,1.4956854837819153e-06,1.891808296970852e-10,0.0022692099823037677,3.491774082165212e-07,2.883039338072203e-16,1.8539067025421136e-09,8.768165776011415e-07,1.8923023646057085e-09,7.978878925071716e-09,1.747052202522374e-11,7.436218270619223e-10,3.5851367705959454e-10,1.8563377490120952e-06,7.740043822865671e-07,3.433378479597006e-05,2.822899474377554e-09,2.5062100324298947e-11,1.2173907445902473e-08,5.869878149976338e-17,0.0028885719482488214,0.010240889455217905
3.5915846808989133e-06,0.512739540515028,3.76,0.0,0.44141976409387135,0.8970874606724324,0.028125862485519546,0.0014952189336567955,0.002651899122837188,0.001964554622915585,0.0508631264101415,0.00016268731661128627,1.2113477728497458e-06,0.013053703311030333,0.058184788973070535,1.7636086471007265e-07,9.569934127741254e-07,7.529535513109352e-05,0.17458361268555203,3.369608908358205e-06,0.0008669012774070468,2.3024971930420606e-07,2.9286220167198638e-05,0.016007646439127943,0.023006866999061404,0.00292189281786875,0.00013641707558382458,0.009579114658139178,0.0005054283328976726,3.146237450229418e-05,9.977806090406431e-05,3.806195817334219e-08,1.1869786694551536e-07,1.1470013222513366e-05,2.2337998255537713e-06,2.2699062193946188e-05,4.519485820931713e-07,3.3104723038965394e-06,0.06615303541122694,2.6805250353051035e-09,1.8142746850087389e-10,5.533870545225063e-10,0.000380949826802103,7.354553960802931e-08,1.6114715204753655e-05,0.002201392554057839,1.4952203415955765e-06,1.9029105107551496e-10,0.0022678055350950177,3.497857537735191e-07,2.9135154638531046e-16,1.867722370064364e-09,8.825761715113679e-07,1.904889467829766e-09,8.027664271517198e-09,1.759885728345118e-11,7.496602111879769e-10,3.639549726444724e-10,1.8735422077036866e-06,7.863405076881321e-07,3.463877972150552e-05,2.878922926581156e-09,2.5476549158282377e-11,1.243857368826776e-08,6.003273570950783e-17,0.002882531405915725,0.010342112793946635
3.6116856701393572e-06,0.5128114660936408,3.76,0.0,0.4403891432357712,0.8965325180892798,0.02829415263889045,0.0014956135176550983,0.002655731110858076,0.0019678934594862247,0.051106220018437,0.00016218624033250578,1.20568397618492e-06,0.013222800198902575,0.05843680909371154,1.7915661475441325e-07,9.777974843581102e-07,7.510871102676066e-05,0.17560162504768476,3.3638176865590556e-06,0.0008689348026537447,2.3075663589331306e-07,2.9485145903341634e-05,0.01608115392973181,0.023203321510060597,0.002938359561765898,0.00013714770521816005,0.009654460272717987,0.0005134397341668061,3.220839651462263e-05,0.00010089530734855951,3.871515775165639e-08,1.207368439329207e-07,1.1570135338649607e-05,2.2540319531245296e-06,2.2864854818729835e-05,4.592744132272339e-07,3.364301954441902e-06,0.0661808368595917,2.6728755488125692e-09,1.809120803491586e-10,5.529632483427319e-10,0.0003798446398977771,7.421908568484538e-08,1.61093816673638e-05,0.0022144729699651714,1.4947140319693496e-06,1.9139846983140137e-10,0.0022664026436877236,3.5038884408350537e-07,2.9439076480088717e-16,1.8815056087453227e-09,8.883165005513951e-07,1.9173537422243213e-09,8.076200515642184e-09,1.7726867253859847e-11,7.556996620020415e-10,3.694385415101128e-10,1.890762096704201e-06,7.987858590673675e-07,3.4944252849735916e-05,2.935606477959194e-09,2.5894555781993412e-11,1.2707041385397232e-08,6.138841676385874e-17,0.00287652294239832,0.010443556572192687
3.631786659379801e-06,0.5128833456484043,3.76,0.0,0.4393609408815012,0.8959781912950815,0.02846236114605321,0.001496019052677498,0.002659551764856695,0.0019712215691180777,0.05134852747746307,0.00016169012346508368,1.2000746617958606e-06,0.013392694628429307,0.05868811822535494,1.8197923594960154e-07,9.988923204960796e-07,7.492359603233419e-05,0.1766192338976988,3.3580910627676842e-06,0.0008709486958488081,2.312569699361357e-07,2.9683435880778957e-05,0.016154003294190276,0.023399885635155073,0.002954781445539781,0.00013787365905232554,0.009729711091165804,0.000521515450383698,3.2966696085907335e-05,0.00010201115435045825,3.937457355791831e-08,1.227953530657882e-07,1.1670215228337795e-05,2.274281538862898e-06,2.3029405503154695e-05,4.666709461055691e-07,3.4186490286068315e-06,0.06620681321200268,2.665267452503735e-09,1.8039943598370685e-10,5.525453139371817e-10,0.0003787468512313668,7.489319606327084e-08,1.6103607842993774e-05,0.0022274143382090255,1.4941672437726561e-06,1.9250310151263956e-10,0.002265001308657332,3.5098676382740985e-07,2.9742124957451365e-16,1.895255866091672e-09,8.940373935756148e-07,1.929694738031837e-09,8.124487658426757e-09,1.785454718661434e-11,7.617399990353989e-10,3.7496430660581277e-10,1.9079967170521116e-06,8.1134048153526e-07,3.5250195971152706e-05,2.9929509654899454e-09,2.6316110824613366e-11,1.2979335611587008e-08,6.276603472525754e-17,0.0028705461350241566,0.01054521722521855
3.651887648620245e-06,0.5129551789710375,3.76,0.0,0.43833514808130114,0.8954244812185745,0.028630488400628023,0.0014964354279243264,0.002663361200090467,0.001974539178722757,0.05159004924627693,0.00016119892434539844,1.1945195403377287e-06,0.013563379746388755,0.058938720270350894,1.8482880337263292e-07,1.0202792650790757e-06,7.473998910882478e-05,0.17763643167702634,3.352427761897089e-06,0.0008729430569752228,2.3175078965753018e-07,2.988108811583678e-05,0.016226196563102775,0.023596554282901406,0.0029711583773012243,0.0001385949467636857,0.009804864199250652,0.0005296552826419579,3.373737673068656e-05,0.00010312548139994772,4.0040202194013556e-08,1.248733873606828e-07,1.1770248187924731e-05,2.2945477903860363e-06,2.3192705930459173e-05,4.741383524907651e-07,3.4735146589653604e-06,0.0662309904192926,2.657700262573395e-09,1.7988950361378698e-10,5.521331991010899e-10,0.00037765635957004304,7.556784368311747e-08,1.609740111093338e-05,0.0022402163380143836,1.4935806575374045e-06,1.9360495969134712e-10,0.002263601531662566,3.5157959683132175e-07,3.0044266765094274e-16,1.908972593271818e-09,8.997386824833487e-07,1.9419120404971123e-09,8.17252571665178e-09,1.7981892334313254e-11,7.677810446966077e-10,3.8053218961711594e-10,1.9252453742141565e-06,8.24004416139741e-07,3.555660096199326e-05,3.0509571612707154e-09,2.674120455879891e-11,1.3255481383306363e-08,6.416580013996849e-17,0.0028646005677552657,0.010647091200824303
3.671988637860689e-06,0.5130269658691418,3.76,0.0,0.4373117559437086,0.8948713887552617,0.02879853478864673,0.0014968625349117224,0.002667159530881154,0.001977846512003985,0.051830785797878844,0.00016071260097224026,1.1890183049077191e-06,0.01373484872007601,0.05918861908372152,1.8770539119128427e-07,1.0419596391398648e-06,7.455786963706158e-05,0.1786532108804657,3.3468265394701284e-06,0.0008749179843033685,2.3223816255685595e-07,3.00781006894205e-05,0.01629773582429312,0.023793322444658867,0.0029874902689340952,0.00013931157849133836,0.009879916727981095,0.0005378590275538051,3.452054168094448e-05,0.00010423817019889672,4.071203978829249e-08,1.2697093852305983e-07,1.1870229584927273e-05,2.3148299247007486e-06,2.3354748213012218e-05,4.816768014917896e-07,3.528899957201922e-06,0.06625339407567532,2.6501735033274312e-09,1.7938225215222828e-10,5.517267945110378e-10,0.0003765730655699484,7.62430016134099e-08,1.6090768742405416e-05,0.0022528786856003727,1.4929549421439646e-06,1.9470405437113292e-10,0.0022622033172505877,3.5216742573109593e-07,3.034546956535981e-16,1.9226552563181166e-09,9.054202023136308e-07,1.9540052598306918e-09,8.220314725186981e-09,1.8108898138715406e-11,7.738226210384207e-10,3.8614211011482075e-10,1.9425073783578963e-06,8.367776989364598e-07,3.586345974508758e-05,3.109625769972763e-09,2.7169827128146163e-11,1.3535503647894064e-08,6.558792405375157e-17,0.0028586858314835336,0.010749174960197078
3.692089627101133e-06,0.5130987061303838,3.76,0.0,0.4362907556296855,0.8943189147764221,0.028966500689473384,0.0014973002670583533,0.0026709468710616646,0.0019811437898958595,0.052070737617345896,0.00016023111109971777,1.1835706342143866e-06,0.013907094736006138,0.05943781847870881,1.9060907288516391e-07,1.0639347429779797e-06,7.437721730081614e-05,0.17966956405152865,3.3412861768750366e-06,0.0008768735748386088,2.3271915564815698e-07,3.0274471737879386e-05,0.016368623215544643,0.023990185185273995,0.003003777035683048,0.00014002356480907784,0.009954865848778515,0.0005461264777211715,3.531629389850598e-05,0.00010534910443868507,4.1390082146282856e-08,1.2908799697697996e-07,1.1970154853165896e-05,2.3351271657185843e-06,2.3515524875450497e-05,4.892864607593038e-07,3.584806023975958e-06,0.06627404945799834,2.642686706024262e-09,1.788776509710834e-10,5.513260271454673e-10,0.00037549687136251986,7.69186431205058e-08,1.6083717909069725e-05,0.002265401129404543,1.4922907571114017e-06,1.9580039879165822e-10,0.002260806667087035,3.5275033173960727e-07,3.0645701622260814e-16,1.936303332949512e-09,9.110817909294849e-07,1.9659740509829673e-09,8.267854734522115e-09,1.8235560169974025e-11,7.798645534778927e-10,3.917939862448407e-10,1.95978204384786e-06,8.496603624410966e-07,3.617076433015884e-05,3.168957435794244e-09,2.7601968344015385e-11,1.3819427300474075e-08,6.703261795806956e-17,0.002852801523105192,0.010851464976819793
3.712190616341577e-06,0.5131703995484926,3.76,0.0,0.4352721383549186,0.8937670601267492,0.029134386475629027,0.0014977485198564703,0.0026747233335740884,0.001984431230358431,0.05230990520284818,0.00015975441225794782,1.1781761924704648e-06,0.014080111001628355,0.059686322224666064,1.9353992106500298e-07,1.0862058549679578e-06,7.419801216765424e-05,0.18068548378550298,3.3358054835563795e-06,0.0008788099242123106,2.3319383556838116e-07,3.0470199456798904e-05,0.01643886092596239,0.024187137646746508,0.0030200185962775995,0.00014073091671227138,0.010029708775585084,0.0005544574215993424,3.612473606000419e-05,0.0001064581699196587,4.2074324691708037e-08,1.3122455192790797e-07,1.2070019499616736e-05,2.355438745296805e-06,2.3675028857772745e-05,4.969674956183685e-07,3.6412339416239013e-06,0.0662929815100703,2.6352394093953464e-09,1.7837566974455577e-10,5.509308731276254e-10,0.0003744276808003578,7.759474169445142e-08,1.6076255676955244e-05,0.0022777834516679754,1.4915887540054453e-06,1.96894008068317e-10,0.0022594115809040794,3.5332839461196426e-07,3.094493172711721e-16,1.9499163048161825e-09,9.167232891469725e-07,1.977818114296592e-09,8.315145812914697e-09,1.8361873985340296e-11,7.859066702805047e-10,3.974877341051753e-10,1.9770686895669928e-06,8.626524345451372e-07,3.6478506774343103e-05,3.228952739003116e-09,2.8037617717309567e-11,1.4107277171675363e-08,6.850009380987491e-17,0.0028469472458899463,0.010953957737346063
3.7523925948224646e-06,0.5133136449885807,3.76,0.0,0.4332420180550374,0.8926652120393315,0.029469919161212763,0.0014986761791142907,0.002682244074182532,0.0019909774566301253,0.05278588972728794,0.00015881521697594682,1.1675455881985308e-06,0.014428427219319598,0.060181257634424445,1.9948340371989036e-07,1.1316411081536244e-06,7.384386545541292e-05,0.18271599358196142,3.325018474377824e-06,0.0008826252762546375,2.34124519257466e-07,3.0859717971723134e-05,0.016577396304375217,0.024581292675114722,0.0030523657908275853,0.00014213176334391072,0.010179065110925761,0.0005713089241019421,3.778009943979798e-05,0.00010867024821573216,4.3461389520101155e-08,1.3555610122786856e-07,1.2269549294774593e-05,2.396101892312772e-06,2.3990192601201927e-05,5.125443450560597e-07,3.7556595927381094e-06,0.06632577377623498,2.6204615085676505e-09,1.7737944861294596e-10,5.501570607720185e-10,0.00037230993394399406,7.89482046623959e-08,1.6060124790375762e-05,0.0023021270220084603,1.4900738508027585e-06,1.9907306237933044e-10,0.002256626114295632,3.544703051149089e-07,3.154026549961245e-16,1.977034916456477e-09,9.279453921386523e-07,2.001130981360743e-09,8.408981526243543e-09,1.8613439807575988e-11,7.979907755153753e-10,4.090005034635149e-10,2.011675220187359e-06,8.889648978149794e-07,3.70952738310602e-05,3.3509362667452653e-09,2.8919398149437816e-11,1.4694854620102749e-08,7.150424145977441e-17,0.002835327228565158,0.011159537503271486
3.7885743754552636e-06,0.5134424034876499,3.76,0.0,0.43142297275953356,0.8916756747354929,0.029771628189302787,0.001499546044833865,0.0026889766577484855,0.001996837544254416,0.05321159897561075,0.00015798589734252795,1.1581564575845488e-06,0.014744478372693428,0.06062435732535027,2.049261604414165e-07,1.1735575607823936e-06,7.35298899123547e-05,0.18454189682662012,3.315502835732116e-06,0.0008859942240854325,2.3494119984275222e-07,3.120806751365319e-05,0.01669987919211367,0.024936291849983753,0.003081322914806836,0.0001433767943639027,0.010313095534169118,0.0005866902199195248,3.931435003262876e-05,0.00011065362473280492,4.473089725225682e-08,1.3952103807315032e-07,1.2448875114228514e-05,2.432740230880112e-06,2.426942493078194e-05,5.268092346576982e-07,3.860437968111451e-06,0.06634963659968765,2.6072920088093927e-09,1.764915164757806e-10,5.494790019010674e-10,0.0003704269826147578,8.016762166797735e-08,1.604426886298481e-05,0.0023235554974555452,1.4885874370000054e-06,2.0102496501863745e-10,0.0022541245722314932,3.554822386779e-07,3.207234250916993e-16,2.0013166176773593e-09,9.379750382175494e-07,2.0216835808971777e-09,8.49258333058684e-09,1.883861586603193e-11,8.088654054133343e-10,4.1950432663838964e-10,2.042855331461024e-06,9.130204925003049e-07,3.765178332167736e-05,3.462995619016674e-09,2.972488909862366e-11,1.5237349924220656e-08,7.428802429479792e-17,0.002824968065116098,0.011345217705942738
